time	V(vout)	-I(Rl)
0.000000000000000e+000	9.996057e+000	1.009602e-009
1.999000000000000e-003	9.996057e+000	1.009602e-009
1.999004923631978e-003	9.448684e+000	6.116665e-001
1.999014770895935e-003	9.191256e+000	9.191256e-001
1.999016888702116e-003	9.203111e+000	9.203111e-001
1.999018319794171e-003	9.210641e+000	9.210640e-001
1.999019162444181e-003	9.215486e+000	9.215485e-001
1.999020154232345e-003	9.222031e+000	9.222031e-001
1.999021064451383e-003	9.227205e+000	9.227206e-001
1.999021786822918e-003	9.231526e+000	9.231526e-001
1.999022424379548e-003	9.235123e+000	9.235122e-001
1.999023072529818e-003	9.238980e+000	9.238980e-001
1.999023703156908e-003	9.242599e+000	9.242598e-001
1.999024446010007e-003	9.246922e+000	9.246922e-001
1.999025369454806e-003	9.252219e+000	9.252219e-001
1.999026634205377e-003	9.259433e+000	9.259432e-001
1.999028568515850e-003	9.270267e+000	9.270267e-001
1.999031622982794e-003	9.286844e+000	9.286845e-001
1.999036980939592e-003	9.314451e+000	9.314452e-001
1.999042835031902e-003	9.342458e+000	9.342457e-001
1.999048986423871e-003	9.369204e+000	9.369203e-001
1.999055239731918e-003	9.393623e+000	9.393623e-001
1.999061374607373e-003	9.414932e+000	9.414933e-001
1.999067834562090e-003	9.434703e+000	9.434703e-001
1.999074741880747e-003	9.453050e+000	9.453049e-001
1.999083027198706e-003	9.471653e+000	9.471653e-001
1.999093544541033e-003	9.491063e+000	9.491063e-001
1.999105040346423e-003	9.507937e+000	9.507937e-001
1.999119769780470e-003	9.524917e+000	9.524917e-001
1.999134752426594e-003	9.539142e+000	9.539142e-001
1.999147216187756e-003	9.550051e+000	9.550051e-001
1.999157662987193e-003	9.560209e+000	9.560210e-001
1.999169892928662e-003	9.575865e+000	9.575865e-001
1.999181471403177e-003	9.597928e+000	9.597928e-001
1.999194264343085e-003	9.635698e+000	9.635699e-001
1.999208653484980e-003	9.698821e+000	9.698821e-001
1.999224105189354e-003	9.792467e+000	9.792467e-001
1.999241614225024e-003	9.924744e+000	9.924744e-001
1.999252532037296e-003	1.001875e+001	1.001875e+000
1.999258699545608e-003	1.007536e+001	1.007536e+000
1.999262090468986e-003	1.010706e+001	1.010706e+000
1.999264580058361e-003	1.013043e+001	1.013043e+000
1.999267202458532e-003	1.015505e+001	1.015505e+000
1.999269746715056e-003	1.017889e+001	1.017889e+000
1.999272538998886e-003	1.020496e+001	1.020496e+000
1.999274874558799e-003	1.022666e+001	1.022666e+000
1.999276771600322e-003	1.024418e+001	1.024418e+000
1.999278847651395e-003	1.026322e+001	1.026322e+000
1.999280965236921e-003	1.028246e+001	1.028245e+000
1.999284230786067e-003	1.031176e+001	1.031176e+000
1.999287641441912e-003	1.034185e+001	1.034185e+000
1.999292102691947e-003	1.038033e+001	1.038033e+000
1.999296522058486e-003	1.041745e+001	1.041746e+000
1.999301047936704e-003	1.045439e+001	1.045439e+000
1.999304859770759e-003	1.048457e+001	1.048457e+000
1.999307708970416e-003	1.050645e+001	1.050645e+000
1.999310768062614e-003	1.052921e+001	1.052921e+000
1.999313972780688e-003	1.055238e+001	1.055238e+000
1.999315975426641e-003	1.056646e+001	1.056646e+000
1.999317829929015e-003	1.057916e+001	1.057916e+000
1.999319967603544e-003	1.059342e+001	1.059342e+000
1.999322437353707e-003	1.060945e+001	1.060945e+000
1.999324908393422e-003	1.062498e+001	1.062498e+000
1.999327779898869e-003	1.064234e+001	1.064234e+000
1.999331127331015e-003	1.066157e+001	1.066157e+000
1.999336303399549e-003	1.068967e+001	1.068967e+000
1.999339322775687e-003	1.070511e+001	1.070511e+000
1.999342059086032e-003	1.071826e+001	1.071826e+000
1.999344989392035e-003	1.073153e+001	1.073153e+000
1.999348516921790e-003	1.074622e+001	1.074622e+000
1.999355571981300e-003	1.077184e+001	1.077184e+000
1.999365721362044e-003	1.080197e+001	1.080197e+000
1.999374985585235e-003	1.082135e+001	1.082135e+000
1.999389594391567e-003	1.083615e+001	1.083615e+000
1.999411549795065e-003	1.083592e+001	1.083592e+000
1.999430306782045e-003	1.082143e+001	1.082143e+000
1.999444146243412e-003	1.080588e+001	1.080588e+000
1.999457905292225e-003	1.079028e+001	1.079028e+000
1.999471409198679e-003	1.077601e+001	1.077601e+000
1.999490417609127e-003	1.075694e+001	1.075694e+000
1.999507243239704e-003	1.074055e+001	1.074055e+000
1.999525545472211e-003	1.072310e+001	1.072310e+000
1.999543173956038e-003	1.070661e+001	1.070661e+000
1.999563171134620e-003	1.068828e+001	1.068828e+000
1.999584427968974e-003	1.066921e+001	1.066921e+000
1.999605160647920e-003	1.065106e+001	1.065106e+000
1.999627285228677e-003	1.063301e+001	1.063301e+000
1.999649142362550e-003	1.061756e+001	1.061756e+000
1.999673013381982e-003	1.060204e+001	1.060204e+000
1.999694707887923e-003	1.058696e+001	1.058696e+000
1.999723455410669e-003	1.056538e+001	1.056538e+000
1.999751569961088e-003	1.054371e+001	1.054371e+000
1.999780952952592e-003	1.052111e+001	1.052111e+000
1.999813820170696e-003	1.049628e+001	1.049628e+000
1.999850870576252e-003	1.046898e+001	1.046898e+000
1.999890598342858e-003	1.044060e+001	1.044060e+000
1.999939531304976e-003	1.040691e+001	1.040691e+000
2.000005640826747e-003	1.036324e+001	1.036324e+000
2.000069209566162e-003	1.032314e+001	1.032314e+000
2.000143224271236e-003	1.027899e+001	1.027899e+000
2.000256825008738e-003	1.021533e+001	1.021533e+000
2.000380505470475e-003	1.015048e+001	1.015048e+000
2.000482438570251e-003	1.010032e+001	1.010032e+000
2.000544524929153e-003	1.007133e+001	1.007133e+000
2.000595406985202e-003	1.004853e+001	1.004853e+000
2.000648515768052e-003	1.002546e+001	1.002546e+000
2.000697508667005e-003	1.000479e+001	1.000479e+000
2.000758967786163e-003	9.979543e+000	9.979542e-001
2.000808415736064e-003	9.959718e+000	9.959717e-001
2.000864547117570e-003	9.937744e+000	9.937744e-001
2.000915481761367e-003	9.918205e+000	9.918205e-001
2.000942890925164e-003	9.907886e+000	9.907886e-001
2.000972276528823e-003	9.897008e+000	9.897007e-001
2.001011212326829e-003	9.882815e+000	9.882815e-001
2.001049147041241e-003	9.869210e+000	9.869211e-001
2.001084962098262e-003	9.856588e+000	9.856588e-001
2.001125402039190e-003	9.842585e+000	9.842585e-001
2.001168847343614e-003	9.827827e+000	9.827827e-001
2.001223672928959e-003	9.809596e+000	9.809596e-001
2.001278660927092e-003	9.791786e+000	9.791785e-001
2.001357906437982e-003	9.766983e+000	9.766983e-001
2.001435240833757e-003	9.744153e+000	9.744153e-001
2.001518253648775e-003	9.722178e+000	9.722179e-001
2.001574456712152e-003	9.710322e+000	9.710322e-001
2.001624580682327e-003	9.704110e+000	9.704110e-001
2.001685849908704e-003	9.702446e+000	9.702446e-001
2.001723646653404e-003	9.704825e+000	9.704826e-001
2.001755454157630e-003	9.709136e+000	9.709136e-001
2.001790844380922e-003	9.715479e+000	9.715478e-001
2.001824332871699e-003	9.722349e+000	9.722350e-001
2.001864145987009e-003	9.730973e+000	9.730973e-001
2.001911091852759e-003	9.741088e+000	9.741088e-001
2.001959454596278e-003	9.751088e+000	9.751089e-001
2.002005305081803e-003	9.760040e+000	9.760041e-001
2.002056519834182e-003	9.769524e+000	9.769524e-001
2.002111295874937e-003	9.779318e+000	9.779318e-001
2.002175425048368e-003	9.790632e+000	9.790633e-001
2.002266259387355e-003	9.806735e+000	9.806736e-001
2.002368516820959e-003	9.825066e+000	9.825065e-001
2.002476596684222e-003	9.844554e+000	9.844553e-001
2.002604963978045e-003	9.867610e+000	9.867610e-001
2.002718414460698e-003	9.887722e+000	9.887723e-001
2.002820855282093e-003	9.905446e+000	9.905446e-001
2.002923316285557e-003	9.922384e+000	9.922384e-001
2.003031980784081e-003	9.938845e+000	9.938844e-001
2.003154070412191e-003	9.954698e+000	9.954697e-001
2.003278367221134e-003	9.967439e+000	9.967439e-001
2.003392707363544e-003	9.975976e+000	9.975976e-001
2.003501385512733e-003	9.981565e+000	9.981565e-001
2.003624328861556e-003	9.985826e+000	9.985825e-001
2.003767940758447e-003	9.989142e+000	9.989142e-001
2.003916486997864e-003	9.991346e+000	9.991345e-001
2.004078754786420e-003	9.992776e+000	9.992776e-001
2.004295384601155e-003	9.993791e+000	9.993790e-001
2.004612666754463e-003	9.994477e+000	9.994477e-001
2.004976263611591e-003	9.994774e+000	9.994774e-001
2.005381614633601e-003	9.994861e+000	9.994861e-001
2.006165484451401e-003	9.994886e+000	9.994887e-001
2.007257032339762e-003	9.994886e+000	9.994887e-001
2.009105028539413e-003	9.994878e+000	9.994878e-001
2.012801020938714e-003	9.994863e+000	9.994863e-001
