rl	V(vout)	-I(Rl)
1.170000000009980e+001	2.007136e+000	1.715501e-001
1.171000000009980e+001	2.007136e+000	1.714035e-001
1.172000000009980e+001	2.007136e+000	1.712573e-001
1.173000000009979e+001	2.007136e+000	1.711113e-001
1.174000000009979e+001	2.007136e+000	1.709656e-001
1.175000000009979e+001	2.007136e+000	1.708201e-001
1.176000000009979e+001	2.007136e+000	1.706748e-001
1.177000000009979e+001	2.007136e+000	1.705298e-001
1.178000000009979e+001	2.007136e+000	1.703850e-001
1.179000000009979e+001	2.007136e+000	1.702405e-001
1.180000000009979e+001	2.007136e+000	1.700962e-001
1.181000000009979e+001	2.007136e+000	1.699522e-001
1.182000000009979e+001	2.007136e+000	1.698084e-001
1.183000000009979e+001	2.007136e+000	1.696649e-001
1.184000000009979e+001	2.007136e+000	1.695216e-001
1.185000000009979e+001	2.007136e+000	1.693785e-001
1.186000000009979e+001	2.007136e+000	1.692357e-001
1.187000000009979e+001	2.007136e+000	1.690932e-001
1.188000000009979e+001	2.007136e+000	1.689508e-001
1.189000000009979e+001	2.007136e+000	1.688087e-001
1.190000000009979e+001	2.007136e+000	1.686669e-001
1.191000000009979e+001	2.007136e+000	1.685253e-001
1.192000000009979e+001	2.007136e+000	1.683839e-001
1.193000000009979e+001	2.007136e+000	1.682427e-001
1.194000000009979e+001	2.007136e+000	1.681018e-001
1.195000000009979e+001	2.007136e+000	1.679612e-001
1.196000000009979e+001	2.007136e+000	1.678207e-001
1.197000000009979e+001	2.007136e+000	1.676805e-001
1.198000000009979e+001	2.007136e+000	1.675406e-001
1.199000000009979e+001	2.007136e+000	1.674008e-001
1.200000000009979e+001	2.007136e+000	1.672613e-001
1.201000000009979e+001	2.007136e+000	1.671221e-001
1.202000000009979e+001	2.007136e+000	1.669830e-001
1.203000000009979e+001	2.007136e+000	1.668442e-001
1.204000000009979e+001	2.007136e+000	1.667057e-001
1.205000000009979e+001	2.007136e+000	1.665673e-001
1.206000000009979e+001	2.007136e+000	1.664292e-001
1.207000000009979e+001	2.007136e+000	1.662913e-001
1.208000000009979e+001	2.007136e+000	1.661537e-001
1.209000000009979e+001	2.007136e+000	1.660162e-001
1.210000000009979e+001	2.007136e+000	1.658790e-001
1.211000000009979e+001	2.007136e+000	1.657420e-001
1.212000000009979e+001	2.007136e+000	1.656053e-001
1.213000000009979e+001	2.007136e+000	1.654688e-001
1.214000000009979e+001	2.007136e+000	1.653325e-001
1.215000000009979e+001	2.007136e+000	1.651964e-001
1.216000000009979e+001	2.007136e+000	1.650605e-001
1.217000000009979e+001	2.007136e+000	1.649249e-001
1.218000000009979e+001	2.007136e+000	1.647895e-001
1.219000000009979e+001	2.007136e+000	1.646543e-001
1.220000000009978e+001	2.007136e+000	1.645194e-001
1.221000000009978e+001	2.007136e+000	1.643846e-001
1.222000000009978e+001	2.007136e+000	1.642501e-001
1.223000000009978e+001	2.007136e+000	1.641158e-001
1.224000000009978e+001	2.007136e+000	1.639817e-001
1.225000000009978e+001	2.007136e+000	1.638479e-001
1.226000000009978e+001	2.007136e+000	1.637142e-001
1.227000000009978e+001	2.007136e+000	1.635808e-001
1.228000000009978e+001	2.007136e+000	1.634476e-001
1.229000000009978e+001	2.007136e+000	1.633146e-001
1.230000000009978e+001	2.007137e+000	1.631818e-001
1.231000000009978e+001	2.007137e+000	1.630493e-001
1.232000000009978e+001	2.007137e+000	1.629169e-001
1.233000000009978e+001	2.007137e+000	1.627848e-001
1.234000000009978e+001	2.007137e+000	1.626529e-001
1.235000000009978e+001	2.007137e+000	1.625212e-001
1.236000000009978e+001	2.007137e+000	1.623897e-001
1.237000000009978e+001	2.007137e+000	1.622584e-001
1.238000000009978e+001	2.007137e+000	1.621273e-001
1.239000000009978e+001	2.007137e+000	1.619965e-001
1.240000000009978e+001	2.007137e+000	1.618659e-001
1.241000000009978e+001	2.007137e+000	1.617354e-001
1.242000000009978e+001	2.007137e+000	1.616052e-001
1.243000000009978e+001	2.007137e+000	1.614752e-001
1.244000000009978e+001	2.007137e+000	1.613454e-001
1.245000000009978e+001	2.007137e+000	1.612158e-001
1.246000000009978e+001	2.007137e+000	1.610864e-001
1.247000000009978e+001	2.007137e+000	1.609572e-001
1.248000000009978e+001	2.007137e+000	1.608283e-001
1.249000000009978e+001	2.007137e+000	1.606995e-001
1.250000000009978e+001	2.007137e+000	1.605709e-001
1.251000000009978e+001	2.007137e+000	1.604426e-001
1.252000000009978e+001	2.007137e+000	1.603144e-001
1.253000000009978e+001	2.007137e+000	1.601865e-001
1.254000000009978e+001	2.007137e+000	1.600588e-001
1.255000000009978e+001	2.007137e+000	1.599312e-001
1.256000000009978e+001	2.007137e+000	1.598039e-001
1.257000000009978e+001	2.007137e+000	1.596768e-001
1.258000000009978e+001	2.007137e+000	1.595498e-001
1.259000000009978e+001	2.007137e+000	1.594231e-001
1.260000000009978e+001	2.007137e+000	1.592966e-001
1.261000000009978e+001	2.007137e+000	1.591703e-001
1.262000000009978e+001	2.007137e+000	1.590441e-001
1.263000000009978e+001	2.007137e+000	1.589182e-001
1.264000000009978e+001	2.007137e+000	1.587925e-001
1.265000000009978e+001	2.007137e+000	1.586670e-001
1.266000000009978e+001	2.007137e+000	1.585416e-001
1.267000000009977e+001	2.007158e+000	1.584181e-001
1.268000000009977e+001	2.007137e+000	1.582916e-001
1.269000000009977e+001	2.007137e+000	1.581668e-001
1.270000000009977e+001	2.007137e+000	1.580423e-001
1.271000000009977e+001	2.007137e+000	1.579179e-001
1.272000000009977e+001	2.007137e+000	1.577938e-001
1.273000000009977e+001	2.007137e+000	1.576698e-001
1.274000000009977e+001	2.007137e+000	1.575461e-001
1.275000000009977e+001	2.007137e+000	1.574225e-001
1.276000000009977e+001	2.007137e+000	1.572991e-001
1.277000000009977e+001	2.007137e+000	1.571760e-001
1.278000000009977e+001	2.007137e+000	1.570530e-001
1.279000000009977e+001	2.007137e+000	1.569302e-001
1.280000000009977e+001	2.007137e+000	1.568076e-001
1.281000000009977e+001	2.007137e+000	1.566852e-001
1.282000000009977e+001	2.007137e+000	1.565630e-001
1.283000000009977e+001	2.007137e+000	1.564409e-001
1.284000000009977e+001	2.007137e+000	1.563191e-001
1.285000000009977e+001	2.007137e+000	1.561975e-001
1.286000000009977e+001	2.007137e+000	1.560760e-001
1.287000000009977e+001	2.007137e+000	1.559547e-001
1.288000000009977e+001	2.007137e+000	1.558336e-001
1.289000000009977e+001	2.007137e+000	1.557128e-001
1.290000000009977e+001	2.007137e+000	1.555920e-001
1.291000000009977e+001	2.007137e+000	1.554715e-001
1.292000000009977e+001	2.007137e+000	1.553512e-001
1.293000000009977e+001	2.007137e+000	1.552310e-001
1.294000000009977e+001	2.007137e+000	1.551111e-001
1.295000000009977e+001	2.007138e+000	1.549913e-001
1.296000000009977e+001	2.007138e+000	1.548717e-001
1.297000000009977e+001	2.007138e+000	1.547523e-001
1.298000000009977e+001	2.007137e+000	1.546331e-001
1.299000000009977e+001	2.007138e+000	1.545140e-001
1.300000000009977e+001	2.007138e+000	1.543952e-001
1.301000000009977e+001	2.007138e+000	1.542765e-001
1.302000000009977e+001	2.007138e+000	1.541580e-001
1.303000000009977e+001	2.007138e+000	1.540397e-001
1.304000000009977e+001	2.007138e+000	1.539216e-001
1.305000000009977e+001	2.007138e+000	1.538036e-001
1.306000000009977e+001	2.007138e+000	1.536859e-001
1.307000000009977e+001	2.007138e+000	1.535683e-001
1.308000000009977e+001	2.007138e+000	1.534509e-001
1.309000000009977e+001	2.007138e+000	1.533337e-001
1.310000000009977e+001	2.007138e+000	1.532166e-001
1.311000000009977e+001	2.007138e+000	1.530997e-001
1.312000000009977e+001	2.007138e+000	1.529831e-001
1.313000000009977e+001	2.007138e+000	1.528665e-001
1.314000000009976e+001	2.007138e+000	1.527502e-001
1.315000000009976e+001	2.007138e+000	1.526340e-001
1.316000000009976e+001	2.007138e+000	1.525181e-001
1.317000000009976e+001	2.007138e+000	1.524023e-001
1.318000000009976e+001	2.007138e+000	1.522866e-001
1.319000000009976e+001	2.007138e+000	1.521712e-001
1.320000000009976e+001	2.007138e+000	1.520559e-001
1.321000000009976e+001	2.007138e+000	1.519408e-001
1.322000000009976e+001	2.007138e+000	1.518259e-001
1.323000000009976e+001	2.007138e+000	1.517111e-001
1.324000000009976e+001	2.007138e+000	1.515965e-001
1.325000000009976e+001	2.007138e+000	1.514821e-001
1.326000000009976e+001	2.007138e+000	1.513679e-001
1.327000000009976e+001	2.007138e+000	1.512538e-001
1.328000000009976e+001	2.007138e+000	1.511399e-001
1.329000000009976e+001	2.007138e+000	1.510262e-001
1.330000000009976e+001	2.007138e+000	1.509126e-001
1.331000000009976e+001	2.007138e+000	1.507992e-001
1.332000000009976e+001	2.007138e+000	1.506860e-001
1.333000000009976e+001	2.007138e+000	1.505730e-001
1.334000000009976e+001	2.007138e+000	1.504601e-001
1.335000000009976e+001	2.007138e+000	1.503474e-001
1.336000000009976e+001	2.007138e+000	1.502349e-001
1.337000000009976e+001	2.007138e+000	1.501225e-001
1.338000000009976e+001	2.007138e+000	1.500103e-001
1.339000000009976e+001	2.007138e+000	1.498983e-001
1.340000000009976e+001	2.007138e+000	1.497864e-001
1.341000000009976e+001	2.007138e+000	1.496747e-001
1.342000000009976e+001	2.007138e+000	1.495632e-001
1.343000000009976e+001	2.007138e+000	1.494518e-001
1.344000000009976e+001	2.007138e+000	1.493406e-001
1.345000000009976e+001	2.007138e+000	1.492296e-001
1.346000000009976e+001	2.007138e+000	1.491187e-001
1.347000000009976e+001	2.007138e+000	1.490080e-001
1.348000000009976e+001	2.007138e+000	1.488975e-001
1.349000000009976e+001	2.007138e+000	1.487871e-001
1.350000000009976e+001	2.007138e+000	1.486769e-001
1.351000000009976e+001	2.007138e+000	1.485669e-001
1.352000000009976e+001	2.007138e+000	1.484570e-001
1.353000000009976e+001	2.007138e+000	1.483472e-001
1.354000000009976e+001	2.007138e+000	1.482377e-001
1.355000000009976e+001	2.007138e+000	1.481283e-001
1.356000000009976e+001	2.007138e+000	1.480190e-001
1.357000000009976e+001	2.007138e+000	1.479100e-001
1.358000000009976e+001	2.007138e+000	1.478011e-001
1.359000000009976e+001	2.007138e+000	1.476923e-001
1.360000000009976e+001	2.007138e+000	1.475837e-001
1.361000000009975e+001	2.007138e+000	1.474753e-001
1.362000000009975e+001	2.007138e+000	1.473670e-001
1.363000000009975e+001	2.007138e+000	1.472589e-001
1.364000000009975e+001	2.007138e+000	1.471509e-001
1.365000000009975e+001	2.007138e+000	1.470431e-001
1.366000000009975e+001	2.007138e+000	1.469355e-001
1.367000000009975e+001	2.007138e+000	1.468280e-001
1.368000000009975e+001	2.007138e+000	1.467206e-001
1.369000000009975e+001	2.007138e+000	1.466135e-001
1.370000000009975e+001	2.007138e+000	1.465065e-001
1.371000000009975e+001	2.007138e+000	1.463996e-001
1.372000000009975e+001	2.007138e+000	1.462929e-001
1.373000000009975e+001	2.007138e+000	1.461863e-001
1.374000000009975e+001	2.007138e+000	1.460799e-001
1.375000000009975e+001	2.007138e+000	1.459737e-001
1.376000000009975e+001	2.007138e+000	1.458676e-001
1.377000000009975e+001	2.007138e+000	1.457617e-001
1.378000000009975e+001	2.007138e+000	1.456559e-001
1.379000000009975e+001	2.007138e+000	1.455503e-001
1.380000000009975e+001	2.007138e+000	1.454448e-001
1.381000000009975e+001	2.007138e+000	1.453395e-001
1.382000000009975e+001	2.007138e+000	1.452343e-001
1.383000000009975e+001	2.007139e+000	1.451293e-001
1.384000000009975e+001	2.007139e+000	1.450245e-001
1.385000000009975e+001	2.007139e+000	1.449198e-001
1.386000000009975e+001	2.007139e+000	1.448152e-001
1.387000000009975e+001	2.007139e+000	1.447108e-001
1.388000000009975e+001	2.007139e+000	1.446065e-001
1.389000000009975e+001	2.007139e+000	1.445024e-001
1.390000000009975e+001	2.007139e+000	1.443985e-001
1.391000000009975e+001	2.007139e+000	1.442947e-001
1.392000000009975e+001	2.007139e+000	1.441910e-001
1.393000000009975e+001	2.007139e+000	1.440875e-001
1.394000000009975e+001	2.007139e+000	1.439841e-001
1.395000000009975e+001	2.007139e+000	1.438809e-001
1.396000000009975e+001	2.007139e+000	1.437778e-001
1.397000000009975e+001	2.007139e+000	1.436749e-001
1.398000000009975e+001	2.007139e+000	1.435722e-001
1.399000000009975e+001	2.007139e+000	1.434695e-001
1.400000000009975e+001	2.007139e+000	1.433671e-001
1.401000000009975e+001	2.007139e+000	1.432647e-001
1.402000000009975e+001	2.007139e+000	1.431625e-001
1.403000000009975e+001	2.007139e+000	1.430605e-001
1.404000000009975e+001	2.007139e+000	1.429586e-001
1.405000000009975e+001	2.007139e+000	1.428569e-001
1.406000000009975e+001	2.007139e+000	1.427553e-001
1.407000000009974e+001	2.007139e+000	1.426538e-001
1.408000000009974e+001	2.007139e+000	1.425525e-001
1.409000000009974e+001	2.007139e+000	1.424513e-001
1.410000000009974e+001	2.007139e+000	1.423503e-001
1.411000000009974e+001	2.007139e+000	1.422494e-001
1.412000000009974e+001	2.007139e+000	1.421487e-001
1.413000000009974e+001	2.007139e+000	1.420481e-001
1.414000000009974e+001	2.007139e+000	1.419476e-001
1.415000000009974e+001	2.007139e+000	1.418473e-001
1.416000000009974e+001	2.007139e+000	1.417471e-001
1.417000000009974e+001	2.007139e+000	1.416471e-001
1.418000000009974e+001	2.007139e+000	1.415472e-001
1.419000000009974e+001	2.007139e+000	1.414474e-001
1.420000000009974e+001	2.007139e+000	1.413478e-001
1.421000000009974e+001	2.007139e+000	1.412484e-001
1.422000000009974e+001	2.007139e+000	1.411490e-001
1.423000000009974e+001	2.007139e+000	1.410498e-001
1.424000000009974e+001	2.007139e+000	1.409508e-001
1.425000000009974e+001	2.007142e+000	1.408521e-001
1.426000000009974e+001	2.007139e+000	1.407531e-001
1.427000000009974e+001	2.007139e+000	1.406545e-001
1.428000000009974e+001	2.007139e+000	1.405560e-001
1.429000000009974e+001	2.007139e+000	1.404576e-001
1.430000000009974e+001	2.007139e+000	1.403594e-001
1.431000000009974e+001	2.007139e+000	1.402613e-001
1.432000000009974e+001	2.007139e+000	1.401633e-001
1.433000000009974e+001	2.007139e+000	1.400656e-001
1.434000000009974e+001	2.007139e+000	1.399679e-001
1.435000000009974e+001	2.007139e+000	1.398703e-001
1.436000000009974e+001	2.007139e+000	1.397729e-001
1.437000000009974e+001	2.007139e+000	1.396757e-001
1.438000000009974e+001	2.007139e+000	1.395785e-001
1.439000000009974e+001	2.007139e+000	1.394815e-001
1.440000000009974e+001	2.007139e+000	1.393847e-001
1.441000000009974e+001	2.007139e+000	1.392879e-001
1.442000000009974e+001	2.007139e+000	1.391914e-001
1.443000000009974e+001	2.007139e+000	1.390949e-001
1.444000000009974e+001	2.007139e+000	1.389986e-001
1.445000000009974e+001	2.007139e+000	1.389024e-001
1.446000000009974e+001	2.007139e+000	1.388063e-001
1.447000000009974e+001	2.007139e+000	1.387104e-001
1.448000000009974e+001	2.007139e+000	1.386146e-001
1.449000000009974e+001	2.007139e+000	1.385189e-001
1.450000000009974e+001	2.007139e+000	1.384234e-001
1.451000000009974e+001	2.007139e+000	1.383280e-001
1.452000000009974e+001	2.007139e+000	1.382328e-001
1.453000000009974e+001	2.007139e+000	1.381376e-001
1.454000000009973e+001	2.007139e+000	1.380426e-001
1.455000000009973e+001	2.007139e+000	1.379477e-001
1.456000000009973e+001	2.007139e+000	1.378530e-001
1.457000000009973e+001	2.007139e+000	1.377584e-001
1.458000000009973e+001	2.007139e+000	1.376639e-001
1.459000000009973e+001	2.007140e+000	1.375695e-001
1.460000000009973e+001	2.007139e+000	1.374753e-001
1.461000000009973e+001	2.007140e+000	1.373812e-001
1.462000000009973e+001	2.007140e+000	1.372872e-001
1.463000000009973e+001	2.007140e+000	1.371934e-001
1.464000000009973e+001	2.007140e+000	1.370997e-001
1.465000000009973e+001	2.007140e+000	1.370061e-001
1.466000000009973e+001	2.007140e+000	1.369127e-001
1.467000000009973e+001	2.007139e+000	1.368193e-001
1.468000000009973e+001	2.007140e+000	1.367261e-001
1.469000000009973e+001	2.007140e+000	1.366331e-001
1.470000000009973e+001	2.007140e+000	1.365401e-001
1.471000000009973e+001	2.007140e+000	1.364473e-001
1.472000000009973e+001	2.007140e+000	1.363546e-001
1.473000000009973e+001	2.007140e+000	1.362620e-001
1.474000000009973e+001	2.007140e+000	1.361696e-001
1.475000000009973e+001	2.007140e+000	1.360773e-001
1.476000000009973e+001	2.007140e+000	1.359851e-001
1.477000000009973e+001	2.007140e+000	1.358930e-001
1.478000000009973e+001	2.007140e+000	1.358011e-001
1.479000000009973e+001	2.007140e+000	1.357093e-001
1.480000000009973e+001	2.007140e+000	1.356176e-001
1.481000000009973e+001	2.007140e+000	1.355260e-001
1.482000000009973e+001	2.007140e+000	1.354345e-001
1.483000000009973e+001	2.007140e+000	1.353432e-001
1.484000000009973e+001	2.007140e+000	1.352520e-001
1.485000000009973e+001	2.007140e+000	1.351609e-001
1.486000000009973e+001	2.007140e+000	1.350700e-001
1.487000000009973e+001	2.007140e+000	1.349791e-001
1.488000000009973e+001	2.007140e+000	1.348884e-001
1.489000000009973e+001	2.007125e+000	1.347969e-001
1.490000000009973e+001	2.007140e+000	1.347074e-001
1.491000000009973e+001	2.007140e+000	1.346170e-001
1.492000000009973e+001	2.007140e+000	1.345268e-001
1.493000000009973e+001	2.007140e+000	1.344367e-001
1.494000000009973e+001	2.007140e+000	1.343467e-001
1.495000000009973e+001	2.007140e+000	1.342569e-001
1.496000000009973e+001	2.007140e+000	1.341671e-001
1.497000000009973e+001	2.007136e+000	1.340772e-001
1.498000000009973e+001	2.007140e+000	1.339880e-001
1.499000000009973e+001	2.007140e+000	1.338986e-001
1.500000000009973e+001	2.007140e+000	1.338093e-001
1.501000000009972e+001	2.007140e+000	1.337202e-001
1.502000000009972e+001	2.007140e+000	1.336312e-001
1.503000000009972e+001	2.007140e+000	1.335423e-001
1.504000000009972e+001	2.007140e+000	1.334535e-001
1.505000000009972e+001	2.007140e+000	1.333648e-001
1.506000000009972e+001	2.007140e+000	1.332762e-001
1.507000000009972e+001	2.007140e+000	1.331878e-001
1.508000000009972e+001	2.007140e+000	1.330995e-001
1.509000000009972e+001	2.007140e+000	1.330113e-001
1.510000000009972e+001	2.007140e+000	1.329232e-001
1.511000000009972e+001	2.007140e+000	1.328352e-001
1.512000000009972e+001	2.007140e+000	1.327474e-001
1.513000000009972e+001	2.007140e+000	1.326596e-001
1.514000000009972e+001	2.007140e+000	1.325720e-001
1.515000000009972e+001	2.007140e+000	1.324845e-001
1.516000000009972e+001	2.007140e+000	1.323971e-001
1.517000000009972e+001	2.007140e+000	1.323098e-001
1.518000000009972e+001	2.007140e+000	1.322227e-001
1.519000000009972e+001	2.007140e+000	1.321356e-001
1.520000000009972e+001	2.007140e+000	1.320487e-001
1.521000000009972e+001	2.007140e+000	1.319619e-001
1.522000000009972e+001	2.007140e+000	1.318752e-001
1.523000000009972e+001	2.007140e+000	1.317886e-001
1.524000000009972e+001	2.007140e+000	1.317021e-001
1.525000000009972e+001	2.007140e+000	1.316157e-001
1.526000000009972e+001	2.007140e+000	1.315295e-001
1.527000000009972e+001	2.007140e+000	1.314434e-001
1.528000000009972e+001	2.007140e+000	1.313574e-001
1.529000000009972e+001	2.007140e+000	1.312715e-001
1.530000000009972e+001	2.007140e+000	1.311857e-001
1.531000000009972e+001	2.007140e+000	1.311000e-001
1.532000000009972e+001	2.007140e+000	1.310144e-001
1.533000000009972e+001	2.007140e+000	1.309289e-001
1.534000000009972e+001	2.007140e+000	1.308436e-001
1.535000000009972e+001	2.007140e+000	1.307583e-001
1.536000000009972e+001	2.007140e+000	1.306732e-001
1.537000000009972e+001	2.007140e+000	1.305882e-001
1.538000000009972e+001	2.007140e+000	1.305033e-001
1.539000000009972e+001	2.007140e+000	1.304185e-001
1.540000000009972e+001	2.007140e+000	1.303338e-001
1.541000000009972e+001	2.007141e+000	1.302492e-001
1.542000000009972e+001	2.007141e+000	1.301648e-001
1.543000000009972e+001	2.007141e+000	1.300804e-001
1.544000000009972e+001	2.007141e+000	1.299962e-001
1.545000000009972e+001	2.007141e+000	1.299120e-001
1.546000000009972e+001	2.007141e+000	1.298280e-001
1.547000000009972e+001	2.007141e+000	1.297441e-001
1.548000000009971e+001	2.007141e+000	1.296602e-001
1.549000000009971e+001	2.007141e+000	1.295765e-001
1.550000000009971e+001	2.007141e+000	1.294929e-001
1.551000000009971e+001	2.007141e+000	1.294094e-001
1.552000000009971e+001	2.007141e+000	1.293261e-001
1.553000000009971e+001	2.007141e+000	1.292428e-001
1.554000000009971e+001	2.007141e+000	1.291596e-001
1.555000000009971e+001	2.007141e+000	1.290766e-001
1.556000000009971e+001	2.007140e+000	1.289936e-001
1.557000000009971e+001	2.007141e+000	1.289108e-001
1.558000000009971e+001	2.007141e+000	1.288280e-001
1.559000000009971e+001	2.007141e+000	1.287454e-001
1.560000000009971e+001	2.007141e+000	1.286629e-001
1.561000000009971e+001	2.007141e+000	1.285805e-001
1.562000000009971e+001	2.007141e+000	1.284981e-001
1.563000000009971e+001	2.007141e+000	1.284159e-001
1.564000000009971e+001	2.007141e+000	1.283338e-001
1.565000000009971e+001	2.007141e+000	1.282518e-001
1.566000000009971e+001	2.007141e+000	1.281699e-001
1.567000000009971e+001	2.007141e+000	1.280881e-001
1.568000000009971e+001	2.007141e+000	1.280064e-001
1.569000000009971e+001	2.007141e+000	1.279248e-001
1.570000000009971e+001	2.007141e+000	1.278434e-001
1.571000000009971e+001	2.007141e+000	1.277620e-001
1.572000000009971e+001	2.007141e+000	1.276807e-001
1.573000000009971e+001	2.007141e+000	1.275996e-001
1.574000000009971e+001	2.007141e+000	1.275185e-001
1.575000000009971e+001	2.007141e+000	1.274375e-001
1.576000000009971e+001	2.007141e+000	1.273567e-001
1.577000000009971e+001	2.007141e+000	1.272759e-001
1.578000000009971e+001	2.007128e+000	1.271944e-001
1.579000000009971e+001	2.007141e+000	1.271147e-001
1.580000000009971e+001	2.007141e+000	1.270342e-001
1.581000000009971e+001	2.007141e+000	1.269539e-001
1.582000000009971e+001	2.007141e+000	1.268736e-001
1.583000000009971e+001	2.007141e+000	1.267935e-001
1.584000000009971e+001	2.007124e+000	1.267124e-001
1.585000000009971e+001	2.007141e+000	1.266335e-001
1.586000000009971e+001	2.007141e+000	1.265536e-001
1.587000000009971e+001	2.007141e+000	1.264739e-001
1.588000000009971e+001	2.007141e+000	1.263943e-001
1.589000000009971e+001	2.007141e+000	1.263147e-001
1.590000000009971e+001	2.007141e+000	1.262353e-001
1.591000000009971e+001	2.007141e+000	1.261559e-001
1.592000000009971e+001	2.007141e+000	1.260767e-001
1.593000000009971e+001	2.007141e+000	1.259976e-001
1.594000000009971e+001	2.007141e+000	1.259185e-001
1.595000000009970e+001	2.007141e+000	1.258396e-001
1.596000000009970e+001	2.007141e+000	1.257607e-001
1.597000000009970e+001	2.007141e+000	1.256820e-001
1.598000000009970e+001	2.007141e+000	1.256033e-001
1.599000000009970e+001	2.007141e+000	1.255248e-001
1.600000000009970e+001	2.007141e+000	1.254463e-001
1.601000000009971e+001	2.007141e+000	1.253680e-001
1.602000000009971e+001	2.007141e+000	1.252897e-001
1.603000000009971e+001	2.007141e+000	1.252116e-001
1.604000000009971e+001	2.007141e+000	1.251335e-001
1.605000000009971e+001	2.007141e+000	1.250555e-001
1.606000000009971e+001	2.007141e+000	1.249777e-001
1.607000000009971e+001	2.007141e+000	1.248999e-001
1.608000000009972e+001	2.007141e+000	1.248222e-001
1.609000000009972e+001	2.007141e+000	1.247446e-001
1.610000000009972e+001	2.007141e+000	1.246672e-001
1.611000000009972e+001	2.007141e+000	1.245898e-001
1.612000000009972e+001	2.007141e+000	1.245125e-001
1.613000000009972e+001	2.007141e+000	1.244353e-001
1.614000000009973e+001	2.007141e+000	1.243582e-001
1.615000000009973e+001	2.007141e+000	1.242812e-001
1.616000000009973e+001	2.007141e+000	1.242043e-001
1.617000000009973e+001	2.007141e+000	1.241275e-001
1.618000000009973e+001	2.007141e+000	1.240508e-001
1.619000000009973e+001	2.007141e+000	1.239741e-001
1.620000000009974e+001	2.007141e+000	1.238976e-001
1.621000000009974e+001	2.007141e+000	1.238212e-001
1.622000000009974e+001	2.007141e+000	1.237448e-001
1.623000000009974e+001	2.007104e+000	1.236663e-001
1.624000000009974e+001	2.007141e+000	1.235925e-001
1.625000000009974e+001	2.007141e+000	1.235164e-001
1.626000000009974e+001	2.007141e+000	1.234404e-001
1.627000000009975e+001	2.007141e+000	1.233646e-001
1.628000000009975e+001	2.007141e+000	1.232888e-001
1.629000000009975e+001	2.007142e+000	1.232131e-001
1.630000000009975e+001	2.007142e+000	1.231375e-001
1.631000000009975e+001	2.007142e+000	1.230620e-001
1.632000000009975e+001	2.007142e+000	1.229866e-001
1.633000000009976e+001	2.007142e+000	1.229113e-001
1.634000000009976e+001	2.007142e+000	1.228361e-001
1.635000000009976e+001	2.007142e+000	1.227610e-001
1.636000000009976e+001	2.007142e+000	1.226859e-001
1.637000000009976e+001	2.007142e+000	1.226110e-001
1.638000000009976e+001	2.007142e+000	1.225361e-001
1.639000000009976e+001	2.007142e+000	1.224614e-001
1.640000000009977e+001	2.007142e+000	1.223867e-001
1.641000000009977e+001	2.007142e+000	1.223121e-001
1.642000000009977e+001	2.007142e+000	1.222376e-001
1.643000000009977e+001	2.007142e+000	1.221632e-001
1.644000000009977e+001	2.007142e+000	1.220889e-001
1.645000000009977e+001	2.007142e+000	1.220147e-001
1.646000000009978e+001	2.007142e+000	1.219406e-001
1.647000000009978e+001	2.007142e+000	1.218665e-001
1.648000000009978e+001	2.007142e+000	1.217926e-001
1.649000000009978e+001	2.007141e+000	1.217187e-001
1.650000000009978e+001	2.007141e+000	1.216449e-001
1.651000000009978e+001	2.007142e+000	1.215713e-001
1.652000000009979e+001	2.007142e+000	1.214977e-001
1.653000000009979e+001	2.007142e+000	1.214242e-001
1.654000000009979e+001	2.007142e+000	1.213508e-001
1.655000000009979e+001	2.007142e+000	1.212774e-001
1.656000000009979e+001	2.007142e+000	1.212042e-001
1.657000000009979e+001	2.007142e+000	1.211311e-001
1.658000000009979e+001	2.007142e+000	1.210580e-001
1.659000000009980e+001	2.007142e+000	1.209850e-001
1.660000000009980e+001	2.007142e+000	1.209122e-001
1.661000000009980e+001	2.007142e+000	1.208394e-001
1.662000000009980e+001	2.007142e+000	1.207667e-001
1.663000000009980e+001	2.007142e+000	1.206940e-001
1.664000000009980e+001	2.007142e+000	1.206215e-001
1.665000000009981e+001	2.007142e+000	1.205491e-001
1.666000000009981e+001	2.007142e+000	1.204767e-001
1.667000000009981e+001	2.007142e+000	1.204044e-001
1.668000000009981e+001	2.007142e+000	1.203322e-001
1.669000000009981e+001	2.007142e+000	1.202601e-001
1.670000000009981e+001	2.007142e+000	1.201881e-001
1.671000000009981e+001	2.007142e+000	1.201162e-001
1.672000000009982e+001	2.007142e+000	1.200444e-001
1.673000000009982e+001	2.007142e+000	1.199726e-001
1.674000000009982e+001	2.007142e+000	1.199009e-001
1.675000000009982e+001	2.007142e+000	1.198294e-001
1.676000000009982e+001	2.007142e+000	1.197579e-001
1.677000000009982e+001	2.007142e+000	1.196865e-001
1.678000000009983e+001	2.007142e+000	1.196151e-001
1.679000000009983e+001	2.007142e+000	1.195439e-001
1.680000000009983e+001	2.007142e+000	1.194727e-001
1.681000000009983e+001	2.007142e+000	1.194017e-001
1.682000000009983e+001	2.007142e+000	1.193307e-001
1.683000000009983e+001	2.007142e+000	1.192598e-001
1.684000000009984e+001	2.007142e+000	1.191890e-001
1.685000000009984e+001	2.007142e+000	1.191182e-001
1.686000000009984e+001	2.007142e+000	1.190476e-001
