Freq.	V(vout)/-I(Vp)
9.30192079207920e+002	2.12181528767945e-001,-5.45291416513075e+000
9.40193069306930e+002	2.11523100601510e-001,-5.39494729795409e+000
9.50194059405940e+002	2.10885289221698e-001,-5.33820088968226e+000
9.60195049504950e+002	2.10267232481780e-001,-5.28263680812785e+000
9.70196039603959e+002	2.09668119365899e-001,-5.22821849457810e+000
9.80197029702969e+002	2.09087180038034e-001,-5.17491088213376e+000
9.90198019801979e+002	2.08523683320413e-001,-5.12268032039206e+000
1.00019900990099e+003	2.07976934418055e-001,-5.07149450463595e+000
1.01020000000000e+003	2.07446272747956e-001,-5.02132240923761e+000
1.02020099009901e+003	2.06931069946073e-001,-4.97213422497244e+000
1.03020198019802e+003	2.06430728000499e-001,-4.92390129998594e+000
1.04020297029703e+003	2.05944677505593e-001,-4.87659608416586e+000
1.05020396039604e+003	2.05472376038921e-001,-4.83019207669053e+000
1.06020495049505e+003	2.05013306637595e-001,-4.78466377654705e+000
1.07020594059406e+003	2.04566976375604e-001,-4.73998663582331e+000
1.08020693069307e+003	2.04132915047638e-001,-4.69613701559080e+000
1.09020792079208e+003	2.03710673904817e-001,-4.65309214422201e+000
1.10020891089109e+003	2.03299824510737e-001,-4.61083007797238e+000
1.11020990099010e+003	2.02899964954441e-001,-4.56932966453474e+000
1.12021089108911e+003	2.02510689542829e-001,-4.52857050438307e+000
1.13021188118812e+003	2.02131631774222e-001,-4.48853292245835e+000
1.14021287128713e+003	2.01762434147874e-001,-4.44919793308155e+000
1.15021386138614e+003	2.01402754640281e-001,-4.41054721081469e+000
1.16021485148515e+003	2.01052265899017e-001,-4.37256306201033e+000
1.17021584158416e+003	2.00710647172568e-001,-4.33522839716780e+000
1.18021683168317e+003	2.00377612918331e-001,-4.29852670793506e+000
1.19021782178218e+003	2.00052868166879e-001,-4.26244203879908e+000
1.20021881188119e+003	1.99736137212614e-001,-4.22695896665474e+000
1.21021980198020e+003	1.99427155694317e-001,-4.19206257815928e+000
1.22022079207921e+003	1.99125670035954e-001,-4.15773844884478e+000
1.23022178217822e+003	1.98831436928582e-001,-4.12397262324841e+000
1.24022277227723e+003	1.98544222838495e-001,-4.09075159600342e+000
1.25022376237624e+003	1.98263803526600e-001,-4.05806229384189e+000
1.26022475247525e+003	1.97989963621866e-001,-4.02589205844811e+000
1.27022574257426e+003	1.97722496195704e-001,-3.99422863012663e+000
1.28022673267327e+003	1.97461202373262e-001,-3.96306013223267e+000
1.29022772277228e+003	1.97205890951096e-001,-3.93237505633036e+000
1.30022871287129e+003	1.96956378057284e-001,-3.90216224802999e+000
1.31022970297030e+003	1.96712494138651e-001,-3.87241089373684e+000
1.32023069306930e+003	1.96474054325085e-001,-3.84311050669834e+000
1.33023168316831e+003	1.96240902112228e-001,-3.81425091631110e+000
1.34023267326732e+003	1.96012879755496e-001,-3.78582225524911e+000
1.35023366336633e+003	1.95789835331121e-001,-3.75781494850638e+000
1.36023465346534e+003	1.95571615145407e-001,-3.73021970252386e+000
1.37023564356435e+003	1.95358092823659e-001,-3.70302749545199e+000
1.38023663366336e+003	1.95149125087738e-001,-3.67622956647776e+000
1.39023762376237e+003	1.94944580864778e-001,-3.64981740700922e+000
1.40023861386138e+003	1.94744333742846e-001,-3.62378275152226e+000
1.41023960396039e+003	1.94548261777326e-001,-3.59811756894125e+000
1.42024059405940e+003	1.94356247305313e-001,-3.57281405438500e+000
1.43024158415841e+003	1.94168176758684e-001,-3.54786462126033e+000
1.44024257425742e+003	1.93983940503703e-001,-3.52326189368206e+000
1.45024356435643e+003	1.93803432670704e-001,-3.49899869920994e+000
1.46024455445544e+003	1.93626551004962e-001,-3.47506806188126e+000
1.47024554455445e+003	1.93453196716791e-001,-3.45146319552964e+000
1.48024653465346e+003	1.93283274341368e-001,-3.42817749737401e+000
1.49024752475247e+003	1.93116698939575e-001,-3.40520454167969e+000
1.50024851485148e+003	1.92953366644634e-001,-3.38253807456912e+000
1.51024950495049e+003	1.92793198527827e-001,-3.36017200730868e+000
1.52025049504950e+003	1.92636111155113e-001,-3.33810041153146e+000
1.53025148514851e+003	1.92482016479671e-001,-3.31631751411681e+000
1.54025247524752e+003	1.92330851061600e-001,-3.29481769107600e+000
1.55025346534653e+003	1.92182531977911e-001,-3.27359546430759e+000
1.56025445544554e+003	1.92036986052280e-001,-3.25264549590902e+000
1.57025544554455e+003	1.91894142431977e-001,-3.23196258395810e+000
1.58025643564356e+003	1.91753932497987e-001,-3.21154165821071e+000
1.59025742574257e+003	1.91616289781546e-001,-3.19137777596054e+000
1.60025841584158e+003	1.91481149889488e-001,-3.17146611805244e+000
1.61025940594059e+003	1.91348450416327e-001,-3.15180198504887e+000
1.62026039603960e+003	1.91218130883010e-001,-3.13238079353203e+000
1.63026138613861e+003	1.91090132653687e-001,-3.11319807254894e+000
1.64026237623762e+003	1.90964406210647e-001,-3.09424945966317e+000
1.65026336633663e+003	1.90840881758147e-001,-3.07553069969906e+000
1.66026435643564e+003	1.90719513151787e-001,-3.05703763851920e+000
1.67026534653465e+003	1.90600248509148e-001,-3.03876622195944e+000
1.68026633663366e+003	1.90483037490199e-001,-3.02071249237143e+000
1.69026732673267e+003	1.90367823908998e-001,-3.00287258638968e+000
1.70026831683168e+003	1.90254575004426e-001,-2.98524272971210e+000
1.71026930693069e+003	1.90143237404747e-001,-2.96781923810902e+000
1.72027029702970e+003	1.90033766405101e-001,-2.95059851243378e+000
1.73027128712871e+003	1.89926118588396e-001,-2.93357703674780e+000
1.74027227722772e+003	1.89820251781920e-001,-2.91675137592975e+000
1.75027326732673e+003	1.89716125015564e-001,-2.90011817336634e+000
1.76027425742574e+003	1.89613698477182e-001,-2.88367414872351e+000
1.77027524752475e+003	1.89512933481699e-001,-2.86741609578925e+000
1.78027623762376e+003	1.89413792421114e-001,-2.85134088039558e+000
1.79027722772277e+003	1.89316246070347e-001,-2.83544543757890e+000
1.80027821782178e+003	1.89220244225671e-001,-2.81972677291216e+000
1.81027920792079e+003	1.89125759651038e-001,-2.80418195574144e+000
1.82028019801980e+003	1.89032758729584e-001,-2.78880812060158e+000
1.83028118811881e+003	1.88941201429720e-001,-2.77360246555653e+000
1.84028217821782e+003	1.88851070598714e-001,-2.75856224690684e+000
1.85028316831683e+003	1.88762327946844e-001,-2.74368478290111e+000
1.86028415841584e+003	1.88674943348647e-001,-2.72896744858879e+000
1.87028514851485e+003	1.88588887481654e-001,-2.71440767516257e+000
1.88028613861386e+003	1.88504131800112e-001,-2.70000294846534e+000
1.89028712871287e+003	1.88420648511248e-001,-2.68575080754441e+000
1.90028811881188e+003	1.88338410553743e-001,-2.67164884325083e+000
1.91028910891089e+003	1.88257391571581e-001,-2.65769469688438e+000
1.92029009900990e+003	1.88177573224818e-001,-2.64388605780428e+000
1.93029108910891e+003	1.88098915847337e-001,-2.63022066643722e+000
1.94029207920792e+003	1.88021402404640e-001,-2.61669630665197e+000
1.95029306930693e+003	1.87945009156679e-001,-2.60331080880588e+000
1.96029405940594e+003	1.87869705638799e-001,-2.59006204867974e+000
1.97029504950495e+003	1.87795483957750e-001,-2.57694794177559e+000
1.98029603960396e+003	1.87722314802715e-001,-2.56396644906711e+000
1.99029702970297e+003	1.87650176743594e-001,-2.55111557140116e+000
2.00029801980198e+003	1.87579048884398e-001,-2.53839334960396e+000
2.01029900990099e+003	1.87508910848213e-001,-2.52579786348644e+000
2.02030000000000e+003	1.87439742759497e-001,-2.51332723088012e+000
2.03030099009901e+003	1.87371525235427e-001,-2.50097960669853e+000
2.04030198019802e+003	1.87304239362743e-001,-2.48875318203159e+000
2.05030297029703e+003	1.87237874019209e-001,-2.47664618194661e+000
2.06030396039604e+003	1.87172396546300e-001,-2.46465686987093e+000
2.07030495049505e+003	1.87107796702365e-001,-2.45278353893029e+000
2.08030594059405e+003	1.87044050013420e-001,-2.44102451771035e+000
2.09030693069306e+003	1.86981154392591e-001,-2.42937816272447e+000
2.10030792079207e+003	1.86919086173049e-001,-2.41784286580229e+000
2.11030891089108e+003	1.86857829401664e-001,-2.40641704793284e+000
2.12030990099009e+003	1.86797368499471e-001,-2.39509915989566e+000
2.13031089108910e+003	1.86737688253390e-001,-2.38388768156062e+000
2.14031188118811e+003	1.86678773805250e-001,-2.37278112120862e+000
2.15031287128712e+003	1.86620610641172e-001,-2.36177801487113e+000
2.16031386138613e+003	1.86563184583546e-001,-2.35087692568743e+000
2.17031485148514e+003	1.86506489105280e-001,-2.34007644175406e+000
2.18031584158415e+003	1.86450496022560e-001,-2.32937518160510e+000
2.19031683168316e+003	1.86395199434889e-001,-2.31877178451581e+000
2.20031782178217e+003	1.86340579092916e-001,-2.30826491755951e+000
2.21031881188118e+003	1.86286637009015e-001,-2.29785326724444e+000
2.22031980198019e+003	1.86233353511937e-001,-2.28753554838532e+000
2.23032079207920e+003	1.86180716527207e-001,-2.27731049731598e+000
2.24032178217821e+003	1.86128714251215e-001,-2.26717687293298e+000
2.25032277227722e+003	1.86077335143324e-001,-2.25713345619459e+000
2.26032376237623e+003	1.86026567915679e-001,-2.24717904963401e+000
2.27032475247524e+003	1.85976401530424e-001,-2.23731247688257e+000
2.28032574257425e+003	1.85926832512507e-001,-2.22753258049307e+000
2.29032673267326e+003	1.85877835657847e-001,-2.21783822833183e+000
2.30032772277227e+003	1.85829407956053e-001,-2.20822830290135e+000
2.31032871287128e+003	1.85781531978569e-001,-2.19870170948677e+000
2.32032970297029e+003	1.85734212476455e-001,-2.18925736699663e+000
2.33033069306930e+003	1.85687432450219e-001,-2.17989421810009e+000
2.34033168316831e+003	1.85641182427373e-001,-2.17061122182018e+000
2.35033267326732e+003	1.85595453138590e-001,-2.16140735489632e+000
2.36033366336633e+003	1.85550235508672e-001,-2.15228161141067e+000
2.37033465346534e+003	1.85505520655095e-001,-2.14323300242088e+000
2.38033564356435e+003	1.85461299881419e-001,-2.13426055560414e+000
2.39033663366336e+003	1.85417564673544e-001,-2.12536331490918e+000
2.40033762376237e+003	1.85374306692624e-001,-2.11654034021837e+000
2.41033861386138e+003	1.85331517776301e-001,-2.10779070701478e+000
2.42033960396039e+003	1.85289182609686e-001,-2.09911350801134e+000
2.43034059405940e+003	1.85247307997711e-001,-2.09050784505668e+000
2.44034158415841e+003	1.85205878952294e-001,-2.08197284047069e+000
2.45034257425742e+003	1.85164887957540e-001,-2.07350762900206e+000
2.46034356435643e+003	1.85124327653188e-001,-2.06511135946602e+000
2.47034455445544e+003	1.85084190825172e-001,-2.05678319446221e+000
2.48034554455445e+003	1.85044470407119e-001,-2.04852231009452e+000
2.49034653465346e+003	1.85005174105387e-001,-2.04032789157571e+000
2.50034752475247e+003	1.84966265869126e-001,-2.03219914943248e+000
2.51034851485148e+003	1.84927753678396e-001,-2.02413529459081e+000
2.52034950495049e+003	1.84889623700106e-001,-2.01613555663921e+000
2.53035049504950e+003	1.84851884171521e-001,-2.00819917106267e+000
2.54035148514851e+003	1.84814521514443e-001,-2.00032539161831e+000
2.55035247524752e+003	1.84777529585455e-001,-1.99251348170718e+000
2.56035346534653e+003	1.84740902363263e-001,-1.98476271623773e+000
2.57035445544554e+003	1.84704633943050e-001,-1.97707238140321e+000
2.58035544554455e+003	1.84668718534106e-001,-1.96944177446280e+000
2.59035643564356e+003	1.84633150458304e-001,-1.96187020352754e+000
2.60035742574257e+003	1.84597924146218e-001,-1.95435698735222e+000
2.61035841584158e+003	1.84563034135217e-001,-1.94690145513126e+000
2.62035940594059e+003	1.84528467755993e-001,-1.93950294857026e+000
2.63036039603960e+003	1.84494234375425e-001,-1.93216081262345e+000
2.64036138613861e+003	1.84460321525687e-001,-1.92487440888172e+000
2.65036237623762e+003	1.84426724147120e-001,-1.91764310635071e+000
2.66036336633663e+003	1.84393437276097e-001,-1.91046628352351e+000
2.67036435643564e+003	1.84360456041502e-001,-1.90334332820356e+000
2.68036534653465e+003	1.84327775663606e-001,-1.89627363733057e+000
2.69036633663366e+003	1.84295406070962e-001,-1.88925661204749e+000
2.70036732673267e+003	1.84263313420101e-001,-1.88229167655683e+000
2.71036831683168e+003	1.84231507811766e-001,-1.87537824947201e+000
2.72036930693069e+003	1.84199977501675e-001,-1.86851576504633e+000
2.73037029702970e+003	1.84168732753652e-001,-1.86170365858670e+000
2.74037128712871e+003	1.84137761984009e-001,-1.85494138082722e+000
2.75037227722772e+003	1.84107060995270e-001,-1.84822838811299e+000
2.76037326732673e+003	1.84076625667460e-001,-1.84156414466678e+000
2.77037425742574e+003	1.84046451953616e-001,-1.83494812244824e+000
2.78037524752475e+003	1.84016535881597e-001,-1.82837980101312e+000
2.79037623762376e+003	1.83986873548331e-001,-1.82185866737915e+000
2.80037722772277e+003	1.83957461122297e-001,-1.81538421589087e+000
2.81037821782178e+003	1.83928287533868e-001,-1.80895595065886e+000
2.82037920792079e+003	1.83899363698253e-001,-1.80257337517334e+000
2.83038019801980e+003	1.83870678677583e-001,-1.79623600754405e+000
2.84038118811880e+003	1.83842228905093e-001,-1.78994337014976e+000
2.85038217821781e+003	1.83814010875993e-001,-1.78369499207248e+000
2.86038316831682e+003	1.83786021147117e-001,-1.77749040897978e+000
2.87038415841583e+003	1.83758270943533e-001,-1.77132915768843e+000
2.88038514851484e+003	1.83730727724802e-001,-1.76521079730807e+000
2.89038613861385e+003	1.83703402833607e-001,-1.75913487729313e+000
2.90038712871286e+003	1.83676285756803e-001,-1.75310096123694e+000
2.91038811881187e+003	1.83649387945615e-001,-1.74710861066353e+000
2.92038910891088e+003	1.83622698997383e-001,-1.74115740111762e+000
2.93039009900989e+003	1.83596215864015e-001,-1.73524691128434e+000
2.94039108910890e+003	1.83569935550607e-001,-1.72937672557980e+000
2.95039207920791e+003	1.83543855113649e-001,-1.72354643405439e+000
2.96039306930692e+003	1.83517978958377e-001,-1.71775562950090e+000
2.97039405940593e+003	1.83492289637918e-001,-1.71200391853596e+000
2.98039504950494e+003	1.83466791656135e-001,-1.70629090476759e+000
2.99039603960395e+003	1.83441474963215e-001,-1.70061620269492e+000
3.00039702970296e+003	1.83416351453920e-001,-1.69497942348012e+000
3.01039801980197e+003	1.83391411168911e-001,-1.68938019187625e+000
3.02039900990098e+003	1.83366651493113e-001,-1.68381813481527e+000
3.03039999999999e+003	1.83342069854949e-001,-1.67829288415359e+000
3.04040099009900e+003	1.83317663724965e-001,-1.67280407659132e+000
3.05040198019801e+003	1.83293437912852e-001,-1.66735135065904e+000
3.06040297029702e+003	1.83269375376861e-001,-1.66193435835933e+000
3.07040396039603e+003	1.83245473711645e-001,-1.65655275049744e+000
3.08040495049504e+003	1.83221745143204e-001,-1.65120617645676e+000
3.09040594059405e+003	1.83198180045767e-001,-1.64589429894310e+000
3.10040693069306e+003	1.83174776128160e-001,-1.64061678210351e+000
3.11040792079207e+003	1.83151531136436e-001,-1.63537329440418e+000
3.12040891089108e+003	1.83128442853074e-001,-1.63016350856124e+000
3.13040990099009e+003	1.83105516389816e-001,-1.62498709842009e+000
3.14041089108910e+003	1.83082735010860e-001,-1.61984375108600e+000
3.15041188118811e+003	1.83060103897711e-001,-1.61473314858494e+000
3.16041287128712e+003	1.83037613678635e-001,-1.60965498306461e+000
3.17041386138613e+003	1.83015276893720e-001,-1.60460894131790e+000
3.18041485148514e+003	1.82993084235734e-001,-1.59959472326278e+000
3.19041584158415e+003	1.82971033722987e-001,-1.59461202953514e+000
3.20041683168316e+003	1.82949123404328e-001,-1.58966056451292e+000
3.21041782178217e+003	1.82927351359581e-001,-1.58474003625723e+000
3.22041881188118e+003	1.82905722989799e-001,-1.57985015326842e+000
3.23041980198019e+003	1.82884221851866e-001,-1.57499063716275e+000
3.24042079207920e+003	1.82862846115201e-001,-1.57016120675690e+000
3.25042178217821e+003	1.82841608557622e-001,-1.56536157786593e+000
3.26042277227722e+003	1.82820500112474e-001,-1.56059147933283e+000
3.27042376237623e+003	1.82799519031760e-001,-1.55585064015433e+000
3.28042475247524e+003	1.82778663594602e-001,-1.55113879263152e+000
3.29042574257425e+003	1.82757932106117e-001,-1.54645567232014e+000
3.30042673267326e+003	1.82737330184799e-001,-1.54180101467648e+000
3.31042772277227e+003	1.82716841611904e-001,-1.53717456821202e+000
3.32042871287128e+003	1.82696464769586e-001,-1.53257607799753e+000
3.33042970297029e+003	1.82676212638832e-001,-1.52800528546823e+000
3.34043069306930e+003	1.82656076361561e-001,-1.52346194504929e+000
3.35043168316831e+003	1.82636054392509e-001,-1.51894581081710e+000
3.36043267326732e+003	1.82616145207680e-001,-1.51445663977654e+000
3.37043366336633e+003	1.82596354592742e-001,-1.50999418840815e+000
3.38043465346534e+003	1.82576666499389e-001,-1.50555822624114e+000
3.39043564356435e+003	1.82557086757105e-001,-1.50114851541185e+000
3.40043663366336e+003	1.82537606648519e-001,-1.49676482765783e+000
3.41043762376237e+003	1.82518239328306e-001,-1.49240692709683e+000
3.42043861386138e+003	1.82498976120524e-001,-1.48807459084771e+000
3.43043960396039e+003	1.82479815653821e-001,-1.48376759523210e+000
3.44044059405940e+003	1.82460756577000e-001,-1.47948571917222e+000
3.45044158415841e+003	1.82441804840552e-001,-1.47522874062949e+000
3.46044257425742e+003	1.82422944568503e-001,-1.47099645064785e+000
3.47044356435643e+003	1.82404174469447e-001,-1.46678863577130e+000
3.48044455445544e+003	1.82385507831409e-001,-1.46260507786343e+000
3.49044554455445e+003	1.82366936117879e-001,-1.45844557183508e+000
3.50044653465346e+003	1.82348458090989e-001,-1.45430991144348e+000
3.51044752475247e+003	1.82330072531869e-001,-1.45019789279521e+000
3.52044851485148e+003	1.82311778238408e-001,-1.44610931431406e+000
3.53044950495049e+003	1.82293581304292e-001,-1.44204397306807e+000
3.54045049504950e+003	1.82275466004570e-001,-1.43800167928104e+000
3.55045148514851e+003	1.82257431190171e-001,-1.43398223817497e+000
3.56045247524752e+003	1.82239490281093e-001,-1.42998544979585e+000
3.57045346534653e+003	1.82221634881528e-001,-1.42601112732314e+000
3.58045445544554e+003	1.82203863888517e-001,-1.42205908241089e+000
3.59045544554455e+003	1.82186176215483e-001,-1.41812912881095e+000
3.60045643564355e+003	1.82168578065634e-001,-1.41422107860453e+000
3.61045742574256e+003	1.82151053831316e-001,-1.41033475711979e+000
3.62045841584157e+003	1.82133602472653e-001,-1.40646998427362e+000
3.63045940594058e+003	1.82116237510985e-001,-1.40262657440144e+000
3.64046039603959e+003	1.82098950659416e-001,-1.39880435507352e+000
3.65046138613860e+003	1.82081740918559e-001,-1.39500315203699e+000
3.66046237623761e+003	1.82064607304027e-001,-1.39122279294230e+000
3.67046336633662e+003	1.82047548844248e-001,-1.38746310731877e+000
3.68046435643563e+003	1.82030571853489e-001,-1.38372392269282e+000
3.69046534653464e+003	1.82013660843109e-001,-1.38000507996988e+000
3.70046633663365e+003	1.81996814883133e-001,-1.37630641420502e+000
3.71046732673266e+003	1.81980047596816e-001,-1.37262775443598e+000
3.72046831683167e+003	1.81963350806802e-001,-1.36896894307774e+000
3.73046930693068e+003	1.81946723619273e-001,-1.36532982040711e+000
3.74047029702969e+003	1.81930165152646e-001,-1.36171022840893e+000
3.75047128712870e+003	1.81913681806008e-001,-1.35811000679804e+000
3.76047227722771e+003	1.81897258183807e-001,-1.35452900880358e+000
3.77047326732672e+003	1.81880893441011e-001,-1.35096708144228e+000
3.78047425742573e+003	1.81864601279234e-001,-1.34742406535351e+000
3.79047524752474e+003	1.81848373606838e-001,-1.34389981469735e+000
3.80047623762375e+003	1.81832209610734e-001,-1.34039418124163e+000
3.81047722772276e+003	1.81816108490127e-001,-1.33690701830926e+000
3.82047821782177e+003	1.81800076719242e-001,-1.33343817670472e+000
3.83047920792078e+003	1.81784098986700e-001,-1.32998752089815e+000
3.84048019801979e+003	1.81768174523880e-001,-1.32655490880292e+000
3.85048118811880e+003	1.81752317101089e-001,-1.32314019161340e+000
3.86048217821781e+003	1.81736518703401e-001,-1.31974323420339e+000
3.87048316831682e+003	1.81720778591153e-001,-1.31636389881586e+000
3.88048415841583e+003	1.81705096034924e-001,-1.31300204911345e+000
3.89048514851484e+003	1.81689477576607e-001,-1.30965754600659e+000
3.90048613861385e+003	1.81673907980279e-001,-1.30633026423825e+000
3.91048712871286e+003	1.81658386545995e-001,-1.30302007166536e+000
3.92048811881187e+003	1.81642927104939e-001,-1.29972682909970e+000
3.93048910891088e+003	1.81627521711823e-001,-1.29645041120455e+000
3.94049009900989e+003	1.81612169692342e-001,-1.29319068978913e+000
3.95049108910890e+003	1.81596870381137e-001,-1.28994753796043e+000
3.96049207920791e+003	1.81581630380557e-001,-1.28672082585362e+000
3.97049306930692e+003	1.81566434523430e-001,-1.28351043761572e+000
3.98049405940593e+003	1.81551282171012e-001,-1.28031625019286e+000
3.99049504950494e+003	1.81536187208472e-001,-1.27713813317322e+000
4.00049603960395e+003	1.81521141753733e-001,-1.27397597018022e+000
4.01049702970296e+003	1.81506145191093e-001,-1.27082964177320e+000
4.02049801980197e+003	1.81491196913016e-001,-1.26769902969954e+000
4.03049900990098e+003	1.81476303575355e-001,-1.26458401252808e+000
4.04049999999999e+003	1.81461450073680e-001,-1.26148448302942e+000
4.05050099009900e+003	1.81446635824552e-001,-1.25840032647079e+000
4.06050198019801e+003	1.81431874760944e-001,-1.25533142046073e+000
4.07050297029702e+003	1.81417159057918e-001,-1.25227765683755e+000
4.08050396039603e+003	1.81402488152503e-001,-1.24923892417665e+000
4.09050495049504e+003	1.81387861489094e-001,-1.24621511214281e+000
