rl	V(current_feedback)	V(voltage_feedback)	V(vout)	-I(Rl)
4.809000000009900e+001	1.042123e-001	1.022880e+000	9.995515e+000	2.078502e-001
4.810000000009900e+001	1.041907e-001	1.022880e+000	9.995515e+000	2.078070e-001
4.811000000009900e+001	1.041691e-001	1.022880e+000	9.995515e+000	2.077638e-001
4.812000000009900e+001	1.041475e-001	1.022880e+000	9.995515e+000	2.077206e-001
4.813000000009900e+001	1.041259e-001	1.022880e+000	9.995516e+000	2.076774e-001
4.814000000009899e+001	1.041043e-001	1.022880e+000	9.995516e+000	2.076343e-001
4.815000000009899e+001	1.040828e-001	1.022880e+000	9.995516e+000	2.075912e-001
4.816000000009899e+001	1.040612e-001	1.022880e+000	9.995516e+000	2.075481e-001
4.817000000009899e+001	1.040397e-001	1.022880e+000	9.995516e+000	2.075050e-001
4.818000000009899e+001	1.040182e-001	1.022880e+000	9.995516e+000	2.074619e-001
4.819000000009898e+001	1.039966e-001	1.022880e+000	9.995516e+000	2.074189e-001
4.820000000009898e+001	1.039751e-001	1.022880e+000	9.995516e+000	2.073758e-001
4.821000000009898e+001	1.039536e-001	1.022880e+000	9.995516e+000	2.073328e-001
4.822000000009898e+001	1.039321e-001	1.022880e+000	9.995516e+000	2.072898e-001
4.823000000009898e+001	1.039106e-001	1.022880e+000	9.995516e+000	2.072469e-001
4.824000000009897e+001	1.038892e-001	1.022880e+000	9.995516e+000	2.072039e-001
4.825000000009897e+001	1.038677e-001	1.022880e+000	9.995516e+000	2.071609e-001
4.826000000009897e+001	1.038462e-001	1.022880e+000	9.995516e+000	2.071180e-001
4.827000000009897e+001	1.038248e-001	1.022880e+000	9.995516e+000	2.070751e-001
4.828000000009897e+001	1.038033e-001	1.022880e+000	9.995516e+000	2.070322e-001
4.829000000009896e+001	1.037819e-001	1.022880e+000	9.995517e+000	2.069894e-001
4.830000000009896e+001	1.037605e-001	1.022880e+000	9.995517e+000	2.069465e-001
4.831000000009896e+001	1.037391e-001	1.022880e+000	9.995517e+000	2.069037e-001
4.832000000009896e+001	1.037176e-001	1.022880e+000	9.995517e+000	2.068609e-001
4.833000000009896e+001	1.036962e-001	1.022880e+000	9.995517e+000	2.068181e-001
4.834000000009895e+001	1.036749e-001	1.022880e+000	9.995517e+000	2.067753e-001
4.835000000009895e+001	1.036535e-001	1.022880e+000	9.995517e+000	2.067325e-001
4.836000000009895e+001	1.036321e-001	1.022880e+000	9.995517e+000	2.066898e-001
4.837000000009895e+001	1.036107e-001	1.022880e+000	9.995517e+000	2.066470e-001
4.838000000009895e+001	1.035894e-001	1.022880e+000	9.995517e+000	2.066043e-001
4.839000000009894e+001	1.035680e-001	1.022880e+000	9.995517e+000	2.065616e-001
4.840000000009894e+001	1.035467e-001	1.022880e+000	9.995517e+000	2.065189e-001
4.841000000009894e+001	1.035254e-001	1.022880e+000	9.995517e+000	2.064763e-001
4.842000000009894e+001	1.035041e-001	1.022880e+000	9.995517e+000	2.064336e-001
4.843000000009894e+001	1.034827e-001	1.022880e+000	9.995517e+000	2.063910e-001
4.844000000009893e+001	1.034614e-001	1.022880e+000	9.995517e+000	2.063484e-001
4.845000000009893e+001	1.034402e-001	1.022880e+000	9.995517e+000	2.063058e-001
4.846000000009893e+001	1.034189e-001	1.022880e+000	9.995518e+000	2.062633e-001
4.847000000009893e+001	1.033976e-001	1.022880e+000	9.995518e+000	2.062207e-001
4.848000000009893e+001	1.033763e-001	1.022880e+000	9.995518e+000	2.061782e-001
4.849000000009892e+001	1.033551e-001	1.022880e+000	9.995518e+000	2.061356e-001
4.850000000009892e+001	1.033338e-001	1.022880e+000	9.995518e+000	2.060931e-001
4.851000000009892e+001	1.033126e-001	1.022880e+000	9.995518e+000	2.060507e-001
4.852000000009892e+001	1.032913e-001	1.022880e+000	9.995517e+000	2.060082e-001
4.853000000009892e+001	1.032701e-001	1.022880e+000	9.995518e+000	2.059657e-001
4.854000000009891e+001	1.032489e-001	1.022880e+000	9.995518e+000	2.059233e-001
4.855000000009891e+001	1.032277e-001	1.022880e+000	9.995518e+000	2.058809e-001
4.856000000009891e+001	1.032065e-001	1.022880e+000	9.995518e+000	2.058385e-001
4.857000000009891e+001	1.031933e-001	1.022958e+000	9.996299e+000	2.058122e-001
4.858000000009891e+001	1.031642e-001	1.022880e+000	9.995518e+000	2.057538e-001
4.859000000009890e+001	1.031430e-001	1.022880e+000	9.995518e+000	2.057114e-001
4.860000000009890e+001	1.031218e-001	1.022880e+000	9.995518e+000	2.056691e-001
4.861000000009890e+001	1.031007e-001	1.022880e+000	9.995518e+000	2.056268e-001
4.862000000009890e+001	1.030795e-001	1.022880e+000	9.995518e+000	2.055845e-001
4.863000000009890e+001	1.030584e-001	1.022880e+000	9.995519e+000	2.055422e-001
4.864000000009889e+001	1.030373e-001	1.022880e+000	9.995519e+000	2.055000e-001
4.865000000009889e+001	1.030161e-001	1.022880e+000	9.995519e+000	2.054577e-001
4.866000000009889e+001	1.029950e-001	1.022880e+000	9.995519e+000	2.054155e-001
4.867000000009889e+001	1.029739e-001	1.022880e+000	9.995519e+000	2.053733e-001
4.868000000009889e+001	1.029528e-001	1.022881e+000	9.995519e+000	2.053311e-001
4.869000000009888e+001	1.029318e-001	1.022881e+000	9.995519e+000	2.052889e-001
4.870000000009888e+001	1.029107e-001	1.022881e+000	9.995519e+000	2.052468e-001
4.871000000009888e+001	1.028896e-001	1.022881e+000	9.995519e+000	2.052047e-001
4.872000000009888e+001	1.028686e-001	1.022881e+000	9.995519e+000	2.051625e-001
4.873000000009888e+001	1.028475e-001	1.022881e+000	9.995519e+000	2.051204e-001
4.874000000009887e+001	1.028265e-001	1.022881e+000	9.995519e+000	2.050783e-001
4.875000000009887e+001	1.028054e-001	1.022881e+000	9.995519e+000	2.050363e-001
4.876000000009887e+001	1.027844e-001	1.022881e+000	9.995519e+000	2.049942e-001
4.877000000009887e+001	1.027634e-001	1.022881e+000	9.995519e+000	2.049522e-001
4.878000000009887e+001	1.027424e-001	1.022881e+000	9.995519e+000	2.049102e-001
4.879000000009886e+001	1.027221e-001	1.022887e+000	9.995584e+000	2.048695e-001
4.880000000009886e+001	1.027004e-001	1.022881e+000	9.995520e+000	2.048262e-001
4.881000000009886e+001	1.026794e-001	1.022881e+000	9.995520e+000	2.047842e-001
4.882000000009886e+001	1.026585e-001	1.022881e+000	9.995520e+000	2.047423e-001
4.883000000009886e+001	1.026375e-001	1.022881e+000	9.995520e+000	2.047004e-001
4.884000000009885e+001	1.026165e-001	1.022881e+000	9.995520e+000	2.046585e-001
4.885000000009885e+001	1.025956e-001	1.022881e+000	9.995520e+000	2.046166e-001
4.886000000009885e+001	1.025747e-001	1.022881e+000	9.995520e+000	2.045747e-001
4.887000000009885e+001	1.025537e-001	1.022881e+000	9.995520e+000	2.045328e-001
4.888000000009885e+001	1.025328e-001	1.022881e+000	9.995520e+000	2.044910e-001
4.889000000009884e+001	1.025119e-001	1.022881e+000	9.995520e+000	2.044492e-001
4.890000000009884e+001	1.024910e-001	1.022881e+000	9.995520e+000	2.044074e-001
4.891000000009884e+001	1.024701e-001	1.022881e+000	9.995520e+000	2.043656e-001
4.892000000009884e+001	1.024492e-001	1.022881e+000	9.995520e+000	2.043238e-001
4.893000000009884e+001	1.024284e-001	1.022881e+000	9.995520e+000	2.042820e-001
4.894000000009883e+001	1.024075e-001	1.022881e+000	9.995520e+000	2.042403e-001
4.895000000009883e+001	1.023866e-001	1.022881e+000	9.995520e+000	2.041986e-001
4.896000000009883e+001	1.023658e-001	1.022881e+000	9.995520e+000	2.041569e-001
4.897000000009883e+001	1.023449e-001	1.022881e+000	9.995521e+000	2.041152e-001
4.898000000009883e+001	1.023241e-001	1.022881e+000	9.995521e+000	2.040735e-001
4.899000000009882e+001	1.023033e-001	1.022881e+000	9.995521e+000	2.040319e-001
4.900000000009882e+001	1.022824e-001	1.022880e+000	9.995519e+000	2.039902e-001
4.901000000009882e+001	1.022616e-001	1.022881e+000	9.995521e+000	2.039486e-001
4.902000000009882e+001	1.022408e-001	1.022881e+000	9.995521e+000	2.039070e-001
4.903000000009882e+001	1.022201e-001	1.022881e+000	9.995521e+000	2.038654e-001
4.904000000009881e+001	1.021993e-001	1.022881e+000	9.995521e+000	2.038238e-001
4.905000000009881e+001	1.021785e-001	1.022881e+000	9.995521e+000	2.037823e-001
4.906000000009881e+001	1.021577e-001	1.022881e+000	9.995521e+000	2.037407e-001
4.907000000009881e+001	1.021370e-001	1.022881e+000	9.995521e+000	2.036992e-001
4.908000000009881e+001	1.021162e-001	1.022881e+000	9.995521e+000	2.036577e-001
4.909000000009880e+001	1.020955e-001	1.022881e+000	9.995521e+000	2.036162e-001
4.910000000009880e+001	1.020747e-001	1.022881e+000	9.995521e+000	2.035748e-001
4.911000000009880e+001	1.020540e-001	1.022881e+000	9.995521e+000	2.035333e-001
4.912000000009880e+001	1.020333e-001	1.022881e+000	9.995521e+000	2.034919e-001
4.913000000009880e+001	1.020126e-001	1.022881e+000	9.995521e+000	2.034505e-001
4.914000000009879e+001	1.019919e-001	1.022881e+000	9.995522e+000	2.034091e-001
4.915000000009879e+001	1.019712e-001	1.022881e+000	9.995522e+000	2.033677e-001
4.916000000009879e+001	1.019505e-001	1.022881e+000	9.995522e+000	2.033263e-001
4.917000000009879e+001	1.019299e-001	1.022881e+000	9.995522e+000	2.032849e-001
4.918000000009879e+001	1.019092e-001	1.022881e+000	9.995522e+000	2.032436e-001
4.919000000009878e+001	1.018885e-001	1.022881e+000	9.995522e+000	2.032023e-001
4.920000000009878e+001	1.018679e-001	1.022881e+000	9.995522e+000	2.031610e-001
4.921000000009878e+001	1.018473e-001	1.022881e+000	9.995522e+000	2.031197e-001
4.922000000009878e+001	1.018266e-001	1.022881e+000	9.995522e+000	2.030784e-001
4.923000000009878e+001	1.018060e-001	1.022881e+000	9.995522e+000	2.030372e-001
4.924000000009878e+001	1.017854e-001	1.022881e+000	9.995522e+000	2.029960e-001
4.925000000009877e+001	1.017648e-001	1.022881e+000	9.995522e+000	2.029548e-001
4.926000000009877e+001	1.017442e-001	1.022881e+000	9.995522e+000	2.029136e-001
4.927000000009877e+001	1.017236e-001	1.022881e+000	9.995522e+000	2.028724e-001
4.928000000009877e+001	1.017030e-001	1.022881e+000	9.995522e+000	2.028312e-001
4.929000000009877e+001	1.016824e-001	1.022881e+000	9.995522e+000	2.027901e-001
4.930000000009876e+001	1.016619e-001	1.022881e+000	9.995522e+000	2.027489e-001
4.931000000009876e+001	1.016413e-001	1.022881e+000	9.995522e+000	2.027078e-001
4.932000000009876e+001	1.016208e-001	1.022881e+000	9.995522e+000	2.026667e-001
4.933000000009876e+001	1.016002e-001	1.022881e+000	9.995522e+000	2.026256e-001
4.934000000009876e+001	1.015797e-001	1.022881e+000	9.995522e+000	2.025846e-001
4.935000000009875e+001	1.015592e-001	1.022881e+000	9.995522e+000	2.025435e-001
4.936000000009875e+001	1.015387e-001	1.022881e+000	9.995522e+000	2.025025e-001
4.937000000009875e+001	1.015182e-001	1.022881e+000	9.995522e+000	2.024615e-001
4.938000000009875e+001	1.014977e-001	1.022881e+000	9.995522e+000	2.024205e-001
4.939000000009875e+001	1.014772e-001	1.022881e+000	9.995522e+000	2.023795e-001
4.940000000009874e+001	1.014567e-001	1.022881e+000	9.995522e+000	2.023385e-001
4.941000000009874e+001	1.014362e-001	1.022881e+000	9.995522e+000	2.022976e-001
4.942000000009874e+001	1.014157e-001	1.022881e+000	9.995522e+000	2.022566e-001
4.943000000009874e+001	1.013953e-001	1.022881e+000	9.995522e+000	2.022157e-001
4.944000000009874e+001	1.013748e-001	1.022881e+000	9.995522e+000	2.021748e-001
4.945000000009873e+001	1.013544e-001	1.022881e+000	9.995522e+000	2.021339e-001
4.946000000009873e+001	1.013340e-001	1.022881e+000	9.995522e+000	2.020931e-001
4.947000000009873e+001	1.013135e-001	1.022881e+000	9.995522e+000	2.020522e-001
4.948000000009873e+001	1.012931e-001	1.022881e+000	9.995522e+000	2.020114e-001
4.949000000009873e+001	1.012727e-001	1.022881e+000	9.995522e+000	2.019706e-001
4.950000000009872e+001	1.012523e-001	1.022881e+000	9.995523e+000	2.019298e-001
4.951000000009872e+001	1.012319e-001	1.022881e+000	9.995523e+000	2.018890e-001
4.952000000009872e+001	1.012116e-001	1.022881e+000	9.995523e+000	2.018482e-001
4.953000000009872e+001	1.011912e-001	1.022881e+000	9.995523e+000	2.018075e-001
4.954000000009872e+001	1.011708e-001	1.022881e+000	9.995523e+000	2.017667e-001
4.955000000009871e+001	1.011505e-001	1.022881e+000	9.995523e+000	2.017260e-001
4.956000000009871e+001	1.011301e-001	1.022881e+000	9.995523e+000	2.016853e-001
4.957000000009871e+001	1.011098e-001	1.022881e+000	9.995523e+000	2.016446e-001
4.958000000009871e+001	1.010894e-001	1.022881e+000	9.995523e+000	2.016039e-001
4.959000000009871e+001	1.010691e-001	1.022881e+000	9.995523e+000	2.015633e-001
4.960000000009870e+001	1.010488e-001	1.022881e+000	9.995523e+000	2.015226e-001
4.961000000009870e+001	1.010285e-001	1.022881e+000	9.995523e+000	2.014820e-001
4.962000000009870e+001	1.010082e-001	1.022881e+000	9.995523e+000	2.014414e-001
4.963000000009870e+001	1.009879e-001	1.022881e+000	9.995523e+000	2.014008e-001
4.964000000009870e+001	1.009676e-001	1.022881e+000	9.995523e+000	2.013603e-001
4.965000000009869e+001	1.009473e-001	1.022881e+000	9.995523e+000	2.013197e-001
4.966000000009869e+001	1.009271e-001	1.022881e+000	9.995523e+000	2.012792e-001
4.967000000009869e+001	1.009068e-001	1.022881e+000	9.995524e+000	2.012387e-001
4.968000000009869e+001	1.008866e-001	1.022881e+000	9.995524e+000	2.011981e-001
4.969000000009869e+001	1.008663e-001	1.022881e+000	9.995524e+000	2.011577e-001
4.970000000009868e+001	1.008461e-001	1.022881e+000	9.995524e+000	2.011172e-001
4.971000000009868e+001	1.008259e-001	1.022882e+000	9.995529e+000	2.010768e-001
4.972000000009868e+001	1.008056e-001	1.022881e+000	9.995524e+000	2.010363e-001
4.973000000009868e+001	1.007854e-001	1.022881e+000	9.995524e+000	2.009959e-001
4.974000000009868e+001	1.007652e-001	1.022881e+000	9.995524e+000	2.009555e-001
4.975000000009867e+001	1.007450e-001	1.022881e+000	9.995524e+000	2.009151e-001
4.976000000009867e+001	1.007248e-001	1.022881e+000	9.995524e+000	2.008747e-001
4.977000000009867e+001	1.007047e-001	1.022881e+000	9.995524e+000	2.008343e-001
4.978000000009867e+001	1.006845e-001	1.022881e+000	9.995524e+000	2.007940e-001
4.979000000009867e+001	1.006643e-001	1.022881e+000	9.995524e+000	2.007537e-001
4.980000000009866e+001	1.006508e-001	1.022947e+000	9.996189e+000	2.007267e-001
4.981000000009866e+001	1.006240e-001	1.022881e+000	9.995524e+000	2.006731e-001
4.982000000009866e+001	1.006039e-001	1.022881e+000	9.995524e+000	2.006328e-001
4.983000000009866e+001	1.005838e-001	1.022881e+000	9.995524e+000	2.005925e-001
4.984000000009866e+001	1.005636e-001	1.022881e+000	9.995525e+000	2.005523e-001
4.985000000009865e+001	1.005435e-001	1.022881e+000	9.995525e+000	2.005120e-001
4.986000000009865e+001	1.005234e-001	1.022881e+000	9.995525e+000	2.004718e-001
4.987000000009865e+001	1.005033e-001	1.022881e+000	9.995525e+000	2.004316e-001
4.988000000009865e+001	1.004832e-001	1.022881e+000	9.995525e+000	2.003914e-001
4.989000000009865e+001	1.004632e-001	1.022881e+000	9.995525e+000	2.003513e-001
4.990000000009864e+001	1.004431e-001	1.022881e+000	9.995525e+000	2.003111e-001
4.991000000009864e+001	1.004230e-001	1.022881e+000	9.995525e+000	2.002710e-001
4.992000000009864e+001	1.004030e-001	1.022881e+000	9.995525e+000	2.002309e-001
4.993000000009864e+001	1.003829e-001	1.022881e+000	9.995525e+000	2.001908e-001
4.994000000009864e+001	1.003629e-001	1.022881e+000	9.995525e+000	2.001507e-001
4.995000000009863e+001	1.003428e-001	1.022881e+000	9.995525e+000	2.001106e-001
4.996000000009863e+001	1.003273e-001	1.022926e+000	9.995979e+000	2.000796e-001
4.997000000009863e+001	1.003028e-001	1.022881e+000	9.995525e+000	2.000305e-001
4.998000000009863e+001	1.002828e-001	1.022881e+000	9.995525e+000	1.999905e-001
4.999000000009863e+001	1.002628e-001	1.022881e+000	9.995525e+000	1.999505e-001
5.000000000009862e+001	1.002428e-001	1.022881e+000	9.995525e+000	1.999105e-001
5.001000000009862e+001	1.002228e-001	1.022881e+000	9.995525e+000	1.998705e-001
5.002000000009862e+001	1.002028e-001	1.022881e+000	9.995526e+000	1.998306e-001
5.003000000009862e+001	1.001829e-001	1.022881e+000	9.995526e+000	1.997906e-001
5.004000000009862e+001	1.001629e-001	1.022881e+000	9.995526e+000	1.997507e-001
5.005000000009861e+001	1.001430e-001	1.022881e+000	9.995526e+000	1.997108e-001
5.006000000009861e+001	1.001230e-001	1.022881e+000	9.995526e+000	1.996709e-001
5.007000000009861e+001	1.001031e-001	1.022881e+000	9.995526e+000	1.996310e-001
5.008000000009861e+001	1.000831e-001	1.022881e+000	9.995526e+000	1.995912e-001
5.009000000009861e+001	1.000632e-001	1.022881e+000	9.995526e+000	1.995513e-001
5.010000000009860e+001	1.000433e-001	1.022881e+000	9.995526e+000	1.995115e-001
5.011000000009860e+001	1.000234e-001	1.022881e+000	9.995526e+000	1.994717e-001
5.012000000009860e+001	1.000035e-001	1.022881e+000	9.995526e+000	1.994319e-001
5.013000000009860e+001	9.998478e-002	1.022893e+000	9.995643e+000	1.993944e-001
5.014000000009860e+001	9.996374e-002	1.022881e+000	9.995526e+000	1.993523e-001
5.015000000009859e+001	9.994387e-002	1.022881e+000	9.995526e+000	1.993126e-001
5.016000000009859e+001	9.992401e-002	1.022881e+000	9.995526e+000	1.992729e-001
5.017000000009859e+001	9.990416e-002	1.022882e+000	9.995529e+000	1.992332e-001
5.018000000009859e+001	9.988430e-002	1.022881e+000	9.995527e+000	1.991934e-001
5.019000000009859e+001	9.986445e-002	1.022881e+000	9.995526e+000	1.991538e-001
5.020000000009858e+001	9.984462e-002	1.022881e+000	9.995527e+000	1.991141e-001
5.021000000009858e+001	9.982479e-002	1.022881e+000	9.995527e+000	1.990744e-001
5.022000000009858e+001	9.980498e-002	1.022881e+000	9.995527e+000	1.990348e-001
5.023000000009858e+001	9.978517e-002	1.022881e+000	9.995527e+000	1.989952e-001
5.024000000009858e+001	9.976537e-002	1.022881e+000	9.995527e+000	1.989556e-001
5.025000000009857e+001	9.974557e-002	1.022881e+000	9.995527e+000	1.989160e-001
5.026000000009857e+001	9.972578e-002	1.022881e+000	9.995527e+000	1.988764e-001
5.027000000009857e+001	9.970602e-002	1.022881e+000	9.995527e+000	1.988368e-001
5.028000000009857e+001	9.968624e-002	1.022881e+000	9.995527e+000	1.987973e-001
5.029000000009857e+001	9.966648e-002	1.022881e+000	9.995527e+000	1.987578e-001
5.030000000009856e+001	9.964672e-002	1.022881e+000	9.995527e+000	1.987182e-001
5.031000000009856e+001	9.962697e-002	1.022881e+000	9.995527e+000	1.986787e-001
5.032000000009856e+001	9.960723e-002	1.022881e+000	9.995527e+000	1.986393e-001
5.033000000009856e+001	9.958750e-002	1.022881e+000	9.995527e+000	1.985998e-001
5.034000000009856e+001	9.956778e-002	1.022881e+000	9.995527e+000	1.985603e-001
5.035000000009855e+001	9.954806e-002	1.022881e+000	9.995527e+000	1.985209e-001
5.036000000009855e+001	9.952836e-002	1.022881e+000	9.995527e+000	1.984815e-001
5.037000000009855e+001	9.950866e-002	1.022881e+000	9.995527e+000	1.984421e-001
5.038000000009855e+001	9.948896e-002	1.022881e+000	9.995528e+000	1.984027e-001
5.039000000009855e+001	9.946928e-002	1.022881e+000	9.995528e+000	1.983633e-001
5.040000000009854e+001	9.944960e-002	1.022881e+000	9.995528e+000	1.983240e-001
5.041000000009854e+001	9.942994e-002	1.022881e+000	9.995528e+000	1.982846e-001
5.042000000009854e+001	9.941027e-002	1.022881e+000	9.995528e+000	1.982453e-001
5.043000000009854e+001	9.939062e-002	1.022881e+000	9.995528e+000	1.982060e-001
5.044000000009854e+001	9.937097e-002	1.022882e+000	9.995528e+000	1.981667e-001
5.045000000009853e+001	9.935134e-002	1.022882e+000	9.995528e+000	1.981274e-001
5.046000000009853e+001	9.933171e-002	1.022882e+000	9.995528e+000	1.980882e-001
5.047000000009853e+001	9.931208e-002	1.022882e+000	9.995528e+000	1.980489e-001
5.048000000009853e+001	9.929247e-002	1.022882e+000	9.995528e+000	1.980097e-001
5.049000000009853e+001	9.927286e-002	1.022882e+000	9.995528e+000	1.979704e-001
5.050000000009852e+001	9.925327e-002	1.022882e+000	9.995528e+000	1.979313e-001
5.051000000009852e+001	9.923367e-002	1.022882e+000	9.995528e+000	1.978921e-001
5.052000000009852e+001	9.921409e-002	1.022882e+000	9.995528e+000	1.978529e-001
5.053000000009852e+001	9.920141e-002	1.022951e+000	9.996228e+000	1.978276e-001
5.054000000009852e+001	9.917495e-002	1.022882e+000	9.995528e+000	1.977746e-001
5.055000000009851e+001	9.915538e-002	1.022882e+000	9.995528e+000	1.977355e-001
5.056000000009851e+001	9.913584e-002	1.022882e+000	9.995529e+000	1.976964e-001
5.057000000009851e+001	9.911628e-002	1.022882e+000	9.995528e+000	1.976573e-001
5.058000000009851e+001	9.909675e-002	1.022882e+000	9.995529e+000	1.976182e-001
5.059000000009851e+001	9.907722e-002	1.022882e+000	9.995529e+000	1.975791e-001
5.060000000009850e+001	9.912150e-002	1.023527e+000	1.000201e+001	1.976682e-001
5.061000000009850e+001	9.903828e-002	1.022882e+000	9.995538e+000	1.975012e-001
5.062000000009850e+001	9.901868e-002	1.022882e+000	9.995529e+000	1.974621e-001
5.063000000009850e+001	9.899919e-002	1.022882e+000	9.995529e+000	1.974231e-001
5.064000000009850e+001	9.897970e-002	1.022882e+000	9.995529e+000	1.973841e-001
5.065000000009849e+001	9.896021e-002	1.022882e+000	9.995529e+000	1.973451e-001
5.066000000009849e+001	9.894074e-002	1.022882e+000	9.995529e+000	1.973061e-001
5.067000000009849e+001	9.892127e-002	1.022882e+000	9.995529e+000	1.972672e-001
5.068000000009849e+001	9.890182e-002	1.022882e+000	9.995529e+000	1.972283e-001
5.069000000009849e+001	9.888236e-002	1.022882e+000	9.995529e+000	1.971894e-001
5.070000000009848e+001	9.886292e-002	1.022882e+000	9.995529e+000	1.971505e-001
5.071000000009848e+001	9.884348e-002	1.022882e+000	9.995529e+000	1.971116e-001
5.072000000009848e+001	9.882405e-002	1.022882e+000	9.995529e+000	1.970727e-001
5.073000000009848e+001	9.880463e-002	1.022882e+000	9.995529e+000	1.970339e-001
5.074000000009848e+001	9.878521e-002	1.022882e+000	9.995529e+000	1.969951e-001
5.075000000009847e+001	9.876581e-002	1.022882e+000	9.995530e+000	1.969562e-001
5.076000000009847e+001	9.874641e-002	1.022882e+000	9.995530e+000	1.969174e-001
5.077000000009847e+001	9.872702e-002	1.022882e+000	9.995530e+000	1.968787e-001
5.078000000009847e+001	9.870764e-002	1.022882e+000	9.995530e+000	1.968399e-001
5.079000000009847e+001	9.868826e-002	1.022882e+000	9.995530e+000	1.968011e-001
5.080000000009846e+001	9.866890e-002	1.022882e+000	9.995530e+000	1.967624e-001
5.081000000009846e+001	9.864953e-002	1.022882e+000	9.995530e+000	1.967237e-001
5.082000000009846e+001	9.863018e-002	1.022882e+000	9.995530e+000	1.966850e-001
5.083000000009846e+001	9.861083e-002	1.022882e+000	9.995530e+000	1.966463e-001
5.084000000009846e+001	9.859150e-002	1.022882e+000	9.995530e+000	1.966076e-001
5.085000000009845e+001	9.857217e-002	1.022882e+000	9.995530e+000	1.965689e-001
5.086000000009845e+001	9.855285e-002	1.022882e+000	9.995530e+000	1.965303e-001
5.087000000009845e+001	9.853353e-002	1.022882e+000	9.995530e+000	1.964917e-001
5.088000000009845e+001	9.851422e-002	1.022882e+000	9.995530e+000	1.964530e-001
5.089000000009845e+001	9.849492e-002	1.022882e+000	9.995530e+000	1.964144e-001
5.090000000009844e+001	9.847564e-002	1.022882e+000	9.995530e+000	1.963758e-001
5.091000000009844e+001	9.845635e-002	1.022882e+000	9.995530e+000	1.963373e-001
5.092000000009844e+001	9.843707e-002	1.022882e+000	9.995530e+000	1.962987e-001
5.093000000009844e+001	9.841780e-002	1.022882e+000	9.995531e+000	1.962602e-001
5.094000000009844e+001	9.839854e-002	1.022882e+000	9.995531e+000	1.962216e-001
5.095000000009843e+001	9.837928e-002	1.022882e+000	9.995531e+000	1.961831e-001
5.096000000009843e+001	9.836004e-002	1.022882e+000	9.995531e+000	1.961446e-001
5.097000000009843e+001	9.834080e-002	1.022882e+000	9.995531e+000	1.961062e-001
5.098000000009843e+001	9.832157e-002	1.022882e+000	9.995531e+000	1.960677e-001
5.099000000009843e+001	9.830235e-002	1.022882e+000	9.995531e+000	1.960292e-001
5.100000000009842e+001	9.828313e-002	1.022882e+000	9.995531e+000	1.959908e-001
5.101000000009842e+001	9.826392e-002	1.022882e+000	9.995531e+000	1.959524e-001
5.102000000009842e+001	9.824473e-002	1.022882e+000	9.995531e+000	1.959140e-001
5.103000000009842e+001	9.822553e-002	1.022882e+000	9.995531e+000	1.958756e-001
5.104000000009842e+001	9.820634e-002	1.022882e+000	9.995531e+000	1.958372e-001
5.105000000009841e+001	9.818716e-002	1.022882e+000	9.995531e+000	1.957988e-001
5.106000000009841e+001	9.816799e-002	1.022882e+000	9.995531e+000	1.957605e-001
5.107000000009841e+001	9.814883e-002	1.022882e+000	9.995531e+000	1.957222e-001
5.108000000009841e+001	9.812967e-002	1.022882e+000	9.995531e+000	1.956839e-001
5.109000000009841e+001	9.811053e-002	1.022882e+000	9.995531e+000	1.956456e-001
5.110000000009840e+001	9.809138e-002	1.022882e+000	9.995531e+000	1.956073e-001
5.111000000009840e+001	9.807225e-002	1.022882e+000	9.995531e+000	1.955690e-001
5.112000000009840e+001	9.805312e-002	1.022882e+000	9.995532e+000	1.955307e-001
5.113000000009840e+001	9.803400e-002	1.022882e+000	9.995532e+000	1.954925e-001
5.114000000009840e+001	9.801489e-002	1.022882e+000	9.995532e+000	1.954543e-001
5.115000000009840e+001	9.799579e-002	1.022882e+000	9.995532e+000	1.954161e-001
5.116000000009839e+001	9.797668e-002	1.022882e+000	9.995531e+000	1.953779e-001
5.117000000009839e+001	9.795760e-002	1.022882e+000	9.995532e+000	1.953397e-001
5.118000000009839e+001	9.793852e-002	1.022882e+000	9.995532e+000	1.953015e-001
5.119000000009839e+001	9.791945e-002	1.022882e+000	9.995532e+000	1.952634e-001
5.120000000009839e+001	9.790038e-002	1.022882e+000	9.995532e+000	1.952252e-001
5.121000000009838e+001	9.788132e-002	1.022882e+000	9.995532e+000	1.951871e-001
5.122000000009838e+001	9.786227e-002	1.022882e+000	9.995532e+000	1.951490e-001
5.123000000009838e+001	9.784323e-002	1.022882e+000	9.995532e+000	1.951109e-001
5.124000000009838e+001	9.782419e-002	1.022882e+000	9.995532e+000	1.950728e-001
5.125000000009838e+001	9.780516e-002	1.022882e+000	9.995532e+000	1.950348e-001
5.126000000009837e+001	9.778614e-002	1.022882e+000	9.995532e+000	1.949967e-001
5.127000000009837e+001	9.776712e-002	1.022882e+000	9.995532e+000	1.949587e-001
5.128000000009837e+001	9.774812e-002	1.022882e+000	9.995532e+000	1.949207e-001
5.129000000009837e+001	9.772912e-002	1.022882e+000	9.995532e+000	1.948827e-001
5.130000000009837e+001	9.771013e-002	1.022882e+000	9.995532e+000	1.948447e-001
5.131000000009836e+001	9.769114e-002	1.022882e+000	9.995533e+000	1.948067e-001
5.132000000009836e+001	9.767216e-002	1.022882e+000	9.995533e+000	1.947688e-001
