rl	V(current_feedback)	V(voltage_feedback)	V(vout)	-I(Rl)
1.959000000010027e+001	2.553806e-001	1.022841e+000	9.995121e+000	5.102155e-001
1.960000000010027e+001	2.552505e-001	1.022841e+000	9.995121e+000	5.099552e-001
1.961000000010027e+001	2.551205e-001	1.022841e+000	9.995121e+000	5.096951e-001
1.962000000010027e+001	2.549906e-001	1.022841e+000	9.995122e+000	5.094354e-001
1.963000000010027e+001	2.548608e-001	1.022841e+000	9.995122e+000	5.091758e-001
1.964000000010027e+001	2.547312e-001	1.022841e+000	9.995122e+000	5.089166e-001
1.965000000010027e+001	2.546018e-001	1.022841e+000	9.995123e+000	5.086576e-001
1.966000000010028e+001	2.544724e-001	1.022841e+000	9.995123e+000	5.083990e-001
1.967000000010028e+001	2.543432e-001	1.022841e+000	9.995123e+000	5.081405e-001
1.968000000010028e+001	2.542141e-001	1.022841e+000	9.995124e+000	5.078823e-001
1.969000000010028e+001	2.540852e-001	1.022841e+000	9.995124e+000	5.076244e-001
1.970000000010028e+001	2.539564e-001	1.022841e+000	9.995125e+000	5.073667e-001
1.971000000010028e+001	2.538277e-001	1.022841e+000	9.995125e+000	5.071093e-001
1.972000000010029e+001	2.536991e-001	1.022841e+000	9.995125e+000	5.068522e-001
1.973000000010029e+001	2.535707e-001	1.022841e+000	9.995126e+000	5.065953e-001
1.974000000010029e+001	2.534424e-001	1.022841e+000	9.995126e+000	5.063387e-001
1.975000000010029e+001	2.533142e-001	1.022841e+000	9.995126e+000	5.060824e-001
1.976000000010029e+001	2.531862e-001	1.022841e+000	9.995127e+000	5.058262e-001
1.977000000010029e+001	2.530583e-001	1.022841e+000	9.995127e+000	5.055704e-001
1.978000000010029e+001	2.529305e-001	1.022841e+000	9.995127e+000	5.053148e-001
1.979000000010030e+001	2.528029e-001	1.022842e+000	9.995128e+000	5.050595e-001
1.980000000010030e+001	2.526754e-001	1.022842e+000	9.995128e+000	5.048044e-001
1.981000000010030e+001	2.525479e-001	1.022842e+000	9.995128e+000	5.045496e-001
1.982000000010030e+001	2.524207e-001	1.022842e+000	9.995129e+000	5.042951e-001
1.983000000010030e+001	2.522936e-001	1.022842e+000	9.995129e+000	5.040408e-001
1.984000000010030e+001	2.521666e-001	1.022842e+000	9.995129e+000	5.037867e-001
1.985000000010031e+001	2.520397e-001	1.022842e+000	9.995130e+000	5.035329e-001
1.986000000010031e+001	2.519129e-001	1.022842e+000	9.995130e+000	5.032794e-001
1.987000000010031e+001	2.517863e-001	1.022842e+000	9.995130e+000	5.030262e-001
1.988000000010031e+001	2.516598e-001	1.022842e+000	9.995131e+000	5.027732e-001
1.989000000010031e+001	2.515334e-001	1.022842e+000	9.995131e+000	5.025204e-001
1.990000000010031e+001	2.514072e-001	1.022842e+000	9.995131e+000	5.022679e-001
1.991000000010032e+001	2.512811e-001	1.022842e+000	9.995131e+000	5.020157e-001
1.992000000010032e+001	2.511551e-001	1.022842e+000	9.995131e+000	5.017636e-001
1.993000000010032e+001	2.510292e-001	1.022842e+000	9.995132e+000	5.015119e-001
1.994000000010032e+001	2.509035e-001	1.022842e+000	9.995132e+000	5.012604e-001
1.995000000010032e+001	2.507779e-001	1.022842e+000	9.995132e+000	5.010092e-001
1.996000000010032e+001	2.506524e-001	1.022842e+000	9.995133e+000	5.007582e-001
1.997000000010032e+001	2.505271e-001	1.022842e+000	9.995133e+000	5.005074e-001
1.998000000010033e+001	2.504018e-001	1.022842e+000	9.995133e+000	5.002570e-001
1.999000000010033e+001	2.502767e-001	1.022842e+000	9.995134e+000	5.000067e-001
2.000000000010033e+001	2.501517e-001	1.022842e+000	9.995134e+000	4.997567e-001
2.001000000010033e+001	2.500269e-001	1.022842e+000	9.995134e+000	4.995070e-001
2.002000000010033e+001	2.499021e-001	1.022842e+000	9.995135e+000	4.992575e-001
2.003000000010033e+001	2.497775e-001	1.022842e+000	9.995135e+000	4.990082e-001
2.004000000010034e+001	2.496531e-001	1.022842e+000	9.995135e+000	4.987593e-001
2.005000000010034e+001	2.495287e-001	1.022842e+000	9.995136e+000	4.985105e-001
2.006000000010034e+001	2.494058e-001	1.022848e+000	9.995193e+000	4.982648e-001
2.007000000010034e+001	2.492803e-001	1.022842e+000	9.995136e+000	4.980138e-001
2.008000000010034e+001	2.491564e-001	1.022842e+000	9.995137e+000	4.977658e-001
2.009000000010034e+001	2.490325e-001	1.022843e+000	9.995137e+000	4.975180e-001
2.010000000010034e+001	2.489088e-001	1.022843e+000	9.995137e+000	4.972705e-001
2.011000000010035e+001	2.487851e-001	1.022843e+000	9.995138e+000	4.970233e-001
2.012000000010035e+001	2.486616e-001	1.022843e+000	9.995138e+000	4.967763e-001
2.013000000010035e+001	2.485383e-001	1.022843e+000	9.995138e+000	4.965295e-001
2.014000000010035e+001	2.484151e-001	1.022843e+000	9.995139e+000	4.962830e-001
2.015000000010035e+001	2.482919e-001	1.022843e+000	9.995139e+000	4.960367e-001
2.016000000010035e+001	2.481689e-001	1.022843e+000	9.995139e+000	4.957906e-001
2.017000000010036e+001	2.480460e-001	1.022843e+000	9.995140e+000	4.955449e-001
2.018000000010036e+001	2.479232e-001	1.022843e+000	9.995140e+000	4.952993e-001
2.019000000010036e+001	2.478006e-001	1.022843e+000	9.995140e+000	4.950540e-001
2.020000000010036e+001	2.476781e-001	1.022843e+000	9.995141e+000	4.948089e-001
2.021000000010036e+001	2.475557e-001	1.022843e+000	9.995141e+000	4.945641e-001
2.022000000010036e+001	2.474334e-001	1.022843e+000	9.995141e+000	4.943196e-001
2.023000000010037e+001	2.473112e-001	1.022843e+000	9.995142e+000	4.940752e-001
2.024000000010037e+001	2.471892e-001	1.022843e+000	9.995142e+000	4.938311e-001
2.025000000010037e+001	2.470673e-001	1.022843e+000	9.995142e+000	4.935873e-001
2.026000000010037e+001	2.469455e-001	1.022843e+000	9.995143e+000	4.933437e-001
2.027000000010037e+001	2.468238e-001	1.022843e+000	9.995143e+000	4.931003e-001
2.028000000010037e+001	2.467023e-001	1.022843e+000	9.995143e+000	4.928572e-001
2.029000000010037e+001	2.465809e-001	1.022843e+000	9.995146e+000	4.926144e-001
2.030000000010038e+001	2.464595e-001	1.022843e+000	9.995144e+000	4.923716e-001
2.031000000010038e+001	2.463383e-001	1.022843e+000	9.995144e+000	4.921292e-001
2.032000000010038e+001	2.462173e-001	1.022843e+000	9.995145e+000	4.918870e-001
2.033000000010038e+001	2.460963e-001	1.022843e+000	9.995145e+000	4.916451e-001
2.034000000010038e+001	2.459755e-001	1.022843e+000	9.995145e+000	4.914034e-001
2.035000000010038e+001	2.458548e-001	1.022843e+000	9.995146e+000	4.911619e-001
2.036000000010039e+001	2.457341e-001	1.022843e+000	9.995146e+000	4.909207e-001
2.037000000010039e+001	2.456137e-001	1.022843e+000	9.995146e+000	4.906797e-001
2.038000000010039e+001	2.454933e-001	1.022843e+000	9.995147e+000	4.904390e-001
2.039000000010039e+001	2.454666e-001	1.023224e+000	9.998966e+000	4.903858e-001
2.040000000010039e+001	2.452529e-001	1.022843e+000	9.995147e+000	4.899582e-001
2.041000000010039e+001	2.451329e-001	1.022843e+000	9.995148e+000	4.897181e-001
2.042000000010039e+001	2.450130e-001	1.022843e+000	9.995148e+000	4.894783e-001
2.043000000010040e+001	2.448933e-001	1.022844e+000	9.995148e+000	4.892388e-001
2.044000000010040e+001	2.447736e-001	1.022844e+000	9.995149e+000	4.889994e-001
2.045000000010040e+001	2.446540e-001	1.022844e+000	9.995149e+000	4.887603e-001
2.046000000010040e+001	2.445346e-001	1.022844e+000	9.995149e+000	4.885215e-001
2.047000000010040e+001	2.444153e-001	1.022844e+000	9.995149e+000	4.882828e-001
2.048000000010040e+001	2.442961e-001	1.022844e+000	9.995150e+000	4.880444e-001
2.049000000010041e+001	2.441771e-001	1.022844e+000	9.995150e+000	4.878062e-001
2.050000000010041e+001	2.440581e-001	1.022844e+000	9.995150e+000	4.875683e-001
2.051000000010041e+001	2.439393e-001	1.022844e+000	9.995151e+000	4.873306e-001
2.052000000010041e+001	2.438205e-001	1.022844e+000	9.995151e+000	4.870931e-001
2.053000000010041e+001	2.437019e-001	1.022844e+000	9.995151e+000	4.868559e-001
2.054000000010041e+001	2.435834e-001	1.022844e+000	9.995152e+000	4.866188e-001
2.055000000010042e+001	2.434650e-001	1.022844e+000	9.995152e+000	4.863821e-001
2.056000000010042e+001	2.433468e-001	1.022844e+000	9.995152e+000	4.861455e-001
2.057000000010042e+001	2.432286e-001	1.022844e+000	9.995152e+000	4.859092e-001
2.058000000010042e+001	2.431106e-001	1.022844e+000	9.995152e+000	4.856731e-001
2.059000000010042e+001	2.429927e-001	1.022844e+000	9.995152e+000	4.854372e-001
2.060000000010042e+001	2.428749e-001	1.022844e+000	9.995153e+000	4.852016e-001
2.061000000010042e+001	2.427572e-001	1.022844e+000	9.995153e+000	4.849662e-001
2.062000000010043e+001	2.426396e-001	1.022844e+000	9.995153e+000	4.847310e-001
2.063000000010043e+001	2.425221e-001	1.022844e+000	9.995154e+000	4.844961e-001
2.064000000010043e+001	2.424048e-001	1.022844e+000	9.995154e+000	4.842614e-001
2.065000000010043e+001	2.422875e-001	1.022844e+000	9.995154e+000	4.840268e-001
2.066000000010043e+001	2.421704e-001	1.022844e+000	9.995155e+000	4.837926e-001
2.067000000010043e+001	2.420534e-001	1.022844e+000	9.995155e+000	4.835586e-001
2.068000000010044e+001	2.419365e-001	1.022844e+000	9.995155e+000	4.833247e-001
2.069000000010044e+001	2.418197e-001	1.022844e+000	9.995156e+000	4.830911e-001
2.070000000010044e+001	2.417031e-001	1.022844e+000	9.995156e+000	4.828578e-001
2.071000000010044e+001	2.415865e-001	1.022844e+000	9.995156e+000	4.826247e-001
2.072000000010044e+001	2.414701e-001	1.022844e+000	9.995157e+000	4.823917e-001
2.073000000010044e+001	2.413537e-001	1.022844e+000	9.995157e+000	4.821590e-001
2.074000000010044e+001	2.412375e-001	1.022845e+000	9.995157e+000	4.819266e-001
2.075000000010045e+001	2.411214e-001	1.022845e+000	9.995157e+000	4.816943e-001
2.076000000010045e+001	2.410056e-001	1.022845e+000	9.995166e+000	4.814627e-001
2.077000000010045e+001	2.408895e-001	1.022845e+000	9.995158e+000	4.812305e-001
2.078000000010045e+001	2.407738e-001	1.022845e+000	9.995158e+000	4.809990e-001
2.079000000010045e+001	2.406581e-001	1.022845e+000	9.995159e+000	4.807676e-001
2.080000000010045e+001	2.405425e-001	1.022845e+000	9.995159e+000	4.805365e-001
2.081000000010046e+001	2.404271e-001	1.022845e+000	9.995159e+000	4.803056e-001
2.082000000010046e+001	2.403118e-001	1.022845e+000	9.995160e+000	4.800749e-001
2.083000000010046e+001	2.401965e-001	1.022845e+000	9.995160e+000	4.798445e-001
2.084000000010046e+001	2.400814e-001	1.022845e+000	9.995160e+000	4.796142e-001
2.085000000010046e+001	2.399664e-001	1.022845e+000	9.995161e+000	4.793842e-001
2.086000000010046e+001	2.398515e-001	1.022845e+000	9.995161e+000	4.791544e-001
2.087000000010047e+001	2.397368e-001	1.022845e+000	9.995161e+000	4.789248e-001
2.088000000010047e+001	2.396221e-001	1.022845e+000	9.995162e+000	4.786955e-001
2.089000000010047e+001	2.395532e-001	1.023035e+000	9.997073e+000	4.785578e-001
2.090000000010047e+001	2.393931e-001	1.022845e+000	9.995162e+000	4.782374e-001
2.091000000010047e+001	2.392788e-001	1.022845e+000	9.995162e+000	4.780087e-001
2.092000000010047e+001	2.391645e-001	1.022845e+000	9.995163e+000	4.777803e-001
2.093000000010047e+001	2.390500e-001	1.022843e+000	9.995145e+000	4.775511e-001
2.094000000010048e+001	2.389364e-001	1.022845e+000	9.995163e+000	4.773239e-001
2.095000000010048e+001	2.388225e-001	1.022845e+000	9.995164e+000	4.770961e-001
2.096000000010048e+001	2.387087e-001	1.022845e+000	9.995164e+000	4.768685e-001
2.097000000010048e+001	2.385950e-001	1.022845e+000	9.995164e+000	4.766411e-001
2.098000000010048e+001	2.384814e-001	1.022845e+000	9.995165e+000	4.764139e-001
2.099000000010048e+001	2.383680e-001	1.022845e+000	9.995165e+000	4.761870e-001
2.100000000010049e+001	2.382546e-001	1.022845e+000	9.995165e+000	4.759603e-001
2.101000000010049e+001	2.381414e-001	1.022845e+000	9.995166e+000	4.757337e-001
2.102000000010049e+001	2.380282e-001	1.022845e+000	9.995166e+000	4.755074e-001
2.103000000010049e+001	2.379152e-001	1.022845e+000	9.995166e+000	4.752813e-001
2.104000000010049e+001	2.378023e-001	1.022845e+000	9.995166e+000	4.750554e-001
2.105000000010049e+001	2.376894e-001	1.022845e+000	9.995167e+000	4.748298e-001
2.106000000010049e+001	2.375767e-001	1.022846e+000	9.995167e+000	4.746043e-001
2.107000000010050e+001	2.374641e-001	1.022846e+000	9.995167e+000	4.743791e-001
2.108000000010050e+001	2.373516e-001	1.022846e+000	9.995168e+000	4.741541e-001
2.109000000010050e+001	2.372392e-001	1.022846e+000	9.995168e+000	4.739293e-001
2.110000000010050e+001	2.371269e-001	1.022846e+000	9.995168e+000	4.737046e-001
2.111000000010050e+001	2.370147e-001	1.022846e+000	9.995169e+000	4.734803e-001
2.112000000010050e+001	2.369027e-001	1.022846e+000	9.995169e+000	4.732561e-001
2.113000000010051e+001	2.367907e-001	1.022846e+000	9.995169e+000	4.730321e-001
2.114000000010051e+001	2.366788e-001	1.022846e+000	9.995170e+000	4.728084e-001
2.115000000010051e+001	2.365671e-001	1.022846e+000	9.995170e+000	4.725848e-001
2.116000000010051e+001	2.364554e-001	1.022846e+000	9.995170e+000	4.723615e-001
2.117000000010051e+001	2.363439e-001	1.022846e+000	9.995170e+000	4.721384e-001
2.118000000010051e+001	2.362324e-001	1.022846e+000	9.995171e+000	4.719155e-001
2.119000000010052e+001	2.361211e-001	1.022846e+000	9.995171e+000	4.716928e-001
2.120000000010052e+001	2.360099e-001	1.022846e+000	9.995171e+000	4.714703e-001
2.121000000010052e+001	2.358987e-001	1.022846e+000	9.995172e+000	4.712481e-001
2.122000000010052e+001	2.357877e-001	1.022846e+000	9.995172e+000	4.710260e-001
2.123000000010052e+001	2.356766e-001	1.022845e+000	9.995164e+000	4.708038e-001
2.124000000010052e+001	2.355660e-001	1.022846e+000	9.995173e+000	4.705825e-001
2.125000000010052e+001	2.354553e-001	1.022846e+000	9.995173e+000	4.703611e-001
2.126000000010053e+001	2.353447e-001	1.022846e+000	9.995173e+000	4.701398e-001
2.127000000010053e+001	2.352342e-001	1.022846e+000	9.995173e+000	4.699188e-001
2.128000000010053e+001	2.351238e-001	1.022846e+000	9.995173e+000	4.696980e-001
2.129000000010053e+001	2.350135e-001	1.022846e+000	9.995173e+000	4.694774e-001
2.130000000010053e+001	2.349033e-001	1.022846e+000	9.995173e+000	4.692570e-001
2.131000000010053e+001	2.347932e-001	1.022846e+000	9.995174e+000	4.690368e-001
2.132000000010054e+001	2.346832e-001	1.022846e+000	9.995174e+000	4.688168e-001
2.133000000010054e+001	2.345734e-001	1.022846e+000	9.995174e+000	4.685970e-001
2.134000000010054e+001	2.344636e-001	1.022846e+000	9.995175e+000	4.683775e-001
2.135000000010054e+001	2.343539e-001	1.022846e+000	9.995175e+000	4.681581e-001
2.136000000010054e+001	2.342443e-001	1.022846e+000	9.995175e+000	4.679389e-001
2.137000000010054e+001	2.341349e-001	1.022846e+000	9.995175e+000	4.677200e-001
2.138000000010054e+001	2.340255e-001	1.022846e+000	9.995176e+000	4.675012e-001
2.139000000010055e+001	2.339163e-001	1.022846e+000	9.995176e+000	4.672827e-001
2.140000000010055e+001	2.338071e-001	1.022846e+000	9.995176e+000	4.670643e-001
2.141000000010055e+001	2.336980e-001	1.022846e+000	9.995177e+000	4.668462e-001
2.142000000010055e+001	2.335891e-001	1.022846e+000	9.995177e+000	4.666283e-001
2.143000000010055e+001	2.334802e-001	1.022846e+000	9.995177e+000	4.664105e-001
2.144000000010055e+001	2.333715e-001	1.022847e+000	9.995178e+000	4.661930e-001
2.145000000010056e+001	2.332628e-001	1.022847e+000	9.995178e+000	4.659757e-001
2.146000000010056e+001	2.331543e-001	1.022847e+000	9.995178e+000	4.657585e-001
2.147000000010056e+001	2.330458e-001	1.022847e+000	9.995178e+000	4.655416e-001
2.148000000010056e+001	2.329375e-001	1.022847e+000	9.995179e+000	4.653249e-001
2.149000000010056e+001	2.328292e-001	1.022847e+000	9.995179e+000	4.651084e-001
2.150000000010056e+001	2.327211e-001	1.022847e+000	9.995179e+000	4.648921e-001
2.151000000010057e+001	2.326130e-001	1.022847e+000	9.995180e+000	4.646760e-001
2.152000000010057e+001	2.325051e-001	1.022847e+000	9.995180e+000	4.644600e-001
2.153000000010057e+001	2.323972e-001	1.022847e+000	9.995180e+000	4.642443e-001
2.154000000010057e+001	2.322895e-001	1.022847e+000	9.995180e+000	4.640288e-001
2.155000000010057e+001	2.321818e-001	1.022847e+000	9.995181e+000	4.638135e-001
2.156000000010057e+001	2.320743e-001	1.022847e+000	9.995181e+000	4.635984e-001
2.157000000010057e+001	2.319668e-001	1.022847e+000	9.995181e+000	4.633835e-001
2.158000000010058e+001	2.318595e-001	1.022847e+000	9.995182e+000	4.631687e-001
2.159000000010058e+001	2.317522e-001	1.022847e+000	9.995182e+000	4.629542e-001
2.160000000010058e+001	2.316451e-001	1.022847e+000	9.995182e+000	4.627399e-001
2.161000000010058e+001	2.315380e-001	1.022847e+000	9.995183e+000	4.625258e-001
2.162000000010058e+001	2.314311e-001	1.022847e+000	9.995183e+000	4.623119e-001
2.163000000010058e+001	2.313242e-001	1.022847e+000	9.995183e+000	4.620982e-001
2.164000000010059e+001	2.312175e-001	1.022847e+000	9.995183e+000	4.618846e-001
2.165000000010059e+001	2.311108e-001	1.022847e+000	9.995184e+000	4.616713e-001
2.166000000010059e+001	2.310043e-001	1.022847e+000	9.995184e+000	4.614582e-001
2.167000000010059e+001	2.308978e-001	1.022847e+000	9.995184e+000	4.612452e-001
2.168000000010059e+001	2.307914e-001	1.022847e+000	9.995185e+000	4.610325e-001
2.169000000010059e+001	2.306852e-001	1.022847e+000	9.995185e+000	4.608200e-001
2.170000000010059e+001	2.305790e-001	1.022847e+000	9.995185e+000	4.606076e-001
2.171000000010060e+001	2.304730e-001	1.022847e+000	9.995185e+000	4.603955e-001
2.172000000010060e+001	2.303670e-001	1.022847e+000	9.995186e+000	4.601835e-001
2.173000000010060e+001	2.302611e-001	1.022847e+000	9.995186e+000	4.599717e-001
2.174000000010060e+001	2.301553e-001	1.022847e+000	9.995186e+000	4.597602e-001
2.175000000010060e+001	2.300497e-001	1.022847e+000	9.995187e+000	4.595488e-001
2.176000000010060e+001	2.299441e-001	1.022847e+000	9.995187e+000	4.593376e-001
2.177000000010061e+001	2.298386e-001	1.022847e+000	9.995187e+000	4.591267e-001
2.178000000010061e+001	2.297332e-001	1.022848e+000	9.995187e+000	4.589159e-001
2.179000000010061e+001	2.296754e-001	1.023054e+000	9.997261e+000	4.588004e-001
2.180000000010061e+001	2.295227e-001	1.022848e+000	9.995188e+000	4.584948e-001
2.181000000010061e+001	2.294177e-001	1.022848e+000	9.995188e+000	4.582846e-001
2.182000000010061e+001	2.293127e-001	1.022848e+000	9.995189e+000	4.580746e-001
2.183000000010062e+001	2.292078e-001	1.022848e+000	9.995189e+000	4.578648e-001
2.184000000010062e+001	2.291030e-001	1.022848e+000	9.995189e+000	4.576552e-001
2.185000000010062e+001	2.289982e-001	1.022848e+000	9.995189e+000	4.574457e-001
2.186000000010062e+001	2.288936e-001	1.022848e+000	9.995190e+000	4.572365e-001
2.187000000010062e+001	2.287891e-001	1.022848e+000	9.995190e+000	4.570274e-001
2.188000000010062e+001	2.286847e-001	1.022848e+000	9.995190e+000	4.568186e-001
2.189000000010062e+001	2.285804e-001	1.022848e+000	9.995191e+000	4.566099e-001
2.190000000010063e+001	2.284761e-001	1.022848e+000	9.995191e+000	4.564014e-001
2.191000000010063e+001	2.283720e-001	1.022848e+000	9.995191e+000	4.561931e-001
2.192000000010063e+001	2.282679e-001	1.022848e+000	9.995191e+000	4.559850e-001
2.193000000010063e+001	2.281640e-001	1.022848e+000	9.995192e+000	4.557771e-001
2.194000000010063e+001	2.280601e-001	1.022848e+000	9.995192e+000	4.555694e-001
2.195000000010063e+001	2.279564e-001	1.022848e+000	9.995192e+000	4.553618e-001
2.196000000010064e+001	2.278527e-001	1.022848e+000	9.995193e+000	4.551545e-001
2.197000000010064e+001	2.277491e-001	1.022848e+000	9.995193e+000	4.549473e-001
2.198000000010064e+001	2.276457e-001	1.022848e+000	9.995193e+000	4.547403e-001
2.199000000010064e+001	2.274865e-001	1.022603e+000	9.992736e+000	4.544218e-001
2.200000000010064e+001	2.274390e-001	1.022848e+000	9.995193e+000	4.543270e-001
2.201000000010064e+001	2.273358e-001	1.022848e+000	9.995193e+000	4.541205e-001
2.202000000010064e+001	2.272327e-001	1.022848e+000	9.995193e+000	4.539143e-001
2.203000000010065e+001	2.271297e-001	1.022848e+000	9.995194e+000	4.537083e-001
2.204000000010065e+001	2.270268e-001	1.022848e+000	9.995194e+000	4.535025e-001
2.205000000010065e+001	2.269240e-001	1.022848e+000	9.995194e+000	4.532968e-001
2.206000000010065e+001	2.268212e-001	1.022848e+000	9.995194e+000	4.530913e-001
2.207000000010065e+001	2.267186e-001	1.022848e+000	9.995195e+000	4.528860e-001
2.208000000010065e+001	2.266161e-001	1.022848e+000	9.995195e+000	4.526809e-001
2.209000000010066e+001	2.265136e-001	1.022848e+000	9.995195e+000	4.524760e-001
2.210000000010066e+001	2.264113e-001	1.022848e+000	9.995195e+000	4.522713e-001
2.211000000010066e+001	2.263090e-001	1.022848e+000	9.995196e+000	4.520667e-001
2.212000000010066e+001	2.262068e-001	1.022848e+000	9.995196e+000	4.518624e-001
2.213000000010066e+001	2.261048e-001	1.022848e+000	9.995196e+000	4.516582e-001
2.214000000010066e+001	2.260028e-001	1.022848e+000	9.995197e+000	4.514543e-001
2.215000000010067e+001	2.259009e-001	1.022848e+000	9.995197e+000	4.512504e-001
2.216000000010067e+001	2.257991e-001	1.022848e+000	9.995197e+000	4.510468e-001
2.217000000010067e+001	2.256974e-001	1.022848e+000	9.995197e+000	4.508434e-001
2.218000000010067e+001	2.255958e-001	1.022849e+000	9.995198e+000	4.506401e-001
2.219000000010067e+001	2.254942e-001	1.022849e+000	9.995198e+000	4.504370e-001
2.220000000010067e+001	2.253928e-001	1.022849e+000	9.995198e+000	4.502342e-001
2.221000000010067e+001	2.252914e-001	1.022849e+000	9.995199e+000	4.500315e-001
2.222000000010068e+001	2.251902e-001	1.022849e+000	9.995199e+000	4.498290e-001
2.223000000010068e+001	2.250890e-001	1.022849e+000	9.995199e+000	4.496266e-001
2.224000000010068e+001	2.249880e-001	1.022849e+000	9.995199e+000	4.494244e-001
2.225000000010068e+001	2.248870e-001	1.022849e+000	9.995200e+000	4.492225e-001
2.226000000010068e+001	2.247861e-001	1.022849e+000	9.995200e+000	4.490207e-001
2.227000000010068e+001	2.246853e-001	1.022849e+000	9.995200e+000	4.488190e-001
2.228000000010069e+001	2.245846e-001	1.022849e+000	9.995200e+000	4.486176e-001
2.229000000010069e+001	2.244840e-001	1.022849e+000	9.995201e+000	4.484164e-001
2.230000000010069e+001	2.243835e-001	1.022849e+000	9.995201e+000	4.482153e-001
2.231000000010069e+001	2.242830e-001	1.022849e+000	9.995201e+000	4.480144e-001
2.232000000010069e+001	2.241827e-001	1.022849e+000	9.995202e+000	4.478137e-001
2.233000000010069e+001	2.240824e-001	1.022849e+000	9.995202e+000	4.476131e-001
2.234000000010069e+001	2.239822e-001	1.022849e+000	9.995202e+000	4.474128e-001
2.235000000010070e+001	2.238822e-001	1.022849e+000	9.995202e+000	4.472126e-001
2.236000000010070e+001	2.237822e-001	1.022849e+000	9.995203e+000	4.470126e-001
2.237000000010070e+001	2.236823e-001	1.022849e+000	9.995203e+000	4.468128e-001
2.238000000010070e+001	2.236287e-001	1.023055e+000	9.997273e+000	4.467057e-001
2.239000000010070e+001	2.234828e-001	1.022849e+000	9.995203e+000	4.464137e-001
2.240000000010070e+001	2.233831e-001	1.022849e+000	9.995204e+000	4.462144e-001
2.241000000010071e+001	2.232836e-001	1.022849e+000	9.995204e+000	4.460154e-001
2.242000000010071e+001	2.231841e-001	1.022849e+000	9.995204e+000	4.458164e-001
2.243000000010071e+001	2.230848e-001	1.022849e+000	9.995205e+000	4.456177e-001
2.244000000010071e+001	2.229855e-001	1.022849e+000	9.995205e+000	4.454191e-001
2.245000000010071e+001	2.228863e-001	1.022849e+000	9.995205e+000	4.452207e-001
2.246000000010071e+001	2.227872e-001	1.022849e+000	9.995205e+000	4.450225e-001
2.247000000010072e+001	2.226894e-001	1.022849e+000	9.995206e+000	4.448245e-001
2.248000000010072e+001	2.225893e-001	1.022849e+000	9.995206e+000	4.446266e-001
2.249000000010072e+001	2.224904e-001	1.022849e+000	9.995206e+000	4.444289e-001
2.250000000010072e+001	2.223917e-001	1.022849e+000	9.995206e+000	4.442314e-001
2.251000000010072e+001	2.222930e-001	1.022849e+000	9.995207e+000	4.440340e-001
2.252000000010072e+001	2.221945e-001	1.022849e+000	9.995207e+000	4.438369e-001
2.253000000010072e+001	2.220960e-001	1.022849e+000	9.995207e+000	4.436399e-001
2.254000000010073e+001	2.219976e-001	1.022849e+000	9.995207e+000	4.434431e-001
2.255000000010073e+001	2.218993e-001	1.022850e+000	9.995208e+000	4.432465e-001
2.256000000010073e+001	2.218010e-001	1.022850e+000	9.995208e+000	4.430500e-001
2.257000000010073e+001	2.217095e-001	1.022879e+000	9.995504e+000	4.428668e-001
2.258000000010073e+001	2.216049e-001	1.022850e+000	9.995209e+000	4.426576e-001
2.259000000010073e+001	2.215069e-001	1.022850e+000	9.995209e+000	4.424616e-001
2.260000000010074e+001	2.214090e-001	1.022850e+000	9.995209e+000	4.422659e-001
2.261000000010074e+001	2.213112e-001	1.022850e+000	9.995209e+000	4.420703e-001
2.262000000010074e+001	2.212135e-001	1.022850e+000	9.995210e+000	4.418749e-001
2.263000000010074e+001	2.211159e-001	1.022850e+000	9.995210e+000	4.416796e-001
2.264000000010074e+001	2.210184e-001	1.022850e+000	9.995210e+000	4.414845e-001
2.265000000010074e+001	2.209210e-001	1.022850e+000	9.995210e+000	4.412896e-001
2.266000000010074e+001	2.208236e-001	1.022850e+000	9.995211e+000	4.410949e-001
2.267000000010075e+001	2.207263e-001	1.022850e+000	9.995211e+000	4.409003e-001
2.268000000010075e+001	2.206291e-001	1.022850e+000	9.995211e+000	4.407060e-001
2.269000000010075e+001	2.205320e-001	1.022850e+000	9.995211e+000	4.405117e-001
2.270000000010075e+001	2.204350e-001	1.022850e+000	9.995212e+000	4.403177e-001
2.271000000010075e+001	2.203381e-001	1.022850e+000	9.995212e+000	4.401238e-001
2.272000000010075e+001	2.202412e-001	1.022850e+000	9.995212e+000	4.399301e-001
2.273000000010076e+001	2.201445e-001	1.022850e+000	9.995213e+000	4.397366e-001
2.274000000010076e+001	2.200478e-001	1.022850e+000	9.995213e+000	4.395432e-001
2.275000000010076e+001	2.199512e-001	1.022850e+000	9.995213e+000	4.393500e-001
2.276000000010076e+001	2.198547e-001	1.022850e+000	9.995213e+000	4.391570e-001
2.277000000010076e+001	2.197583e-001	1.022850e+000	9.995214e+000	4.389641e-001
2.278000000010076e+001	2.196620e-001	1.022850e+000	9.995214e+000	4.387714e-001
2.279000000010077e+001	2.195657e-001	1.022850e+000	9.995214e+000	4.385789e-001
2.280000000010077e+001	2.194696e-001	1.022850e+000	9.995214e+000	4.383866e-001
2.281000000010077e+001	2.193735e-001	1.022850e+000	9.995214e+000	4.381944e-001
2.282000000010077e+001	2.192775e-001	1.022850e+000	9.995214e+000	4.380024e-001
