rvadj	V(vout)
4.530000000000100e+003	1.367608e+000
4.540000000000100e+003	1.368531e+000
4.550000000000100e+003	1.369454e+000
4.560000000000100e+003	1.370377e+000
4.570000000000100e+003	1.371300e+000
4.580000000000100e+003	1.372223e+000
4.590000000000100e+003	1.373146e+000
4.600000000000100e+003	1.374070e+000
4.610000000000100e+003	1.374993e+000
4.620000000000100e+003	1.375916e+000
4.630000000000100e+003	1.376839e+000
4.640000000000100e+003	1.377762e+000
4.650000000000100e+003	1.378685e+000
4.660000000000100e+003	1.379608e+000
4.670000000000100e+003	1.380531e+000
4.680000000000100e+003	1.381454e+000
4.690000000000100e+003	1.382378e+000
4.700000000000100e+003	1.383301e+000
4.710000000000100e+003	1.384228e+000
4.720000000000100e+003	1.385147e+000
4.730000000000100e+003	1.386070e+000
4.740000000000100e+003	1.386993e+000
4.750000000000100e+003	1.387916e+000
4.760000000000100e+003	1.388839e+000
4.770000000000100e+003	1.389762e+000
4.780000000000100e+003	1.390685e+000
4.790000000000100e+003	1.391608e+000
4.800000000000100e+003	1.392532e+000
4.810000000000100e+003	1.393460e+000
4.820000000000100e+003	1.394378e+000
4.830000000000100e+003	1.395301e+000
4.840000000000100e+003	1.396224e+000
4.850000000000100e+003	1.397166e+000
4.860000000000100e+003	1.398070e+000
4.870000000000100e+003	1.398993e+000
4.880000000000100e+003	1.399916e+000
4.890000000000100e+003	1.400840e+000
4.900000000000100e+003	1.401762e+000
4.910000000000100e+003	1.402686e+000
4.920000000000100e+003	1.403609e+000
4.930000000000100e+003	1.404533e+000
4.940000000000100e+003	1.405455e+000
4.950000000000100e+003	1.406378e+000
4.960000000000100e+003	1.407303e+000
4.970000000000100e+003	1.408224e+000
4.980000000000100e+003	1.409147e+000
4.990000000000100e+003	1.410089e+000
5.000000000000100e+003	1.410993e+000
5.010000000000100e+003	1.411916e+000
5.020000000000100e+003	1.412839e+000
5.030000000000100e+003	1.413762e+000
5.040000000000100e+003	1.414687e+000
5.050000000000100e+003	1.415609e+000
5.060000000000100e+003	1.416532e+000
5.070000000000100e+003	1.417455e+000
5.080000000000100e+003	1.418378e+000
5.090000000000100e+003	1.419301e+000
5.100000000000100e+003	1.420224e+000
5.110000000000100e+003	1.421147e+000
5.120000000000100e+003	1.422070e+000
5.130000000000100e+003	1.422998e+000
5.140000000000100e+003	1.423916e+000
5.150000000000100e+003	1.424839e+000
5.160000000000100e+003	1.425762e+000
5.170000000000100e+003	1.426686e+000
5.180000000000100e+003	1.427608e+000
5.190000000000100e+003	1.428531e+000
5.200000000000100e+003	1.429454e+000
5.210000000000100e+003	1.430380e+000
5.220000000000100e+003	1.431300e+000
5.230000000000100e+003	1.432226e+000
5.240000000000100e+003	1.433146e+000
5.250000000000100e+003	1.434070e+000
5.260000000000100e+003	1.434993e+000
5.270000000000100e+003	1.435916e+000
5.280000000000100e+003	1.436839e+000
5.290000000000100e+003	1.437762e+000
5.300000000000100e+003	1.438685e+000
5.310000000000100e+003	1.440094e+000
5.320000000000100e+003	1.440531e+000
5.330000000000100e+003	1.441454e+000
5.340000000000100e+003	1.442377e+000
5.350000000000100e+003	1.443300e+000
5.360000000000100e+003	1.444223e+000
5.370000000000100e+003	1.445146e+000
5.380000000000100e+003	1.446330e+000
5.390000000000100e+003	1.446992e+000
5.400000000000100e+003	1.447915e+000
5.410000000000100e+003	1.448838e+000
5.420000000000100e+003	1.449761e+000
5.430000000000100e+003	1.450684e+000
5.440000000000100e+003	1.451607e+000
5.450000000000100e+003	1.452530e+000
5.460000000000100e+003	1.453453e+000
5.470000000000100e+003	1.454376e+000
5.480000000000100e+003	1.455299e+000
5.490000000000100e+003	1.456222e+000
5.500000000000100e+003	1.457145e+000
5.510000000000100e+003	1.458068e+000
5.520000000000100e+003	1.458991e+000
5.530000000000100e+003	1.459914e+000
5.540000000000100e+003	1.460837e+000
5.550000000000100e+003	1.461761e+000
5.560000000000100e+003	1.462684e+000
5.570000000000100e+003	1.463615e+000
5.580000000000100e+003	1.464530e+000
5.590000000000100e+003	1.465453e+000
5.600000000000100e+003	1.466376e+000
5.610000000000100e+003	1.467299e+000
5.620000000000100e+003	1.468222e+000
5.630000000000100e+003	1.469145e+000
5.640000000000100e+003	1.470068e+000
5.650000000000100e+003	1.470991e+000
5.660000000000100e+003	1.471918e+000
5.670000000000100e+003	1.472837e+000
5.680000000000100e+003	1.473760e+000
5.690000000000100e+003	1.474683e+000
5.700000000000100e+003	1.475606e+000
5.710000000000100e+003	1.476529e+000
5.720000000000100e+003	1.477452e+000
5.730000000000100e+003	1.478375e+000
5.740000000000100e+003	1.479298e+000
5.750000000000100e+003	1.480221e+000
5.760000000000100e+003	1.481144e+000
5.770000000000100e+003	1.482067e+000
5.780000000000100e+003	1.483333e+000
5.790000000000100e+003	1.483913e+000
5.800000000000100e+003	1.484836e+000
5.810000000000100e+003	1.485759e+000
5.820000000000100e+003	1.486682e+000
5.830000000000100e+003	1.487605e+000
5.840000000000100e+003	1.488528e+000
5.850000000000100e+003	1.489451e+000
5.860000000000100e+003	1.490458e+000
5.870000000000100e+003	1.491326e+000
5.880000000000100e+003	1.492220e+000
5.890000000000100e+003	1.493142e+000
5.900000000000100e+003	1.494066e+000
5.910000000000100e+003	1.494988e+000
5.920000000000100e+003	1.495911e+000
5.930000000000100e+003	1.496834e+000
5.940000000000100e+003	1.497757e+000
5.950000000000100e+003	1.498680e+000
5.960000000000100e+003	1.499603e+000
5.970000000000100e+003	1.500526e+000
5.980000000000100e+003	1.501449e+000
5.990000000000100e+003	1.502372e+000
6.000000000000100e+003	1.503295e+000
6.010000000000100e+003	1.504218e+000
6.020000000000100e+003	1.505141e+000
6.030000000000100e+003	1.506064e+000
6.040000000000100e+003	1.506987e+000
6.050000000000100e+003	1.507910e+000
6.060000000000100e+003	1.508834e+000
6.070000000000100e+003	1.509758e+000
6.080000000000100e+003	1.510679e+000
6.090000000000100e+003	1.511602e+000
6.100000000000100e+003	1.512525e+000
6.110000000000100e+003	1.513448e+000
6.120000000000100e+003	1.514371e+000
6.130000000000100e+003	1.515294e+000
6.140000000000100e+003	1.516217e+000
6.150000000000100e+003	1.517140e+000
6.160000000000100e+003	1.518063e+000
6.170000000000100e+003	1.518986e+000
6.180000000000100e+003	1.519909e+000
6.190000000000100e+003	1.520832e+000
6.200000000000100e+003	1.521755e+000
6.210000000000100e+003	1.522678e+000
6.220000000000100e+003	1.523600e+000
6.230000000000100e+003	1.524523e+000
6.240000000000100e+003	1.525446e+000
6.250000000000100e+003	1.526369e+000
6.260000000000100e+003	1.527292e+000
6.270000000000100e+003	1.528215e+000
6.280000000000100e+003	1.529138e+000
6.290000000000100e+003	1.530061e+000
6.300000000000100e+003	1.530984e+000
6.310000000000100e+003	1.531907e+000
6.320000000000100e+003	1.532830e+000
6.330000000000100e+003	1.533753e+000
6.340000000000100e+003	1.534676e+000
6.350000000000100e+003	1.535599e+000
6.360000000000100e+003	1.536522e+000
6.370000000000100e+003	1.537445e+000
6.380000000000100e+003	1.538368e+000
6.390000000000100e+003	1.539291e+000
6.400000000000100e+003	1.540213e+000
6.410000000000100e+003	1.541136e+000
6.420000000000100e+003	1.542059e+000
6.430000000000100e+003	1.542982e+000
6.440000000000100e+003	1.543905e+000
6.450000000000100e+003	1.544828e+000
6.460000000000100e+003	1.545751e+000
6.470000000000100e+003	1.546674e+000
6.480000000000100e+003	1.547597e+000
6.490000000000100e+003	1.548520e+000
6.500000000000100e+003	1.549443e+000
6.510000000000100e+003	1.550366e+000
6.520000000000100e+003	1.551289e+000
6.530000000000100e+003	1.552212e+000
6.540000000000100e+003	1.553134e+000
6.550000000000100e+003	1.554057e+000
6.560000000000100e+003	1.554980e+000
6.570000000000100e+003	1.555903e+000
6.580000000000100e+003	1.556826e+000
6.590000000000100e+003	1.557749e+000
6.600000000000100e+003	1.558672e+000
6.610000000000100e+003	1.559595e+000
6.620000000000100e+003	1.560518e+000
6.630000000000100e+003	1.561441e+000
6.640000000000100e+003	1.562364e+000
6.650000000000100e+003	1.563287e+000
6.660000000000100e+003	1.564209e+000
6.670000000000100e+003	1.565132e+000
6.680000000000100e+003	1.566055e+000
6.690000000000100e+003	1.566978e+000
6.700000000000100e+003	1.567901e+000
6.710000000000100e+003	1.568824e+000
6.720000000000100e+003	1.569747e+000
6.730000000000100e+003	1.570670e+000
6.740000000000100e+003	1.571596e+000
6.750000000000100e+003	1.572516e+000
6.760000000000100e+003	1.573438e+000
6.770000000000100e+003	1.574361e+000
6.780000000000100e+003	1.575284e+000
6.790000000000100e+003	1.576207e+000
6.800000000000100e+003	1.577130e+000
6.810000000000100e+003	1.578053e+000
6.820000000000100e+003	1.578976e+000
6.830000000000100e+003	1.579899e+000
6.840000000000100e+003	1.580822e+000
6.850000000000100e+003	1.581745e+000
6.860000000000100e+003	1.582667e+000
6.870000000000100e+003	1.583590e+000
6.880000000000100e+003	1.584517e+000
6.890000000000100e+003	1.585436e+000
6.900000000000100e+003	1.586359e+000
6.910000000000100e+003	1.587282e+000
6.920000000000100e+003	1.588205e+000
6.930000000000100e+003	1.589143e+000
6.940000000000100e+003	1.590050e+000
6.950000000000100e+003	1.590973e+000
6.960000000000100e+003	1.591896e+000
6.970000000000100e+003	1.592820e+000
6.980000000000100e+003	1.593742e+000
6.990000000000100e+003	1.594665e+000
7.000000000000100e+003	1.595588e+000
7.010000000000100e+003	1.596511e+000
7.020000000000100e+003	1.597434e+000
7.030000000000100e+003	1.598358e+000
7.040000000000100e+003	1.599282e+000
7.050000000000100e+003	1.600202e+000
7.060000000000100e+003	1.601125e+000
7.070000000000100e+003	1.602048e+000
7.080000000000100e+003	1.602971e+000
7.090000000000100e+003	1.603894e+000
7.100000000000100e+003	1.604817e+000
7.110000000000100e+003	1.605739e+000
7.120000000000100e+003	1.606662e+000
7.130000000000100e+003	1.607585e+000
7.140000000000100e+003	1.608508e+000
7.150000000000100e+003	1.609431e+000
7.160000000000100e+003	1.610354e+000
7.170000000000100e+003	1.611277e+000
7.180000000000100e+003	1.612199e+000
7.190000000000100e+003	1.613122e+000
7.200000000000100e+003	1.614045e+000
7.210000000000100e+003	1.614969e+000
7.220000000000100e+003	1.615975e+000
7.230000000000100e+003	1.616814e+000
7.240000000000100e+003	1.617737e+000
7.250000000000100e+003	1.618659e+000
7.260000000000100e+003	1.619582e+000
7.270000000000100e+003	1.620505e+000
7.280000000000100e+003	1.621428e+000
7.290000000000100e+003	1.622351e+000
7.300000000000100e+003	1.623274e+000
7.310000000000100e+003	1.624197e+000
7.320000000000100e+003	1.625119e+000
7.330000000000100e+003	1.626042e+000
7.340000000000100e+003	1.626965e+000
