Freq.	V(Vout,N004)/-I(V3)-V(n004)/I(Rl)
5.39510622515077e+000	(-2.52715991721713e+001dB,2.51442199408649e-002°)
5.40754322945530e+000	(-2.52715991682795e+001dB,2.52021833465533e-002°)
5.42000890401573e+000	(-2.52715991643693e+001dB,2.52602803716368e-002°)
5.43250331492382e+000	(-2.52715991604413e+001dB,2.53185113241445e-002°)
5.44502652842370e+000	(-2.52715991564946e+001dB,2.53768765128052e-002°)
5.45757861091219e+000	(-2.52715991525293e+001dB,2.54353762470686e-002°)
5.47015962893920e+000	(-2.52715991485459e+001dB,2.54940108370911e-002°)
5.48276964920802e+000	(-2.52715991445443e+001dB,2.55527805937515e-002°)
5.49540873857572e+000	(-2.52715991405260e+001dB,2.56116858286419e-002°)
5.50807696405351e+000	(-2.52715991364865e+001dB,2.56707268540607e-002°)
5.52077439280705e+000	(-2.52715991324307e+001dB,2.57299039830507e-002°)
5.53350109215684e+000	(-2.52715991283547e+001dB,2.57892175293518e-002°)
5.54625712957858e+000	(-2.52715991242601e+001dB,2.58486678074425e-002°)
5.55904257270351e+000	(-2.52715991201472e+001dB,2.59082551325237e-002°)
5.57185748931877e+000	(-2.52715991160144e+001dB,2.59679798205158e-002°)
5.58470194736778e+000	(-2.52715991118632e+001dB,2.60278421880786e-002°)
5.59757601495057e+000	(-2.52715991076925e+001dB,2.60878425525910e-002°)
5.61047976032417e+000	(-2.52715991035026e+001dB,2.61479812321695e-002°)
5.62341325190295e+000	(-2.52715990992931e+001dB,2.62082585456641e-002°)
5.63637655825901e+000	(-2.52715990950636e+001dB,2.62686748126553e-002°)
5.64936974812249e+000	(-2.52715990908171e+001dB,2.63292303534745e-002°)
5.66239289038199e+000	(-2.52715990865489e+001dB,2.63899254891659e-002°)
5.67544605408493e+000	(-2.52715990822617e+001dB,2.64507605415377e-002°)
5.68852930843787e+000	(-2.52715990779537e+001dB,2.65117358331255e-002°)
5.70164272280693e+000	(-2.52715990736272e+001dB,2.65728516872193e-002°)
5.71478636671812e+000	(-2.52715990692802e+001dB,2.66341084278443e-002°)
5.72796030985774e+000	(-2.52715990649128e+001dB,2.66955063797780e-002°)
5.74116462207272e+000	(-2.52715990605254e+001dB,2.67570458685460e-002°)
5.75439937337102e+000	(-2.52715990561180e+001dB,2.68187272204255e-002°)
5.76766463392195e+000	(-2.52715990516897e+001dB,2.68805507624399e-002°)
5.78096047405663e+000	(-2.52715990472412e+001dB,2.69425168223761e-002°)
5.79428696426825e+000	(-2.52715990427729e+001dB,2.70046257287717e-002°)
5.80764417521256e+000	(-2.52715990382825e+001dB,2.70668778109122e-002°)
5.82103217770815e+000	(-2.52715990337720e+001dB,2.71292733988620e-002°)
5.83445104273689e+000	(-2.52715990292415e+001dB,2.71918128234333e-002°)
5.84790084144424e+000	(-2.52715990246897e+001dB,2.72544964162005e-002°)
5.86138164513972e+000	(-2.52715990201164e+001dB,2.73173245095047e-002°)
5.87489352529720e+000	(-2.52715990155228e+001dB,2.73802974364577e-002°)
5.88843655355532e+000	(-2.52715990109076e+001dB,2.74434155309317e-002°)
5.90201080171787e+000	(-2.52715990062707e+001dB,2.75066791275715e-002°)
5.91561634175417e+000	(-2.52715990016131e+001dB,2.75700885617965e-002°)
5.92925324579943e+000	(-2.52715989969331e+001dB,2.76336441697935e-002°)
5.94292158615515e+000	(-2.52715989922322e+001dB,2.76973462885311e-002°)
5.95662143528953e+000	(-2.52715989875098e+001dB,2.77611952557492e-002°)
5.97035286583779e+000	(-2.52715989827646e+001dB,2.78251914099643e-002°)
5.98411595060262e+000	(-2.52715989779983e+001dB,2.78893350904835e-002°)
5.99791076255451e+000	(-2.52715989732095e+001dB,2.79536266373847e-002°)
6.01173737483220e+000	(-2.52715989683989e+001dB,2.80180663915370e-002°)
6.02559586074299e+000	(-2.52715989635662e+001dB,2.80826546945940e-002°)
6.03948629376321e+000	(-2.52715989587109e+001dB,2.81473918889917e-002°)
6.05340874753855e+000	(-2.52715989538339e+001dB,2.82122783179638e-002°)
6.06736329588446e+000	(-2.52715989489334e+001dB,2.82773143255274e-002°)
6.08135001278659e+000	(-2.52715989440111e+001dB,2.83425002565004e-002°)
6.09536897240110e+000	(-2.52715989390656e+001dB,2.84078364564869e-002°)
6.10942024905512e+000	(-2.52715989340975e+001dB,2.84733232718959e-002°)
6.12350391724714e+000	(-2.52715989291061e+001dB,2.85389610499281e-002°)
6.13762005164734e+000	(-2.52715989240924e+001dB,2.86047501385917e-002°)
6.15176872709808e+000	(-2.52715989190541e+001dB,2.86706908866858e-002°)
6.16595001861422e+000	(-2.52715989139944e+001dB,2.87367836438335e-002°)
6.18016400138355e+000	(-2.52715989089098e+001dB,2.88030287604395e-002°)
6.19441075076721e+000	(-2.52715989038019e+001dB,2.88694265877316e-002°)
6.20869034230003e+000	(-2.52715988986713e+001dB,2.89359774777474e-002°)
6.22300285169098e+000	(-2.52715988935160e+001dB,2.90026817833267e-002°)
6.23734835482358e+000	(-2.52715988883388e+001dB,2.90695398581387e-002°)
6.25172692775624e+000	(-2.52715988831362e+001dB,2.91365520566432e-002°)
6.26613864672274e+000	(-2.52715988779092e+001dB,2.92037187341388e-002°)
6.28058358813256e+000	(-2.52715988726594e+001dB,2.92710402467401e-002°)
6.29506182857136e+000	(-2.52715988673833e+001dB,2.93385169513664e-002°)
6.30957344480131e+000	(-2.52715988620842e+001dB,2.94061492057819e-002°)
6.32411851376157e+000	(-2.52715988567608e+001dB,2.94739373685651e-002°)
6.33869711256864e+000	(-2.52715988514120e+001dB,2.95418817991143e-002°)
6.35330931851681e+000	(-2.52715988460398e+001dB,2.96099828576721e-002°)
6.36795520907853e+000	(-2.52715988406424e+001dB,2.96782409052965e-002°)
6.38263486190486e+000	(-2.52715988352197e+001dB,2.97466563038844e-002°)
6.39734835482585e+000	(-2.52715988297722e+001dB,2.98152294161707e-002°)
6.41209576585098e+000	(-2.52715988242992e+001dB,2.98839606057158e-002°)
6.42687717316956e+000	(-2.52715988188012e+001dB,2.99528502369318e-002°)
6.44169265515114e+000	(-2.52715988132785e+001dB,3.00218986750626e-002°)
6.45654229034592e+000	(-2.52715988077289e+001dB,3.00911062861883e-002°)
6.47142615748519e+000	(-2.52715988021549e+001dB,3.01604734372503e-002°)
6.48634433548174e+000	(-2.52715987965549e+001dB,3.02300004960186e-002°)
6.50129690343026e+000	(-2.52715987909293e+001dB,3.02996878311215e-002°)
6.51628394060778e+000	(-2.52715987852756e+001dB,3.03695358120244e-002°)
6.53130552647408e+000	(-2.52715987795989e+001dB,3.04395448090712e-002°)
6.54636174067210e+000	(-2.52715987738945e+001dB,3.05097151934258e-002°)
6.56145266302840e+000	(-2.52715987681640e+001dB,3.05800473371304e-002°)
6.57657837355355e+000	(-2.52715987624067e+001dB,3.06505416130758e-002°)
6.59173895244256e+000	(-2.52715987566230e+001dB,3.07211983950175e-002°)
6.60693448007530e+000	(-2.52715987508128e+001dB,3.07920180575690e-002°)
6.62216503701696e+000	(-2.52715987449755e+001dB,3.08630009762061e-002°)
6.63743070401843e+000	(-2.52715987391109e+001dB,3.09341475272729e-002°)
6.65273156201675e+000	(-2.52715987332205e+001dB,3.10054580879863e-002°)
6.66806769213556e+000	(-2.52715987273015e+001dB,3.10769330364166e-002°)
6.68343917568548e+000	(-2.52715987213560e+001dB,3.11485727515249e-002°)
6.69884609416460e+000	(-2.52715987153827e+001dB,3.12203776131311e-002°)
6.71428852925885e+000	(-2.52715987093820e+001dB,3.12923480019404e-002°)
6.72976656284251e+000	(-2.52715987033538e+001dB,3.13644842995313e-002°)
6.74528027697855e+000	(-2.52715986972981e+001dB,3.14367868883615e-002°)
6.76082975391914e+000	(-2.52715986912141e+001dB,3.15092561517687e-002°)
6.77641507610607e+000	(-2.52715986851016e+001dB,3.15818924739791e-002°)
6.79203632617117e+000	(-2.52715986789606e+001dB,3.16546962400998e-002°)
6.80769358693673e+000	(-2.52715986727915e+001dB,3.17276678361323e-002°)
6.82338694141601e+000	(-2.52715986665952e+001dB,3.18008076489673e-002°)
6.83911647281361e+000	(-2.52715986603689e+001dB,3.18741160663725e-002°)
6.85488226452593e+000	(-2.52715986541141e+001dB,3.19475934770278e-002°)
6.87068440014163e+000	(-2.52715986478307e+001dB,3.20212402705026e-002°)
6.88652296344207e+000	(-2.52715986415185e+001dB,3.20950568372631e-002°)
6.90239803840173e+000	(-2.52715986351774e+001dB,3.21690435686768e-002°)
6.91830970918867e+000	(-2.52715986288055e+001dB,3.22432008570068e-002°)
6.93425806016499e+000	(-2.52715986224056e+001dB,3.23175290954364e-002°)
6.95024317588727e+000	(-2.52715986159765e+001dB,3.23920286780420e-002°)
6.96626514110699e+000	(-2.52715986095161e+001dB,3.24666999998064e-002°)
6.98232404077101e+000	(-2.52715986030268e+001dB,3.25415434566350e-002°)
6.99841996002203e+000	(-2.52715985965072e+001dB,3.26165594453369e-002°)
7.01455298419901e+000	(-2.52715985899578e+001dB,3.26917483636389e-002°)
7.03072319883763e+000	(-2.52715985833789e+001dB,3.27671106101868e-002°)
7.04693068967076e+000	(-2.52715985767688e+001dB,3.28426465845377e-002°)
7.06317554262891e+000	(-2.52715985701278e+001dB,3.29183566871756e-002°)
7.07945784384066e+000	(-2.52715985634570e+001dB,3.29942413195117e-002°)
7.09577767963317e+000	(-2.52715985567546e+001dB,3.30703008838698e-002°)
7.11213513653257e+000	(-2.52715985500225e+001dB,3.31465357835189e-002°)
7.12853030126447e+000	(-2.52715985432580e+001dB,3.32229464226370e-002°)
7.14496326075441e+000	(-2.52715985364631e+001dB,3.32995332063524e-002°)
7.16143410212830e+000	(-2.52715985296364e+001dB,3.33762965407177e-002°)
7.17794291271289e+000	(-2.52715985227786e+001dB,3.34532368327220e-002°)
7.19448978003627e+000	(-2.52715985158882e+001dB,3.35303544902911e-002°)
7.21107479182827e+000	(-2.52715985089668e+001dB,3.36076499223008e-002°)
7.22769803602097e+000	(-2.52715985020137e+001dB,3.36851235385617e-002°)
7.24435960074917e+000	(-2.52715984950282e+001dB,3.37627757498254e-002°)
7.26105957435081e+000	(-2.52715984880097e+001dB,3.38406069677942e-002°)
7.27779804536750e+000	(-2.52715984809601e+001dB,3.39186176051286e-002°)
7.29457510254495e+000	(-2.52715984738771e+001dB,3.39968080754241e-002°)
7.31139083483343e+000	(-2.52715984667617e+001dB,3.40751787932415e-002°)
7.32824533138829e+000	(-2.52715984596137e+001dB,3.41537301740916e-002°)
7.34513868157040e+000	(-2.52715984524324e+001dB,3.42324626344461e-002°)
7.36207097494661e+000	(-2.52715984452176e+001dB,3.43113765917333e-002°)
7.37904230129026e+000	(-2.52715984379704e+001dB,3.43904724643510e-002°)
7.39605275058162e+000	(-2.52715984306889e+001dB,3.44697506716493e-002°)
7.41310241300842e+000	(-2.52715984233741e+001dB,3.45492116339571e-002°)
7.43019137896625e+000	(-2.52715984160257e+001dB,3.46288557725663e-002°)
7.44731973905913e+000	(-2.52715984086438e+001dB,3.47086835097419e-002°)
7.46448758409990e+000	(-2.52715984012268e+001dB,3.47886952687173e-002°)
7.48169500511078e+000	(-2.52715983937760e+001dB,3.48688914737092e-002°)
7.49894209332379e+000	(-2.52715983862910e+001dB,3.49492725499080e-002°)
7.51622894018128e+000	(-2.52715983787717e+001dB,3.50298389234856e-002°)
7.53355563733640e+000	(-2.52715983712175e+001dB,3.51105910215954e-002°)
7.55092227665357e+000	(-2.52715983636281e+001dB,3.51915292723730e-002°)
7.56832895020897e+000	(-2.52715983560034e+001dB,3.52726541049436e-002°)
7.58577575029106e+000	(-2.52715983483438e+001dB,3.53539659494252e-002°)
7.60326276940104e+000	(-2.52715983406491e+001dB,3.54354652369238e-002°)
7.62079010025334e+000	(-2.52715983329186e+001dB,3.55171523995357e-002°)
7.63835783577612e+000	(-2.52715983251527e+001dB,3.55990278703602e-002°)
7.65596606911178e+000	(-2.52715983173502e+001dB,3.56810920834870e-002°)
7.67361489361740e+000	(-2.52715983095130e+001dB,3.57633454740196e-002°)
7.69130440286530e+000	(-2.52715983016389e+001dB,3.58457884780463e-002°)
7.70903469064351e+000	(-2.52715982937281e+001dB,3.59284215326742e-002°)
7.72680585095623e+000	(-2.52715982857811e+001dB,3.60112450760148e-002°)
7.74461797802439e+000	(-2.52715982777960e+001dB,3.60942595471842e-002°)
7.76247116628612e+000	(-2.52715982697761e+001dB,3.61774653863261e-002°)
7.78036551039724e+000	(-2.52715982617189e+001dB,3.62608630345820e-002°)
7.79830110523178e+000	(-2.52715982536242e+001dB,3.63444529341140e-002°)
7.81627804588249e+000	(-2.52715982454925e+001dB,3.64282355281095e-002°)
7.83429642766131e+000	(-2.52715982373229e+001dB,3.65122112607710e-002°)
7.85235634609991e+000	(-2.52715982291154e+001dB,3.65963805773300e-002°)
7.87045789695017e+000	(-2.52715982208704e+001dB,3.66807439240421e-002°)
7.88860117618473e+000	(-2.52715982125864e+001dB,3.67653017481904e-002°)
7.90678627999743e+000	(-2.52715982042651e+001dB,3.68500544980932e-002°)
7.92501330480390e+000	(-2.52715981959057e+001dB,3.69350026231009e-002°)
7.94328234724199e+000	(-2.52715981875063e+001dB,3.70201465735906e-002°)
7.96159350417236e+000	(-2.52715981790696e+001dB,3.71054868009960e-002°)
7.97994687267894e+000	(-2.52715981705937e+001dB,3.71910237577762e-002°)
7.99834255006945e+000	(-2.52715981620790e+001dB,3.72767578974379e-002°)
8.01678063387596e+000	(-2.52715981535236e+001dB,3.73626896745284e-002°)
8.03526122185534e+000	(-2.52715981449296e+001dB,3.74488195446570e-002°)
8.05378441198983e+000	(-2.52715981362957e+001dB,3.75351479644666e-002°)
8.07235030248754e+000	(-2.52715981276222e+001dB,3.76216753916676e-002°)
8.09095899178298e+000	(-2.52715981189085e+001dB,3.77084022850125e-002°)
8.10961057853756e+000	(-2.52715981101549e+001dB,3.77953291043200e-002°)
8.12830516164015e+000	(-2.52715981013607e+001dB,3.78824563104627e-002°)
8.14704284020755e+000	(-2.52715980925256e+001dB,3.79697843653815e-002°)
8.16582371358508e+000	(-2.52715980836501e+001dB,3.80573137320786e-002°)
8.18464788134705e+000	(-2.52715980747328e+001dB,3.81450448746213e-002°)
8.20351544329733e+000	(-2.52715980657752e+001dB,3.82329782581566e-002°)
8.22242649946986e+000	(-2.52715980567755e+001dB,3.83211143488900e-002°)
8.24138115012916e+000	(-2.52715980477358e+001dB,3.84094536141175e-002°)
8.26037949577093e+000	(-2.52715980386529e+001dB,3.84979965221908e-002°)
8.27942163712248e+000	(-2.52715980295291e+001dB,3.85867435425652e-002°)
8.29850767514336e+000	(-2.52715980203629e+001dB,3.86756951457617e-002°)
8.31763771102584e+000	(-2.52715980111535e+001dB,3.87648518033861e-002°)
8.33681184619547e+000	(-2.52715980019015e+001dB,3.88542139881426e-002°)
8.35603018231161e+000	(-2.52715979926083e+001dB,3.89437821738259e-002°)
8.37529282126795e+000	(-2.52715979832707e+001dB,3.90335568353010e-002°)
8.39459986519310e+000	(-2.52715979738911e+001dB,3.91235384485520e-002°)
8.41395141645107e+000	(-2.52715979644679e+001dB,3.92137274906492e-002°)
8.43334757764187e+000	(-2.52715979550010e+001dB,3.93041244397608e-002°)
8.45278845160201e+000	(-2.52715979454907e+001dB,3.93947297751654e-002°)
8.47227414140508e+000	(-2.52715979359363e+001dB,3.94855439772383e-002°)
8.49180475036225e+000	(-2.52715979263382e+001dB,3.95765675274663e-002°)
8.51138038202287e+000	(-2.52715979166951e+001dB,3.96678009084438e-002°)
8.53100114017500e+000	(-2.52715979070077e+001dB,3.97592446038812e-002°)
8.55066712884594e+000	(-2.52715978972749e+001dB,3.98508990985973e-002°)
8.57037845230280e+000	(-2.52715978874987e+001dB,3.99427648785454e-002°)
8.59013521505305e+000	(-2.52715978776766e+001dB,4.00348424307752e-002°)
8.60993752184510e+000	(-2.52715978678095e+001dB,4.01271322434772e-002°)
8.62978547766880e+000	(-2.52715978578966e+001dB,4.02196348059560e-002°)
8.64967918775602e+000	(-2.52715978479379e+001dB,4.03123506086507e-002°)
8.66961875758125e+000	(-2.52715978379335e+001dB,4.04052801431301e-002°)
8.68960429286210e+000	(-2.52715978278827e+001dB,4.04984239020958e-002°)
8.70963589955989e+000	(-2.52715978177865e+001dB,4.05917823793868e-002°)
8.72971368388020e+000	(-2.52715978076418e+001dB,4.06853560699694e-002°)
8.74983775227344e+000	(-2.52715977974513e+001dB,4.07791454699675e-002°)
8.77000821143542e+000	(-2.52715977872135e+001dB,4.08731510766392e-002°)
8.79022516830792e+000	(-2.52715977769282e+001dB,4.09673733883930e-002°)
8.81048873007921e+000	(-2.52715977665959e+001dB,4.10618129047832e-002°)
8.83079900418470e+000	(-2.52715977562157e+001dB,4.11564701265146e-002°)
8.85115609830742e+000	(-2.52715977457880e+001dB,4.12513455554528e-002°)
8.87156012037867e+000	(-2.52715977353126e+001dB,4.13464396946139e-002°)
8.89201117857855e+000	(-2.52715977247874e+001dB,4.14417530481664e-002°)
8.91250938133651e+000	(-2.52715977142141e+001dB,4.15372861214612e-002°)
8.93305483733201e+000	(-2.52715977035924e+001dB,4.16330394210025e-002°)
8.95364765549499e+000	(-2.52715976929210e+001dB,4.17290134544560e-002°)
8.97428794500654e+000	(-2.52715976822006e+001dB,4.18252087306680e-002°)
8.99497581529940e+000	(-2.52715976714312e+001dB,4.19216257596582e-002°)
9.01571137605861e+000	(-2.52715976606120e+001dB,4.20182650526119e-002°)
9.03649473722206e+000	(-2.52715976497426e+001dB,4.21151271218986e-002°)
9.05732600898104e+000	(-2.52715976388229e+001dB,4.22122124810730e-002°)
9.07820530178090e+000	(-2.52715976278532e+001dB,4.23095216448686e-002°)
9.09913272632155e+000	(-2.52715976168321e+001dB,4.24070551292005e-002°)
9.12010839355813e+000	(-2.52715976057617e+001dB,4.25048134511954e-002°)
9.14113241470153e+000	(-2.52715975946390e+001dB,4.26027971291373e-002°)
9.16220490121903e+000	(-2.52715975834658e+001dB,4.27010066825377e-002°)
9.18332596483483e+000	(-2.52715975722404e+001dB,4.27994426320810e-002°)
9.20449571753073e+000	(-2.52715975609625e+001dB,4.28981054996625e-002°)
9.22571427154665e+000	(-2.52715975496335e+001dB,4.29969958083914e-002°)
9.24698173938124e+000	(-2.52715975382520e+001dB,4.30961140825630e-002°)
9.26829823379251e+000	(-2.52715975268179e+001dB,4.31954608476932e-002°)
9.28966386779837e+000	(-2.52715975153309e+001dB,4.32950366305028e-002°)
9.31107875467731e+000	(-2.52715975037913e+001dB,4.33948419589372e-002°)
9.33254300796891e+000	(-2.52715974921977e+001dB,4.34948773621414e-002°)
9.35405674147452e+000	(-2.52715974805516e+001dB,4.35951433705042e-002°)
9.37562006925780e+000	(-2.52715974688505e+001dB,4.36956405156087e-002°)
9.39723310564537e+000	(-2.52715974570969e+001dB,4.37963693302938e-002°)
9.41889596522740e+000	(-2.52715974452879e+001dB,4.38973303485974e-002°)
9.44060876285822e+000	(-2.52715974334248e+001dB,4.39985241058092e-002°)
9.46237161365692e+000	(-2.52715974215067e+001dB,4.40999511384436e-002°)
9.48418463300795e+000	(-2.52715974095336e+001dB,4.42016119842553e-002°)
9.50604793656179e+000	(-2.52715973975057e+001dB,4.43035071822395e-002°)
9.52796164023550e+000	(-2.52715973854221e+001dB,4.44056372726280e-002°)
9.54992586021333e+000	(-2.52715973732820e+001dB,4.45080027969009e-002°)
9.57194071294742e+000	(-2.52715973610870e+001dB,4.46106042977942e-002°)
9.59400631515830e+000	(-2.52715973488349e+001dB,4.47134423192808e-002°)
9.61612278383561e+000	(-2.52715973365268e+001dB,4.48165174065981e-002°)
9.63829023623867e+000	(-2.52715973241618e+001dB,4.49198301062368e-002°)
9.66050878989709e+000	(-2.52715973117396e+001dB,4.50233809659471e-002°)
9.68277856261145e+000	(-2.52715972992593e+001dB,4.51271705347432e-002°)
9.70509967245385e+000	(-2.52715972867226e+001dB,4.52311993629057e-002°)
9.72747223776860e+000	(-2.52715972741272e+001dB,4.53354680019807e-002°)
9.74989637717282e+000	(-2.52715972614737e+001dB,4.54399770047878e-002°)
9.77237220955705e+000	(-2.52715972487622e+001dB,4.55447269254200e-002°)
9.79489985408593e+000	(-2.52715972359925e+001dB,4.56497183192519e-002°)
9.81747943019878e+000	(-2.52715972231638e+001dB,4.57549517429309e-002°)
9.84011105761027e+000	(-2.52715972102735e+001dB,4.58604277543812e-002°)
9.86279485631104e+000	(-2.52715971973271e+001dB,4.59661469128475e-002°)
9.88553094656832e+000	(-2.52715971843191e+001dB,4.60721097788210e-002°)
9.90831944892660e+000	(-2.52715971712510e+001dB,4.61783169141050e-002°)
9.93116048420826e+000	(-2.52715971581236e+001dB,4.62847688818025e-002°)
9.95405417351419e+000	(-2.52715971449344e+001dB,4.63914662463016e-002°)
9.97700063822445e+000	(-2.52715971316854e+001dB,4.64984095733052e-002°)
9.99999999999891e+000	(-2.52715971183740e+001dB,4.66055994298028e-002°)
1.00230523807779e+001	(-2.52715971050012e+001dB,4.67130363841104e-002°)
1.00461579027829e+001	(-2.52715970915671e+001dB,4.68207210058425e-002°)
1.00693166885169e+001	(-2.52715970780721e+001dB,4.69286538659350e-002°)
1.00925288607657e+001	(-2.52715970645135e+001dB,4.70368355366220e-002°)
1.01157945425979e+001	(-2.52715970508935e+001dB,4.71452665914801e-002°)
1.01391138573657e+001	(-2.52715970372094e+001dB,4.72539476053853e-002°)
1.01624869287059e+001	(-2.52715970234621e+001dB,4.73628791545566e-002°)
1.01859138805401e+001	(-2.52715970096525e+001dB,4.74720618165399e-002°)
1.02093948370757e+001	(-2.52715969957785e+001dB,4.75814961702018e-002°)
1.02329299228064e+001	(-2.52715969818403e+001dB,4.76911827957477e-002°)
1.02565192625130e+001	(-2.52715969678390e+001dB,4.78011222747303e-002°)
1.02801629812636e+001	(-2.52715969537713e+001dB,4.79113151900203e-002°)
1.03038612044150e+001	(-2.52715969396386e+001dB,4.80217621258552e-002°)
1.03276140576128e+001	(-2.52715969254417e+001dB,4.81324636678134e-002°)
1.03514216667923e+001	(-2.52715969111793e+001dB,4.82434204028164e-002°)
1.03752841581790e+001	(-2.52715968968505e+001dB,4.83546329191407e-002°)
1.03992016582895e+001	(-2.52715968824566e+001dB,4.84661018064262e-002°)
1.04231742939319e+001	(-2.52715968679952e+001dB,4.85778276556579e-002°)
1.04472021922069e+001	(-2.52715968534675e+001dB,4.86898110592001e-002°)
1.04712854805078e+001	(-2.52715968388722e+001dB,4.88020526107653e-002°)
1.04954242865221e+001	(-2.52715968242106e+001dB,4.89145529054541e-002°)
1.05196187382311e+001	(-2.52715968094802e+001dB,4.90273125397195e-002°)
1.05438689639114e+001	(-2.52715967946818e+001dB,4.91403321113989e-002°)
1.05681750921354e+001	(-2.52715967798157e+001dB,4.92536122197153e-002°)
1.05925372517717e+001	(-2.52715967648809e+001dB,4.93671534652571e-002°)
1.06169555719861e+001	(-2.52715967498766e+001dB,4.94809564500057e-002°)
1.06414301822420e+001	(-2.52715967348042e+001dB,4.95950217773368e-002°)
1.06659612123014e+001	(-2.52715967196616e+001dB,4.97093500520024e-002°)
1.06905487922254e+001	(-2.52715967044480e+001dB,4.98239418801511e-002°)
1.07151930523749e+001	(-2.52715966891659e+001dB,4.99387978693526e-002°)
1.07398941234113e+001	(-2.52715966738127e+001dB,5.00539186285401e-002°)
1.07646521362972e+001	(-2.52715966583887e+001dB,5.01693047680759e-002°)
1.07894672222971e+001	(-2.52715966428934e+001dB,5.02849568997203e-002°)
1.08143395129782e+001	(-2.52715966273267e+001dB,5.04008756366467e-002°)
1.08392691402108e+001	(-2.52715966116875e+001dB,5.05170615934365e-002°)
1.08642562361695e+001	(-2.52715965959768e+001dB,5.06335153861008e-002°)
1.08893009333331e+001	(-2.52715965801935e+001dB,5.07502376320572e-002°)
1.09144033644864e+001	(-2.52715965643374e+001dB,5.08672289501503e-002°)
1.09395636627197e+001	(-2.52715965484071e+001dB,5.09844899606482e-002°)
1.09647819614306e+001	(-2.52715965324055e+001dB,5.11020212852718e-002°)
1.09900583943240e+001	(-2.52715965163278e+001dB,5.12198235471328e-002°)
1.10153930954129e+001	(-2.52715965001765e+001dB,5.13378973708132e-002°)
1.10407861990195e+001	(-2.52715964839507e+001dB,5.14562433823265e-002°)
1.10662378397754e+001	(-2.52715964676506e+001dB,5.15748622091302e-002°)
1.10917481526228e+001	(-2.52715964512747e+001dB,5.16937544801169e-002°)
1.11173172728147e+001	(-2.52715964348233e+001dB,5.18129208256441e-002°)
1.11429453359161e+001	(-2.52715964182960e+001dB,5.19323618775137e-002°)
1.11686324778044e+001	(-2.52715964016930e+001dB,5.20520782689860e-002°)
1.11943788346703e+001	(-2.52715963850124e+001dB,5.21720706347772e-002°)
1.12201845430184e+001	(-2.52715963682553e+001dB,5.22923396110757e-002°)
1.12460497396680e+001	(-2.52715963514210e+001dB,5.24128858355319e-002°)
1.12719745617538e+001	(-2.52715963345085e+001dB,5.25337099472607e-002°)
1.12979591467267e+001	(-2.52715963175180e+001dB,5.26548125868574e-002°)
1.13240036323543e+001	(-2.52715963004497e+001dB,5.27761943963971e-002°)
1.13501081567219e+001	(-2.52715962833021e+001dB,5.28978560194210e-002°)
1.13762728582330e+001	(-2.52715962660754e+001dB,5.30197981009675e-002°)
1.14024978756104e+001	(-2.52715962487699e+001dB,5.31420212875595e-002°)
1.14287833478964e+001	(-2.52715962313840e+001dB,5.32645262272000e-002°)
1.14551294144541e+001	(-2.52715962139157e+001dB,5.33873135693873e-002°)
1.14815362149675e+001	(-2.52715961963685e+001dB,5.35103839651421e-002°)
1.15080038894431e+001	(-2.52715961787410e+001dB,5.36337380669620e-002°)
1.15345325782096e+001	(-2.52715961610317e+001dB,5.37573765288461e-002°)
1.15611224219197e+001	(-2.52715961432401e+001dB,5.38813000063089e-002°)
1.15877735615500e+001	(-2.52715961253671e+001dB,5.40055091563832e-002°)
1.16144861384021e+001	(-2.52715961074123e+001dB,5.41300046376074e-002°)
1.16412602941036e+001	(-2.52715960893736e+001dB,5.42547871100306e-002°)
1.16680961706083e+001	(-2.52715960712511e+001dB,5.43798572352337e-002°)
1.16949939101974e+001	(-2.52715960530468e+001dB,5.45052156763385e-002°)
1.17219536554800e+001	(-2.52715960347575e+001dB,5.46308630979572e-002°)
1.17489755493940e+001	(-2.52715960163833e+001dB,5.47568001662608e-002°)
1.17760597352067e+001	(-2.52715959979233e+001dB,5.48830275489462e-002°)
1.18032063565160e+001	(-2.52715959793804e+001dB,5.50095459152762e-002°)
1.18304155572503e+001	(-2.52715959607516e+001dB,5.51363559360110e-002°)
1.18576874816703e+001	(-2.52715959420352e+001dB,5.52634582834775e-002°)
1.18850222743688e+001	(-2.52715959232330e+001dB,5.53908536315672e-002°)
1.19124200802724e+001	(-2.52715959043449e+001dB,5.55185426557108e-002°)
1.19398810446414e+001	(-2.52715958853696e+001dB,5.56465260328944e-002°)
1.19674053130711e+001	(-2.52715958663058e+001dB,5.57748044416646e-002°)
1.19949930314924e+001	(-2.52715958471542e+001dB,5.59033785621403e-002°)
1.20226443461728e+001	(-2.52715958279148e+001dB,5.60322490760074e-002°)
1.20503594037166e+001	(-2.52715958085851e+001dB,5.61614166665037e-002°)
1.20781383510664e+001	(-2.52715957891675e+001dB,5.62908820184756e-002°)
1.21059813355035e+001	(-2.52715957696599e+001dB,5.64206458183206e-002°)
1.21338885046484e+001	(-2.52715957500635e+001dB,5.65507087540393e-002°)
1.21618600064623e+001	(-2.52715957303757e+001dB,5.66810715151896e-002°)
1.21898959892473e+001	(-2.52715957105955e+001dB,5.68117347929385e-002°)
1.22179966016473e+001	(-2.52715956907270e+001dB,5.69426992800661e-002°)
1.22461619926491e+001	(-2.52715956707652e+001dB,5.70739656709036e-002°)
1.22743923115827e+001	(-2.52715956507104e+001dB,5.72055346614082e-002°)
