Freq.	V(Vout,N004)/-I(V3)-V(n004)/I(Rl)
1.40604752412968e+002	(-2.52710273156006e+001dB,6.55268101412652e-001°)
1.40928879842164e+002	(-2.52710246723139e+001dB,6.56778516597302e-001°)
1.41253754462252e+002	(-2.52710220168278e+001dB,6.58292412721246e-001°)
1.41579377995685e+002	(-2.52710193490850e+001dB,6.59809797802344e-001°)
1.41905752168886e+002	(-2.52710166690310e+001dB,6.61330679877136e-001°)
1.42232878712258e+002	(-2.52710139766072e+001dB,6.62855067000430e-001°)
1.42560759360195e+002	(-2.52710112717587e+001dB,6.64382967245768e-001°)
1.42889395851086e+002	(-2.52710085544274e+001dB,6.65914388705028e-001°)
1.43218789927330e+002	(-2.52710058245540e+001dB,6.67449339488752e-001°)
1.43548943335342e+002	(-2.52710030820817e+001dB,6.68987827726225e-001°)
1.43879857825561e+002	(-2.52710003269527e+001dB,6.70529861565336e-001°)
1.44211535152463e+002	(-2.52709975591081e+001dB,6.72075449172817e-001°)
1.44543977074569e+002	(-2.52709947784901e+001dB,6.73624598734095e-001°)
1.44877185354452e+002	(-2.52709919850398e+001dB,6.75177318453451e-001°)
1.45211161758750e+002	(-2.52709891786961e+001dB,6.76733616553927e-001°)
1.45545908058172e+002	(-2.52709863594006e+001dB,6.78293501277601e-001°)
1.45881426027510e+002	(-2.52709835270946e+001dB,6.79856980885520e-001°)
1.46217717445647e+002	(-2.52709806817163e+001dB,6.81424063657612e-001°)
1.46554784095567e+002	(-2.52709778232064e+001dB,6.82994757892886e-001°)
1.46892627764362e+002	(-2.52709749515042e+001dB,6.84569071909527e-001°)
1.47231250243247e+002	(-2.52709720665483e+001dB,6.86147014044646e-001°)
1.47570653327565e+002	(-2.52709691682796e+001dB,6.87728592654838e-001°)
1.47910838816796e+002	(-2.52709662566333e+001dB,6.89313816115466e-001°)
1.48251808514570e+002	(-2.52709633315509e+001dB,6.90902692821630e-001°)
1.48593564228676e+002	(-2.52709603929682e+001dB,6.92495231187353e-001°)
1.48936107771066e+002	(-2.52709574408234e+001dB,6.94091439646167e-001°)
1.49279440957875e+002	(-2.52709544750548e+001dB,6.95691326651069e-001°)
1.49623565609418e+002	(-2.52709514955975e+001dB,6.97294900674202e-001°)
1.49968483550212e+002	(-2.52709485023909e+001dB,6.98902170207635e-001°)
1.50314196608977e+002	(-2.52709454953699e+001dB,7.00513143762536e-001°)
1.50660706618649e+002	(-2.52709424744712e+001dB,7.02127829869852e-001°)
1.51008015416389e+002	(-2.52709394396297e+001dB,7.03746237080047e-001°)
1.51356124843595e+002	(-2.52709363907838e+001dB,7.05368373963458e-001°)
1.51705036745908e+002	(-2.52709333278671e+001dB,7.06994249109895e-001°)
1.52054752973224e+002	(-2.52709302508146e+001dB,7.08623871128936e-001°)
1.52405275379703e+002	(-2.52709271595617e+001dB,7.10257248650035e-001°)
1.52756605823781e+002	(-2.52709240540405e+001dB,7.11894390322328e-001°)
1.53108746168177e+002	(-2.52709209341892e+001dB,7.13535304815174e-001°)
1.53461698279903e+002	(-2.52709177999392e+001dB,7.15180000817516e-001°)
1.53815464030277e+002	(-2.52709146512231e+001dB,7.16828487038290e-001°)
1.54170045294930e+002	(-2.52709114879769e+001dB,7.18480772206772e-001°)
1.54525443953815e+002	(-2.52709083101328e+001dB,7.20136865072006e-001°)
1.54881661891222e+002	(-2.52709051176214e+001dB,7.21796774403116e-001°)
1.55238700995782e+002	(-2.52709019103754e+001dB,7.23460508989501e-001°)
1.55596563160481e+002	(-2.52708986883303e+001dB,7.25128077641003e-001°)
1.55955250282669e+002	(-2.52708954514143e+001dB,7.26799489187242e-001°)
1.56314764264069e+002	(-2.52708921995588e+001dB,7.28474752478308e-001°)
1.56675107010788e+002	(-2.52708889326972e+001dB,7.30153876384877e-001°)
1.57036280433329e+002	(-2.52708856507585e+001dB,7.31836869797694e-001°)
1.57398286446595e+002	(-2.52708823536737e+001dB,7.33523741628093e-001°)
1.57761126969908e+002	(-2.52708790413724e+001dB,7.35214500807833e-001°)
1.58124803927012e+002	(-2.52708757137832e+001dB,7.36909156289120e-001°)
1.58489319246084e+002	(-2.52708723708400e+001dB,7.38607717045200e-001°)
1.58854674859751e+002	(-2.52708690124688e+001dB,7.40310192069329e-001°)
1.59220872705090e+002	(-2.52708656385971e+001dB,7.42016590375607e-001°)
1.59587914723646e+002	(-2.52708622491551e+001dB,7.43726920999015e-001°)
1.59955802861440e+002	(-2.52708588440711e+001dB,7.45441192995310e-001°)
1.60324539068977e+002	(-2.52708554232734e+001dB,7.47159415440906e-001°)
1.60694125301260e+002	(-2.52708519866884e+001dB,7.48881597433110e-001°)
1.61064563517800e+002	(-2.52708485342427e+001dB,7.50607748090072e-001°)
1.61435855682621e+002	(-2.52708450658649e+001dB,7.52337876551164e-001°)
1.61808003764279e+002	(-2.52708415814804e+001dB,7.54071991976489e-001°)
1.62181009735865e+002	(-2.52708380810148e+001dB,7.55810103547220e-001°)
1.62554875575021e+002	(-2.52708345643961e+001dB,7.57552220465899e-001°)
1.62929603263944e+002	(-2.52708310315465e+001dB,7.59298351955715e-001°)
1.63305194789406e+002	(-2.52708274823951e+001dB,7.61048507261688e-001°)
1.63681652142753e+002	(-2.52708239168633e+001dB,7.62802695649503e-001°)
1.64058977319926e+002	(-2.52708203348767e+001dB,7.64560926406433e-001°)
1.64437172321465e+002	(-2.52708167363595e+001dB,7.66323208841061e-001°)
1.64816239152523e+002	(-2.52708131212337e+001dB,7.68089552283183e-001°)
1.65196179822873e+002	(-2.52708094894267e+001dB,7.69859966084531e-001°)
1.65576996346924e+002	(-2.52708058408582e+001dB,7.71634459617643e-001°)
1.65958690743728e+002	(-2.52708021754515e+001dB,7.73413042277043e-001°)
1.66341265036988e+002	(-2.52707984931284e+001dB,7.75195723478660e-001°)
1.66724721255078e+002	(-2.52707947938132e+001dB,7.76982512660255e-001°)
1.67109061431042e+002	(-2.52707910774259e+001dB,7.78773419281096e-001°)
1.67494287602615e+002	(-2.52707873438871e+001dB,7.80568452822072e-001°)
1.67880401812227e+002	(-2.52707835931190e+001dB,7.82367622786209e-001°)
1.68267406107018e+002	(-2.52707798250392e+001dB,7.84170938697872e-001°)
1.68655302538845e+002	(-2.52707760395727e+001dB,7.85978410103975e-001°)
1.69044093164297e+002	(-2.52707722366346e+001dB,7.87790046572624e-001°)
1.69433780044704e+002	(-2.52707684161467e+001dB,7.89605857694473e-001°)
1.69824365246145e+002	(-2.52707645780293e+001dB,7.91425853082087e-001°)
1.70215850839466e+002	(-2.52707607221971e+001dB,7.93250042369749e-001°)
1.70608238900283e+002	(-2.52707568485725e+001dB,7.95078435214394e-001°)
1.71001531508999e+002	(-2.52707529570689e+001dB,7.96911041294697e-001°)
1.71395730750813e+002	(-2.52707490476086e+001dB,7.98747870311982e-001°)
1.71790838715729e+002	(-2.52707451201070e+001dB,8.00588931989589e-001°)
1.72186857498571e+002	(-2.52707411744793e+001dB,8.02434236073135e-001°)
1.72583789198991e+002	(-2.52707372106432e+001dB,8.04283792330823e-001°)
1.72981635921480e+002	(-2.52707332285141e+001dB,8.06137610553150e-001°)
1.73380399775384e+002	(-2.52707292280084e+001dB,8.07995700553221e-001°)
1.73780082874908e+002	(-2.52707252090425e+001dB,8.09858072166767e-001°)
1.74180687339131e+002	(-2.52707211715280e+001dB,8.11724735251677e-001°)
1.74582215292020e+002	(-2.52707171153811e+001dB,8.13595699688896e-001°)
1.74984668862436e+002	(-2.52707130405143e+001dB,8.15470975381767e-001°)
1.75388050184146e+002	(-2.52707089468453e+001dB,8.17350572256961e-001°)
1.75792361395839e+002	(-2.52707048342835e+001dB,8.19234500263152e-001°)
1.76197604641133e+002	(-2.52707007027431e+001dB,8.21122769372386e-001°)
1.76603782068586e+002	(-2.52706965521349e+001dB,8.23015389579361e-001°)
1.77010895831712e+002	(-2.52706923823745e+001dB,8.24912370902069e-001°)
1.77418948088986e+002	(-2.52706881933703e+001dB,8.26813723381048e-001°)
1.77827941003862e+002	(-2.52706839850353e+001dB,8.28719457080301e-001°)
1.78237876744778e+002	(-2.52706797572783e+001dB,8.30629582086516e-001°)
1.78648757485174e+002	(-2.52706755100132e+001dB,8.32544108510154e-001°)
1.79060585403499e+002	(-2.52706712431456e+001dB,8.34463046484135e-001°)
1.79473362683222e+002	(-2.52706669565881e+001dB,8.36386406165303e-001°)
1.79887091512848e+002	(-2.52706626502489e+001dB,8.38314197733490e-001°)
1.80301774085926e+002	(-2.52706583240374e+001dB,8.40246431392064e-001°)
1.80717412601061e+002	(-2.52706539778605e+001dB,8.42183117367553e-001°)
1.81134009261929e+002	(-2.52706496116273e+001dB,8.44124265910340e-001°)
1.81551566277282e+002	(-2.52706452252456e+001dB,8.46069887294076e-001°)
1.81970085860967e+002	(-2.52706408186202e+001dB,8.48019991816017e-001°)
1.82389570231932e+002	(-2.52706363916602e+001dB,8.49974589797232e-001°)
1.82810021614243e+002	(-2.52706319442709e+001dB,8.51933691582417e-001°)
1.83231442237089e+002	(-2.52706274763570e+001dB,8.53897307539788e-001°)
1.83653834334803e+002	(-2.52706229878264e+001dB,8.55865448061844e-001°)
1.84077200146864e+002	(-2.52706184785808e+001dB,8.57838123564374e-001°)
1.84501541917915e+002	(-2.52706139485275e+001dB,8.59815344487644e-001°)
1.84926861897776e+002	(-2.52706093975675e+001dB,8.61797121295330e-001°)
1.85353162341449e+002	(-2.52706048256084e+001dB,8.63783464475756e-001°)
1.85780445509138e+002	(-2.52706002325497e+001dB,8.65774384540689e-001°)
1.86208713666254e+002	(-2.52705956182942e+001dB,8.67769892026305e-001°)
1.86637969083435e+002	(-2.52705909827465e+001dB,8.69769997493246e-001°)
1.87068214036548e+002	(-2.52705863258082e+001dB,8.71774711526045e-001°)
1.87499450806709e+002	(-2.52705816473768e+001dB,8.73784044733371e-001°)
1.87931681680294e+002	(-2.52705769473574e+001dB,8.75798007748792e-001°)
1.88364908948947e+002	(-2.52705722256489e+001dB,8.77816611229905e-001°)
1.88799134909597e+002	(-2.52705674821508e+001dB,8.79839865858804e-001°)
1.89234361864465e+002	(-2.52705627167631e+001dB,8.81867782342181e-001°)
1.89670592121082e+002	(-2.52705579293843e+001dB,8.83900371411251e-001°)
1.90107827992297e+002	(-2.52705531199132e+001dB,8.85937643821881e-001°)
1.90546071796292e+002	(-2.52705482882482e+001dB,8.87979610354699e-001°)
1.90985325856591e+002	(-2.52705434342866e+001dB,8.90026281814934e-001°)
1.91425592502075e+002	(-2.52705385579257e+001dB,8.92077669032683e-001°)
1.91866874066996e+002	(-2.52705336590615e+001dB,8.94133782862914e-001°)
1.92309172890982e+002	(-2.52705287375914e+001dB,8.96194634185558e-001°)
1.92752491319060e+002	(-2.52705237934110e+001dB,8.98260233905390e-001°)
1.93196831701659e+002	(-2.52705188264134e+001dB,9.00330592952154e-001°)
1.93642196394627e+002	(-2.52705138364959e+001dB,9.02405722281046e-001°)
1.94088587759244e+002	(-2.52705088235520e+001dB,9.04485632872038e-001°)
1.94536008162232e+002	(-2.52705037874752e+001dB,9.06570335730380e-001°)
1.94984459975770e+002	(-2.52704987281573e+001dB,9.08659841886510e-001°)
1.95433945577505e+002	(-2.52704936454942e+001dB,9.10754162396507e-001°)
1.95884467350565e+002	(-2.52704885393763e+001dB,9.12853308341491e-001°)
1.96336027683570e+002	(-2.52704834096958e+001dB,9.14957290828047e-001°)
1.96788628970650e+002	(-2.52704782563436e+001dB,9.17066120988336e-001°)
1.97242273611451e+002	(-2.52704730792091e+001dB,9.19179809979889e-001°)
1.97696964011151e+002	(-2.52704678781859e+001dB,9.21298368986289e-001°)
1.98152702580475e+002	(-2.52704626531628e+001dB,9.23421809216353e-001°)
1.98609491735702e+002	(-2.52704574040279e+001dB,9.25550141904641e-001°)
1.99067333898684e+002	(-2.52704521306701e+001dB,9.27683378311578e-001°)
1.99526231496853e+002	(-2.52704468329782e+001dB,9.29821529723507e-001°)
1.99986186963239e+002	(-2.52704415108401e+001dB,9.31964607452558e-001°)
2.00447202736481e+002	(-2.52704361641418e+001dB,9.34112622836743e-001°)
2.00909281260838e+002	(-2.52704307927715e+001dB,9.36265587240230e-001°)
2.01372424986203e+002	(-2.52704253966151e+001dB,9.38423512053304e-001°)
2.01836636368121e+002	(-2.52704199755574e+001dB,9.40586408692150e-001°)
2.02301917867792e+002	(-2.52704145294846e+001dB,9.42754288599360e-001°)
2.02768271952093e+002	(-2.52704090582794e+001dB,9.44927163243476e-001°)
2.03235701093586e+002	(-2.52704035618290e+001dB,9.47105044119917e-001°)
2.03704207770536e+002	(-2.52703980400140e+001dB,9.49287942749807e-001°)
2.04173794466917e+002	(-2.52703924927177e+001dB,9.51475870680994e-001°)
2.04644463672431e+002	(-2.52703869198258e+001dB,9.53668839488144e-001°)
2.05116217882520e+002	(-2.52703813212160e+001dB,9.55866860771767e-001°)
2.05589059598378e+002	(-2.52703756967725e+001dB,9.58069946159575e-001°)
2.06062991326964e+002	(-2.52703700463735e+001dB,9.60278107305547e-001°)
2.06538015581017e+002	(-2.52703643699021e+001dB,9.62491355890763e-001°)
2.07014134879068e+002	(-2.52703586672372e+001dB,9.64709703622844e-001°)
2.07491351745454e+002	(-2.52703529382578e+001dB,9.66933162236366e-001°)
2.07969668710333e+002	(-2.52703471828408e+001dB,9.69161743492560e-001°)
2.08449088309692e+002	(-2.52703414008662e+001dB,9.71395459179988e-001°)
2.08929613085367e+002	(-2.52703355922115e+001dB,9.73634321114157e-001°)
2.09411245585052e+002	(-2.52703297567516e+001dB,9.75878341137360e-001°)
2.09893988362315e+002	(-2.52703238943663e+001dB,9.78127531119647e-001°)
2.10377843976610e+002	(-2.52703180049284e+001dB,9.80381902957677e-001°)
2.10862814993292e+002	(-2.52703120883140e+001dB,9.82641468575675e-001°)
2.11348903983627e+002	(-2.52703061443972e+001dB,9.84906239925119e-001°)
2.11836113524813e+002	(-2.52703001730536e+001dB,9.87176228985141e-001°)
2.12324446199984e+002	(-2.52702941741570e+001dB,9.89451447762119e-001°)
2.12813904598234e+002	(-2.52702881475771e+001dB,9.91731908289714e-001°)
2.13304491314620e+002	(-2.52702820931892e+001dB,9.94017622629722e-001°)
2.13796208950185e+002	(-2.52702760108640e+001dB,9.96308602871174e-001°)
2.14289060111968e+002	(-2.52702699004718e+001dB,9.98604861130966e-001°)
2.14783047413015e+002	(-2.52702637618838e+001dB,1.00090640955371e+000°)
2.15278173472399e+002	(-2.52702575949726e+001dB,1.00321326031230e+000°)
2.15774440915228e+002	(-2.52702513996029e+001dB,1.00552542560662e+000°)
2.16271852372664e+002	(-2.52702451756463e+001dB,1.00784291766530e+000°)
2.16770410481931e+002	(-2.52702389229696e+001dB,1.01016574874465e+000°)
2.17270117886336e+002	(-2.52702326414410e+001dB,1.01249393112921e+000°)
2.17770977235277e+002	(-2.52702263309261e+001dB,1.01482747713157e+000°)
2.18272991184261e+002	(-2.52702199912957e+001dB,1.01716639909300e+000°)
2.18776162394916e+002	(-2.52702136224098e+001dB,1.01951070938215e+000°)
2.19280493535006e+002	(-2.52702072241356e+001dB,1.02186042039672e+000°)
2.19785987278443e+002	(-2.52702007963400e+001dB,1.02421554456287e+000°)
2.20292646305306e+002	(-2.52701943388826e+001dB,1.02657609433462e+000°)
2.20800473301851e+002	(-2.52701878516289e+001dB,1.02894208219516e+000°)
2.21309470960524e+002	(-2.52701813344420e+001dB,1.03131352065606e+000°)
2.21819641979982e+002	(-2.52701747871827e+001dB,1.03369042225745e+000°)
2.22330989065101e+002	(-2.52701682097117e+001dB,1.03607279956829e+000°)
2.22843514926991e+002	(-2.52701616018913e+001dB,1.03846066518644e+000°)
2.23357222283013e+002	(-2.52701549635805e+001dB,1.04085403173847e+000°)
2.23872113856794e+002	(-2.52701482946392e+001dB,1.04325291188000e+000°)
2.24388192378237e+002	(-2.52701415949266e+001dB,1.04565731829564e+000°)
2.24905460583538e+002	(-2.52701348642985e+001dB,1.04806726369884e+000°)
2.25423921215203e+002	(-2.52701281026125e+001dB,1.05048276083235e+000°)
2.25943577022057e+002	(-2.52701213097291e+001dB,1.05290382246849e+000°)
2.26464430759266e+002	(-2.52701144855002e+001dB,1.05533046140809e+000°)
2.26986485188342e+002	(-2.52701076297838e+001dB,1.05776269048197e+000°)
2.27509743077166e+002	(-2.52701007424343e+001dB,1.06020052254993e+000°)
2.28034207200001e+002	(-2.52700938233047e+001dB,1.06264397050139e+000°)
2.28559880337502e+002	(-2.52700868722478e+001dB,1.06509304725517e+000°)
2.29086765276736e+002	(-2.52700798891194e+001dB,1.06754776576006e+000°)
2.29614864811195e+002	(-2.52700728737681e+001dB,1.07000813899394e+000°)
2.30144181740810e+002	(-2.52700658260466e+001dB,1.07247417996484e+000°)
2.30674718871966e+002	(-2.52700587458084e+001dB,1.07494590171078e+000°)
2.31206479017518e+002	(-2.52700516328968e+001dB,1.07742331729866e+000°)
2.31739464996806e+002	(-2.52700444871686e+001dB,1.07990643982664e+000°)
2.32273679635669e+002	(-2.52700373084681e+001dB,1.08239528242185e+000°)
2.32809125766459e+002	(-2.52700300966448e+001dB,1.08488985824202e+000°)
2.33345806228058e+002	(-2.52700228515445e+001dB,1.08739018047475e+000°)
2.33883723865894e+002	(-2.52700155730148e+001dB,1.08989626233794e+000°)
2.34422881531950e+002	(-2.52700082609007e+001dB,1.09240811707970e+000°)
2.34963282084789e+002	(-2.52700009150485e+001dB,1.09492575797874e+000°)
2.35504928389559e+002	(-2.52699935353014e+001dB,1.09744919834382e+000°)
2.36047823318015e+002	(-2.52699861215035e+001dB,1.09997845151427e+000°)
2.36591969748533e+002	(-2.52699786734976e+001dB,1.10251353086015e+000°)
2.37137370566123e+002	(-2.52699711911275e+001dB,1.10505444978209e+000°)
2.37684028662445e+002	(-2.52699636742312e+001dB,1.10760122171095e+000°)
2.38231946935826e+002	(-2.52699561226542e+001dB,1.11015386010930e+000°)
2.38781128291275e+002	(-2.52699485362318e+001dB,1.11271237846937e+000°)
2.39331575640496e+002	(-2.52699409148061e+001dB,1.11527679031514e+000°)
2.39883291901906e+002	(-2.52699332582147e+001dB,1.11784710920118e+000°)
2.40436280000650e+002	(-2.52699255662957e+001dB,1.12042334871319e+000°)
2.40990542868616e+002	(-2.52699178388868e+001dB,1.12300552246803e+000°)
2.41546083444450e+002	(-2.52699100758230e+001dB,1.12559364411354e+000°)
2.42102904673574e+002	(-2.52699022769404e+001dB,1.12818772732897e+000°)
2.42661009508198e+002	(-2.52698944420753e+001dB,1.13078778582495e+000°)
2.43220400907338e+002	(-2.52698865710585e+001dB,1.13339383334305e+000°)
2.43781081836831e+002	(-2.52698786637263e+001dB,1.13600588365697e+000°)
2.44343055269353e+002	(-2.52698707199098e+001dB,1.13862395057135e+000°)
2.44906324184430e+002	(-2.52698627394403e+001dB,1.14124804792265e+000°)
2.45470891568459e+002	(-2.52698547221486e+001dB,1.14387818957895e+000°)
2.46036760414718e+002	(-2.52698466678672e+001dB,1.14651438944044e+000°)
2.46603933723389e+002	(-2.52698385764248e+001dB,1.14915666143864e+000°)
2.47172414501568e+002	(-2.52698304476484e+001dB,1.15180501953695e+000°)
2.47742205763284e+002	(-2.52698222813650e+001dB,1.15445947773084e+000°)
2.48313310529512e+002	(-2.52698140774054e+001dB,1.15712005004816e+000°)
2.48885731828194e+002	(-2.52698058355920e+001dB,1.15978675054821e+000°)
2.49459472694250e+002	(-2.52697975557529e+001dB,1.16245959332297e+000°)
2.50034536169598e+002	(-2.52697892377112e+001dB,1.16513859249646e+000°)
2.50610925303166e+002	(-2.52697808812917e+001dB,1.16782376222507e+000°)
2.51188643150912e+002	(-2.52697724863159e+001dB,1.17051511669736e+000°)
2.51767692775840e+002	(-2.52697640526081e+001dB,1.17321267013469e+000°)
2.52348077248012e+002	(-2.52697555799877e+001dB,1.17591643679073e+000°)
2.52929799644569e+002	(-2.52697470682766e+001dB,1.17862643095196e+000°)
2.53512863049745e+002	(-2.52697385172933e+001dB,1.18134266693713e+000°)
2.54097270554884e+002	(-2.52697299268581e+001dB,1.18406515909830e+000°)
2.54683025258458e+002	(-2.52697212967888e+001dB,1.18679392181998e+000°)
2.55270130266078e+002	(-2.52697126269018e+001dB,1.18952896951961e+000°)
2.55858588690518e+002	(-2.52697039170134e+001dB,1.19227031664761e+000°)
2.56448403651725e+002	(-2.52696951669406e+001dB,1.19501797768777e+000°)
2.57039578276840e+002	(-2.52696863764960e+001dB,1.19777196715643e+000°)
2.57632115700211e+002	(-2.52696775454946e+001dB,1.20053229960356e+000°)
2.58226019063413e+002	(-2.52696686737497e+001dB,1.20329898961234e+000°)
2.58821291515262e+002	(-2.52696597610714e+001dB,1.20607205179908e+000°)
2.59417936211834e+002	(-2.52696508072749e+001dB,1.20885150081403e+000°)
2.60015956316480e+002	(-2.52696418121663e+001dB,1.21163735134017e+000°)
2.60615354999842e+002	(-2.52696327755579e+001dB,1.21442961809474e+000°)
2.61216135439873e+002	(-2.52696236972558e+001dB,1.21722831582810e+000°)
2.61818300821851e+002	(-2.52696145770711e+001dB,1.22003345932489e+000°)
2.62421854338396e+002	(-2.52696054148088e+001dB,1.22284506340315e+000°)
2.63026799189490e+002	(-2.52695962102741e+001dB,1.22566314291468e+000°)
2.63633138582490e+002	(-2.52695869632731e+001dB,1.22848771274574e+000°)
2.64240875732146e+002	(-2.52695776736094e+001dB,1.23131878781608e+000°)
2.64850013860622e+002	(-2.52695683410872e+001dB,1.23415638308001e+000°)
2.65460556197505e+002	(-2.52695589655081e+001dB,1.23700051352570e+000°)
2.66072505979832e+002	(-2.52695495466731e+001dB,1.23985119417561e+000°)
2.66685866452099e+002	(-2.52695400843826e+001dB,1.24270844008668e+000°)
2.67300640866282e+002	(-2.52695305784389e+001dB,1.24557226635044e+000°)
2.67916832481854e+002	(-2.52695210286384e+001dB,1.24844268809246e+000°)
2.68534444565802e+002	(-2.52695114347783e+001dB,1.25131972047292e+000°)
2.69153480392642e+002	(-2.52695017966558e+001dB,1.25420337868698e+000°)
2.69773943244443e+002	(-2.52694921140692e+001dB,1.25709367796455e+000°)
2.70395836410835e+002	(-2.52694823868099e+001dB,1.25999063356975e+000°)
2.71019163189035e+002	(-2.52694726146736e+001dB,1.26289426080214e+000°)
2.71643926883859e+002	(-2.52694627974545e+001dB,1.26580457499631e+000°)
2.72270130807741e+002	(-2.52694529349425e+001dB,1.26872159152127e+000°)
2.72897778280754e+002	(-2.52694430269292e+001dB,1.27164532578165e+000°)
2.73526872630621e+002	(-2.52694330732065e+001dB,1.27457579321731e+000°)
2.74157417192738e+002	(-2.52694230735615e+001dB,1.27751300930292e+000°)
2.74789415310189e+002	(-2.52694130277841e+001dB,1.28045698954901e+000°)
2.75422870333766e+002	(-2.52694029356609e+001dB,1.28340774950138e+000°)
2.76057785621984e+002	(-2.52693927969796e+001dB,1.28636530474125e+000°)
2.76694164541100e+002	(-2.52693826115215e+001dB,1.28932967088515e+000°)
2.77332010465133e+002	(-2.52693723790749e+001dB,1.29230086358593e+000°)
2.77971326775878e+002	(-2.52693620994215e+001dB,1.29527889853177e+000°)
2.78612116862926e+002	(-2.52693517723443e+001dB,1.29826379144676e+000°)
2.79254384123682e+002	(-2.52693413976225e+001dB,1.30125555809066e+000°)
2.79898131963385e+002	(-2.52693309750403e+001dB,1.30425421425993e+000°)
2.80543363795120e+002	(-2.52693205043727e+001dB,1.30725977578614e+000°)
2.81190083039842e+002	(-2.52693099854021e+001dB,1.31027225853794e+000°)
2.81838293126393e+002	(-2.52692994179029e+001dB,1.31329167841952e+000°)
2.82487997491519e+002	(-2.52692888016527e+001dB,1.31631805137164e+000°)
2.83139199579886e+002	(-2.52692781364258e+001dB,1.31935139337149e+000°)
2.83791902844103e+002	(-2.52692674219980e+001dB,1.32239172043280e+000°)
2.84446110744739e+002	(-2.52692566581388e+001dB,1.32543904860534e+000°)
2.85101826750338e+002	(-2.52692458446248e+001dB,1.32849339397652e+000°)
2.85759054337442e+002	(-2.52692349812240e+001dB,1.33155477266943e+000°)
2.86417796990605e+002	(-2.52692240677076e+001dB,1.33462320084464e+000°)
2.87078058202416e+002	(-2.52692131038442e+001dB,1.33769869469926e+000°)
2.87739841473514e+002	(-2.52692020894023e+001dB,1.34078127046766e+000°)
2.88403150312607e+002	(-2.52691910241479e+001dB,1.34387094442090e+000°)
2.89067988236494e+002	(-2.52691799078474e+001dB,1.34696773286749e+000°)
2.89734358770079e+002	(-2.52691687402646e+001dB,1.35007165215294e+000°)
2.90402265446391e+002	(-2.52691575211638e+001dB,1.35318271866020e+000°)
2.91071711806607e+002	(-2.52691462503066e+001dB,1.35630094880948e+000°)
2.91742701400063e+002	(-2.52691349274545e+001dB,1.35942635905852e+000°)
2.92415237784279e+002	(-2.52691235523694e+001dB,1.36255896590282e+000°)
2.93089324524978e+002	(-2.52691121248083e+001dB,1.36569878587511e+000°)
2.93764965196099e+002	(-2.52691006445318e+001dB,1.36884583554625e+000°)
2.94442163379821e+002	(-2.52690891112943e+001dB,1.37200013152445e+000°)
2.95120922666584e+002	(-2.52690775248514e+001dB,1.37516169045597e+000°)
2.95801246655100e+002	(-2.52690658849598e+001dB,1.37833052902539e+000°)
2.96483138952379e+002	(-2.52690541913734e+001dB,1.38150666395518e+000°)
2.97166603173747e+002	(-2.52690424438438e+001dB,1.38469011200564e+000°)
2.97851642942864e+002	(-2.52690306421214e+001dB,1.38788088997547e+000°)
2.98538261891740e+002	(-2.52690187859563e+001dB,1.39107901470170e+000°)
2.99226463660763e+002	(-2.52690068750983e+001dB,1.39428450305979e+000°)
2.99916251898709e+002	(-2.52689949092956e+001dB,1.39749737196383e+000°)
3.00607630262767e+002	(-2.52689828882942e+001dB,1.40071763836621e+000°)
3.01300602418556e+002	(-2.52689708118405e+001dB,1.40394531925809e+000°)
3.01995172040145e+002	(-2.52689586796781e+001dB,1.40718043166938e+000°)
3.02691342810074e+002	(-2.52689464915500e+001dB,1.41042299266866e+000°)
3.03389118419370e+002	(-2.52689342471987e+001dB,1.41367301936371e+000°)
3.04088502567571e+002	(-2.52689219463652e+001dB,1.41693052890120e+000°)
3.04789498962741e+002	(-2.52689095887880e+001dB,1.42019553846666e+000°)
3.05492111321494e+002	(-2.52688971742053e+001dB,1.42346806528488e+000°)
3.06196343369011e+002	(-2.52688847023571e+001dB,1.42674812662054e+000°)
3.06902198839058e+002	(-2.52688721729769e+001dB,1.43003573977670e+000°)
3.07609681474013e+002	(-2.52688595858006e+001dB,1.43333092209647e+000°)
3.08318795024878e+002	(-2.52688469405616e+001dB,1.43663369096228e+000°)
3.09029543251301e+002	(-2.52688342369893e+001dB,1.43994406379594e+000°)
3.09741929921600e+002	(-2.52688214748204e+001dB,1.44326205805976e+000°)
3.10455958812778e+002	(-2.52688086537791e+001dB,1.44658769125470e+000°)
3.11171633710544e+002	(-2.52687957735979e+001dB,1.44992098092257e+000°)
3.11888958409335e+002	(-2.52687828340041e+001dB,1.45326194464486e+000°)
3.12607936712337e+002	(-2.52687698347210e+001dB,1.45661060004276e+000°)
3.13328572431500e+002	(-2.52687567754762e+001dB,1.45996696477810e+000°)
3.14050869387563e+002	(-2.52687436559916e+001dB,1.46333105655243e+000°)
3.14774831410073e+002	(-2.52687304759900e+001dB,1.46670289310812e+000°)
3.15500462337404e+002	(-2.52687172351925e+001dB,1.47008249222769e+000°)
3.16227766016779e+002	(-2.52687039333195e+001dB,1.47346987173435e+000°)
3.16956746304290e+002	(-2.52686905700895e+001dB,1.47686504949170e+000°)
3.17687407064918e+002	(-2.52686771452172e+001dB,1.48026804340370e+000°)
3.18419752172553e+002	(-2.52686636584216e+001dB,1.48367887141605e+000°)
3.19153785510016e+002	(-2.52686501094150e+001dB,1.48709755151427e+000°)
3.19889510969080e+002	(-2.52686364979123e+001dB,1.49052410172570e+000°)
