time	V(vout)	V(n001)
9.041198808416597e-002	2.007540e+000	2.095880e+001
9.043484522702310e-002	2.007542e+000	2.095652e+001
9.045770236988023e-002	2.007544e+000	2.095423e+001
9.048055951273737e-002	2.007547e+000	2.095194e+001
9.050341665559450e-002	2.007549e+000	2.094966e+001
9.062627379845159e-002	2.007550e+000	2.093737e+001
9.074913094130870e-002	2.007551e+000	2.092509e+001
9.087198808416579e-002	2.007551e+000	2.091280e+001
9.099484522702288e-002	2.007551e+000	2.090052e+001
9.111770236987997e-002	2.007550e+000	2.088823e+001
9.124055951273707e-002	2.007549e+000	2.087594e+001
9.136341665559417e-002	2.007547e+000	2.086366e+001
9.176341665559401e-002	2.007543e+000	2.082366e+001
9.999000000000019e-002	2.007461e+000	2.000100e+001
1.000000000000000e-001	2.007461e+000	2.000000e+001
