rvadj	V(vout)
6.660000000000100e+003	1.654412e+000
6.670000000000100e+003	1.655469e+000
6.680000000000100e+003	1.656526e+000
6.690000000000100e+003	1.657583e+000
6.700000000000100e+003	1.658640e+000
6.710000000000100e+003	1.659697e+000
6.720000000000100e+003	1.660754e+000
6.730000000000100e+003	1.661811e+000
6.740000000000100e+003	1.662868e+000
6.750000000000100e+003	1.663925e+000
6.760000000000100e+003	1.664982e+000
6.770000000000100e+003	1.666039e+000
6.780000000000100e+003	1.667096e+000
6.790000000000100e+003	1.668153e+000
6.800000000000100e+003	1.669210e+000
6.810000000000100e+003	1.670268e+000
6.820000000000100e+003	1.671325e+000
6.830000000000100e+003	1.672382e+000
6.840000000000100e+003	1.673439e+000
6.850000000000100e+003	1.674496e+000
6.860000000000100e+003	1.675553e+000
6.870000000000100e+003	1.676610e+000
6.880000000000100e+003	1.677667e+000
6.890000000000100e+003	1.678724e+000
6.900000000000100e+003	1.679781e+000
6.910000000000100e+003	1.680838e+000
6.920000000000100e+003	1.681895e+000
6.930000000000100e+003	1.682952e+000
6.940000000000100e+003	1.684009e+000
6.950000000000100e+003	1.685066e+000
6.960000000000100e+003	1.686123e+000
6.970000000000100e+003	1.687181e+000
6.980000000000100e+003	1.688238e+000
6.990000000000100e+003	1.689295e+000
7.000000000000100e+003	1.690352e+000
7.010000000000100e+003	1.691409e+000
7.020000000000100e+003	1.692466e+000
7.030000000000100e+003	1.693523e+000
7.040000000000100e+003	1.694580e+000
7.050000000000100e+003	1.695637e+000
7.060000000000100e+003	1.696694e+000
7.070000000000100e+003	1.697751e+000
7.080000000000100e+003	1.698808e+000
7.090000000000100e+003	1.699865e+000
7.100000000000100e+003	1.700922e+000
7.110000000000100e+003	1.701979e+000
7.120000000000100e+003	1.703036e+000
7.130000000000100e+003	1.704093e+000
7.140000000000100e+003	1.705150e+000
7.150000000000100e+003	1.706208e+000
7.160000000000100e+003	1.707265e+000
7.170000000000100e+003	1.708322e+000
7.180000000000100e+003	1.709379e+000
7.190000000000100e+003	1.710436e+000
7.200000000000100e+003	1.711493e+000
7.210000000000100e+003	1.712550e+000
7.220000000000100e+003	1.713607e+000
7.230000000000100e+003	1.714664e+000
7.240000000000100e+003	1.715721e+000
7.250000000000100e+003	1.716778e+000
7.260000000000100e+003	1.717835e+000
7.270000000000100e+003	1.718892e+000
7.280000000000100e+003	1.719949e+000
7.290000000000100e+003	1.721006e+000
7.300000000000100e+003	1.722063e+000
7.310000000000100e+003	1.723120e+000
7.320000000000100e+003	1.724178e+000
7.330000000000100e+003	1.725235e+000
7.340000000000100e+003	1.726292e+000
