Freq.	V(vout)/I(Ip)
5.22752752475311e+004	-1.33191472121224e+001,2.07972242273360e+001
5.22852762376301e+004	-1.33225472169841e+001,2.08060080681642e+001
5.22952772277291e+004	-1.33259463197830e+001,2.08147948060410e+001
5.23052782178281e+004	-1.33293445193910e+001,2.08235844408147e+001
5.23152792079272e+004	-1.33327418144401e+001,2.08323769728507e+001
5.23252801980262e+004	-1.33361382030840e+001,2.08411724036533e+001
5.23352811881252e+004	-1.33395336846407e+001,2.08499707320089e+001
5.23452821782242e+004	-1.33429282570269e+001,2.08587719599183e+001
5.23552831683232e+004	-1.33463219190764e+001,2.08675760873366e+001
5.23652841584222e+004	-1.33497146694437e+001,2.08763831145569e+001
5.23752851485212e+004	-1.33531065065055e+001,2.08851930425266e+001
5.23852861386202e+004	-1.33564974291050e+001,2.08940058711490e+001
5.23952871287193e+004	-1.33598874357899e+001,2.09028216009694e+001
5.24052881188183e+004	-1.33632765248451e+001,2.09116402331652e+001
5.24152891089173e+004	-1.33666646949399e+001,2.09204617679960e+001
5.24252900990163e+004	-1.33700519449203e+001,2.09292862053257e+001
5.24352910891153e+004	-1.33734382730763e+001,2.09381135463105e+001
5.24452920792143e+004	-1.33768236781493e+001,2.09469437910474e+001
5.24552930693133e+004	-1.33802081586501e+001,2.09557769401626e+001
5.24652940594123e+004	-1.33835917129949e+001,2.09646129944987e+001
5.24752950495113e+004	-1.33869743400447e+001,2.09734519538926e+001
5.24852960396104e+004	-1.33903560381539e+001,2.09822938193144e+001
5.24952970297094e+004	-1.33937368060264e+001,2.09911385909422e+001
5.25052980198084e+004	-1.33971166423698e+001,2.09999862689605e+001
5.25152990099074e+004	-1.34004955453684e+001,2.10088368547043e+001
5.25253000000064e+004	-1.34038735136816e+001,2.10176903484702e+001
5.25353009901054e+004	-1.34072505463114e+001,2.10265467497380e+001
5.25453019802044e+004	-1.34106266411730e+001,2.10354060604837e+001
5.25553029703034e+004	-1.34140017972093e+001,2.10442682803256e+001
5.25653039604025e+004	-1.34173760128621e+001,2.10531334100119e+001
5.25753049505015e+004	-1.34207492869192e+001,2.10620014495395e+001
5.25853059406005e+004	-1.34241216176415e+001,2.10708724000494e+001
5.25953069306995e+004	-1.34274930037168e+001,2.10797462617609e+001
5.26053079207985e+004	-1.34308634439333e+001,2.10886230346217e+001
5.26153089108975e+004	-1.34342329364564e+001,2.10975027200255e+001
5.26253099009965e+004	-1.34376014801440e+001,2.11063853177648e+001
5.26353108910955e+004	-1.34409690733404e+001,2.11152708288037e+001
5.26453118811945e+004	-1.34443357145591e+001,2.11241592537310e+001
5.26553128712936e+004	-1.34477014029091e+001,2.11330505917622e+001
5.26653138613926e+004	-1.34510661362710e+001,2.11419448449099e+001
5.26753148514916e+004	-1.34544299134652e+001,2.11508420130635e+001
5.26853158415906e+004	-1.34577927331397e+001,2.11597420964777e+001
5.26953168316896e+004	-1.34611545936554e+001,2.11686450960628e+001
5.27053178217886e+004	-1.34645154938417e+001,2.11775510116882e+001
5.27153188118876e+004	-1.34678754319983e+001,2.11864598443796e+001
5.27253198019866e+004	-1.34712344066746e+001,2.11953715946361e+001
5.27353207920857e+004	-1.34745924165939e+001,2.12042862625355e+001
5.27453217821847e+004	-1.34779494602467e+001,2.12132038486854e+001
5.27553227722837e+004	-1.34813055360085e+001,2.12221243539546e+001
5.27653237623827e+004	-1.34846606427875e+001,2.12310477780042e+001
5.27753247524817e+004	-1.34880147788481e+001,2.12399741219457e+001
5.27853257425807e+004	-1.34913679427520e+001,2.12489033862086e+001
5.27953267326797e+004	-1.34947201333082e+001,2.12578355706968e+001
5.28053277227787e+004	-1.34980713486623e+001,2.12667706767657e+001
5.28153287128777e+004	-1.35014215876882e+001,2.12757087041418e+001
5.28253297029768e+004	-1.35047708485987e+001,2.12846496540544e+001
5.28353306930758e+004	-1.35081191303378e+001,2.12935935260631e+001
5.28453316831748e+004	-1.35114664312996e+001,2.13025403209636e+001
5.28553326732738e+004	-1.35148127498353e+001,2.13114900396672e+001
5.28653336633728e+004	-1.35181580845865e+001,2.13204426824069e+001
5.28753346534718e+004	-1.35215024343302e+001,2.13293982491171e+001
5.28853356435708e+004	-1.35248457973594e+001,2.13383567408304e+001
5.28953366336698e+004	-1.35281881722104e+001,2.13473181579965e+001
5.29053376237689e+004	-1.35315295574272e+001,2.13562825011015e+001
5.29153386138679e+004	-1.35348699518469e+001,2.13652497698971e+001
5.29253396039669e+004	-1.35382093534845e+001,2.13742199660599e+001
5.29353405940659e+004	-1.35415477613047e+001,2.13831930890516e+001
5.29453415841649e+004	-1.35448851736831e+001,2.13921691397226e+001
5.29553425742639e+004	-1.35482215891722e+001,2.14011481184758e+001
5.29653435643629e+004	-1.35515570063403e+001,2.14101300257154e+001
5.29753445544619e+004	-1.35548914235587e+001,2.14191148622443e+001
5.29853455445609e+004	-1.35582248395212e+001,2.14281026281738e+001
5.29953465346600e+004	-1.35615572527947e+001,2.14370933238881e+001
5.30053475247590e+004	-1.35648886617702e+001,2.14460869501441e+001
5.30153485148580e+004	-1.35682190651404e+001,2.14550835070380e+001
5.30253495049570e+004	-1.35715484611873e+001,2.14640829956025e+001
5.30353504950560e+004	-1.35748768486704e+001,2.14730854157583e+001
5.30453514851550e+004	-1.35782042260566e+001,2.14820907681107e+001
5.30553524752540e+004	-1.35815305919315e+001,2.14910990529719e+001
5.30653534653530e+004	-1.35848559446439e+001,2.15001102712133e+001
5.30753544554520e+004	-1.35881802826665e+001,2.15091244233893e+001
5.30853554455511e+004	-1.35915036049087e+001,2.15181415091200e+001
5.30953564356501e+004	-1.35948259094062e+001,2.15271615299214e+001
5.31053574257491e+004	-1.35981471952595e+001,2.15361844849600e+001
5.31153584158481e+004	-1.36014674604732e+001,2.15452103758716e+001
5.31253594059471e+004	-1.36047867038938e+001,2.15542392023623e+001
5.31353603960461e+004	-1.36081049237715e+001,2.15632709655063e+001
5.31453613861451e+004	-1.36114221189654e+001,2.15723056649744e+001
5.31553623762441e+004	-1.36147382876713e+001,2.15813433019648e+001
5.31653633663432e+004	-1.36180534285028e+001,2.15903838766930e+001
5.31753643564422e+004	-1.36213675402236e+001,2.15994273890783e+001
5.31853653465412e+004	-1.36246806208308e+001,2.16084738407159e+001
5.31953663366402e+004	-1.36279926692828e+001,2.16175232310866e+001
5.32053673267392e+004	-1.36313036840850e+001,2.16265755606418e+001
5.32153683168382e+004	-1.36346136635088e+001,2.16356308303936e+001
5.32253693069372e+004	-1.36379226061317e+001,2.16446890406219e+001
5.32353702970362e+004	-1.36412305107257e+001,2.16537501912226e+001
5.32453712871352e+004	-1.36445373753821e+001,2.16628142835549e+001
5.32553722772343e+004	-1.36478431989436e+001,2.16718813173567e+001
5.32653732673333e+004	-1.36511479797522e+001,2.16809512934187e+001
5.32753742574323e+004	-1.36544517165288e+001,2.16900242117389e+001
5.32853752475313e+004	-1.36577544076296e+001,2.16991000730974e+001
5.32953762376303e+004	-1.36610560514046e+001,2.17081788782813e+001
5.33053772277293e+004	-1.36643566465879e+001,2.17172606272266e+001
5.33153782178283e+004	-1.36676561916015e+001,2.17263453205914e+001
5.33253792079273e+004	-1.36709546850599e+001,2.17354329585491e+001
5.33353801980264e+004	-1.36742521253275e+001,2.17445235418697e+001
5.33453811881254e+004	-1.36775485110288e+001,2.17536170707245e+001
5.33553821782244e+004	-1.36808438404680e+001,2.17627135459977e+001
5.33653831683234e+004	-1.36841381125268e+001,2.17718129672882e+001
5.33753841584224e+004	-1.36874313250763e+001,2.17809153364218e+001
5.33853851485214e+004	-1.36907234773219e+001,2.17900206523130e+001
5.33953861386204e+004	-1.36940145673270e+001,2.17991289163281e+001
5.34053871287194e+004	-1.36973045936730e+001,2.18082401287501e+001
5.34153881188184e+004	-1.37005935549986e+001,2.18173542896893e+001
5.34253891089175e+004	-1.37038814497010e+001,2.18264713998275e+001
5.34353900990165e+004	-1.37071682762377e+001,2.18355914596779e+001
5.34453910891155e+004	-1.37104540333258e+001,2.18447144691963e+001
5.34553920792145e+004	-1.37137387191810e+001,2.18538404294241e+001
5.34653930693135e+004	-1.37170223323264e+001,2.18629693407425e+001
5.34753940594125e+004	-1.37203048714329e+001,2.18721012031934e+001
5.34853950495115e+004	-1.37235863349098e+001,2.18812360174068e+001
5.34953960396105e+004	-1.37268667210397e+001,2.18903737842574e+001
5.35053970297096e+004	-1.37301460286974e+001,2.18995145033636e+001
5.35153980198086e+004	-1.37334242561659e+001,2.19086581755934e+001
5.35253990099076e+004	-1.37367014019360e+001,2.19178048013780e+001
5.35354000000066e+004	-1.37399774646277e+001,2.19269543808746e+001
5.35454009901056e+004	-1.37432524426069e+001,2.19361069147766e+001
5.35554019802046e+004	-1.37465263342373e+001,2.19452624037897e+001
5.35654029703036e+004	-1.37497991383523e+001,2.19544208475894e+001
5.35754039604026e+004	-1.37530708530547e+001,2.19635822474271e+001
5.35854049505016e+004	-1.37563414770522e+001,2.19727466032649e+001
5.35954059406007e+004	-1.37596110089223e+001,2.19819139153230e+001
5.36054069306997e+004	-1.37628794470422e+001,2.19910841842601e+001
5.36154079207987e+004	-1.37661467899296e+001,2.20002574104276e+001
5.36254089108977e+004	-1.37694130357156e+001,2.20094335950080e+001
5.36354099009967e+004	-1.37726781834427e+001,2.20186127372249e+001
5.36454108910957e+004	-1.37759422311780e+001,2.20277948383935e+001
5.36554118811947e+004	-1.37792051777782e+001,2.20369798981178e+001
5.36654128712937e+004	-1.37824670211918e+001,2.20461679179853e+001
5.36754138613928e+004	-1.37857277604763e+001,2.20553588971577e+001
5.36854148514918e+004	-1.37889873937082e+001,2.20645528369293e+001
5.36954158415908e+004	-1.37922459195598e+001,2.20737497372982e+001
5.37054168316898e+004	-1.37955033363830e+001,2.20829495989448e+001
5.37154178217888e+004	-1.37987596428568e+001,2.20921524218647e+001
5.37254188118878e+004	-1.38020148373367e+001,2.21013582067379e+001
5.37354198019868e+004	-1.38052689181755e+001,2.21105669542395e+001
5.37454207920858e+004	-1.38085218840687e+001,2.21197786643025e+001
5.37554217821848e+004	-1.38117737333095e+001,2.21289933377494e+001
5.37654227722839e+004	-1.38150244644669e+001,2.21382109747775e+001
5.37754237623829e+004	-1.38182740760367e+001,2.21474315757469e+001
5.37854247524819e+004	-1.38215225664004e+001,2.21566551412823e+001
5.37954257425809e+004	-1.38247699340588e+001,2.21658816717165e+001
5.38054267326799e+004	-1.38280161773922e+001,2.21751111676742e+001
5.38154277227789e+004	-1.38312612950464e+001,2.21843436291557e+001
5.38254287128779e+004	-1.38345052854764e+001,2.21935790566257e+001
5.38354297029769e+004	-1.38377481470007e+001,2.22028174508217e+001
5.38454306930759e+004	-1.38409898781477e+001,2.22120588120048e+001
5.38554316831750e+004	-1.38442304775718e+001,2.22213031401882e+001
5.38654326732740e+004	-1.38474699436732e+001,2.22305504359152e+001
5.38754336633730e+004	-1.38507082744561e+001,2.22398007006033e+001
5.38854346534720e+004	-1.38539454688532e+001,2.22490539336276e+001
5.38954356435710e+004	-1.38571815254053e+001,2.22583101352498e+001
5.39054366336700e+004	-1.38604164423216e+001,2.22675693064065e+001
5.39154376237690e+004	-1.38636502180850e+001,2.22768314474642e+001
5.39254386138680e+004	-1.38668828510410e+001,2.22860965590808e+001
5.39354396039671e+004	-1.38701143401439e+001,2.22953646405839e+001
5.39454405940661e+004	-1.38733446833486e+001,2.23046356934757e+001
5.39554415841651e+004	-1.38765738792124e+001,2.23139097179475e+001
5.39654425742641e+004	-1.38798019264366e+001,2.23231867138713e+001
5.39754435643631e+004	-1.38830288231148e+001,2.23324666824383e+001
5.39854445544621e+004	-1.38862545680159e+001,2.23417496233697e+001
5.39954455445611e+004	-1.38894791593754e+001,2.23510355375454e+001
5.40054465346601e+004	-1.38927025960424e+001,2.23603244245242e+001
5.40154475247591e+004	-1.38959248759230e+001,2.23696162858844e+001
5.40254485148582e+004	-1.38991459976604e+001,2.23789111216027e+001
5.40354495049572e+004	-1.39023659599730e+001,2.23882089315114e+001
5.40454504950562e+004	-1.39055847609914e+001,2.23975097167135e+001
5.40554514851552e+004	-1.39088023992902e+001,2.24068134773242e+001
5.40654524752542e+004	-1.39120188732027e+001,2.24161202139927e+001
5.40754534653532e+004	-1.39152341815281e+001,2.24254299263758e+001
5.40854544554522e+004	-1.39184483222577e+001,2.24347426158315e+001
5.40954554455512e+004	-1.39216612942693e+001,2.24440582818507e+001
5.41054564356503e+004	-1.39248730957613e+001,2.24533769253484e+001
5.41154574257493e+004	-1.39280837250793e+001,2.24626985469584e+001
5.41254584158483e+004	-1.39312931808277e+001,2.24720231467012e+001
5.41354594059473e+004	-1.39345014615673e+001,2.24813507247471e+001
5.41454603960463e+004	-1.39377085655058e+001,2.24906812819742e+001
5.41554613861453e+004	-1.39409144912620e+001,2.25000148184076e+001
5.41654623762443e+004	-1.39441192371297e+001,2.25093513347577e+001
5.41754633663433e+004	-1.39473228016002e+001,2.25186908313079e+001
5.41854643564423e+004	-1.39505251829657e+001,2.25280333087571e+001
5.41954653465414e+004	-1.39537263801414e+001,2.25373787664948e+001
5.42054663366404e+004	-1.39569263911487e+001,2.25467272057919e+001
5.42154673267394e+004	-1.39601252144909e+001,2.25560786268980e+001
5.42254683168384e+004	-1.39633228486889e+001,2.25654330300301e+001
5.42354693069374e+004	-1.39665192921094e+001,2.25747904157163e+001
5.42454702970364e+004	-1.39697145434130e+001,2.25841507838671e+001
5.42554712871354e+004	-1.39729086004894e+001,2.25935141360238e+001
5.42654722772344e+004	-1.39761014625646e+001,2.26028804709036e+001
5.42754732673335e+004	-1.39792931273306e+001,2.26122497904612e+001
5.42854742574325e+004	-1.39824835934518e+001,2.26216220945843e+001
5.42954752475315e+004	-1.39856728598155e+001,2.26309973826953e+001
5.43054762376305e+004	-1.39888609241850e+001,2.26403756565820e+001
5.43154772277295e+004	-1.39920477851090e+001,2.26497569164033e+001
5.43254782178285e+004	-1.39952334416838e+001,2.26591411610919e+001
5.43354792079275e+004	-1.39984178915508e+001,2.26685283927307e+001
5.43454801980265e+004	-1.40016011333230e+001,2.26779186112965e+001
5.43554811881255e+004	-1.40047831658413e+001,2.26873118162878e+001
5.43654821782246e+004	-1.40079639868137e+001,2.26967080095972e+001
5.43754831683236e+004	-1.40111435953641e+001,2.27061071901385e+001
5.43854841584226e+004	-1.40143219897133e+001,2.27155093587423e+001
5.43954851485216e+004	-1.40174991682031e+001,2.27249145159199e+001
5.44054861386206e+004	-1.40206751290615e+001,2.27343226625038e+001
5.44154871287196e+004	-1.40238498709890e+001,2.27437337982393e+001
5.44254881188186e+004	-1.40270233922241e+001,2.27531479239222e+001
5.44354891089176e+004	-1.40301956914734e+001,2.27625650392969e+001
5.44454900990167e+004	-1.40333667669096e+001,2.27719851452993e+001
5.44554910891157e+004	-1.40365366168934e+001,2.27814082423920e+001
5.44654920792147e+004	-1.40397052402398e+001,2.27908343301367e+001
5.44754930693137e+004	-1.40428726350343e+001,2.28002634095902e+001
5.44854940594127e+004	-1.40460387995925e+001,2.28096954813487e+001
5.44954950495117e+004	-1.40492037326542e+001,2.28191305450861e+001
5.45054960396107e+004	-1.40523674324019e+001,2.28285686016887e+001
5.45154970297097e+004	-1.40555298973657e+001,2.28380096512760e+001
5.45254980198087e+004	-1.40586911257233e+001,2.28474536946992e+001
5.45354990099078e+004	-1.40618511163777e+001,2.28569007313141e+001
5.45455000000068e+004	-1.40650098671598e+001,2.28663507627076e+001
5.45555009901058e+004	-1.40681673770459e+001,2.28758037880633e+001
5.45655019802048e+004	-1.40713236442287e+001,2.28852598082042e+001
5.45755029703038e+004	-1.40744786668336e+001,2.28947188240938e+001
5.45855039604028e+004	-1.40776324438471e+001,2.29041808348887e+001
5.45955049505018e+004	-1.40807849728280e+001,2.29136458427324e+001
5.46055059406008e+004	-1.40839362528378e+001,2.29231138466125e+001
5.46155069306998e+004	-1.40870862825220e+001,2.29325848464150e+001
5.46255079207989e+004	-1.40902350596604e+001,2.29420588438060e+001
5.46355089108979e+004	-1.40933825827526e+001,2.29515358389446e+001
5.46455099009969e+004	-1.40965288505187e+001,2.29610158315322e+001
5.46555108910959e+004	-1.40996738611844e+001,2.29704988223214e+001
5.46655118811949e+004	-1.41028176131828e+001,2.29799848115841e+001
5.46755128712939e+004	-1.41059601050311e+001,2.29894737994537e+001
5.46855138613929e+004	-1.41091013348153e+001,2.29989657869534e+001
5.46955148514919e+004	-1.41122413009850e+001,2.30084607743335e+001
5.47055158415910e+004	-1.41153800024975e+001,2.30179587607958e+001
5.47155168316900e+004	-1.41185174371575e+001,2.30274597479307e+001
5.47255178217890e+004	-1.41216536033523e+001,2.30369637361232e+001
5.47355188118880e+004	-1.41247885000473e+001,2.30464707245356e+001
5.47455198019870e+004	-1.41279221249858e+001,2.30559807149074e+001
5.47555207920860e+004	-1.41310544768519e+001,2.30654937069752e+001
5.47655217821850e+004	-1.41341855539712e+001,2.30750097012449e+001
5.47755227722840e+004	-1.41373153549614e+001,2.30845286975978e+001
5.47855237623830e+004	-1.41404438780920e+001,2.30940506966666e+001
5.47955247524821e+004	-1.41435711218343e+001,2.31035756986261e+001
5.48055257425811e+004	-1.41466970843093e+001,2.31131037043905e+001
5.48155267326801e+004	-1.41498217639316e+001,2.31226347142624e+001
5.48255277227791e+004	-1.41529451593390e+001,2.31321687280914e+001
5.48355287128781e+004	-1.41560672690281e+001,2.31417057459952e+001
5.48455297029771e+004	-1.41591880909061e+001,2.31512457693250e+001
5.48555306930761e+004	-1.41623076239150e+001,2.31607887972904e+001
5.48655316831751e+004	-1.41654258659716e+001,2.31703348311934e+001
5.48755326732742e+004	-1.41685428155794e+001,2.31798838711633e+001
5.48855336633732e+004	-1.41716584713958e+001,2.31894359169612e+001
5.48955346534722e+004	-1.41747728314939e+001,2.31989909695958e+001
5.49055356435712e+004	-1.41778858943191e+001,2.32085490292920e+001
5.49155366336702e+004	-1.41809976586100e+001,2.32181100956486e+001
5.49255376237692e+004	-1.41841081221483e+001,2.32276741702561e+001
5.49355386138682e+004	-1.41872172837684e+001,2.32372412525278e+001
5.49455396039672e+004	-1.41903251417623e+001,2.32468113429727e+001
5.49555405940662e+004	-1.41934316942977e+001,2.32563844423966e+001
5.49655415841653e+004	-1.41965369400612e+001,2.32659605504974e+001
5.49755425742643e+004	-1.41996408773689e+001,2.32755396677383e+001
5.49855435643633e+004	-1.42027435043957e+001,2.32851217948915e+001
5.49955445544623e+004	-1.42058448196822e+001,2.32947069319618e+001
5.50055455445613e+004	-1.42089448213252e+001,2.33042950798400e+001
5.50155465346603e+004	-1.42120435082646e+001,2.33138862377379e+001
5.50255475247593e+004	-1.42151408784494e+001,2.33234804068347e+001
5.50355485148583e+004	-1.42182369305183e+001,2.33330775869549e+001
5.50455495049574e+004	-1.42213316627360e+001,2.33426777786406e+001
5.50555504950564e+004	-1.42244250730597e+001,2.33522809830875e+001
5.50655514851554e+004	-1.42275171605172e+001,2.33618871992821e+001
5.50755524752544e+004	-1.42306079231515e+001,2.33714964282238e+001
5.50855534653534e+004	-1.42336973593920e+001,2.33811086701376e+001
5.50955544554524e+004	-1.42367854675941e+001,2.33907239253911e+001
5.51055554455514e+004	-1.42398722461829e+001,2.34003421941810e+001
5.51155564356504e+004	-1.42429576932987e+001,2.34099634773179e+001
5.51255574257494e+004	-1.42460418076048e+001,2.34195877745325e+001
5.51355584158485e+004	-1.42491245873840e+001,2.34292150863056e+001
5.51455594059475e+004	-1.42522060311701e+001,2.34388454126445e+001
5.51555603960465e+004	-1.42552861369500e+001,2.34484787546358e+001
5.51655613861455e+004	-1.42583649031757e+001,2.34581151124512e+001
5.51755623762445e+004	-1.42614423285272e+001,2.34677544857418e+001
5.51855633663435e+004	-1.42645184110863e+001,2.34773968754319e+001
5.51955643564425e+004	-1.42675931491605e+001,2.34870422819389e+001
5.52055653465415e+004	-1.42706665412859e+001,2.34966907052413e+001
5.52155663366406e+004	-1.42737385861755e+001,2.35063421449576e+001
5.52255673267396e+004	-1.42768092812091e+001,2.35159966033914e+001
5.52355683168386e+004	-1.42798786255603e+001,2.35256540792012e+001
5.52455693069376e+004	-1.42829466173972e+001,2.35353145731044e+001
5.52555702970366e+004	-1.42860132549748e+001,2.35449780856441e+001
5.52655712871356e+004	-1.42890785370071e+001,2.35546446164023e+001
5.52755722772346e+004	-1.42921424612893e+001,2.35643141668444e+001
5.52855732673336e+004	-1.42952050266158e+001,2.35739867363895e+001
5.52955742574326e+004	-1.42982662310185e+001,2.35836623260048e+001
5.53055752475317e+004	-1.43013260729972e+001,2.35933409357293e+001
5.53155762376307e+004	-1.43043845510569e+001,2.36030225655670e+001
5.53255772277297e+004	-1.43074416634607e+001,2.36127072160125e+001
5.53355782178287e+004	-1.43104974082590e+001,2.36223948879910e+001
5.53455792079277e+004	-1.43135517841862e+001,2.36320855810390e+001
5.53555801980267e+004	-1.43166047894544e+001,2.36417792957516e+001
5.53655811881257e+004	-1.43196564227343e+001,2.36514760317971e+001
5.53755821782247e+004	-1.43227066816079e+001,2.36611757910286e+001
5.53855831683237e+004	-1.43257555653104e+001,2.36708785719684e+001
5.53955841584228e+004	-1.43288030713447e+001,2.36805843766446e+001
5.54055851485218e+004	-1.43318491989514e+001,2.36902932035424e+001
5.54155861386208e+004	-1.43348939455658e+001,2.37000050548170e+001
5.54255871287198e+004	-1.43379373103543e+001,2.37097199291211e+001
5.54355881188188e+004	-1.43409792912287e+001,2.37194378276372e+001
5.54455891089178e+004	-1.43440198861823e+001,2.37291587513663e+001
5.54555900990168e+004	-1.43470590942370e+001,2.37388826992527e+001
5.54655910891158e+004	-1.43500969137152e+001,2.37486096716608e+001
5.54755920792149e+004	-1.43531333422873e+001,2.37583396702153e+001
5.54855930693139e+004	-1.43561683789991e+001,2.37680726938113e+001
5.54955940594129e+004	-1.43592020217000e+001,2.37778087437442e+001
5.55055950495119e+004	-1.43622342691052e+001,2.37875478195497e+001
5.55155960396109e+004	-1.43652651193939e+001,2.37972899218677e+001
5.55255970297099e+004	-1.43682945708182e+001,2.38070350511543e+001
5.55355980198089e+004	-1.43713226220354e+001,2.38167832070763e+001
5.55455990099079e+004	-1.43743492708262e+001,2.38265343910347e+001
5.55556000000069e+004	-1.43773745160135e+001,2.38362886023677e+001
5.55656009901060e+004	-1.43803983557796e+001,2.38460458416591e+001
5.55756019802050e+004	-1.43834207883246e+001,2.38558061094930e+001
5.55856029703040e+004	-1.43864418119912e+001,2.38655694061317e+001
5.55956039604030e+004	-1.43894614255436e+001,2.38753357310194e+001
5.56056049505020e+004	-1.43924796267708e+001,2.38851050855101e+001
5.56156059406010e+004	-1.43954964143671e+001,2.38948774692021e+001
5.56256069307000e+004	-1.43985117866114e+001,2.39046528824726e+001
5.56356079207990e+004	-1.44015257415518e+001,2.39144313261911e+001
5.56456089108981e+004	-1.44045382778901e+001,2.39242127998958e+001
5.56556099009971e+004	-1.44075493935876e+001,2.39339973046034e+001
5.56656108910961e+004	-1.44105590871925e+001,2.39437848401725e+001
5.56756118811951e+004	-1.44135673569984e+001,2.39535754069484e+001
5.56856128712941e+004	-1.44165742013175e+001,2.39633690052539e+001
5.56956138613931e+004	-1.44195796185343e+001,2.39731656352624e+001
5.57056148514921e+004	-1.44225836069597e+001,2.39829652972759e+001
5.57156158415911e+004	-1.44255861647406e+001,2.39927679919402e+001
5.57256168316901e+004	-1.44285872905270e+001,2.40025737188803e+001
5.57356178217892e+004	-1.44315869825556e+001,2.40123824785621e+001
5.57456188118882e+004	-1.44345852390654e+001,2.40221942714248e+001
5.57556198019872e+004	-1.44375820581401e+001,2.40320090982275e+001
5.57656207920862e+004	-1.44405774385195e+001,2.40418269584129e+001
5.57756217821852e+004	-1.44435713782059e+001,2.40516478528951e+001
5.57856227722842e+004	-1.44465638757003e+001,2.40614717815978e+001
5.57956237623832e+004	-1.44495549293412e+001,2.40712987447358e+001
5.58056247524822e+004	-1.44525445370638e+001,2.40811287433841e+001
5.58156257425813e+004	-1.44555326976243e+001,2.40909617769148e+001
5.58256267326803e+004	-1.44585194093677e+001,2.41007978455620e+001
5.58356277227793e+004	-1.44615046705721e+001,2.41106369496781e+001
5.58456287128783e+004	-1.44644884791635e+001,2.41204790902806e+001
5.58556297029773e+004	-1.44674708337677e+001,2.41303242670565e+001
5.58656306930763e+004	-1.44704517327378e+001,2.41401724801843e+001
5.58756316831753e+004	-1.44734311742786e+001,2.41500237301676e+001
5.58856326732743e+004	-1.44764091566641e+001,2.41598780173241e+001
5.58956336633733e+004	-1.44793856782801e+001,2.41697353418034e+001
5.59056346534724e+004	-1.44823607374909e+001,2.41795957037420e+001
5.59156356435714e+004	-1.44853343323459e+001,2.41894591039386e+001
5.59256366336704e+004	-1.44883064614811e+001,2.41993255420184e+001
5.59356376237694e+004	-1.44912771231902e+001,2.42091950182676e+001
5.59456386138684e+004	-1.44942463154478e+001,2.42190675336133e+001
5.59556396039674e+004	-1.44972140366466e+001,2.42289430881511e+001
5.59656405940664e+004	-1.45001802855972e+001,2.42388216811474e+001
5.59756415841654e+004	-1.45031450600279e+001,2.42487033139990e+001
5.59856425742645e+004	-1.45061083586731e+001,2.42585879861399e+001
5.59956435643635e+004	-1.45090701789410e+001,2.42684756995764e+001
5.60056445544625e+004	-1.45120305204013e+001,2.42783664520835e+001
5.60156455445615e+004	-1.45149893806345e+001,2.42882602453472e+001
5.60256465346605e+004	-1.45179467578840e+001,2.42981570797397e+001
5.60356475247595e+004	-1.45209026505642e+001,2.43080569552885e+001
5.60456485148585e+004	-1.45238570571854e+001,2.43179598718362e+001
5.60556495049575e+004	-1.45268099759189e+001,2.43278658299135e+001
5.60656504950565e+004	-1.45297614049329e+001,2.43377748300117e+001
5.60756514851556e+004	-1.45327113425827e+001,2.43476868722872e+001
5.60856524752546e+004	-1.45356597873796e+001,2.43576019565570e+001
5.60956534653536e+004	-1.45386067373462e+001,2.43675200836401e+001
5.61056544554526e+004	-1.45415521909131e+001,2.43774412534945e+001
5.61156554455516e+004	-1.45444961461927e+001,2.43873654667468e+001
5.61256564356506e+004	-1.45474386018019e+001,2.43972927230188e+001
5.61356574257496e+004	-1.45503795557670e+001,2.44072230230759e+001
5.61456584158486e+004	-1.45533190064542e+001,2.44171563670287e+001
5.61556594059476e+004	-1.45562569521548e+001,2.44270927551348e+001
5.61656603960467e+004	-1.45591933912380e+001,2.44370321874704e+001
5.61756613861457e+004	-1.45621283218359e+001,2.44469746646108e+001
5.61856623762447e+004	-1.45650617423331e+001,2.44569201866239e+001
5.61956633663437e+004	-1.45679936511855e+001,2.44668687533965e+001
5.62056643564427e+004	-1.45709240462794e+001,2.44768203659938e+001
5.62156653465417e+004	-1.45738529265225e+001,2.44867750234313e+001
5.62256663366407e+004	-1.45767802892772e+001,2.44967327277580e+001
5.62356673267397e+004	-1.45797061338079e+001,2.45066934773232e+001
5.62456683168388e+004	-1.45826304575608e+001,2.45166572739772e+001
5.62556693069378e+004	-1.45855532594649e+001,2.45266241167238e+001
5.62656702970368e+004	-1.45884745374919e+001,2.45365940064055e+001
5.62756712871358e+004	-1.45913942898080e+001,2.45465669435044e+001
5.62856722772348e+004	-1.45943125151614e+001,2.45565429273271e+001
5.62956732673338e+004	-1.45972292114607e+001,2.45665219588611e+001
5.63056742574328e+004	-1.46001443769552e+001,2.45765040383854e+001
5.63156752475318e+004	-1.46030580099769e+001,2.45864891660501e+001
5.63256762376308e+004	-1.46059701090461e+001,2.45964773416206e+001
5.63356772277299e+004	-1.46088806722467e+001,2.46064685656952e+001
5.63456782178289e+004	-1.46117896976752e+001,2.46164628388769e+001
5.63556792079279e+004	-1.46146971840239e+001,2.46264601605887e+001
5.63656801980269e+004	-1.46176031291187e+001,2.46364605319241e+001
5.63756811881259e+004	-1.46205075315109e+001,2.46464639526102e+001
