vi	-I(Rl)
8.319999999999867e+000	1.354834e+000
8.329999999999867e+000	1.356558e+000
8.339999999999867e+000	1.358283e+000
8.349999999999866e+000	1.360007e+000
8.359999999999866e+000	1.361732e+000
8.369999999999866e+000	1.363456e+000
8.379999999999866e+000	1.365181e+000
8.389999999999866e+000	1.366906e+000
8.399999999999865e+000	1.368631e+000
8.409999999999865e+000	1.370357e+000
8.419999999999865e+000	1.372082e+000
8.429999999999865e+000	1.373807e+000
8.439999999999865e+000	1.375533e+000
8.449999999999864e+000	1.377259e+000
8.459999999999864e+000	1.378984e+000
8.469999999999864e+000	1.380710e+000
8.479999999999864e+000	1.382436e+000
8.489999999999863e+000	1.384163e+000
8.499999999999863e+000	1.385889e+000
8.509999999999863e+000	1.387615e+000
8.519999999999863e+000	1.389342e+000
8.529999999999863e+000	1.391068e+000
8.539999999999862e+000	1.392795e+000
8.549999999999862e+000	1.394521e+000
8.559999999999862e+000	1.396249e+000
8.569999999999862e+000	1.397976e+000
8.579999999999862e+000	1.399703e+000
8.589999999999861e+000	1.401431e+000
8.599999999999861e+000	1.403158e+000
8.609999999999861e+000	1.404886e+000
8.619999999999861e+000	1.406613e+000
8.629999999999860e+000	1.408341e+000
8.639999999999860e+000	1.410069e+000
8.649999999999860e+000	1.411797e+000
8.659999999999860e+000	1.413525e+000
8.669999999999860e+000	1.415253e+000
8.679999999999859e+000	1.416982e+000
8.689999999999859e+000	1.418710e+000
8.699999999999859e+000	1.420439e+000
8.709999999999859e+000	1.422167e+000
8.719999999999859e+000	1.423896e+000
8.729999999999858e+000	1.425625e+000
8.739999999999858e+000	1.427354e+000
8.749999999999858e+000	1.429083e+000
8.759999999999858e+000	1.430812e+000
8.769999999999858e+000	1.432542e+000
8.779999999999857e+000	1.434271e+000
8.789999999999857e+000	1.436001e+000
8.799999999999857e+000	1.437731e+000
8.809999999999857e+000	1.439460e+000
8.819999999999856e+000	1.441190e+000
8.829999999999856e+000	1.442920e+000
8.839999999999856e+000	1.444650e+000
8.849999999999856e+000	1.446380e+000
8.859999999999856e+000	1.448111e+000
8.869999999999855e+000	1.449841e+000
8.879999999999855e+000	1.451571e+000
8.889999999999855e+000	1.453302e+000
8.899999999999855e+000	1.455033e+000
8.909999999999855e+000	1.456763e+000
8.919999999999854e+000	1.458495e+000
8.929999999999854e+000	1.460226e+000
8.939999999999854e+000	1.461957e+000
8.949999999999854e+000	1.463688e+000
8.959999999999853e+000	1.465419e+000
8.969999999999853e+000	1.467151e+000
8.979999999999853e+000	1.468882e+000
8.989999999999853e+000	1.470614e+000
8.999999999999853e+000	1.472345e+000
9.009999999999852e+000	1.474078e+000
9.019999999999852e+000	1.475810e+000
9.029999999999852e+000	1.477542e+000
9.039999999999852e+000	1.479274e+000
9.049999999999852e+000	1.481006e+000
9.059999999999851e+000	1.482739e+000
9.069999999999851e+000	1.484471e+000
9.079999999999851e+000	1.486204e+000
9.089999999999851e+000	1.487936e+000
9.099999999999850e+000	1.489669e+000
9.109999999999850e+000	1.491402e+000
9.119999999999850e+000	1.493135e+000
9.129999999999850e+000	1.494868e+000
9.139999999999850e+000	1.496601e+000
9.149999999999849e+000	1.498334e+000
9.159999999999849e+000	1.500068e+000
9.169999999999849e+000	1.501801e+000
9.179999999999849e+000	1.503535e+000
9.189999999999849e+000	1.505268e+000
9.199999999999848e+000	1.507002e+000
9.209999999999848e+000	1.508736e+000
9.219999999999848e+000	1.510470e+000
9.229999999999848e+000	1.512204e+000
9.239999999999847e+000	1.513938e+000
9.249999999999847e+000	1.515672e+000
9.259999999999847e+000	1.517406e+000
9.269999999999847e+000	1.519141e+000
9.279999999999847e+000	1.520875e+000
9.289999999999846e+000	1.522609e+000
9.299999999999846e+000	1.524344e+000
9.309999999999846e+000	1.526079e+000
9.319999999999846e+000	1.527814e+000
9.329999999999846e+000	1.529549e+000
9.339999999999845e+000	1.531283e+000
9.349999999999845e+000	1.533019e+000
9.359999999999845e+000	1.534754e+000
9.369999999999845e+000	1.536490e+000
9.379999999999845e+000	1.538225e+000
9.389999999999844e+000	1.539961e+000
9.399999999999844e+000	1.541696e+000
9.409999999999844e+000	1.543432e+000
9.419999999999844e+000	1.545168e+000
9.429999999999843e+000	1.546903e+000
9.439999999999843e+000	1.548639e+000
9.449999999999843e+000	1.550375e+000
9.459999999999843e+000	1.552112e+000
9.469999999999843e+000	1.553848e+000
9.479999999999842e+000	1.555584e+000
9.489999999999842e+000	1.557320e+000
9.499999999999842e+000	1.559057e+000
9.509999999999842e+000	1.560794e+000
9.519999999999842e+000	1.562530e+000
9.529999999999841e+000	1.564267e+000
9.539999999999841e+000	1.566004e+000
9.549999999999841e+000	1.567741e+000
9.559999999999841e+000	1.569478e+000
9.569999999999840e+000	1.571215e+000
9.579999999999840e+000	1.572952e+000
9.589999999999840e+000	1.574689e+000
9.599999999999840e+000	1.576427e+000
9.609999999999840e+000	1.578164e+000
9.619999999999839e+000	1.579901e+000
9.629999999999839e+000	1.581639e+000
9.639999999999839e+000	1.583377e+000
9.649999999999839e+000	1.585114e+000
9.659999999999839e+000	1.586852e+000
9.669999999999838e+000	1.588590e+000
9.679999999999838e+000	1.590328e+000
9.689999999999838e+000	1.592066e+000
9.699999999999838e+000	1.593805e+000
9.709999999999837e+000	1.595543e+000
9.719999999999837e+000	1.597281e+000
9.729999999999837e+000	1.599020e+000
9.739999999999837e+000	1.600758e+000
9.749999999999837e+000	1.602497e+000
9.759999999999836e+000	1.604235e+000
9.769999999999836e+000	1.605974e+000
9.779999999999836e+000	1.607713e+000
9.789999999999836e+000	1.609452e+000
9.799999999999836e+000	1.611191e+000
9.809999999999835e+000	1.612930e+000
9.819999999999835e+000	1.614669e+000
9.829999999999835e+000	1.616409e+000
9.839999999999835e+000	1.618148e+000
9.849999999999834e+000	1.619887e+000
9.859999999999834e+000	1.621627e+000
9.869999999999834e+000	1.623366e+000
9.879999999999834e+000	1.625106e+000
9.889999999999834e+000	1.626846e+000
9.899999999999833e+000	1.628585e+000
9.909999999999833e+000	1.630325e+000
9.919999999999833e+000	1.632066e+000
9.929999999999833e+000	1.633806e+000
9.939999999999833e+000	1.635546e+000
9.949999999999832e+000	1.637286e+000
9.959999999999832e+000	1.639026e+000
9.969999999999832e+000	1.640766e+000
9.979999999999832e+000	1.642507e+000
9.989999999999832e+000	1.644247e+000
9.999999999999831e+000	1.645988e+000
1.000999999999983e+001	1.647729e+000
1.001999999999983e+001	1.649469e+000
1.002999999999983e+001	1.651210e+000
1.003999999999983e+001	1.652951e+000
1.004999999999983e+001	1.654692e+000
1.005999999999983e+001	1.656433e+000
1.006999999999983e+001	1.658174e+000
1.007999999999983e+001	1.659915e+000
1.008999999999983e+001	1.661657e+000
1.009999999999983e+001	1.663398e+000
1.010999999999983e+001	1.665139e+000
1.011999999999983e+001	1.666881e+000
1.012999999999983e+001	1.668623e+000
1.013999999999983e+001	1.670364e+000
1.014999999999983e+001	1.672106e+000
1.015999999999983e+001	1.673848e+000
1.016999999999983e+001	1.675590e+000
1.017999999999983e+001	1.677332e+000
1.018999999999983e+001	1.679074e+000
1.019999999999983e+001	1.680816e+000
1.020999999999983e+001	1.682558e+000
1.021999999999983e+001	1.684300e+000
1.022999999999983e+001	1.686042e+000
1.023999999999983e+001	1.687785e+000
1.024999999999983e+001	1.689527e+000
1.025999999999983e+001	1.691270e+000
1.026999999999983e+001	1.693012e+000
1.027999999999983e+001	1.694755e+000
1.028999999999983e+001	1.696498e+000
1.029999999999983e+001	1.698240e+000
1.030999999999983e+001	1.699983e+000
1.031999999999982e+001	1.701726e+000
1.032999999999982e+001	1.703469e+000
1.033999999999982e+001	1.705212e+000
1.034999999999982e+001	1.706956e+000
1.035999999999982e+001	1.708699e+000
1.036999999999982e+001	1.710442e+000
1.037999999999982e+001	1.712186e+000
1.038999999999982e+001	1.713929e+000
1.039999999999982e+001	1.715673e+000
1.040999999999982e+001	1.717416e+000
1.041999999999982e+001	1.719160e+000
1.042999999999982e+001	1.720903e+000
1.043999999999982e+001	1.722647e+000
1.044999999999982e+001	1.724391e+000
1.045999999999982e+001	1.726135e+000
1.046999999999982e+001	1.727879e+000
1.047999999999982e+001	1.729623e+000
1.048999999999982e+001	1.731367e+000
1.049999999999982e+001	1.733111e+000
1.050999999999982e+001	1.734856e+000
1.051999999999982e+001	1.736600e+000
1.052999999999982e+001	1.738344e+000
1.053999999999982e+001	1.740089e+000
1.054999999999982e+001	1.741833e+000
1.055999999999982e+001	1.743578e+000
1.056999999999982e+001	1.745323e+000
1.057999999999982e+001	1.747067e+000
1.058999999999982e+001	1.748812e+000
1.059999999999982e+001	1.750557e+000
1.060999999999982e+001	1.752302e+000
1.061999999999982e+001	1.754047e+000
1.062999999999982e+001	1.755792e+000
1.063999999999982e+001	1.757537e+000
1.064999999999982e+001	1.759282e+000
1.065999999999982e+001	1.761028e+000
1.066999999999982e+001	1.762773e+000
1.067999999999982e+001	1.764518e+000
1.068999999999982e+001	1.766264e+000
1.069999999999982e+001	1.768009e+000
1.070999999999982e+001	1.769755e+000
1.071999999999982e+001	1.771501e+000
1.072999999999982e+001	1.773246e+000
1.073999999999982e+001	1.774992e+000
1.074999999999982e+001	1.776738e+000
1.075999999999982e+001	1.778484e+000
1.076999999999982e+001	1.780230e+000
1.077999999999982e+001	1.781976e+000
1.078999999999981e+001	1.783722e+000
1.079999999999981e+001	1.785468e+000
1.080999999999981e+001	1.787214e+000
1.081999999999981e+001	1.788960e+000
1.082999999999981e+001	1.790707e+000
1.083999999999981e+001	1.792453e+000
1.084999999999981e+001	1.794200e+000
1.085999999999981e+001	1.795946e+000
1.086999999999981e+001	1.797693e+000
1.087999999999981e+001	1.799439e+000
1.088999999999981e+001	1.801186e+000
1.089999999999981e+001	1.802933e+000
1.090999999999981e+001	1.804680e+000
1.091999999999981e+001	1.806427e+000
1.092999999999981e+001	1.808174e+000
1.093999999999981e+001	1.809921e+000
1.094999999999981e+001	1.811668e+000
1.095999999999981e+001	1.813415e+000
1.096999999999981e+001	1.815162e+000
1.097999999999981e+001	1.816909e+000
1.098999999999981e+001	1.818656e+000
1.099999999999981e+001	1.820404e+000
1.100999999999981e+001	1.822151e+000
1.101999999999981e+001	1.823899e+000
1.102999999999981e+001	1.825646e+000
1.103999999999981e+001	1.827394e+000
1.104999999999981e+001	1.829142e+000
1.105999999999981e+001	1.830889e+000
1.106999999999981e+001	1.832637e+000
1.107999999999981e+001	1.834385e+000
1.108999999999981e+001	1.836133e+000
1.109999999999981e+001	1.837881e+000
1.110999999999981e+001	1.839629e+000
1.111999999999981e+001	1.841377e+000
1.112999999999981e+001	1.843125e+000
1.113999999999981e+001	1.844873e+000
1.114999999999981e+001	1.846621e+000
1.115999999999981e+001	1.848370e+000
1.116999999999981e+001	1.850118e+000
1.117999999999981e+001	1.851866e+000
1.118999999999981e+001	1.853615e+000
1.119999999999981e+001	1.855363e+000
1.120999999999981e+001	1.857112e+000
1.121999999999981e+001	1.858861e+000
1.122999999999981e+001	1.860609e+000
1.123999999999981e+001	1.862358e+000
1.124999999999981e+001	1.864107e+000
1.125999999999980e+001	1.865856e+000
1.126999999999980e+001	1.867605e+000
1.127999999999980e+001	1.869354e+000
1.128999999999980e+001	1.871103e+000
1.129999999999980e+001	1.872852e+000
1.130999999999980e+001	1.874601e+000
1.131999999999980e+001	1.876350e+000
1.132999999999980e+001	1.878099e+000
1.133999999999980e+001	1.879849e+000
1.134999999999980e+001	1.881598e+000
1.135999999999980e+001	1.883348e+000
1.136999999999980e+001	1.885097e+000
1.137999999999980e+001	1.886846e+000
1.138999999999980e+001	1.888596e+000
1.139999999999980e+001	1.890346e+000
1.140999999999980e+001	1.892095e+000
1.141999999999980e+001	1.893845e+000
1.142999999999980e+001	1.895595e+000
1.143999999999980e+001	1.897345e+000
1.144999999999980e+001	1.899095e+000
1.145999999999980e+001	1.900844e+000
1.146999999999980e+001	1.902594e+000
1.147999999999980e+001	1.904345e+000
1.148999999999980e+001	1.906095e+000
1.149999999999980e+001	1.907845e+000
1.150999999999980e+001	1.909595e+000
1.151999999999980e+001	1.911345e+000
1.152999999999980e+001	1.913096e+000
1.153999999999980e+001	1.914846e+000
1.154999999999980e+001	1.916596e+000
1.155999999999980e+001	1.918347e+000
1.156999999999980e+001	1.920098e+000
1.157999999999980e+001	1.921848e+000
1.158999999999980e+001	1.923599e+000
1.159999999999980e+001	1.925349e+000
1.160999999999980e+001	1.927100e+000
1.161999999999980e+001	1.928851e+000
1.162999999999980e+001	1.930602e+000
1.163999999999980e+001	1.932353e+000
1.164999999999980e+001	1.934104e+000
1.165999999999980e+001	1.935855e+000
1.166999999999980e+001	1.937606e+000
1.167999999999980e+001	1.939357e+000
1.168999999999980e+001	1.941108e+000
1.169999999999980e+001	1.942859e+000
1.170999999999980e+001	1.944610e+000
1.171999999999980e+001	1.946361e+000
1.172999999999979e+001	1.948113e+000
1.173999999999979e+001	1.949864e+000
1.174999999999979e+001	1.951616e+000
1.175999999999979e+001	1.953367e+000
1.176999999999979e+001	1.955119e+000
1.177999999999979e+001	1.956870e+000
1.178999999999979e+001	1.958622e+000
1.179999999999979e+001	1.960373e+000
1.180999999999979e+001	1.962125e+000
1.181999999999979e+001	1.963877e+000
1.182999999999979e+001	1.965629e+000
1.183999999999979e+001	1.967381e+000
1.184999999999979e+001	1.969133e+000
1.185999999999979e+001	1.970884e+000
1.186999999999979e+001	1.972636e+000
1.187999999999979e+001	1.974388e+000
1.188999999999979e+001	1.976141e+000
1.189999999999979e+001	1.977893e+000
1.190999999999979e+001	1.979645e+000
1.191999999999979e+001	1.981397e+000
1.192999999999979e+001	1.983149e+000
1.193999999999979e+001	1.984902e+000
1.194999999999979e+001	1.986654e+000
1.195999999999979e+001	1.988407e+000
1.196999999999979e+001	1.990159e+000
1.197999999999979e+001	1.991912e+000
1.198999999999979e+001	1.993664e+000
1.199999999999979e+001	1.995417e+000
1.200999999999979e+001	1.997169e+000
1.201999999999979e+001	1.998922e+000
1.202999999999979e+001	2.000675e+000
1.203999999999979e+001	2.002428e+000
1.204999999999979e+001	2.004180e+000
1.205999999999979e+001	2.005933e+000
1.206999999999979e+001	2.007686e+000
1.207999999999979e+001	2.009439e+000
1.208999999999979e+001	2.011192e+000
1.209999999999979e+001	2.012945e+000
1.210999999999979e+001	2.014698e+000
1.211999999999979e+001	2.016451e+000
1.212999999999979e+001	2.018205e+000
1.213999999999979e+001	2.019958e+000
1.214999999999979e+001	2.021711e+000
1.215999999999979e+001	2.023464e+000
1.216999999999979e+001	2.025218e+000
1.217999999999979e+001	2.026971e+000
1.218999999999979e+001	2.028724e+000
1.219999999999978e+001	2.030478e+000
1.220999999999978e+001	2.032232e+000
1.221999999999978e+001	2.033985e+000
1.222999999999978e+001	2.035739e+000
1.223999999999978e+001	2.037492e+000
1.224999999999978e+001	2.039246e+000
1.225999999999978e+001	2.041000e+000
1.226999999999978e+001	2.042753e+000
1.227999999999978e+001	2.044508e+000
1.228999999999978e+001	2.046261e+000
1.229999999999978e+001	2.047118e+000
1.230999999999978e+001	2.047127e+000
1.231999999999978e+001	2.047137e+000
1.232999999999978e+001	2.047147e+000
1.233999999999978e+001	2.047157e+000
1.234999999999978e+001	2.047166e+000
1.235999999999978e+001	2.047176e+000
1.236999999999978e+001	2.047186e+000
1.237999999999978e+001	2.047195e+000
1.238999999999978e+001	2.047205e+000
1.239999999999978e+001	2.047215e+000
1.240999999999978e+001	2.047225e+000
1.241999999999978e+001	2.047234e+000
1.242999999999978e+001	2.047244e+000
1.243999999999978e+001	2.047254e+000
1.244999999999978e+001	2.047263e+000
1.245999999999978e+001	2.047273e+000
1.246999999999978e+001	2.047283e+000
1.247999999999978e+001	2.047292e+000
1.248999999999978e+001	2.047302e+000
1.249999999999978e+001	2.047312e+000
1.250999999999978e+001	2.047321e+000
1.251999999999978e+001	2.047331e+000
1.252999999999978e+001	2.047341e+000
1.253999999999978e+001	2.047350e+000
1.254999999999978e+001	2.047360e+000
1.255999999999978e+001	2.047370e+000
1.256999999999978e+001	2.047379e+000
1.257999999999978e+001	2.047389e+000
1.258999999999978e+001	2.047399e+000
1.259999999999978e+001	2.047408e+000
1.260999999999978e+001	2.047418e+000
1.261999999999978e+001	2.047428e+000
1.262999999999978e+001	2.047437e+000
1.263999999999978e+001	2.047447e+000
1.264999999999978e+001	2.047457e+000
1.265999999999978e+001	2.047466e+000
1.266999999999977e+001	2.047476e+000
1.267999999999977e+001	2.047486e+000
1.268999999999977e+001	2.047495e+000
1.269999999999977e+001	2.047505e+000
1.270999999999977e+001	2.047514e+000
1.271999999999977e+001	2.047524e+000
1.272999999999977e+001	2.047534e+000
1.273999999999977e+001	2.047544e+000
1.274999999999977e+001	2.047553e+000
1.275999999999977e+001	2.047563e+000
1.276999999999977e+001	2.047572e+000
1.277999999999977e+001	2.047582e+000
1.278999999999977e+001	2.047592e+000
1.279999999999977e+001	2.047601e+000
1.280999999999977e+001	2.047611e+000
1.281999999999977e+001	2.047621e+000
1.282999999999977e+001	2.047630e+000
1.283999999999977e+001	2.047640e+000
1.284999999999977e+001	2.047649e+000
1.285999999999977e+001	2.047659e+000
1.286999999999977e+001	2.047669e+000
1.287999999999977e+001	2.047678e+000
1.288999999999977e+001	2.047688e+000
1.289999999999977e+001	2.047698e+000
1.290999999999977e+001	2.047707e+000
1.291999999999977e+001	2.047717e+000
1.292999999999977e+001	2.047726e+000
1.293999999999977e+001	2.047736e+000
1.294999999999977e+001	2.047745e+000
1.295999999999977e+001	2.047755e+000
1.296999999999977e+001	2.047765e+000
1.297999999999977e+001	2.047774e+000
1.298999999999977e+001	2.047784e+000
1.299999999999977e+001	2.047794e+000
1.300999999999977e+001	2.047803e+000
1.301999999999977e+001	2.047813e+000
1.302999999999977e+001	2.047822e+000
1.303999999999977e+001	2.047832e+000
1.304999999999977e+001	2.047842e+000
1.305999999999977e+001	2.047851e+000
1.306999999999977e+001	2.047861e+000
1.307999999999977e+001	2.047870e+000
1.308999999999977e+001	2.047880e+000
1.309999999999977e+001	2.047889e+000
1.310999999999977e+001	2.047899e+000
1.311999999999977e+001	2.047909e+000
1.312999999999977e+001	2.047918e+000
1.313999999999976e+001	2.047928e+000
1.314999999999976e+001	2.047937e+000
1.315999999999976e+001	2.047947e+000
1.316999999999976e+001	2.047956e+000
1.317999999999976e+001	2.047966e+000
1.318999999999976e+001	2.047976e+000
1.319999999999976e+001	2.047985e+000
1.320999999999976e+001	2.047995e+000
1.321999999999976e+001	2.048004e+000
1.322999999999976e+001	2.048014e+000
1.323999999999976e+001	2.048023e+000
1.324999999999976e+001	2.048033e+000
1.325999999999976e+001	2.048043e+000
1.326999999999976e+001	2.048052e+000
1.327999999999976e+001	2.048062e+000
1.328999999999976e+001	2.048071e+000
1.329999999999976e+001	2.048081e+000
1.330999999999976e+001	2.048090e+000
1.331999999999976e+001	2.048100e+000
1.332999999999976e+001	2.048110e+000
1.333999999999976e+001	2.048119e+000
1.334999999999976e+001	2.048129e+000
1.335999999999976e+001	2.048138e+000
1.336999999999976e+001	2.048148e+000
1.337999999999976e+001	2.048157e+000
1.338999999999976e+001	2.048167e+000
1.339999999999976e+001	2.048176e+000
1.340999999999976e+001	2.048186e+000
1.341999999999976e+001	2.048195e+000
1.342999999999976e+001	2.048205e+000
1.343999999999976e+001	2.048214e+000
1.344999999999976e+001	2.048224e+000
1.345999999999976e+001	2.048234e+000
1.346999999999976e+001	2.048243e+000
1.347999999999976e+001	2.048253e+000
1.348999999999976e+001	2.048262e+000
1.349999999999976e+001	2.048272e+000
1.350999999999976e+001	2.048281e+000
1.351999999999976e+001	2.048291e+000
1.352999999999976e+001	2.048300e+000
1.353999999999976e+001	2.048310e+000
1.354999999999976e+001	2.048319e+000
1.355999999999976e+001	2.048329e+000
1.356999999999976e+001	2.048338e+000
1.357999999999976e+001	2.048348e+000
1.358999999999976e+001	2.048357e+000
1.359999999999976e+001	2.048367e+000
1.360999999999975e+001	2.048376e+000
1.361999999999975e+001	2.048386e+000
1.362999999999975e+001	2.048395e+000
1.363999999999975e+001	2.048405e+000
1.364999999999975e+001	2.048414e+000
1.365999999999975e+001	2.048424e+000
1.366999999999975e+001	2.048433e+000
1.367999999999975e+001	2.048443e+000
1.368999999999975e+001	2.048452e+000
1.369999999999975e+001	2.048462e+000
1.370999999999975e+001	2.048471e+000
1.371999999999975e+001	2.048481e+000
1.372999999999975e+001	2.048490e+000
1.373999999999975e+001	2.048500e+000
1.374999999999975e+001	2.048509e+000
1.375999999999975e+001	2.048519e+000
1.376999999999975e+001	2.048528e+000
1.377999999999975e+001	2.048537e+000
1.378999999999975e+001	2.048547e+000
1.379999999999975e+001	2.048557e+000
1.380999999999975e+001	2.048566e+000
1.381999999999975e+001	2.048575e+000
1.382999999999975e+001	2.048585e+000
1.383999999999975e+001	2.048594e+000
1.384999999999975e+001	2.048604e+000
1.385999999999975e+001	2.048613e+000
1.386999999999975e+001	2.048623e+000
1.387999999999975e+001	2.048632e+000
1.388999999999975e+001	2.048642e+000
1.389999999999975e+001	2.048651e+000
1.390999999999975e+001	2.048661e+000
1.391999999999975e+001	2.048670e+000
1.392999999999975e+001	2.048680e+000
1.393999999999975e+001	2.048689e+000
1.394999999999975e+001	2.048698e+000
1.395999999999975e+001	2.048708e+000
1.396999999999975e+001	2.048717e+000
1.397999999999975e+001	2.048727e+000
1.398999999999975e+001	2.048736e+000
1.399999999999975e+001	2.048746e+000
1.400999999999975e+001	2.048755e+000
1.401999999999975e+001	2.048764e+000
1.402999999999975e+001	2.048774e+000
1.403999999999975e+001	2.048784e+000
1.404999999999975e+001	2.048793e+000
1.405999999999975e+001	2.048802e+000
1.406999999999974e+001	2.048812e+000
1.407999999999974e+001	2.048821e+000
1.408999999999974e+001	2.048831e+000
1.409999999999974e+001	2.048840e+000
1.410999999999974e+001	2.048850e+000
1.411999999999974e+001	2.048859e+000
1.412999999999974e+001	2.048868e+000
1.413999999999974e+001	2.048878e+000
1.414999999999974e+001	2.048887e+000
1.415999999999974e+001	2.048897e+000
1.416999999999974e+001	2.048906e+000
1.417999999999974e+001	2.048915e+000
1.418999999999974e+001	2.048925e+000
1.419999999999974e+001	2.048934e+000
1.420999999999974e+001	2.048944e+000
1.421999999999974e+001	2.048953e+000
1.422999999999974e+001	2.048963e+000
1.423999999999974e+001	2.048972e+000
1.424999999999974e+001	2.048981e+000
1.425999999999974e+001	2.048991e+000
1.426999999999974e+001	2.049000e+000
1.427999999999974e+001	2.049010e+000
1.428999999999974e+001	2.049019e+000
1.429999999999974e+001	2.049028e+000
1.430999999999974e+001	2.049038e+000
1.431999999999974e+001	2.049047e+000
1.432999999999974e+001	2.049057e+000
1.433999999999974e+001	2.049066e+000
1.434999999999974e+001	2.049075e+000
1.435999999999974e+001	2.049085e+000
1.436999999999974e+001	2.049094e+000
1.437999999999974e+001	2.049103e+000
1.438999999999974e+001	2.049113e+000
1.439999999999974e+001	2.049122e+000
1.440999999999974e+001	2.049132e+000
1.441999999999974e+001	2.049141e+000
1.442999999999974e+001	2.049150e+000
1.443999999999974e+001	2.049160e+000
1.444999999999974e+001	2.049169e+000
1.445999999999974e+001	2.049178e+000
1.446999999999974e+001	2.049188e+000
1.447999999999974e+001	2.049197e+000
1.448999999999974e+001	2.049207e+000
1.449999999999974e+001	2.049216e+000
1.450999999999974e+001	2.049225e+000
1.451999999999974e+001	2.049235e+000
1.452999999999974e+001	2.049244e+000
1.453999999999973e+001	2.049253e+000
1.454999999999973e+001	2.049263e+000
1.455999999999973e+001	2.049272e+000
1.456999999999973e+001	2.049282e+000
1.457999999999973e+001	2.049291e+000
1.458999999999973e+001	2.049300e+000
1.459999999999973e+001	2.049310e+000
1.460999999999973e+001	2.049319e+000
1.461999999999973e+001	2.049328e+000
1.462999999999973e+001	2.049338e+000
1.463999999999973e+001	2.049347e+000
1.464999999999973e+001	2.049356e+000
1.465999999999973e+001	2.049366e+000
1.466999999999973e+001	2.049375e+000
1.467999999999973e+001	2.049384e+000
1.468999999999973e+001	2.049394e+000
1.469999999999973e+001	2.049403e+000
1.470999999999973e+001	2.049412e+000
1.471999999999973e+001	2.049422e+000
1.472999999999973e+001	2.049431e+000
1.473999999999973e+001	2.049440e+000
1.474999999999973e+001	2.049450e+000
1.475999999999973e+001	2.049459e+000
1.476999999999973e+001	2.049468e+000
1.477999999999973e+001	2.049478e+000
1.478999999999973e+001	2.049487e+000
1.479999999999973e+001	2.049496e+000
1.480999999999973e+001	2.049506e+000
1.481999999999973e+001	2.049515e+000
1.482999999999973e+001	2.049524e+000
1.483999999999973e+001	2.049534e+000
1.484999999999973e+001	2.049543e+000
1.485999999999973e+001	2.049552e+000
1.486999999999973e+001	2.049562e+000
1.487999999999973e+001	2.049571e+000
1.488999999999973e+001	2.049580e+000
1.489999999999973e+001	2.049590e+000
1.490999999999973e+001	2.049599e+000
1.491999999999973e+001	2.049608e+000
1.492999999999973e+001	2.049618e+000
1.493999999999973e+001	2.049627e+000
1.494999999999973e+001	2.049636e+000
1.495999999999973e+001	2.049645e+000
1.496999999999973e+001	2.049655e+000
1.497999999999973e+001	2.049664e+000
1.498999999999973e+001	2.049673e+000
1.499999999999973e+001	2.049683e+000
1.500999999999972e+001	2.049692e+000
1.501999999999972e+001	2.049701e+000
1.502999999999972e+001	2.049711e+000
1.503999999999972e+001	2.049720e+000
1.504999999999972e+001	2.049729e+000
1.505999999999972e+001	2.049738e+000
1.506999999999972e+001	2.049747e+000
1.507999999999972e+001	2.049757e+000
1.508999999999972e+001	2.049766e+000
1.509999999999972e+001	2.049775e+000
1.510999999999972e+001	2.049785e+000
1.511999999999972e+001	2.049794e+000
1.512999999999972e+001	2.049803e+000
1.513999999999972e+001	2.049813e+000
1.514999999999972e+001	2.049822e+000
1.515999999999972e+001	2.049831e+000
1.516999999999972e+001	2.049840e+000
1.517999999999972e+001	2.049850e+000
1.518999999999972e+001	2.049859e+000
1.519999999999972e+001	2.049868e+000
1.520999999999972e+001	2.049877e+000
1.521999999999972e+001	2.049887e+000
1.522999999999972e+001	2.049896e+000
1.523999999999972e+001	2.049905e+000
1.524999999999972e+001	2.049914e+000
1.525999999999972e+001	2.049924e+000
1.526999999999972e+001	2.049933e+000
1.527999999999972e+001	2.049942e+000
1.528999999999972e+001	2.049952e+000
1.529999999999972e+001	2.049961e+000
1.530999999999972e+001	2.049970e+000
1.531999999999972e+001	2.049979e+000
1.532999999999972e+001	2.049989e+000
1.533999999999972e+001	2.049998e+000
1.534999999999972e+001	2.050007e+000
1.535999999999972e+001	2.050016e+000
1.536999999999972e+001	2.050025e+000
1.537999999999972e+001	2.050035e+000
1.538999999999972e+001	2.050044e+000
1.539999999999972e+001	2.050053e+000
1.540999999999972e+001	2.050062e+000
1.541999999999972e+001	2.050072e+000
1.542999999999972e+001	2.050081e+000
1.543999999999972e+001	2.050090e+000
1.544999999999972e+001	2.050099e+000
1.545999999999972e+001	2.050108e+000
1.546999999999972e+001	2.050118e+000
1.547999999999971e+001	2.050127e+000
1.548999999999971e+001	2.050136e+000
1.549999999999971e+001	2.050145e+000
1.550999999999971e+001	2.050155e+000
1.551999999999971e+001	2.050164e+000
1.552999999999971e+001	2.050173e+000
1.553999999999971e+001	2.050182e+000
1.554999999999971e+001	2.050191e+000
1.555999999999971e+001	2.050201e+000
1.556999999999971e+001	2.050210e+000
1.557999999999971e+001	2.050219e+000
1.558999999999971e+001	2.050228e+000
1.559999999999971e+001	2.050238e+000
1.560999999999971e+001	2.050247e+000
1.561999999999971e+001	2.050256e+000
1.562999999999971e+001	2.050265e+000
1.563999999999971e+001	2.050274e+000
1.564999999999971e+001	2.050284e+000
1.565999999999971e+001	2.050293e+000
1.566999999999971e+001	2.050302e+000
