riadj	-I(Rl)
5.050000000000100e+003	5.819497e-001
5.060000000000100e+003	5.811237e-001
5.070000000000100e+003	5.803000e-001
5.080000000000100e+003	5.794787e-001
5.090000000000100e+003	5.786596e-001
5.100000000000100e+003	5.778429e-001
5.110000000000100e+003	5.770284e-001
5.120000000000100e+003	5.762163e-001
5.130000000000100e+003	5.754064e-001
5.140000000000100e+003	5.745988e-001
5.150000000000100e+003	5.737935e-001
5.160000000000100e+003	5.729904e-001
5.170000000000100e+003	5.721896e-001
5.180000000000100e+003	5.713909e-001
5.190000000000100e+003	5.705945e-001
5.200000000000100e+003	5.698003e-001
5.210000000000100e+003	5.690083e-001
5.220000000000100e+003	5.682185e-001
5.230000000000100e+003	5.674309e-001
5.240000000000100e+003	5.666454e-001
5.250000000000100e+003	5.658622e-001
5.260000000000100e+003	5.650811e-001
5.270000000000100e+003	5.643021e-001
5.280000000000100e+003	5.635253e-001
5.290000000000100e+003	5.627506e-001
5.300000000000100e+003	5.619780e-001
5.310000000000100e+003	5.612076e-001
5.320000000000100e+003	5.604392e-001
5.330000000000100e+003	5.596730e-001
5.340000000000100e+003	5.589088e-001
5.350000000000100e+003	5.581468e-001
5.360000000000100e+003	5.573868e-001
5.370000000000100e+003	5.566288e-001
5.380000000000100e+003	5.558729e-001
5.390000000000100e+003	5.551190e-001
5.400000000000100e+003	5.543673e-001
5.410000000000100e+003	5.536174e-001
5.420000000000100e+003	5.528697e-001
5.430000000000100e+003	5.521239e-001
5.440000000000100e+003	5.513802e-001
5.450000000000100e+003	5.506384e-001
5.460000000000100e+003	5.498987e-001
5.470000000000100e+003	5.491609e-001
5.480000000000100e+003	5.484251e-001
5.490000000000100e+003	5.476912e-001
5.500000000000100e+003	5.469593e-001
5.510000000000100e+003	5.462293e-001
5.520000000000100e+003	5.455014e-001
5.530000000000100e+003	5.447752e-001
5.540000000000100e+003	5.440511e-001
5.550000000000100e+003	5.433289e-001
5.560000000000100e+003	5.426086e-001
5.570000000000100e+003	5.418901e-001
5.580000000000100e+003	5.411736e-001
5.590000000000100e+003	5.404590e-001
5.600000000000100e+003	5.397463e-001
5.610000000000100e+003	5.390354e-001
5.620000000000100e+003	5.383264e-001
5.630000000000100e+003	5.376193e-001
5.640000000000100e+003	5.369140e-001
5.650000000000100e+003	5.362105e-001
5.660000000000100e+003	5.355089e-001
5.670000000000100e+003	5.348091e-001
5.680000000000100e+003	5.341111e-001
5.690000000000100e+003	5.334150e-001
5.700000000000100e+003	5.327206e-001
5.710000000000100e+003	5.320281e-001
5.720000000000100e+003	5.313373e-001
5.730000000000100e+003	5.306484e-001
5.740000000000100e+003	5.299612e-001
5.750000000000100e+003	5.292758e-001
5.760000000000100e+003	5.285922e-001
5.770000000000100e+003	5.279103e-001
5.780000000000100e+003	5.272301e-001
5.790000000000100e+003	5.265518e-001
5.800000000000100e+003	5.258752e-001
5.810000000000100e+003	5.252002e-001
5.820000000000100e+003	5.245271e-001
5.830000000000100e+003	5.238556e-001
5.840000000000100e+003	5.231858e-001
5.850000000000100e+003	5.225178e-001
5.860000000000100e+003	5.218514e-001
5.870000000000100e+003	5.211869e-001
5.880000000000100e+003	5.205238e-001
5.890000000000100e+003	5.198626e-001
5.900000000000100e+003	5.192029e-001
5.910000000000100e+003	5.185450e-001
5.920000000000100e+003	5.178887e-001
5.930000000000100e+003	5.172341e-001
5.940000000000100e+003	5.165811e-001
5.950000000000100e+003	5.159298e-001
5.960000000000100e+003	5.152801e-001
5.970000000000100e+003	5.146320e-001
5.980000000000100e+003	5.139856e-001
5.990000000000100e+003	5.133407e-001
6.000000000000100e+003	5.126975e-001
6.010000000000100e+003	5.120559e-001
6.020000000000100e+003	5.114160e-001
6.030000000000100e+003	5.107775e-001
6.040000000000100e+003	5.101407e-001
6.050000000000100e+003	5.095055e-001
6.060000000000100e+003	5.088717e-001
6.070000000000100e+003	5.082397e-001
6.080000000000100e+003	5.076343e-001
6.090000000000100e+003	5.069801e-001
6.100000000000100e+003	5.063527e-001
6.110000000000100e+003	5.057269e-001
6.120000000000100e+003	5.051026e-001
6.130000000000100e+003	5.044797e-001
6.140000000000100e+003	5.038585e-001
6.150000000000100e+003	5.032387e-001
6.160000000000100e+003	5.026205e-001
6.170000000000100e+003	5.020038e-001
6.180000000000100e+003	5.013886e-001
6.190000000000100e+003	5.007749e-001
6.200000000000100e+003	5.001627e-001
6.210000000000100e+003	4.995520e-001
6.220000000000100e+003	4.989427e-001
6.230000000000100e+003	4.983350e-001
6.240000000000100e+003	4.977287e-001
6.250000000000100e+003	4.971239e-001
6.260000000000100e+003	4.965206e-001
6.270000000000100e+003	4.959187e-001
6.280000000000100e+003	4.953183e-001
6.290000000000100e+003	4.947193e-001
6.300000000000100e+003	4.941218e-001
6.310000000000100e+003	4.935257e-001
6.320000000000100e+003	4.929310e-001
6.330000000000100e+003	4.923378e-001
6.340000000000100e+003	4.917460e-001
6.350000000000100e+003	4.911556e-001
6.360000000000100e+003	4.905666e-001
6.370000000000100e+003	4.899791e-001
6.380000000000100e+003	4.893928e-001
6.390000000000100e+003	4.888081e-001
6.400000000000100e+003	4.882247e-001
6.410000000000100e+003	4.876427e-001
6.420000000000100e+003	4.870621e-001
6.430000000000100e+003	4.864829e-001
6.440000000000100e+003	4.859051e-001
6.450000000000100e+003	4.853285e-001
6.460000000000100e+003	4.847533e-001
6.470000000000100e+003	4.841796e-001
6.480000000000100e+003	4.836072e-001
6.490000000000100e+003	4.830361e-001
6.500000000000100e+003	4.824664e-001
6.510000000000100e+003	4.818980e-001
6.520000000000100e+003	4.813309e-001
6.530000000000100e+003	4.807652e-001
6.540000000000100e+003	4.802008e-001
6.550000000000100e+003	4.796377e-001
6.560000000000100e+003	4.790759e-001
6.570000000000100e+003	4.785155e-001
6.580000000000100e+003	4.779563e-001
6.590000000000100e+003	4.773985e-001
6.600000000000100e+003	4.768419e-001
6.610000000000100e+003	4.762866e-001
6.620000000000100e+003	4.757327e-001
6.630000000000100e+003	4.751800e-001
6.640000000000100e+003	4.746286e-001
6.650000000000100e+003	4.740784e-001
6.660000000000100e+003	4.735296e-001
6.670000000000100e+003	4.729820e-001
6.680000000000100e+003	4.724357e-001
6.690000000000100e+003	4.718906e-001
6.700000000000100e+003	4.713468e-001
6.710000000000100e+003	4.708042e-001
6.720000000000100e+003	4.702629e-001
6.730000000000100e+003	4.697228e-001
6.740000000000100e+003	4.691839e-001
6.750000000000100e+003	4.686463e-001
6.760000000000100e+003	4.681098e-001
6.770000000000100e+003	4.675747e-001
6.780000000000100e+003	4.670408e-001
6.790000000000100e+003	4.665080e-001
6.800000000000100e+003	4.659765e-001
6.810000000000100e+003	4.654462e-001
6.820000000000100e+003	4.649171e-001
6.830000000000100e+003	4.643891e-001
6.840000000000100e+003	4.638624e-001
6.850000000000100e+003	4.633369e-001
6.860000000000100e+003	4.628126e-001
6.870000000000100e+003	4.622894e-001
6.880000000000100e+003	4.617673e-001
6.890000000000100e+003	4.612466e-001
6.900000000000100e+003	4.607269e-001
6.910000000000100e+003	4.602084e-001
6.920000000000100e+003	4.596911e-001
6.930000000000100e+003	4.591750e-001
6.940000000000100e+003	4.586599e-001
6.950000000000100e+003	4.581462e-001
6.960000000000100e+003	4.576334e-001
6.970000000000100e+003	4.571218e-001
6.980000000000100e+003	4.566114e-001
6.990000000000100e+003	4.561021e-001
7.000000000000100e+003	4.555940e-001
7.010000000000100e+003	4.550869e-001
7.020000000000100e+003	4.545811e-001
7.030000000000100e+003	4.540763e-001
7.040000000000100e+003	4.535726e-001
7.050000000000100e+003	4.530700e-001
7.060000000000100e+003	4.525687e-001
7.070000000000100e+003	4.520683e-001
7.080000000000100e+003	4.515690e-001
7.090000000000100e+003	4.510709e-001
7.100000000000100e+003	4.505739e-001
7.110000000000100e+003	4.500780e-001
7.120000000000100e+003	4.495831e-001
7.130000000000100e+003	4.490893e-001
7.140000000000100e+003	4.485966e-001
7.150000000000100e+003	4.481049e-001
7.160000000000100e+003	4.476144e-001
7.170000000000100e+003	4.471249e-001
7.180000000000100e+003	4.466365e-001
7.190000000000100e+003	4.461491e-001
7.200000000000100e+003	4.456629e-001
7.210000000000100e+003	4.451776e-001
7.220000000000100e+003	4.446934e-001
7.230000000000100e+003	4.442103e-001
7.240000000000100e+003	4.437283e-001
7.250000000000100e+003	4.432472e-001
7.260000000000100e+003	4.427672e-001
7.270000000000100e+003	4.422882e-001
7.280000000000100e+003	4.418103e-001
7.290000000000100e+003	4.413334e-001
7.300000000000100e+003	4.408575e-001
7.310000000000100e+003	4.403826e-001
7.320000000000100e+003	4.399087e-001
