time	V(vout)	-I(Rl)
0.000000000000000e+000	9.996057e+000	1.009602e-009
1.009638400021875e-003	9.996057e+000	1.009602e-009
2.000000000000000e-003	9.996057e+000	1.009602e-009
2.000000686880272e-003	9.491428e+000	6.159409e-001
2.000002060640817e-003	9.141808e+000	9.141808e-001
2.000002306482409e-003	9.153388e+000	9.153388e-001
2.000002447803743e-003	9.165175e+000	9.165176e-001
2.000002503254308e-003	9.165161e+000	9.165161e-001
2.000002576409440e-003	9.165125e+000	9.165125e-001
2.000002655975179e-003	9.164949e+000	9.164950e-001
2.000002815106658e-003	9.164482e+000	9.164482e-001
2.000002978394672e-003	9.163931e+000	9.163932e-001
2.000003302003888e-003	9.162891e+000	9.162892e-001
2.000003634741866e-003	9.162044e+000	9.162043e-001
2.000004300217820e-003	9.161037e+000	9.161038e-001
2.000005287290919e-003	9.160656e+000	9.160656e-001
2.000006244066686e-003	9.161364e+000	9.161364e-001
2.000007186438075e-003	9.162995e+000	9.162995e-001
2.000008141353270e-003	9.165442e+000	9.165441e-001
2.000009361158932e-003	9.169532e+000	9.169532e-001
2.000011354353694e-003	9.177761e+000	9.177760e-001
2.000014137958731e-003	9.191096e+000	9.191096e-001
2.000017096267927e-003	9.206654e+000	9.206653e-001
2.000020701011906e-003	9.226418e+000	9.226418e-001
2.000025098835252e-003	9.250501e+000	9.250501e-001
2.000030262455143e-003	9.277901e+000	9.277901e-001
2.000035294730378e-003	9.303173e+000	9.303173e-001
2.000040686709670e-003	9.328374e+000	9.328374e-001
2.000046284978605e-003	9.352405e+000	9.352404e-001
2.000052510919137e-003	9.376675e+000	9.376675e-001
2.000058500065036e-003	9.397659e+000	9.397659e-001
2.000064876304789e-003	9.417513e+000	9.417512e-001
2.000071789433684e-003	9.436463e+000	9.436463e-001
2.000078949895011e-003	9.453398e+000	9.453398e-001
2.000088313412996e-003	9.471973e+000	9.471974e-001
2.000099859824578e-003	9.490673e+000	9.490673e-001
2.000112427487029e-003	9.506736e+000	9.506736e-001
