time	V(vout)	-I(Rl)
0.000000000000000e+000	9.996057e+000	1.009602e-009
1.009638400021875e-003	9.996057e+000	1.009602e-009
2.000000000000000e-003	9.996057e+000	1.009602e-009
2.000000529999590e-003	7.908418e+000	4.576398e-001
2.000001589998769e-003	5.248088e+000	5.248088e-001
2.000001862000899e-003	4.981092e+000	4.981092e-001
2.000001980358680e-003	4.971467e+000	4.971468e-001
2.000002078070206e-003	4.964890e+000	4.964890e-001
2.000002194784508e-003	4.959657e+000	4.959657e-001
2.000002354908928e-003	4.956000e+000	4.956000e-001
2.000002534754268e-003	4.956684e+000	4.956684e-001
2.000002808445113e-003	4.966761e+000	4.966761e-001
2.000003163548974e-003	4.994981e+000	4.994981e-001
2.000003706997489e-003	5.067674e+000	5.067673e-001
2.000004448626458e-003	5.208719e+000	5.208719e-001
2.000005142607840e-003	5.375312e+000	5.375312e-001
2.000005783495758e-003	5.552351e+000	5.552351e-001
2.000006377711299e-003	5.728615e+000	5.728616e-001
2.000007016353029e-003	5.923774e+000	5.923774e-001
2.000007592278977e-003	6.099816e+000	6.099816e-001
2.000008408581956e-003	6.342106e+000	6.342106e-001
2.000009575388411e-003	6.666051e+000	6.666051e-001
2.000010942291822e-003	6.999625e+000	6.999624e-001
2.000012913889279e-003	7.389420e+000	7.389420e-001
2.000015042290443e-003	7.705349e+000	7.705349e-001
2.000016632580809e-003	7.869668e+000	7.869667e-001
2.000018220684349e-003	7.979393e+000	7.979392e-001
2.000020210841306e-003	8.073541e+000	8.073541e-001
2.000021995091366e-003	8.132504e+000	8.132503e-001
2.000023797359552e-003	8.176148e+000	8.176149e-001
2.000025703495461e-003	8.212796e+000	8.212796e-001
2.000027726357805e-003	8.243935e+000	8.243935e-001
2.000030131485396e-003	8.270606e+000	8.270606e-001
2.000031979856263e-003	8.278752e+000	8.278753e-001
2.000034208152598e-003	8.276036e+000	8.276036e-001
2.000036440320212e-003	8.272399e+000	8.272399e-001
2.000038732642700e-003	8.273023e+000	8.273022e-001
