0.0227925	0.007672
0.0911688	0.007767
0.2051290	0.007853
0.3646730	0.007923
0.5698020	0.007975
0.8205140	0.008010
1.1168100	0.008034
1.4586900	0.008050
1.8461500	0.008062
2.2792000	0.008070
2.7578300	0.008076
3.2820500	0.008081
3.8518500	0.008084
4.4672300	0.008086
5.1281900	0.008088
5.8347400	0.008089
6.5868800	0.008089
7.3845900	0.008090
8.2278900	0.008090
9.1167700	0.008084
10.051200	0.008061
11.031200	0.008029
12.056900	0.008008
13.128100	0.008000
14.244800	0.007992
15.407200	0.007981
16.615200	0.007979
17.868700	0.007979
19.167800	0.007977
20.512500	0.007972
21.902800	0.007967
23.338600	0.007965
24.820100	0.007966
26.347100	0.007968
27.919700	0.007969
29.537900	0.007969
31.201700	0.007969
32.911000	0.007967
34.666000	0.007966
36.467000	0.007964
38.312600	0.007964
40.204200	0.007964
