time	V(in1)	V(in2)	V(out)
1.000000187741550e-003	2.065157e-001	1.000000e+000	1.068801e+000
1.000000375506021e-003	4.130566e-001	1.000000e+000	1.154721e+000
1.000000624471059e-003	6.869181e-001	1.000000e+000	1.260049e+000
1.000001000000000e-003	1.100000e+000	1.000000e+000	1.407587e+000
1.000001037552894e-003	1.100000e+000	1.000000e+000	1.405148e+000
1.000001112658682e-003	1.100000e+000	1.000000e+000	1.396866e+000
1.000001262870259e-003	1.100000e+000	1.000000e+000	1.377814e+000
1.000001563293412e-003	1.100000e+000	1.000000e+000	1.344253e+000
1.000002164139718e-003	1.100000e+000	1.000000e+000	1.290152e+000
1.000002803685241e-003	1.100000e+000	1.000000e+000	1.246904e+000
1.000003561019092e-003	1.100000e+000	1.000000e+000	1.211024e+000
1.000004485776018e-003	1.100000e+000	1.000000e+000	1.181269e+000
1.000005688939355e-003	1.100000e+000	1.000000e+000	1.156022e+000
1.000007205191806e-003	1.100000e+000	1.000000e+000	1.135818e+000
1.000009252466324e-003	1.100000e+000	1.000000e+000	1.118433e+000
1.000011891256570e-003	1.100000e+000	1.000000e+000	1.102615e+000
1.000015700681240e-003	1.100000e+000	1.000000e+000	1.082279e+000
1.000020507057344e-003	1.100000e+000	1.000000e+000	1.059242e+000
1.000026569974194e-003	1.100000e+000	1.000000e+000	1.046870e+000
1.000034179069080e-003	1.100000e+000	1.000000e+000	1.057531e+000
1.000041093730501e-003	1.100000e+000	1.000000e+000	1.072620e+000
1.000049798696495e-003	1.100000e+000	1.000000e+000	1.080820e+000
1.000057887127898e-003	1.100000e+000	1.000000e+000	1.081563e+000
1.000074063990706e-003	1.100000e+000	1.000000e+000	1.080925e+000
1.000093086168669e-003	1.100000e+000	1.000000e+000	1.080762e+000
1.000131130524595e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.000207219236448e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.000359396660154e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.991407250000000e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.995257956140196e-003	1.100000e+000	1.000000e+000	1.080769e+000
1.995258956140195e-003	1.100000e+000	1.000000e+000	1.080772e+000
1.995260956140195e-003	1.100000e+000	1.000000e+000	1.080778e+000
1.995264956140195e-003	1.100000e+000	1.000000e+000	1.080778e+000
1.995272956140194e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.995288956140193e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.995320956140190e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.995384956140184e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.995512956140172e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.997953000000190e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998704912279632e-003	1.100000e+000	1.000000e+000	1.080782e+000
1.998705912279632e-003	1.100000e+000	1.000000e+000	1.080781e+000
1.998707912279632e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998711912279631e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.998719912279631e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998735912279629e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998767912279626e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998831912279620e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.998959912279608e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999215912279585e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999489000000047e-003	1.100000e+000	1.000000e+000	1.080782e+000
1.999490000000047e-003	1.100000e+000	1.000000e+000	1.080781e+000
1.999492000000047e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999496000000047e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999504000000046e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999520000000045e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999552000000042e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999616000000036e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999744000000024e-003	1.100000e+000	1.000000e+000	1.080782e+000
1.999745000000024e-003	1.100000e+000	1.000000e+000	1.080781e+000
1.999747000000024e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999751000000023e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999759000000022e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999775000000021e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999807000000018e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999871000000012e-003	1.100000e+000	1.000000e+000	1.080778e+000
1.999873000000012e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999877000000011e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999885000000011e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999933000000006e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999945000000005e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999969000000003e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999985000000001e-003	1.100000e+000	1.000000e+000	1.080777e+000
1.999986000000001e-003	1.100000e+000	1.000000e+000	1.080778e+000
1.999988000000001e-003	1.100000e+000	1.000000e+000	1.080780e+000
1.999992000000001e-003	1.100000e+000	1.000000e+000	1.080781e+000
1.999995000000001e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999997000000000e-003	1.100000e+000	1.000000e+000	1.080778e+000
1.999998000000000e-003	1.100000e+000	1.000000e+000	1.080779e+000
1.999999000000000e-003	1.100000e+000	1.000000e+000	1.080779e+000
2.000000000000000e-003	1.100000e+000	1.000000e+000	1.080779e+000
2.000001000000000e-003	1.100000e+000	1.000000e+000	1.080680e+000
2.000001100000000e-003	9.900000e-001	1.000000e+000	1.032364e+000
2.000001300000000e-003	7.700000e-001	1.000000e+000	9.309760e-001
2.000001600000000e-003	4.400000e-001	1.000000e+000	7.728308e-001
2.000002000000000e-003	1.019427e-010	1.000000e+000	5.567468e-001
2.000002040000000e-003	3.398089e-011	1.000000e+000	5.526353e-001
2.000002120000000e-003	0.000000e+000	1.000000e+000	5.473881e-001
2.000002280000000e-003	0.000000e+000	1.000000e+000	5.400379e-001
2.000002600000000e-003	0.000000e+000	1.000000e+000	5.289469e-001
2.000003240000000e-003	0.000000e+000	1.000000e+000	5.212633e-001
2.000004081474801e-003	0.000000e+000	1.000000e+000	5.380703e-001
2.000005029211899e-003	0.000000e+000	1.000000e+000	5.879030e-001
2.000006250612779e-003	0.000000e+000	1.000000e+000	6.802259e-001
2.000007412824316e-003	0.000000e+000	1.000000e+000	7.789140e-001
2.000008639289291e-003	0.000000e+000	1.000000e+000	8.781173e-001
2.000009769082373e-003	0.000000e+000	1.000000e+000	9.513672e-001
2.000011041682896e-003	0.000000e+000	1.000000e+000	1.004846e+000
2.000012644435500e-003	0.000000e+000	1.000000e+000	1.037197e+000
2.000014464143552e-003	0.000000e+000	1.000000e+000	1.045687e+000
2.000016208196975e-003	0.000000e+000	1.000000e+000	1.039118e+000
2.000018193291204e-003	0.000000e+000	1.000000e+000	1.025962e+000
2.000020567371117e-003	0.000000e+000	1.000000e+000	1.011456e+000
2.000023982700877e-003	0.000000e+000	1.000000e+000	9.973692e-001
2.000029198242179e-003	0.000000e+000	1.000000e+000	9.873708e-001
2.000039629324784e-003	0.000000e+000	1.000000e+000	9.818484e-001
2.000050015699218e-003	0.000000e+000	1.000000e+000	9.810287e-001
2.000069089186588e-003	0.000000e+000	1.000000e+000	9.810772e-001
2.000102325931639e-003	0.000000e+000	1.000000e+000	9.810661e-001
2.000168799421743e-003	0.000000e+000	1.000000e+000	9.810718e-001
2.000301746401950e-003	0.000000e+000	1.000000e+000	9.810693e-001
2.000567640362363e-003	0.000000e+000	1.000000e+000	9.810705e-001
2.001099428283191e-003	0.000000e+000	1.000000e+000	9.810699e-001
2.004290155808157e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.993481131816022e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.995850236367957e-003	0.000000e+000	1.000000e+000	9.811024e-001
2.995851236367957e-003	0.000000e+000	1.000000e+000	9.810967e-001
2.995853236367957e-003	0.000000e+000	1.000000e+000	9.810827e-001
2.995857236367956e-003	0.000000e+000	1.000000e+000	9.810748e-001
2.995865236367956e-003	0.000000e+000	1.000000e+000	9.810694e-001
2.995881236367954e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.995913236367951e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.995977236367945e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.996105236367933e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.996361236367910e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.997897236367767e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.998061527265035e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.998280581794726e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.998718690854108e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999123781881237e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999321890074748e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999586034332764e-003	0.000000e+000	1.000000e+000	9.810655e-001
2.999587034332763e-003	0.000000e+000	1.000000e+000	9.810678e-001
2.999589034332763e-003	0.000000e+000	1.000000e+000	9.810712e-001
2.999593034332763e-003	0.000000e+000	1.000000e+000	9.810694e-001
2.999601034332762e-003	0.000000e+000	1.000000e+000	9.810703e-001
2.999617034332761e-003	0.000000e+000	1.000000e+000	9.810699e-001
2.999649034332758e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999713034332752e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999841034332740e-003	0.000000e+000	1.000000e+000	9.810657e-001
2.999842034332740e-003	0.000000e+000	1.000000e+000	9.810678e-001
2.999844034332740e-003	0.000000e+000	1.000000e+000	9.810711e-001
2.999848034332739e-003	0.000000e+000	1.000000e+000	9.810695e-001
2.999856034332738e-003	0.000000e+000	1.000000e+000	9.810703e-001
2.999872034332737e-003	0.000000e+000	1.000000e+000	9.810699e-001
2.999904034332734e-003	0.000000e+000	1.000000e+000	9.810700e-001
2.999936000000006e-003	0.000000e+000	1.000000e+000	9.811170e-001
2.999936068665456e-003	0.000000e+000	1.000000e+000	9.810963e-001
2.999936205996356e-003	0.000000e+000	1.000000e+000	9.810619e-001
2.999936480658156e-003	0.000000e+000	1.000000e+000	9.810731e-001
2.999937029981757e-003	0.000000e+000	1.000000e+000	9.810686e-001
2.999938128628958e-003	0.000000e+000	1.000000e+000	9.810706e-001
2.999940325923360e-003	0.000000e+000	1.000000e+000	9.810697e-001
2.999944720512164e-003	0.000000e+000	1.000000e+000	9.810702e-001
2.999953509689772e-003	0.000000e+000	1.000000e+000	9.810699e-001
2.999971088044988e-003	0.000000e+000	1.000000e+000	9.810687e-001
2.999972088044988e-003	0.000000e+000	1.000000e+000	9.810693e-001
2.999974088044987e-003	0.000000e+000	1.000000e+000	9.810703e-001
2.999986088044986e-003	0.000000e+000	1.000000e+000	9.810689e-001
2.999989088044986e-003	0.000000e+000	1.000000e+000	9.810703e-001
2.999993088044986e-003	0.000000e+000	1.000000e+000	9.810709e-001
2.999994088044986e-003	0.000000e+000	1.000000e+000	9.810706e-001
2.999996088044985e-003	0.000000e+000	1.000000e+000	9.810705e-001
2.999997088044985e-003	0.000000e+000	1.000000e+000	9.810699e-001
2.999998000000000e-003	0.000000e+000	1.000000e+000	9.810744e-001
2.999998176089970e-003	0.000000e+000	1.000000e+000	9.810728e-001
2.999998528269910e-003	0.000000e+000	1.000000e+000	9.810688e-001
2.999999232629789e-003	0.000000e+000	1.000000e+000	9.810701e-001
3.000000000000000e-003	0.000000e+000	1.000000e+000	9.811049e-001
3.000000076737021e-003	8.441073e-002	1.000000e+000	1.016227e+000
3.000000230211063e-003	2.532322e-001	1.000000e+000	1.087412e+000
3.000000537159148e-003	5.908751e-001	1.000000e+000	1.225967e+000
3.000000601829788e-003	6.620128e-001	1.000000e+000	1.253481e+000
3.000000741317437e-003	8.154492e-001	1.000000e+000	1.310059e+000
3.000000761610170e-003	8.377712e-001	1.000000e+000	1.317925e+000
3.000000883366572e-003	9.717032e-001	1.000000e+000	1.364060e+000
3.000001000000000e-003	1.100000e+000	1.000000e+000	1.406975e+000
3.000001011663343e-003	1.100000e+000	1.000000e+000	1.407410e+000
3.000001034990028e-003	1.100000e+000	1.000000e+000	1.406247e+000
3.000001081643400e-003	1.100000e+000	1.000000e+000	1.400626e+000
3.000001174950142e-003	1.100000e+000	1.000000e+000	1.388205e+000
3.000001361563626e-003	1.100000e+000	1.000000e+000	1.365446e+000
3.000001734790595e-003	1.100000e+000	1.000000e+000	1.326641e+000
