Freq.	V(out)
1.43218789927353e-001	(-2.64486543628302e-001dB,-9.99403944333217e-008°)
1.43548943335364e-001	(-2.64486543628302e-001dB,-1.00170780836090e-007°)
1.43879857825583e-001	(-2.64486543628302e-001dB,-1.00401698334366e-007°)
1.44211535152486e-001	(-2.64486543628302e-001dB,-1.00633148152452e-007°)
1.44543977074591e-001	(-2.64486543628302e-001dB,-1.00865131517472e-007°)
1.44877185354475e-001	(-2.64486543628302e-001dB,-1.01097649659378e-007°)
1.45211161758773e-001	(-2.64486543628302e-001dB,-1.01330703810959e-007°)
1.45545908058195e-001	(-2.64486543628302e-001dB,-1.01564295207845e-007°)
1.45881426027534e-001	(-2.64486543628302e-001dB,-1.01798425088513e-007°)
1.46217717445671e-001	(-2.64486543628302e-001dB,-1.02033094694297e-007°)
1.46554784095590e-001	(-2.64486543628302e-001dB,-1.02268305269392e-007°)
1.46892627764385e-001	(-2.64486543628302e-001dB,-1.02504058060862e-007°)
1.47231250243271e-001	(-2.64486543628302e-001dB,-1.02740354318643e-007°)
1.47570653327588e-001	(-2.64486543628302e-001dB,-1.02977195295555e-007°)
1.47910838816819e-001	(-2.64486543628302e-001dB,-1.03214582247306e-007°)
1.48251808514594e-001	(-2.64486543628302e-001dB,-1.03452516432497e-007°)
1.48593564228699e-001	(-2.64486543628302e-001dB,-1.03690999112631e-007°)
1.48936107771090e-001	(-2.64486543628302e-001dB,-1.03930031552121e-007°)
1.49279440957898e-001	(-2.64486543628302e-001dB,-1.04169615018293e-007°)
1.49623565609442e-001	(-2.64486543628302e-001dB,-1.04409750781393e-007°)
1.49968483550236e-001	(-2.64486543628302e-001dB,-1.04650440114598e-007°)
1.50314196609001e-001	(-2.64486543628302e-001dB,-1.04891684294019e-007°)
1.50660706618673e-001	(-2.64486543628302e-001dB,-1.05133484598709e-007°)
1.51008015416413e-001	(-2.64486543628302e-001dB,-1.05375842310668e-007°)
1.51356124843619e-001	(-2.64486543628302e-001dB,-1.05618758714853e-007°)
1.51705036745932e-001	(-2.64486543628302e-001dB,-1.05862235099183e-007°)
1.52054752973248e-001	(-2.64486543628302e-001dB,-1.06106272754546e-007°)
1.52405275379728e-001	(-2.64486543628302e-001dB,-1.06350872974803e-007°)
1.52756605823806e-001	(-2.64486543628302e-001dB,-1.06596037056803e-007°)
1.53108746168202e-001	(-2.64486543628302e-001dB,-1.06841766300379e-007°)
1.53461698279928e-001	(-2.64486543628302e-001dB,-1.07088062008365e-007°)
1.53815464030302e-001	(-2.64486543628302e-001dB,-1.07334925486595e-007°)
1.54170045294954e-001	(-2.64486543628302e-001dB,-1.07582358043915e-007°)
1.54525443953840e-001	(-2.64486543628304e-001dB,-1.07830360992188e-007°)
1.54881661891247e-001	(-2.64486543628304e-001dB,-1.08078935646301e-007°)
1.55238700995807e-001	(-2.64486543628304e-001dB,-1.08328083324172e-007°)
1.55596563160506e-001	(-2.64486543628304e-001dB,-1.08577805346757e-007°)
1.55955250282694e-001	(-2.64486543628304e-001dB,-1.08828103038057e-007°)
1.56314764264094e-001	(-2.64486543628304e-001dB,-1.09078977725126e-007°)
1.56675107010813e-001	(-2.64486543628304e-001dB,-1.09330430738076e-007°)
1.57036280433354e-001	(-2.64486543628304e-001dB,-1.09582463410087e-007°)
1.57398286446620e-001	(-2.64486543628304e-001dB,-1.09835077077410e-007°)
1.57761126969933e-001	(-2.64486543628304e-001dB,-1.10088273079378e-007°)
1.58124803927037e-001	(-2.64486543628304e-001dB,-1.10342052758410e-007°)
1.58489319246110e-001	(-2.64486543628304e-001dB,-1.10596417460023e-007°)
1.58854674859776e-001	(-2.64486543628304e-001dB,-1.10851368532831e-007°)
1.59220872705115e-001	(-2.64486543628304e-001dB,-1.11106907328560e-007°)
1.59587914723672e-001	(-2.64486543628304e-001dB,-1.11363035202051e-007°)
1.59955802861465e-001	(-2.64486543628304e-001dB,-1.11619753511270e-007°)
1.60324539069002e-001	(-2.64486543628304e-001dB,-1.11877063617309e-007°)
1.60694125301286e-001	(-2.64486543628304e-001dB,-1.12134966884404e-007°)
1.61064563517825e-001	(-2.64486543628304e-001dB,-1.12393464679930e-007°)
1.61435855682647e-001	(-2.64486543628304e-001dB,-1.12652558374417e-007°)
1.61808003764305e-001	(-2.64486543628304e-001dB,-1.12912249341555e-007°)
1.62181009735891e-001	(-2.64486543628304e-001dB,-1.13172538958198e-007°)
1.62554875575047e-001	(-2.64486543628304e-001dB,-1.13433428604377e-007°)
1.62929603263970e-001	(-2.64486543628304e-001dB,-1.13694919663302e-007°)
1.63305194789432e-001	(-2.64486543628304e-001dB,-1.13957013521374e-007°)
1.63681652142779e-001	(-2.64486543628304e-001dB,-1.14219711568187e-007°)
1.64058977319952e-001	(-2.64486543628304e-001dB,-1.14483015196541e-007°)
1.64437172321491e-001	(-2.64486543628304e-001dB,-1.14746925802445e-007°)
1.64816239152549e-001	(-2.64486543628304e-001dB,-1.15011444785126e-007°)
1.65196179822900e-001	(-2.64486543628304e-001dB,-1.15276573547040e-007°)
1.65576996346951e-001	(-2.64486543628304e-001dB,-1.15542313493870e-007°)
1.65958690743754e-001	(-2.64486543628304e-001dB,-1.15808666034544e-007°)
1.66341265037015e-001	(-2.64486543628304e-001dB,-1.16075632581238e-007°)
1.66724721255104e-001	(-2.64486543628304e-001dB,-1.16343214549381e-007°)
1.67109061431069e-001	(-2.64486543628304e-001dB,-1.16611413357665e-007°)
1.67494287602642e-001	(-2.64486543628304e-001dB,-1.16880230428055e-007°)
1.67880401812254e-001	(-2.64486543628304e-001dB,-1.17149667185791e-007°)
1.68267406107045e-001	(-2.64486543628304e-001dB,-1.17419725059401e-007°)
1.68655302538872e-001	(-2.64486543628304e-001dB,-1.17690405480705e-007°)
1.69044093164324e-001	(-2.64486543628304e-001dB,-1.17961709884822e-007°)
1.69433780044731e-001	(-2.64486543628304e-001dB,-1.18233639710183e-007°)
1.69824365246172e-001	(-2.64486543628304e-001dB,-1.18506196398532e-007°)
1.70215850839493e-001	(-2.64486543628304e-001dB,-1.18779381394936e-007°)
1.70608238900310e-001	(-2.64486543628304e-001dB,-1.19053196147797e-007°)
1.71001531509027e-001	(-2.64486543628304e-001dB,-1.19327642108853e-007°)
1.71395730750840e-001	(-2.64486543628304e-001dB,-1.19602720733188e-007°)
1.71790838715757e-001	(-2.64486543628304e-001dB,-1.19878433479243e-007°)
1.72186857498599e-001	(-2.64486543628304e-001dB,-1.20154781808818e-007°)
1.72583789199018e-001	(-2.64486543628304e-001dB,-1.20431767187086e-007°)
1.72981635921508e-001	(-2.64486543628304e-001dB,-1.20709391082594e-007°)
1.73380399775412e-001	(-2.64486543628304e-001dB,-1.20987654967278e-007°)
1.73780082874935e-001	(-2.64486543628304e-001dB,-1.21266560316464e-007°)
1.74180687339159e-001	(-2.64486543628304e-001dB,-1.21546108608881e-007°)
1.74582215292048e-001	(-2.64486543628304e-001dB,-1.21826301326667e-007°)
1.74984668862463e-001	(-2.64486543628304e-001dB,-1.22107139955375e-007°)
1.75388050184174e-001	(-2.64486543628304e-001dB,-1.22388625983984e-007°)
1.75792361395867e-001	(-2.64486543628304e-001dB,-1.22670760904904e-007°)
1.76197604641161e-001	(-2.64486543628304e-001dB,-1.22953546213987e-007°)
1.76603782068614e-001	(-2.64486543628304e-001dB,-1.23236983410532e-007°)
1.77010895831740e-001	(-2.64486543628304e-001dB,-1.23521073997296e-007°)
1.77418948089014e-001	(-2.64486543628304e-001dB,-1.23805819480497e-007°)
1.77827941003890e-001	(-2.64486543628304e-001dB,-1.24091221369829e-007°)
1.78237876744807e-001	(-2.64486543628304e-001dB,-1.24377281178464e-007°)
1.78648757485203e-001	(-2.64486543628304e-001dB,-1.24664000423062e-007°)
1.79060585403527e-001	(-2.64486543628304e-001dB,-1.24951380623781e-007°)
1.79473362683250e-001	(-2.64486543628304e-001dB,-1.25239423304281e-007°)
1.79887091512876e-001	(-2.64486543628304e-001dB,-1.25528129991736e-007°)
1.80301774085954e-001	(-2.64486543628304e-001dB,-1.25817502216840e-007°)
1.80717412601090e-001	(-2.64486543628304e-001dB,-1.26107541513817e-007°)
1.81134009261958e-001	(-2.64486543628304e-001dB,-1.26398249420425e-007°)
1.81551566277311e-001	(-2.64486543628304e-001dB,-1.26689627477969e-007°)
1.81970085860996e-001	(-2.64486543628304e-001dB,-1.26981677231306e-007°)
1.82389570231961e-001	(-2.64486543628304e-001dB,-1.27274400228855e-007°)
1.82810021614272e-001	(-2.64486543628304e-001dB,-1.27567798022604e-007°)
1.83231442237119e-001	(-2.64486543628304e-001dB,-1.27861872168120e-007°)
1.83653834334832e-001	(-2.64486543628304e-001dB,-1.28156624224553e-007°)
1.84077200146893e-001	(-2.64486543628304e-001dB,-1.28452055754651e-007°)
1.84501541917945e-001	(-2.64486543628304e-001dB,-1.28748168324761e-007°)
1.84926861897805e-001	(-2.64486543628304e-001dB,-1.29044963504843e-007°)
1.85353162341479e-001	(-2.64486543628304e-001dB,-1.29342442868475e-007°)
1.85780445509167e-001	(-2.64486543628304e-001dB,-1.29640607992865e-007°)
1.86208713666284e-001	(-2.64486543628304e-001dB,-1.29939460458852e-007°)
1.86637969083464e-001	(-2.64486543628304e-001dB,-1.30239001850923e-007°)
1.87068214036577e-001	(-2.64486543628304e-001dB,-1.30539233757218e-007°)
1.87499450806739e-001	(-2.64486543628304e-001dB,-1.30840157769534e-007°)
1.87931681680324e-001	(-2.64486543628304e-001dB,-1.31141775483343e-007°)
1.88364908948977e-001	(-2.64486543628304e-001dB,-1.31444088497791e-007°)
1.88799134909627e-001	(-2.64486543628304e-001dB,-1.31747098415711e-007°)
1.89234361864495e-001	(-2.64486543628304e-001dB,-1.32050806843632e-007°)
1.89670592121112e-001	(-2.64486543628304e-001dB,-1.32355215391785e-007°)
1.90107827992327e-001	(-2.64486543628304e-001dB,-1.32660325674115e-007°)
1.90546071796322e-001	(-2.64486543628304e-001dB,-1.32966139308285e-007°)
1.90985325856621e-001	(-2.64486543628304e-001dB,-1.33272657915690e-007°)
1.91425592502106e-001	(-2.64486543628304e-001dB,-1.33579883121460e-007°)
1.91866874067026e-001	(-2.64486543628304e-001dB,-1.33887816554473e-007°)
1.92309172891013e-001	(-2.64486543628304e-001dB,-1.34196459847361e-007°)
1.92752491319091e-001	(-2.64486543628304e-001dB,-1.34505814636521e-007°)
1.93196831701689e-001	(-2.64486543628304e-001dB,-1.34815882562120e-007°)
1.93642196394658e-001	(-2.64486543628304e-001dB,-1.35126665268107e-007°)
1.94088587759275e-001	(-2.64486543628304e-001dB,-1.35438164402223e-007°)
1.94536008162263e-001	(-2.64486543628304e-001dB,-1.35750381616004e-007°)
1.94984459975802e-001	(-2.64486543628304e-001dB,-1.36063318564794e-007°)
1.95433945577536e-001	(-2.64486543628304e-001dB,-1.36376976907756e-007°)
1.95884467350596e-001	(-2.64486543628304e-001dB,-1.36691358307872e-007°)
1.96336027683602e-001	(-2.64486543628304e-001dB,-1.37006464431963e-007°)
1.96788628970681e-001	(-2.64486543628304e-001dB,-1.37322296950690e-007°)
1.97242273611482e-001	(-2.64486543628304e-001dB,-1.37638857538566e-007°)
1.97696964011183e-001	(-2.64486543628304e-001dB,-1.37956147873962e-007°)
1.98152702580507e-001	(-2.64486543628304e-001dB,-1.38274169639122e-007°)
1.98609491735734e-001	(-2.64486543628304e-001dB,-1.38592924520164e-007°)
1.99067333898716e-001	(-2.64486543628304e-001dB,-1.38912414207095e-007°)
1.99526231496885e-001	(-2.64486543628304e-001dB,-1.39232640393818e-007°)
1.99986186963271e-001	(-2.64486543628304e-001dB,-1.39553604778140e-007°)
2.00447202736513e-001	(-2.64486543628304e-001dB,-1.39875309061783e-007°)
2.00909281260870e-001	(-2.64486543628304e-001dB,-1.40197754950390e-007°)
2.01372424986236e-001	(-2.64486543628304e-001dB,-1.40520944153538e-007°)
2.01836636368153e-001	(-2.64486543628304e-001dB,-1.40844878384743e-007°)
2.02301917867824e-001	(-2.64486543628304e-001dB,-1.41169559361473e-007°)
2.02768271952125e-001	(-2.64486543628304e-001dB,-1.41494988805153e-007°)
2.03235701093619e-001	(-2.64486543628304e-001dB,-1.41821168441179e-007°)
2.03704207770569e-001	(-2.64486543628304e-001dB,-1.42148099998921e-007°)
2.04173794466950e-001	(-2.64486543628304e-001dB,-1.42475785211740e-007°)
2.04644463672464e-001	(-2.64486543628304e-001dB,-1.42804225816989e-007°)
2.05116217882553e-001	(-2.64486543628304e-001dB,-1.43133423556027e-007°)
2.05589059598411e-001	(-2.64486543628304e-001dB,-1.43463380174229e-007°)
2.06062991326997e-001	(-2.64486543628303e-001dB,-1.43794097420990e-007°)
2.06538015581050e-001	(-2.64486543628303e-001dB,-1.44125577049743e-007°)
2.07014134879101e-001	(-2.64486543628303e-001dB,-1.44457820817957e-007°)
2.07491351745488e-001	(-2.64486543628303e-001dB,-1.44790830487157e-007°)
2.07969668710366e-001	(-2.64486543628303e-001dB,-1.45124607822926e-007°)
2.08449088309725e-001	(-2.64486543628303e-001dB,-1.45459154594920e-007°)
2.08929613085400e-001	(-2.64486543628303e-001dB,-1.45794472576872e-007°)
2.09411245585086e-001	(-2.64486543628303e-001dB,-1.46130563546603e-007°)
2.09893988362349e-001	(-2.64486543628303e-001dB,-1.46467429286036e-007°)
2.10377843976644e-001	(-2.64486543628303e-001dB,-1.46805071581198e-007°)
2.10862814993325e-001	(-2.64486543628303e-001dB,-1.47143492222236e-007°)
2.11348903983661e-001	(-2.64486543628303e-001dB,-1.47482693003421e-007°)
2.11836113524847e-001	(-2.64486543628303e-001dB,-1.47822675723164e-007°)
2.12324446200018e-001	(-2.64486543628303e-001dB,-1.48163442184018e-007°)
2.12813904598267e-001	(-2.64486543628303e-001dB,-1.48504994192693e-007°)
2.13304491314654e-001	(-2.64486543628303e-001dB,-1.48847333560065e-007°)
2.13796208950219e-001	(-2.64486543628303e-001dB,-1.49190462101181e-007°)
2.14289060112002e-001	(-2.64486543628303e-001dB,-1.49534381635276e-007°)
2.14783047413050e-001	(-2.64486543628303e-001dB,-1.49879093985777e-007°)
2.15278173472433e-001	(-2.64486543628303e-001dB,-1.50224600980314e-007°)
2.15774440915263e-001	(-2.64486543628303e-001dB,-1.50570904450731e-007°)
2.16271852372698e-001	(-2.64486543628303e-001dB,-1.50918006233095e-007°)
2.16770410481966e-001	(-2.64486543628303e-001dB,-1.51265908167704e-007°)
2.17270117886371e-001	(-2.64486543628303e-001dB,-1.51614612099100e-007°)
2.17770977235312e-001	(-2.64486543628303e-001dB,-1.51964119876077e-007°)
2.18272991184296e-001	(-2.64486543628303e-001dB,-1.52314433351690e-007°)
2.18776162394951e-001	(-2.64486543628303e-001dB,-1.52665554383266e-007°)
2.19280493535041e-001	(-2.64486543628303e-001dB,-1.53017484832414e-007°)
2.19785987278478e-001	(-2.64486543628303e-001dB,-1.53370226565034e-007°)
2.20292646305342e-001	(-2.64486543628303e-001dB,-1.53723781451328e-007°)
2.20800473301886e-001	(-2.64486543628303e-001dB,-1.54078151365808e-007°)
2.21309470960560e-001	(-2.64486543628303e-001dB,-1.54433338187309e-007°)
2.21819641980018e-001	(-2.64486543628303e-001dB,-1.54789343798996e-007°)
2.22330989065136e-001	(-2.64486543628303e-001dB,-1.55146170088374e-007°)
