Freq.	V(out)*I(RL)/2
2.99877303880077e+002	6.00351966279047e+001,3.16691980538958e-002
3.00008905349275e+002	6.00351966669265e+001,3.16084000821172e-002
3.00140564571917e+002	6.00351967058647e+001,3.15476081951151e-002
3.00272281573345e+002	6.00351967447195e+001,3.14868223811918e-002
3.00404056378919e+002	6.00351967834908e+001,3.14260426285693e-002
3.00535889014003e+002	6.00351968221879e+001,3.13652689256045e-002
3.00667779503978e+002	6.00351968607924e+001,3.13045012605995e-002
3.00799727874233e+002	6.00351968993136e+001,3.12437396218328e-002
3.00931734150168e+002	6.00351969377514e+001,3.11829839976355e-002
3.01063798357196e+002	6.00351969761059e+001,3.11222343763390e-002
3.01195920520739e+002	6.00351970143772e+001,3.10614907460621e-002
3.01328100666233e+002	6.00351970525663e+001,3.10007530954255e-002
3.01460338819122e+002	6.00351970906712e+001,3.09400214123747e-002
3.01592635004863e+002	6.00351971286928e+001,3.08792956855849e-002
3.01724989248923e+002	6.00351971666313e+001,3.08185759031773e-002
3.01857401576783e+002	6.00351972044867e+001,3.07578620533797e-002
3.01989872013931e+002	6.00351972422590e+001,3.06971541245807e-002
3.02122400585870e+002	6.00351972799482e+001,3.06364521052106e-002
3.02254987318111e+002	6.00351973175544e+001,3.05757559834735e-002
3.02387632236179e+002	6.00351973550776e+001,3.05150657477192e-002
3.02520335365608e+002	6.00351973925178e+001,3.04543813862060e-002
3.02653096731945e+002	6.00351974298751e+001,3.03937028872982e-002
3.02785916360747e+002	6.00351974671494e+001,3.03330302393355e-002
3.02918794277581e+002	6.00351975043466e+001,3.02723634305975e-002
3.03051730508029e+002	6.00351975414551e+001,3.02117024493020e-002
3.03184725077681e+002	6.00351975784809e+001,3.01510472840007e-002
3.03317778012140e+002	6.00351976154239e+001,3.00903979230070e-002
3.03450889337018e+002	6.00351976522887e+001,3.00297543543783e-002
3.03584059077941e+002	6.00351976890661e+001,2.99691165665940e-002
3.03717287260544e+002	6.00351977257608e+001,2.99084845481718e-002
3.03850573910474e+002	6.00351977623729e+001,2.98478582871864e-002
3.03983919053391e+002	6.00351977989023e+001,2.97872377718990e-002
3.04117322714963e+002	6.00351978353490e+001,2.97266229909534e-002
3.04250784920873e+002	6.00351978717132e+001,2.96660139324229e-002
3.04384305696811e+002	6.00351979079947e+001,2.96054105848433e-002
3.04517885068482e+002	6.00351979441938e+001,2.95448129362912e-002
3.04651523061600e+002	6.00351979803102e+001,2.94842209752886e-002
3.04785219701891e+002	6.00351980163442e+001,2.94236346901023e-002
3.04918975015093e+002	6.00351980523049e+001,2.93630540691723e-002
3.05052789026955e+002	6.00351980881740e+001,2.93024791006898e-002
3.05186661763236e+002	6.00351981239608e+001,2.92419097731904e-002
3.05320593249707e+002	6.00351981596651e+001,2.91813460747001e-002
3.05454583512152e+002	6.00351981952871e+001,2.91207879937854e-002
3.05588632576364e+002	6.00351982308266e+001,2.90602355188496e-002
3.05722740468149e+002	6.00351982662840e+001,2.89996886381377e-002
3.05856907213322e+002	6.00351983016590e+001,2.89391473398932e-002
3.05991132837712e+002	6.00351983369518e+001,2.88786116126565e-002
3.06125417367158e+002	6.00351983721624e+001,2.88180814445930e-002
3.06259760827511e+002	6.00351984072908e+001,2.87575568241907e-002
3.06394163244632e+002	6.00351984423371e+001,2.86970377396947e-002
3.06528624644395e+002	6.00351984773012e+001,2.86365241795419e-002
3.06663145052684e+002	6.00351985121832e+001,2.85760161319524e-002
3.06797724495395e+002	6.00351985469831e+001,2.85155135855511e-002
3.06932362998436e+002	6.00351985817010e+001,2.84550165284252e-002
3.07067060587724e+002	6.00351986163368e+001,2.83945249490659e-002
3.07201817289192e+002	6.00351986508906e+001,2.83340388356693e-002
3.07336633128778e+002	6.00351986853625e+001,2.82735581767405e-002
3.07471508132438e+002	6.00351987197524e+001,2.82130829605855e-002
3.07606442326134e+002	6.00351987540603e+001,2.81526131756302e-002
3.07741435735843e+002	6.00351987882956e+001,2.80921488101498e-002
3.07876488387551e+002	6.00351988224409e+001,2.80316898525319e-002
3.08011600307256e+002	6.00351988565033e+001,2.79712362910664e-002
3.08146771520970e+002	6.00351988904839e+001,2.79107881143227e-002
3.08282002054712e+002	6.00351989243826e+001,2.78503453104747e-002
3.08417291934516e+002	6.00351989581996e+001,2.77899078679392e-002
3.08552641186425e+002	6.00351989919348e+001,2.77294757750513e-002
3.08688049836495e+002	6.00351990255884e+001,2.76690490202557e-002
3.08823517910794e+002	6.00351990591603e+001,2.76086275917812e-002
3.08959045435399e+002	6.00351990926505e+001,2.75482114781820e-002
3.09094632436400e+002	6.00351991260590e+001,2.74878006677424e-002
3.09230278939899e+002	6.00351991593860e+001,2.74273951487735e-002
3.09365984972007e+002	6.00351991926313e+001,2.73669949097230e-002
3.09501750558851e+002	6.00351992257952e+001,2.73065999389846e-002
3.09637575726564e+002	6.00351992588774e+001,2.72462102248449e-002
3.09773460501295e+002	6.00351992918782e+001,2.71858257557257e-002
3.09909404909202e+002	6.00351993248054e+001,2.71254465199926e-002
3.10045408976454e+002	6.00351993576432e+001,2.70650725060751e-002
3.10181472729234e+002	6.00351993903996e+001,2.70047037022578e-002
3.10317596193735e+002	6.00351994230746e+001,2.69443400970477e-002
3.10453779396161e+002	6.00351994556683e+001,2.68839816785705e-002
3.10590022362728e+002	6.00351994881851e+001,2.68236284355604e-002
3.10726325119663e+002	6.00351995206160e+001,2.67632803560987e-002
3.10862687693207e+002	6.00351995529657e+001,2.67029374288363e-002
3.10999110109608e+002	6.00351995852340e+001,2.66425996418513e-002
3.11135592395131e+002	6.00351996174211e+001,2.65822669837057e-002
3.11272134576047e+002	6.00351996495270e+001,2.65219394428808e-002
3.11408736678643e+002	6.00351996815516e+001,2.64616170075636e-002
3.11545398729214e+002	6.00351997134952e+001,2.64012996662368e-002
3.11682120754070e+002	6.00351997453575e+001,2.63409874071953e-002
3.11818902779529e+002	6.00351997771386e+001,2.62806802191119e-002
3.11955744831924e+002	6.00351998088479e+001,2.62203780900873e-002
3.12092646937597e+002	6.00351998404669e+001,2.61600810085129e-002
3.12229609122903e+002	6.00351998720048e+001,2.60997889629488e-002
3.12366631414207e+002	6.00351999034618e+001,2.60395019417191e-002
3.12503713837888e+002	6.00351999348376e+001,2.59792199332702e-002
3.12640856420333e+002	6.00351999661325e+001,2.59189429258226e-002
3.12778059187945e+002	6.00351999973465e+001,2.58586709079290e-002
3.12915322167135e+002	6.00352000284795e+001,2.57984038679720e-002
3.13052645384328e+002	6.00352000595316e+001,2.57381417942788e-002
3.13190028865959e+002	6.00352000905028e+001,2.56778846754190e-002
3.13327472638474e+002	6.00352001213988e+001,2.56176324995327e-002
3.13464976728333e+002	6.00352001522083e+001,2.55573852551673e-002
3.13602541162006e+002	6.00352001829370e+001,2.54971429307590e-002
3.13740165965975e+002	6.00352002135849e+001,2.54369055146933e-002
3.13877851166734e+002	6.00352002441520e+001,2.53766729953262e-002
3.14015596790787e+002	6.00352002746384e+001,2.53164453611243e-002
3.14153402864651e+002	6.00352003050440e+001,2.52562226003667e-002
3.14291269414856e+002	6.00352003353701e+001,2.51960047016229e-002
3.14429196467941e+002	6.00352003656144e+001,2.51357916532107e-002
3.14567184050458e+002	6.00352003957780e+001,2.50755834436186e-002
3.14705232188970e+002	6.00352004258610e+001,2.50153800610212e-002
3.14843340910052e+002	6.00352004558680e+001,2.49551814940584e-002
3.14981510240291e+002	6.00352004857898e+001,2.48949877311940e-002
3.15119740206286e+002	6.00352005156310e+001,2.48347987606415e-002
3.15258030834646e+002	6.00352005453917e+001,2.47746145708838e-002
3.15396382151993e+002	6.00352005750719e+001,2.47144351504204e-002
3.15534794184961e+002	6.00352006046716e+001,2.46542604875358e-002
3.15673266960195e+002	6.00352006341908e+001,2.45940905707293e-002
3.15811800504352e+002	6.00352006636296e+001,2.45339253884756e-002
3.15950394844099e+002	6.00352006929879e+001,2.44737649290856e-002
3.16089050006118e+002	6.00352007222659e+001,2.44136091809550e-002
3.16227766017100e+002	6.00352007514727e+001,2.43534581325754e-002
3.16366542903749e+002	6.00352007805899e+001,2.42933117723886e-002
3.16505380692780e+002	6.00352008096268e+001,2.42331700887272e-002
3.16644279410921e+002	6.00352008385834e+001,2.41730330700411e-002
3.16783239084909e+002	6.00352008674597e+001,2.41129007048624e-002
3.16922259741496e+002	6.00352008962557e+001,2.40527729815336e-002
3.17061341407444e+002	6.00352009249715e+001,2.39926498884268e-002
3.17200484109527e+002	6.00352009536070e+001,2.39325314140210e-002
3.17339687874531e+002	6.00352009821624e+001,2.38724175467424e-002
3.17478952729253e+002	6.00352010106376e+001,2.38123082750301e-002
3.17618278700502e+002	6.00352010390326e+001,2.37522035873132e-002
3.17757665815100e+002	6.00352010673475e+001,2.36921034719247e-002
3.17897114099879e+002	6.00352010955822e+001,2.36320079175353e-002
3.18036623581684e+002	6.00352011237370e+001,2.35719169123046e-002
3.18176194287372e+002	6.00352011518116e+001,2.35118304447429e-002
3.18315826243810e+002	6.00352011798062e+001,2.34517485034151e-002
3.18455519477878e+002	6.00352012077207e+001,2.33916710765367e-002
3.18595274016469e+002	6.00352012355553e+001,2.33315981528076e-002
3.18735089886486e+002	6.00352012633098e+001,2.32715297204845e-002
3.18874967114843e+002	6.00352012909844e+001,2.32114657680555e-002
3.19014905728469e+002	6.00352013185836e+001,2.31514062838927e-002
3.19154905754302e+002	6.00352013460984e+001,2.30913512564415e-002
3.19294967219294e+002	6.00352013735333e+001,2.30313006742510e-002
3.19435090150406e+002	6.00352014008882e+001,2.29712545257299e-002
3.19575274574613e+002	6.00352014281633e+001,2.29112127992858e-002
3.19715520518902e+002	6.00352014553677e+001,2.28511754833402e-002
3.19855828010271e+002	6.00352014824832e+001,2.27911425662788e-002
3.19996197075729e+002	6.00352015095189e+001,2.27311140367925e-002
3.20136627742299e+002	6.00352015364748e+001,2.26710898829430e-002
3.20277120037014e+002	6.00352015633510e+001,2.26110700934634e-002
3.20417673986920e+002	6.00352015901565e+001,2.25510546568344e-002
3.20558289619074e+002	6.00352016168744e+001,2.24910435613269e-002
3.20698966960546e+002	6.00352016435114e+001,2.24310367953783e-002
3.20839706038416e+002	6.00352016700688e+001,2.23710343476137e-002
3.20980506879779e+002	6.00352016965465e+001,2.23110362063388e-002
3.21121369511738e+002	6.00352017229447e+001,2.22510423599951e-002
3.21262293961411e+002	6.00352017492631e+001,2.21910527971709e-002
3.21403280255927e+002	6.00352017755020e+001,2.21310675061787e-002
3.21544328422425e+002	6.00352018016614e+001,2.20710864756080e-002
3.21685438488060e+002	6.00352018277412e+001,2.20111096937686e-002
3.21826610479994e+002	6.00352018537414e+001,2.19511371491582e-002
3.21967844425405e+002	6.00352018796622e+001,2.18911688302499e-002
3.22109140351482e+002	6.00352019055035e+001,2.18312047255155e-002
3.22250498285423e+002	6.00352019312653e+001,2.17712448234291e-002
3.22391918254442e+002	6.00352019569476e+001,2.17112891123836e-002
3.22533400285763e+002	6.00352019825506e+001,2.16513375807991e-002
3.22674944406622e+002	6.00352020080741e+001,2.15913902173130e-002
3.22816550644266e+002	6.00352020335228e+001,2.15314470102453e-002
3.22958219025956e+002	6.00352020588876e+001,2.14715079480860e-002
3.23099949578964e+002	6.00352020841776e+001,2.14115730192444e-002
3.23241742330574e+002	6.00352021093838e+001,2.13516422122937e-002
3.23383597308082e+002	6.00352021345105e+001,2.12917155155821e-002
3.23525514538795e+002	6.00352021595581e+001,2.12317929177230e-002
3.23667494050034e+002	6.00352021845263e+001,2.11718744070275e-002
3.23809535869129e+002	6.00352022094153e+001,2.11119599719889e-002
3.23951640023427e+002	6.00352022342251e+001,2.10520496011352e-002
3.24093806540281e+002	6.00352022589556e+001,2.09921432829475e-002
3.24236035447060e+002	6.00352022836070e+001,2.09322410058525e-002
3.24378326771144e+002	6.00352023081792e+001,2.08723427582779e-002
3.24520680539925e+002	6.00352023326814e+001,2.08124485287999e-002
3.24663096780807e+002	6.00352023570953e+001,2.07525583057164e-002
3.24805575521205e+002	6.00352023814301e+001,2.06926720776576e-002
3.24948116788548e+002	6.00352024056857e+001,2.06327898330548e-002
3.25090720610275e+002	6.00352024298623e+001,2.05729115603648e-002
3.25233387013839e+002	6.00352024539599e+001,2.05130372480743e-002
3.25376116026704e+002	6.00352024779784e+001,2.04531668846423e-002
3.25518907676346e+002	6.00352025019179e+001,2.03933004583933e-002
3.25661761990252e+002	6.00352025257783e+001,2.03334379582196e-002
3.25804678995925e+002	6.00352025495598e+001,2.02735793721777e-002
3.25947658720875e+002	6.00352025732624e+001,2.02137246888638e-002
3.26090701192627e+002	6.00352025968859e+001,2.01538738969295e-002
3.26233806438718e+002	6.00352026204305e+001,2.00940269847143e-002
3.26376974486696e+002	6.00352026438963e+001,2.00341839405497e-002
3.26520205364123e+002	6.00352026672831e+001,1.99743447532080e-002
3.26663499098570e+002	6.00352026905922e+001,1.99145094109604e-002
3.26806855717622e+002	6.00352027138213e+001,1.98546779023627e-002
3.26950275248877e+002	6.00352027369715e+001,1.97948502159028e-002
3.27093757719944e+002	6.00352027600430e+001,1.97350263401002e-002
3.27237303158443e+002	6.00352027830402e+001,1.96752062633204e-002
3.27380911592009e+002	6.00352028059540e+001,1.96153899741277e-002
3.27524583048287e+002	6.00352028287890e+001,1.95555774610228e-002
3.27668317554933e+002	6.00352028515453e+001,1.94957687124736e-002
3.27812115139619e+002	6.00352028742229e+001,1.94359637169494e-002
3.27955975830025e+002	6.00352028968218e+001,1.93761624629215e-002
3.28099899653846e+002	6.00352029193419e+001,1.93163649389135e-002
3.28243886638788e+002	6.00352029417834e+001,1.92565711334764e-002
3.28387936812570e+002	6.00352029641463e+001,1.91967810349212e-002
3.28532050202921e+002	6.00352029864396e+001,1.91369946319446e-002
3.28676226837585e+002	6.00352030086451e+001,1.90772119128860e-002
3.28820466744316e+002	6.00352030307720e+001,1.90174328662967e-002
3.28964769950881e+002	6.00352030528203e+001,1.89576574806437e-002
3.29109136485060e+002	6.00352030747901e+001,1.88978857445084e-002
3.29253566374643e+002	6.00352030966903e+001,1.88381176461974e-002
3.29398059647435e+002	6.00352031185030e+001,1.87783531743912e-002
3.29542616331251e+002	6.00352031402371e+001,1.87185923175039e-002
3.29687236453920e+002	6.00352031618927e+001,1.86588350640663e-002
3.29831920043281e+002	6.00352031834698e+001,1.85990814025294e-002
3.29976667127187e+002	6.00352032049684e+001,1.85393313214248e-002
3.30121477733502e+002	6.00352032263886e+001,1.84795848092323e-002
3.30266351890104e+002	6.00352032477302e+001,1.84198418544307e-002
3.30411289624881e+002	6.00352032689935e+001,1.83601024455807e-002
3.30556290965736e+002	6.00352032901784e+001,1.83003665712174e-002
3.30701355940580e+002	6.00352033112849e+001,1.82406342196326e-002
3.30846484577341e+002	6.00352033323130e+001,1.81809053795780e-002
3.30991676903956e+002	6.00352033532627e+001,1.81211800393327e-002
3.31136932948376e+002	6.00352033741387e+001,1.80614581876290e-002
3.31282252738564e+002	6.00352033949317e+001,1.80017398127381e-002
3.31427636302494e+002	6.00352034156464e+001,1.79420249033378e-002
3.31573083668153e+002	6.00352034362829e+001,1.78823134479130e-002
3.31718594863541e+002	6.00352034568410e+001,1.78226054348675e-002
3.31864169916670e+002	6.00352034773209e+001,1.77629008527689e-002
3.32009808855563e+002	6.00352034977226e+001,1.77031996901574e-002
3.32155511708257e+002	6.00352035180460e+001,1.76435019354932e-002
3.32301278502801e+002	6.00352035382911e+001,1.75838075772911e-002
3.32447109267256e+002	6.00352035584718e+001,1.75241166040827e-002
3.32593004029695e+002	6.00352035785606e+001,1.74644290043243e-002
3.32738962818203e+002	6.00352035985723e+001,1.74047447665990e-002
3.32884985660878e+002	6.00352036185048e+001,1.73450638794043e-002
3.33031072585831e+002	6.00352036383591e+001,1.72853863311476e-002
3.33177223621184e+002	6.00352036581353e+001,1.72257121104808e-002
3.33323438795073e+002	6.00352036778333e+001,1.71660412058421e-002
3.33469718135643e+002	6.00352036974533e+001,1.71063736058175e-002
3.33616061671056e+002	6.00352037169952e+001,1.70467092987140e-002
3.33762469429482e+002	6.00352037364636e+001,1.69870482732833e-002
3.33908941439107e+002	6.00352037558493e+001,1.69273905180406e-002
3.34055477728127e+002	6.00352037751571e+001,1.68677360212955e-002
3.34202078324751e+002	6.00352037943868e+001,1.68080847717062e-002
3.34348743257200e+002	6.00352038135385e+001,1.67484367577931e-002
3.34495472553709e+002	6.00352038326122e+001,1.66887919680559e-002
3.34642266242523e+002	6.00352038516080e+001,1.66291503908834e-002
3.34789124351902e+002	6.00352038705257e+001,1.65695120150691e-002
3.34936046910115e+002	6.00352038893655e+001,1.65098768289006e-002
3.35083033945448e+002	6.00352039081274e+001,1.64502448209514e-002
3.35230085486195e+002	6.00352039268114e+001,1.63906159798325e-002
3.35377201560665e+002	6.00352039454220e+001,1.63309902939738e-002
3.35524382197178e+002	6.00352039639502e+001,1.62713677519092e-002
3.35671627424068e+002	6.00352039824005e+001,1.62117483421769e-002
3.35818937269681e+002	6.00352040007729e+001,1.61521320533468e-002
3.35966311762373e+002	6.00352040190675e+001,1.60925188737884e-002
3.36113750930516e+002	6.00352040372842e+001,1.60329087922075e-002
3.36261254802493e+002	6.00352040554232e+001,1.59733017970268e-002
3.36408823406698e+002	6.00352040734889e+001,1.59136978768332e-002
3.36556456771540e+002	6.00352040914722e+001,1.58540970200207e-002
3.36704154925439e+002	6.00352041093778e+001,1.57944992152861e-002
3.36851917896828e+002	6.00352041272056e+001,1.57349044510823e-002
3.36999745714152e+002	6.00352041449556e+001,1.56753127159690e-002
3.37147638405868e+002	6.00352041626279e+001,1.56157239983485e-002
3.37295596000447e+002	6.00352041802225e+001,1.55561382868887e-002
3.37443618526372e+002	6.00352041977394e+001,1.54965555700732e-002
3.37591706012137e+002	6.00352042151786e+001,1.54369758364375e-002
3.37739858486251e+002	6.00352042325493e+001,1.53773990744686e-002
3.37888075977233e+002	6.00352042498331e+001,1.53178252727793e-002
3.38036358513616e+002	6.00352042670393e+001,1.52582544199098e-002
3.38184706123947e+002	6.00352042841678e+001,1.51986865043315e-002
3.38333118836781e+002	6.00352043012187e+001,1.51391215144248e-002
3.38481596680690e+002	6.00352043181920e+001,1.50795594390919e-002
3.38630139684256e+002	6.00352043350923e+001,1.50200002665365e-002
3.38778747876076e+002	6.00352043519104e+001,1.49604439854631e-002
3.38927421284756e+002	6.00352043686509e+001,1.49008905842927e-002
3.39076159938917e+002	6.00352043853139e+001,1.48413400517825e-002
3.39224963867193e+002	6.00352044018993e+001,1.47817923762069e-002
3.39373833098229e+002	6.00352044184071e+001,1.47222475462167e-002
3.39522767660682e+002	6.00352044348375e+001,1.46627055504109e-002
3.39671767583225e+002	6.00352044511904e+001,1.46031663771461e-002
3.39820832894540e+002	6.00352044674657e+001,1.45436300151836e-002
3.39969963623323e+002	6.00352044836635e+001,1.44840964529081e-002
3.40119159798283e+002	6.00352044997839e+001,1.44245656789206e-002
3.40268421448140e+002	6.00352045158268e+001,1.43650376817152e-002
3.40417748601629e+002	6.00352045317958e+001,1.43055124499131e-002
3.40567141287496e+002	6.00352045476838e+001,1.42459899719546e-002
3.40716599534499e+002	6.00352045634943e+001,1.41864702364122e-002
3.40866123371412e+002	6.00352045792276e+001,1.41269532319280e-002
3.41015712827016e+002	6.00352045948834e+001,1.40674389469197e-002
3.41165367930110e+002	6.00352046104618e+001,1.40079273699916e-002
3.41315088709503e+002	6.00352046259628e+001,1.39484184896954e-002
3.41464875194017e+002	6.00352046413865e+001,1.38889122945292e-002
3.41614727412487e+002	6.00352046567431e+001,1.38294087730272e-002
3.41764645393760e+002	6.00352046720120e+001,1.37699079138490e-002
3.41914629166696e+002	6.00352046872037e+001,1.37104097053968e-002
3.42064678760168e+002	6.00352047023180e+001,1.36509141363192e-002
3.42214794203062e+002	6.00352047173550e+001,1.35914211950902e-002
3.42364975524275e+002	6.00352047323147e+001,1.35319308703195e-002
3.42515222752718e+002	6.00352047471972e+001,1.34724431504572e-002
3.42665535917315e+002	6.00352047620024e+001,1.34129580241954e-002
3.42815915047002e+002	6.00352047767303e+001,1.33534754800110e-002
3.42966360170728e+002	6.00352047913809e+001,1.32939955065438e-002
3.43116871317454e+002	6.00352048059543e+001,1.32345180920837e-002
3.43267448516154e+002	6.00352048204506e+001,1.31750432253791e-002
3.43418091795816e+002	6.00352048348695e+001,1.31155708949906e-002
3.43568801185439e+002	6.00352048492113e+001,1.30561010894797e-002
3.43719576714036e+002	6.00352048634759e+001,1.29966337972465e-002
3.43870418410632e+002	6.00352048776634e+001,1.29371690069880e-002
3.44021326304264e+002	6.00352048917736e+001,1.28777067071717e-002
3.44172300423984e+002	6.00352049058101e+001,1.28182468864646e-002
3.44323340798854e+002	6.00352049197660e+001,1.27587895333233e-002
3.44474447457951e+002	6.00352049336460e+001,1.26993346363548e-002
3.44625620430364e+002	6.00352049474476e+001,1.26398821841055e-002
3.44776859745195e+002	6.00352049611813e+001,1.25804321650596e-002
3.44928165431557e+002	6.00352049748287e+001,1.25209845678067e-002
3.45079537518578e+002	6.00352049883991e+001,1.24615393810768e-002
3.45230976035399e+002	6.00352050018924e+001,1.24020965930349e-002
3.45382481011171e+002	6.00352050153086e+001,1.23426561926543e-002
3.45534052475061e+002	6.00352050286534e+001,1.22832181681847e-002
3.45685690456247e+002	6.00352050419155e+001,1.22237825084291e-002
3.45837394983919e+002	6.00352050551006e+001,1.21643492017479e-002
3.45989166087283e+002	6.00352050682086e+001,1.21049182368734e-002
3.46141003795554e+002	6.00352050812396e+001,1.20454896022158e-002
3.46292908137963e+002	6.00352050941935e+001,1.19860632863596e-002
3.46444879143752e+002	6.00352051070705e+001,1.19266392779349e-002
3.46596916842176e+002	6.00352051198705e+001,1.18672175655013e-002
3.46749021262504e+002	6.00352051325981e+001,1.18077981374950e-002
3.46901192434015e+002	6.00352051452441e+001,1.17483809826303e-002
3.47053430386005e+002	6.00352051578131e+001,1.16889660894270e-002
3.47205735147780e+002	6.00352051703052e+001,1.16295534464066e-002
3.47358106748659e+002	6.00352051827249e+001,1.15701430420817e-002
3.47510545217975e+002	6.00352051950632e+001,1.15107348650788e-002
3.47663050585073e+002	6.00352052073245e+001,1.14513289041004e-002
3.47815622879311e+002	6.00352052195089e+001,1.13919251475352e-002
3.47968262130061e+002	6.00352052316164e+001,1.13325235839090e-002
3.48120968366706e+002	6.00352052436516e+001,1.12731242019622e-002
3.48273741618643e+002	6.00352052556052e+001,1.12137269901717e-002
3.48426581915281e+002	6.00352052674821e+001,1.11543319370348e-002
3.48579489286044e+002	6.00352052792820e+001,1.10949390311731e-002
3.48732463760367e+002	6.00352052910051e+001,1.10355482612260e-002
3.48885505367698e+002	6.00352053026514e+001,1.09761596156269e-002
3.49038614137500e+002	6.00352053142208e+001,1.09167730830938e-002
3.49191790099245e+002	6.00352053257134e+001,1.08573886520502e-002
3.49345033282422e+002	6.00352053371337e+001,1.07980063111593e-002
3.49498343716530e+002	6.00352053484726e+001,1.07386260489567e-002
3.49651721431083e+002	6.00352053597348e+001,1.06792478540014e-002
3.49805166455607e+002	6.00352053709201e+001,1.06198717148519e-002
3.49958678819641e+002	6.00352053820287e+001,1.05604976201760e-002
3.50112258552737e+002	6.00352053930616e+001,1.05011255583456e-002
3.50265905684459e+002	6.00352054040166e+001,1.04417555181153e-002
3.50419620244387e+002	6.00352054148948e+001,1.03823874880449e-002
3.50573402262110e+002	6.00352054257009e+001,1.03230214566426e-002
3.50727251767233e+002	6.00352054364256e+001,1.02636574123671e-002
3.50881168789372e+002	6.00352054470736e+001,1.02042953440900e-002
3.51035153358158e+002	6.00352054576449e+001,1.01449352400832e-002
3.51189205503234e+002	6.00352054681394e+001,1.00855770891126e-002
3.51343325254255e+002	6.00352054785573e+001,1.00262208797174e-002
3.51497512640890e+002	6.00352054888984e+001,9.96686660043853e-003
3.51651767692822e+002	6.00352054991628e+001,9.90751423984262e-003
3.51806090439744e+002	6.00352055093597e+001,9.84816378646525e-003
3.51960480911366e+002	6.00352055194708e+001,9.78881522891350e-003
3.52114939137409e+002	6.00352055295052e+001,9.72946855580653e-003
3.52269465147605e+002	6.00352055394629e+001,9.67012375579388e-003
3.52424058971704e+002	6.00352055493440e+001,9.61078081728530e-003
3.52578720639464e+002	6.00352055591484e+001,9.55143972890651e-003
3.52733450180659e+002	6.00352055688762e+001,9.49210047922873e-003
3.52888247625076e+002	6.00352055785274e+001,9.43276305685208e-003
3.53043113002513e+002	6.00352055881018e+001,9.37342745032222e-003
3.53198046342784e+002	6.00352055975997e+001,9.31409364827966e-003
3.53353047675713e+002	6.00352056070312e+001,9.25476163928083e-003
3.53508117031140e+002	6.00352056163759e+001,9.19543141198309e-003
3.53663254438916e+002	6.00352056256440e+001,9.13610295475065e-003
3.53818459928906e+002	6.00352056348355e+001,9.07677625626944e-003
3.53973733530988e+002	6.00352056439504e+001,9.01745130516989e-003
3.54129075275053e+002	6.00352056529887e+001,8.95812809008360e-003
3.54284485191006e+002	6.00352056619551e+001,8.89880659939686e-003
3.54439963308763e+002	6.00352056708403e+001,8.83948682180404e-003
3.54595509658255e+002	6.00352056796489e+001,8.78016874593540e-003
3.54751124269425e+002	6.00352056883810e+001,8.72085236028952e-003
3.54906807172231e+002	6.00352056970365e+001,8.66153765344829e-003
3.55062558396642e+002	6.00352057056156e+001,8.60222461410048e-003
3.55218377972641e+002	6.00352057141181e+001,8.54291323072136e-003
3.55374265930224e+002	6.00352057225440e+001,8.48360349187904e-003
3.55530222299401e+002	6.00352057309026e+001,8.42429538623081e-003
3.55686247110194e+002	6.00352057391755e+001,8.36498890231143e-003
3.55842340392639e+002	6.00352057473731e+001,8.30568402864002e-003
3.55998502176784e+002	6.00352057554931e+001,8.24638075404889e-003
3.56154732492692e+002	6.00352057635365e+001,8.18707906685214e-003
3.56311031370438e+002	6.00352057715035e+001,8.12777895569172e-003
3.56467398840111e+002	6.00352057793974e+001,8.06848040922913e-003
3.56623834931811e+002	6.00352057872114e+001,8.00918341606483e-003
3.56780339675654e+002	6.00352057949490e+001,7.94988796467356e-003
3.56936913101768e+002	6.00352058026101e+001,7.89059404372491e-003
3.57093555240295e+002	6.00352058101947e+001,7.83130164178368e-003
3.57250266121388e+002	6.00352058177029e+001,7.77201074741259e-003
3.57407045775216e+002	6.00352058251347e+001,7.71272134920303e-003
3.57563894231959e+002	6.00352058324900e+001,7.65343343588112e-003
3.57720811521811e+002	6.00352058397688e+001,7.59414699575565e-003
3.57877797674981e+002	6.00352058469713e+001,7.53486201758509e-003
3.58034852721689e+002	6.00352058541054e+001,7.47557849006625e-003
3.58191976692169e+002	6.00352058611550e+001,7.41629640158378e-003
3.58349169616667e+002	6.00352058681282e+001,7.35701574079763e-003
3.58506431525446e+002	6.00352058750250e+001,7.29773649624961e-003
3.58663762448778e+002	6.00352058818455e+001,7.23845865667109e-003
3.58821162416951e+002	6.00352058885895e+001,7.17918221044337e-003
3.58978631460265e+002	6.00352058952571e+001,7.11990714632781e-003
3.59136169609033e+002	6.00352059018484e+001,7.06063345286554e-003
3.59293776893583e+002	6.00352059083690e+001,7.00136111865795e-003
3.59451453344256e+002	6.00352059148075e+001,6.94209013219660e-003
3.59609198991404e+002	6.00352059211696e+001,6.88282048235272e-003
3.59767013865395e+002	6.00352059274554e+001,6.82355215729353e-003
3.59924897996608e+002	6.00352059336648e+001,6.76428514590394e-003
3.60082851415438e+002	6.00352059397979e+001,6.70501943673570e-003
3.60240874152292e+002	6.00352059458547e+001,6.64575501829528e-003
3.60398966237589e+002	6.00352059518351e+001,6.58649187918618e-003
3.60557127701764e+002	6.00352059577391e+001,6.52723000812120e-003
3.60715358575263e+002	6.00352059635669e+001,6.46796939343582e-003
3.60873658888546e+002	6.00352059693182e+001,6.40871002422040e-003
