Freq.	V(out)
1.06990326339176e-002	-2.53367515333503e-001,1.67252141756263e-001
1.07037279156058e-002	-2.53582998550777e-001,1.67370744606930e-001
1.07084252578233e-002	-2.53798658947728e-001,1.67489457406958e-001
1.07131246614744e-002	-2.54014496659384e-001,1.67608280277322e-001
1.07178261274637e-002	-2.54230511820854e-001,1.67727213339149e-001
1.07225296566963e-002	-2.54446704567336e-001,1.67846256713697e-001
1.07272352500776e-002	-2.54663075034108e-001,1.67965410522381e-001
1.07319429085135e-002	-2.54879623356533e-001,1.68084674886736e-001
1.07366526329102e-002	-2.55096349670057e-001,1.68204049928464e-001
1.07413644241745e-002	-2.55313254110214e-001,1.68323535769388e-001
1.07460782832132e-002	-2.55530336812616e-001,1.68443132531491e-001
1.07507942109340e-002	-2.55747597912965e-001,1.68562840336878e-001
1.07555122082446e-002	-2.55965037547042e-001,1.68682659307812e-001
1.07602322760532e-002	-2.56182655850716e-001,1.68802589566702e-001
1.07649544152685e-002	-2.56400452959936e-001,1.68922631236086e-001
1.07696786267996e-002	-2.56618429010740e-001,1.69042784438654e-001
1.07744049115559e-002	-2.56836584139246e-001,1.69163049297233e-001
1.07791332704472e-002	-2.57054918481658e-001,1.69283425934809e-001
1.07838637043837e-002	-2.57273432174265e-001,1.69403914474487e-001
1.07885962142762e-002	-2.57492125353435e-001,1.69524515039540e-001
1.07933308010356e-002	-2.57710998155629e-001,1.69645227753365e-001
1.07980674655733e-002	-2.57930050717385e-001,1.69766052739518e-001
1.08028062088012e-002	-2.58149283175327e-001,1.69886990121693e-001
1.08075470316316e-002	-2.58368695666164e-001,1.70008040023728e-001
1.08122899349770e-002	-2.58588288326690e-001,1.70129202569608e-001
1.08170349197506e-002	-2.58808061293781e-001,1.70250477883458e-001
1.08217819868656e-002	-2.59028014704398e-001,1.70371866089557e-001
1.08265311372361e-002	-2.59248148695588e-001,1.70493367312317e-001
1.08312823717762e-002	-2.59468463404480e-001,1.70614981676309e-001
1.08360356914005e-002	-2.59688958968289e-001,1.70736709306234e-001
1.08407910970242e-002	-2.59909635524313e-001,1.70858550326953e-001
1.08455485895625e-002	-2.60130493209936e-001,1.70980504863459e-001
1.08503081699315e-002	-2.60351532162623e-001,1.71102573040908e-001
1.08550698390473e-002	-2.60572752519928e-001,1.71224754984589e-001
1.08598335978266e-002	-2.60794154419485e-001,1.71347050819942e-001
1.08645994471864e-002	-2.61015737999017e-001,1.71469460672541e-001
1.08693673880443e-002	-2.61237503396326e-001,1.71591984668132e-001
1.08741374213179e-002	-2.61459450749303e-001,1.71714622932590e-001
1.08789095479257e-002	-2.61681580195920e-001,1.71837375591938e-001
1.08836837687862e-002	-2.61903891874236e-001,1.71960242772357e-001
1.08884600848186e-002	-2.62126385922394e-001,1.72083224600151e-001
1.08932384969422e-002	-2.62349062478621e-001,1.72206321201803e-001
1.08980190060770e-002	-2.62571921681226e-001,1.72329532703926e-001
1.09028016131433e-002	-2.62794963668609e-001,1.72452859233269e-001
1.09075863190617e-002	-2.63018188579247e-001,1.72576300916763e-001
1.09123731247533e-002	-2.63241596551707e-001,1.72699857881448e-001
1.09171620311396e-002	-2.63465187724638e-001,1.72823530254548e-001
1.09219530391425e-002	-2.63688962236773e-001,1.72947318163410e-001
1.09267461496843e-002	-2.63912920226932e-001,1.73071221735535e-001
1.09315413636876e-002	-2.64137061834018e-001,1.73195241098582e-001
1.09363386820757e-002	-2.64361387197018e-001,1.73319376380356e-001
1.09411381057719e-002	-2.64585896455006e-001,1.73443627708792e-001
1.09459396357003e-002	-2.64810589747136e-001,1.73567995212021e-001
1.09507432727851e-002	-2.65035467212654e-001,1.73692479018259e-001
1.09555490179511e-002	-2.65260528990882e-001,1.73817079255930e-001
1.09603568721234e-002	-2.65485775221234e-001,1.73941796053573e-001
1.09651668362276e-002	-2.65711206043204e-001,1.74066629539892e-001
1.09699789111895e-002	-2.65936821596372e-001,1.74191579843736e-001
1.09747930979356e-002	-2.66162622020403e-001,1.74316647094101e-001
1.09796093973925e-002	-2.66388607455049e-001,1.74441831420141e-001
1.09844278104876e-002	-2.66614778040142e-001,1.74567132951156e-001
1.09892483381482e-002	-2.66841133915600e-001,1.74692551816607e-001
1.09940709813025e-002	-2.67067675221430e-001,1.74818088146081e-001
1.09988957408788e-002	-2.67294402097719e-001,1.74943742069341e-001
1.10037226178059e-002	-2.67521314684639e-001,1.75069513716299e-001
1.10085516130130e-002	-2.67748413122450e-001,1.75195403217002e-001
1.10133827274297e-002	-2.67975697551494e-001,1.75321410701666e-001
1.10182159619861e-002	-2.68203168112199e-001,1.75447536300650e-001
1.10230513176125e-002	-2.68430824945078e-001,1.75573780144462e-001
1.10278887952397e-002	-2.68658668190726e-001,1.75700142363778e-001
1.10327283957991e-002	-2.68886697989827e-001,1.75826623089405e-001
1.10375701202223e-002	-2.69114914483149e-001,1.75953222452317e-001
1.10424139694413e-002	-2.69343317811540e-001,1.76079940583643e-001
1.10472599443886e-002	-2.69571908115940e-001,1.76206777614651e-001
1.10521080459972e-002	-2.69800685537370e-001,1.76333733676771e-001
1.10569582752001e-002	-2.70029650216936e-001,1.76460808901588e-001
1.10618106329313e-002	-2.70258802295828e-001,1.76588003420842e-001
1.10666651201247e-002	-2.70488141915323e-001,1.76715317366417e-001
1.10715217377150e-002	-2.70717669216783e-001,1.76842750870353e-001
1.10763804866369e-002	-2.70947384341653e-001,1.76970304064849e-001
1.10812413678259e-002	-2.71177287431465e-001,1.77097977082265e-001
1.10861043822177e-002	-2.71407378627833e-001,1.77225770055102e-001
1.10909695307485e-002	-2.71637658072459e-001,1.77353683116020e-001
1.10958368143548e-002	-2.71868125907130e-001,1.77481716397827e-001
1.11007062339736e-002	-2.72098782273714e-001,1.77609870033505e-001
1.11055777905424e-002	-2.72329627314169e-001,1.77738144156162e-001
1.11104514849988e-002	-2.72560661170534e-001,1.77866538899101e-001
1.11153273182812e-002	-2.72791883984935e-001,1.77995054395745e-001
1.11202052913281e-002	-2.73023295899584e-001,1.78123690779682e-001
1.11250854050786e-002	-2.73254897056776e-001,1.78252448184666e-001
1.11299676604721e-002	-2.73486687598892e-001,1.78381326744592e-001
1.11348520584485e-002	-2.73718667668397e-001,1.78510326593528e-001
1.11397385999481e-002	-2.73950837407842e-001,1.78639447865681e-001
1.11446272859116e-002	-2.74183196959863e-001,1.78768690695432e-001
1.11495181172800e-002	-2.74415746467183e-001,1.78898055217298e-001
1.11544110949949e-002	-2.74648486072604e-001,1.79027541565969e-001
1.11593062199982e-002	-2.74881415919021e-001,1.79157149876296e-001
1.11642034932322e-002	-2.75114536149408e-001,1.79286880283257e-001
1.11691029156397e-002	-2.75347846906826e-001,1.79416732922028e-001
1.11740044881639e-002	-2.75581348334423e-001,1.79546707927917e-001
1.11789082117484e-002	-2.75815040575429e-001,1.79676805436395e-001
1.11838140873370e-002	-2.76048923773162e-001,1.79807025583090e-001
1.11887221158743e-002	-2.76282998071022e-001,1.79937368503800e-001
1.11936322983051e-002	-2.76517263612498e-001,1.80067834334454e-001
1.11985446355746e-002	-2.76751720541159e-001,1.80198423211172e-001
1.12034591286284e-002	-2.76986369000666e-001,1.80329135270205e-001
1.12083757784127e-002	-2.77221209134759e-001,1.80459970647984e-001
1.12132945858739e-002	-2.77456241087266e-001,1.80590929481087e-001
1.12182155519589e-002	-2.77691465002099e-001,1.80722011906251e-001
1.12231386776150e-002	-2.77926881023257e-001,1.80853218060379e-001
1.12280639637900e-002	-2.78162489294822e-001,1.80984548080525e-001
1.12329914114320e-002	-2.78398289960964e-001,1.81116002103911e-001
1.12379210214895e-002	-2.78634283165934e-001,1.81247580267917e-001
1.12428527949116e-002	-2.78870469054072e-001,1.81379282710083e-001
1.12477867326476e-002	-2.79106847769802e-001,1.81511109568101e-001
1.12527228356474e-002	-2.79343419457633e-001,1.81643060979832e-001
1.12576611048611e-002	-2.79580184262159e-001,1.81775137083300e-001
1.12626015412395e-002	-2.79817142328060e-001,1.81907338016682e-001
1.12675441457336e-002	-2.80054293800101e-001,1.82039663918319e-001
1.12724889192948e-002	-2.80291638823131e-001,1.82172114926714e-001
1.12774358628751e-002	-2.80529177542086e-001,1.82304691180530e-001
1.12823849774267e-002	-2.80766910101986e-001,1.82437392818597e-001
1.12873362639025e-002	-2.81004836647938e-001,1.82570219979899e-001
1.12922897232555e-002	-2.81242957325133e-001,1.82703172803584e-001
1.12972453564394e-002	-2.81481272278846e-001,1.82836251428962e-001
1.13022031644080e-002	-2.81719781654440e-001,1.82969455995508e-001
1.13071631481159e-002	-2.81958485597361e-001,1.83102786642862e-001
1.13121253085179e-002	-2.82197384253142e-001,1.83236243510818e-001
1.13170896465691e-002	-2.82436477767401e-001,1.83369826739330e-001
1.13220561632253e-002	-2.82675766285840e-001,1.83503536468542e-001
1.13270248594426e-002	-2.82915249954247e-001,1.83637372838718e-001
1.13319957361774e-002	-2.83154928918496e-001,1.83771335990322e-001
1.13369687943866e-002	-2.83394803324546e-001,1.83905426063967e-001
1.13419440350277e-002	-2.83634873318441e-001,1.84039643200429e-001
1.13469214590583e-002	-2.83875139046311e-001,1.84173987540648e-001
1.13519010674367e-002	-2.84115600654370e-001,1.84308459225732e-001
1.13568828611215e-002	-2.84356258288918e-001,1.84443058396955e-001
1.13618668410716e-002	-2.84597112096340e-001,1.84577785195741e-001
1.13668530082465e-002	-2.84838162223109e-001,1.84712639763705e-001
1.13718413636062e-002	-2.85079408815780e-001,1.84847622242593e-001
1.13768319081108e-002	-2.85320852020995e-001,1.84982732774349e-001
1.13818246427211e-002	-2.85562491985479e-001,1.85117971501060e-001
1.13868195683983e-002	-2.85804328856046e-001,1.85253338564989e-001
1.13918166861038e-002	-2.86046362779595e-001,1.85388834108558e-001
1.13968159967996e-002	-2.86288593903107e-001,1.85524458274357e-001
1.14018175014482e-002	-2.86531022373650e-001,1.85660211205144e-001
1.14068212010123e-002	-2.86773648338379e-001,1.85796093043851e-001
1.14118270964553e-002	-2.87016471944533e-001,1.85932103933559e-001
1.14168351887407e-002	-2.87259493339438e-001,1.86068244017516e-001
1.14218454788326e-002	-2.87502712670500e-001,1.86204513439165e-001
1.14268579676957e-002	-2.87746130085218e-001,1.86340912342078e-001
1.14318726562947e-002	-2.87989745731170e-001,1.86477440870027e-001
1.14368895455950e-002	-2.88233559756026e-001,1.86614099166917e-001
1.14419086365625e-002	-2.88477572307534e-001,1.86750887376850e-001
1.14469299301633e-002	-2.88721783533533e-001,1.86887805644092e-001
1.14519534273641e-002	-2.88966193581942e-001,1.87024854113063e-001
1.14569791291319e-002	-2.89210802600774e-001,1.87162032928349e-001
1.14620070364342e-002	-2.89455610738119e-001,1.87299342234728e-001
1.14670371502389e-002	-2.89700618142155e-001,1.87436782177125e-001
1.14720694715143e-002	-2.89945824961147e-001,1.87574352900641e-001
1.14771040012291e-002	-2.90191231343445e-001,1.87712054550547e-001
1.14821407403526e-002	-2.90436837437483e-001,1.87849887272271e-001
1.14871796898544e-002	-2.90682643391781e-001,1.87987851211438e-001
1.14922208507044e-002	-2.90928649354947e-001,1.88125946513805e-001
1.14972642238731e-002	-2.91174855475668e-001,1.88264173325339e-001
1.15023098103315e-002	-2.91421261902723e-001,1.88402531792137e-001
1.15073576110507e-002	-2.91667868784975e-001,1.88541022060492e-001
1.15124076270026e-002	-2.91914676271370e-001,1.88679644276859e-001
1.15174598591593e-002	-2.92161684510941e-001,1.88818398587866e-001
1.15225143084934e-002	-2.92408893652805e-001,1.88957285140317e-001
1.15275709759778e-002	-2.92656303846167e-001,1.89096304081161e-001
1.15326298625861e-002	-2.92903915240317e-001,1.89235455557548e-001
1.15376909692921e-002	-2.93151727984628e-001,1.89374739716789e-001
1.15427542970701e-002	-2.93399742228560e-001,1.89514156706358e-001
1.15478198468947e-002	-2.93647958121659e-001,1.89653706673917e-001
1.15528876197412e-002	-2.93896375813556e-001,1.89793389767281e-001
1.15579576165852e-002	-2.94144995453966e-001,1.89933206134451e-001
1.15630298384025e-002	-2.94393817192692e-001,1.90073155923587e-001
1.15681042861698e-002	-2.94642841179620e-001,1.90213239283036e-001
1.15731809608637e-002	-2.94892067564724e-001,1.90353456361308e-001
1.15782598634617e-002	-2.95141496498061e-001,1.90493807307093e-001
1.15833409949414e-002	-2.95391128129774e-001,1.90634292269240e-001
1.15884243562810e-002	-2.95640962610092e-001,1.90774911396792e-001
1.15935099484590e-002	-2.95891000089330e-001,1.90915664838942e-001
1.15985977724545e-002	-2.96141240717889e-001,1.91056552745060e-001
1.16036878292468e-002	-2.96391684646249e-001,1.91197575264727e-001
1.16087801198160e-002	-2.96642332024986e-001,1.91338732547632e-001
1.16138746451422e-002	-2.96893183004754e-001,1.91480024743701e-001
1.16189714062062e-002	-2.97144237736294e-001,1.91621452002996e-001
1.16240704039891e-002	-2.97395496370432e-001,1.91763014475768e-001
1.16291716394725e-002	-2.97646959058082e-001,1.91904712312439e-001
1.16342751136385e-002	-2.97898625950241e-001,1.92046545663599e-001
1.16393808274694e-002	-2.98150497197993e-001,1.92188514680028e-001
1.16444887819483e-002	-2.98402572952504e-001,1.92330619512672e-001
1.16495989780583e-002	-2.98654853365029e-001,1.92472860312652e-001
1.16547114167832e-002	-2.98907338586909e-001,1.92615237231260e-001
1.16598260991072e-002	-2.99160028769566e-001,1.92757750419983e-001
1.16649430260149e-002	-2.99412924064512e-001,1.92900400030461e-001
1.16700621984914e-002	-2.99666024623343e-001,1.93043186214520e-001
1.16751836175221e-002	-2.99919330597737e-001,1.93186109124168e-001
1.16803072840929e-002	-3.00172842139463e-001,1.93329168911582e-001
1.16854331991901e-002	-3.00426559400371e-001,1.93472365729112e-001
1.16905613638005e-002	-3.00680482532399e-001,1.93615699729305e-001
1.16956917789114e-002	-3.00934611687570e-001,1.93759171064855e-001
1.17008244455103e-002	-3.01188947017991e-001,1.93902779888649e-001
1.17059593645853e-002	-3.01443488675855e-001,1.94046526353759e-001
1.17110965371250e-002	-3.01698236813442e-001,1.94190410613426e-001
1.17162359641182e-002	-3.01953191583114e-001,1.94334432821073e-001
1.17213776465543e-002	-3.02208353137322e-001,1.94478593130303e-001
1.17265215854231e-002	-3.02463721628601e-001,1.94622891694873e-001
1.17316677817149e-002	-3.02719297209568e-001,1.94767328668761e-001
1.17368162364204e-002	-3.02975080032932e-001,1.94911904206087e-001
1.17419669505306e-002	-3.03231070251483e-001,1.95056618461171e-001
1.17471199250371e-002	-3.03487268018095e-001,1.95201471588502e-001
1.17522751609318e-002	-3.03743673485731e-001,1.95346463742749e-001
1.17574326592073e-002	-3.04000286807439e-001,1.95491595078768e-001
1.17625924208562e-002	-3.04257108136350e-001,1.95636865751589e-001
1.17677544468720e-002	-3.04514137625681e-001,1.95782275916428e-001
1.17729187382483e-002	-3.04771375428735e-001,1.95927825728666e-001
1.17780852959792e-002	-3.05028821698901e-001,1.96073515343874e-001
1.17832541210595e-002	-3.05286476589651e-001,1.96219344917816e-001
1.17884252144841e-002	-3.05544340254545e-001,1.96365314606412e-001
1.17935985772484e-002	-3.05802412847227e-001,1.96511424565784e-001
1.17987742103484e-002	-3.06060694521426e-001,1.96657674952221e-001
1.18039521147804e-002	-3.06319185430955e-001,1.96804065922216e-001
1.18091322915412e-002	-3.06577885729718e-001,1.96950597632403e-001
1.18143147416280e-002	-3.06836795571696e-001,1.97097270239638e-001
1.18194994660385e-002	-3.07095915110962e-001,1.97244083900925e-001
1.18246864657707e-002	-3.07355244501671e-001,1.97391038773480e-001
1.18298757418231e-002	-3.07614783898063e-001,1.97538135014697e-001
1.18350672951948e-002	-3.07874533454466e-001,1.97685372782132e-001
1.18402611268852e-002	-3.08134493325290e-001,1.97832752233545e-001
1.18454572378940e-002	-3.08394663665033e-001,1.97980273526864e-001
1.18506556292216e-002	-3.08655044628275e-001,1.98127936820209e-001
1.18558563018687e-002	-3.08915636369686e-001,1.98275742271887e-001
1.18610592568364e-002	-3.09176439044017e-001,1.98423690040366e-001
1.18662644951264e-002	-3.09437452806104e-001,1.98571780284329e-001
1.18714720177406e-002	-3.09698677810872e-001,1.98720013162630e-001
1.18766818256816e-002	-3.09960114213329e-001,1.98868388834296e-001
1.18818939199523e-002	-3.10221762168567e-001,1.99016907458555e-001
1.18871083015560e-002	-3.10483621831764e-001,1.99165569194816e-001
1.18923249714966e-002	-3.10745693358186e-001,1.99314374202664e-001
1.18975439307782e-002	-3.11007976903179e-001,1.99463322641872e-001
1.19027651804056e-002	-3.11270472622178e-001,1.99612414672409e-001
1.19079887213838e-002	-3.11533180670702e-001,1.99761650454419e-001
1.19132145547185e-002	-3.11796101204356e-001,1.99911030148224e-001
1.19184426814156e-002	-3.12059234378827e-001,2.00060553914361e-001
1.19236731024816e-002	-3.12322580349891e-001,2.00210221913528e-001
1.19289058189234e-002	-3.12586139273406e-001,2.00360034306595e-001
1.19341408317483e-002	-3.12849911305319e-001,2.00509991254681e-001
1.19393781419640e-002	-3.13113896601658e-001,2.00660092919013e-001
1.19446177505788e-002	-3.13378095318538e-001,2.00810339461052e-001
1.19498596586014e-002	-3.13642507612159e-001,2.00960731042438e-001
1.19551038670407e-002	-3.13907133638807e-001,2.01111267824993e-001
1.19603503769065e-002	-3.14171973554850e-001,2.01261949970733e-001
1.19655991892086e-002	-3.14437027516743e-001,2.01412777641863e-001
