Freq.	V(vout)
1.23879658653036e+002	-2.27152313861899e+002,9.72535520004027e+000
1.24165230759240e+002	-2.27146847464948e+002,9.79775589570645e+000
1.24451461177138e+002	-2.27141326453026e+002,9.87020328327661e+000
1.24738351424294e+002	-2.27135750717576e+002,9.94269768222759e+000
1.25025903021771e+002	-2.27130120148267e+002,1.00152394121074e+001
1.25314117494141e+002	-2.27124434631404e+002,1.00878287921654e+001
1.25602996369487e+002	-2.27118694055412e+002,1.01604661419840e+001
1.25892541179416e+002	-2.27112898306137e+002,1.02331517810472e+001
1.26182753459066e+002	-2.27107047268901e+002,1.03058860288540e+001
1.26473634747114e+002	-2.27101140826678e+002,1.03786692048018e+001
1.26765186585784e+002	-2.27095178862572e+002,1.04515016284062e+001
1.27057410520853e+002	-2.27089161259952e+002,1.05243836192971e+001
1.27350308101665e+002	-2.27083087896578e+002,1.05973154966297e+001
1.27643880881134e+002	-2.27076958653615e+002,1.06702975800040e+001
1.27938130415752e+002	-2.27070773410728e+002,1.07433301891416e+001
1.28233058265601e+002	-2.27064532043394e+002,1.08164136432172e+001
1.28528665994361e+002	-2.27058234429564e+002,1.08895482618226e+001
1.28824955169313e+002	-2.27051880443767e+002,1.09627343644260e+001
1.29121927361353e+002	-2.27045469959135e+002,1.10359722702894e+001
1.29419584144998e+002	-2.27039002851710e+002,1.11092622991828e+001
1.29717927098395e+002	-2.27032478991547e+002,1.11826047703141e+001
1.30016957803328e+002	-2.27025898250595e+002,1.12560000032105e+001
1.30316677845229e+002	-2.27019260497113e+002,1.13294483170702e+001
1.30617088813183e+002	-2.27012565601299e+002,1.14029500314976e+001
1.30918192299940e+002	-2.27005813429798e+002,1.14765054656774e+001
1.31219989901920e+002	-2.26999003851265e+002,1.15501149391719e+001
1.31522483219223e+002	-2.26992136729371e+002,1.16237787711839e+001
1.31825673855640e+002	-2.26985211927982e+002,1.16974972809128e+001
1.32129563418657e+002	-2.26978229312409e+002,1.17712707878961e+001
1.32434153519466e+002	-2.26971188742387e+002,1.18450996111140e+001
1.32739445772973e+002	-2.26964090081335e+002,1.19189840700136e+001
1.33045441797808e+002	-2.26956933187822e+002,1.19929244836969e+001
1.33352143216332e+002	-2.26949717921342e+002,1.20669211714058e+001
1.33659551654643e+002	-2.26942444138987e+002,1.21409744522075e+001
1.33967668742593e+002	-2.26935111698473e+002,1.22150846453935e+001
1.34276496113786e+002	-2.26927720453983e+002,1.22892520698092e+001
1.34586035405594e+002	-2.26920270260276e+002,1.23634770445961e+001
1.34896288259165e+002	-2.26912760971469e+002,1.24377598888775e+001
1.35207256319427e+002	-2.26905192439037e+002,1.25121009215424e+001
1.35518941235103e+002	-2.26897564514117e+002,1.25865004615134e+001
1.35831344658715e+002	-2.26889877047060e+002,1.26609588277908e+001
1.36144468246594e+002	-2.26882129884738e+002,1.27354763389548e+001
1.36458313658892e+002	-2.26874322876627e+002,1.28100533140639e+001
1.36772882559584e+002	-2.26866455869050e+002,1.28846900718527e+001
1.37088176616484e+002	-2.26858528705570e+002,1.29593869308110e+001
1.37404197501251e+002	-2.26850541232815e+002,1.30341442099066e+001
1.37720946889394e+002	-2.26842493292914e+002,1.31089622276322e+001
1.38038426460288e+002	-2.26834384726907e+002,1.31838413024702e+001
1.38356637897177e+002	-2.26826215377249e+002,1.32587817531061e+001
1.38675582887188e+002	-2.26817985082280e+002,1.33337838978238e+001
1.38995263121334e+002	-2.26809693680950e+002,1.34088480550855e+001
1.39315680294529e+002	-2.26801341010050e+002,1.34839745431682e+001
1.39636836105593e+002	-2.26792926905938e+002,1.35591636803396e+001
1.39958732257261e+002	-2.26784451204205e+002,1.36344157849112e+001
1.40281370456195e+002	-2.26775913737992e+002,1.37097311749286e+001
1.40604752412990e+002	-2.26767314340447e+002,1.37851101685373e+001
1.40928879842186e+002	-2.26758652842367e+002,1.38605530835878e+001
1.41253754462274e+002	-2.26749929073456e+002,1.39360602380176e+001
1.41579377995707e+002	-2.26741142865604e+002,1.40116319499776e+001
1.41905752168908e+002	-2.26732294044751e+002,1.40872685370566e+001
1.42232878712281e+002	-2.26723382437156e+002,1.41629703168089e+001
1.42560759360218e+002	-2.26714407869747e+002,1.42387376071396e+001
1.42889395851109e+002	-2.26705370166718e+002,1.43145707254481e+001
1.43218789927353e+002	-2.26696269151808e+002,1.43904699892964e+001
1.43548943335365e+002	-2.26687104644865e+002,1.44664357158726e+001
1.43879857825583e+002	-2.26677876469031e+002,1.45424682226768e+001
1.44211535152486e+002	-2.26668584443026e+002,1.46185678267977e+001
1.44543977074592e+002	-2.26659228386115e+002,1.46947348454505e+001
1.44877185354475e+002	-2.26649808114720e+002,1.47709695956064e+001
1.45211161758773e+002	-2.26640323444944e+002,1.48472723941163e+001
1.45545908058195e+002	-2.26630774191956e+002,1.49236435579158e+001
1.45881426027534e+002	-2.26621160170093e+002,1.50000834037687e+001
1.46217717445671e+002	-2.26611481190501e+002,1.50765922481514e+001
1.46554784095590e+002	-2.26601737066280e+002,1.51531704078798e+001
1.46892627764385e+002	-2.26591927605289e+002,1.52298181990263e+001
1.47231250243271e+002	-2.26582052617695e+002,1.53065359381065e+001
1.47570653327588e+002	-2.26572111910680e+002,1.53833239412753e+001
1.47910838816819e+002	-2.26562105290278e+002,1.54601825245692e+001
1.48251808514594e+002	-2.26552032563797e+002,1.55371120042863e+001
1.48593564228699e+002	-2.26541893532097e+002,1.56141126958226e+001
1.48936107771090e+002	-2.26531687999319e+002,1.56911849151211e+001
1.49279440957898e+002	-2.26521415768539e+002,1.57683289781023e+001
1.49623565609442e+002	-2.26511076636424e+002,1.58455451996848e+001
1.49968483550236e+002	-2.26500670405013e+002,1.59228338956794e+001
1.50314196609001e+002	-2.26490196871734e+002,1.60001953813307e+001
1.50660706618673e+002	-2.26479655831344e+002,1.60776299714509e+001
1.51008015416413e+002	-2.26469047080268e+002,1.61551379812035e+001
1.51356124843619e+002	-2.26458370412034e+002,1.62327197254068e+001
1.51705036745932e+002	-2.26447625621748e+002,1.63103755190448e+001
1.52054752973248e+002	-2.26436812497178e+002,1.63881056761681e+001
1.52405275379728e+002	-2.26425930831095e+002,1.64659105115747e+001
1.52756605823806e+002	-2.26414980411901e+002,1.65437903394490e+001
1.53108746168202e+002	-2.26403961026884e+002,1.66217454738831e+001
1.53461698279928e+002	-2.26392872463215e+002,1.66997762288922e+001
1.53815464030302e+002	-2.26381714505714e+002,1.67778829183447e+001
1.54170045294954e+002	-2.26370486938158e+002,1.68560658558328e+001
1.54525443953840e+002	-2.26359189544132e+002,1.69343253550291e+001
1.54881661891247e+002	-2.26347822103515e+002,1.70126617289976e+001
1.55238700995807e+002	-2.26336384397526e+002,1.70910752912361e+001
1.55596563160506e+002	-2.26324876204795e+002,1.71695663546344e+001
1.55955250282694e+002	-2.26313297301174e+002,1.72481352318276e+001
1.56314764264094e+002	-2.26301647466216e+002,1.73267822360232e+001
1.56675107010813e+002	-2.26289926472580e+002,1.74055076793627e+001
1.57036280433354e+002	-2.26278134094613e+002,1.74843118742528e+001
1.57398286446620e+002	-2.26266270103408e+002,1.75631951327231e+001
1.57761126969933e+002	-2.26254334271566e+002,1.76421577669556e+001
1.58124803927037e+002	-2.26242326368175e+002,1.77212000886085e+001
1.58489319246110e+002	-2.26230246161722e+002,1.78003224093321e+001
1.58854674859776e+002	-2.26218093419847e+002,1.78795250405781e+001
1.59220872705115e+002	-2.26205867906944e+002,1.79588082933529e+001
1.59587914723672e+002	-2.26193569388278e+002,1.80381724787755e+001
1.59955802861465e+002	-2.26181197627510e+002,1.81176179077856e+001
1.60324539069002e+002	-2.26168752386390e+002,1.81971448909077e+001
1.60694125301286e+002	-2.26156233424821e+002,1.82767537385028e+001
1.61064563517825e+002	-2.26143640501842e+002,1.83564447607020e+001
1.61435855682647e+002	-2.26130973375802e+002,1.84362182675988e+001
1.61808003764305e+002	-2.26118231803333e+002,1.85160745689746e+001
1.62181009735891e+002	-2.26105415539180e+002,1.85960139742822e+001
1.62554875575047e+002	-2.26092524337178e+002,1.86760367928582e+001
1.62929603263970e+002	-2.26079557949910e+002,1.87561433338644e+001
1.63305194789432e+002	-2.26066516128522e+002,1.88363339060886e+001
1.63681652142779e+002	-2.26053398623132e+002,1.89166088182903e+001
1.64058977319952e+002	-2.26040205181733e+002,1.89969683787952e+001
1.64437172321491e+002	-2.26026935551262e+002,1.90774128957767e+001
1.64816239152549e+002	-2.26013589477983e+002,1.91579426771582e+001
1.65196179822900e+002	-2.26000166705243e+002,1.92385580305552e+001
1.65576996346951e+002	-2.25986666976831e+002,1.93192592634936e+001
1.65958690743754e+002	-2.25973090034333e+002,1.94000466831663e+001
1.66341265037015e+002	-2.25959435617573e+002,1.94809205964421e+001
1.66724721255104e+002	-2.25945703465811e+002,1.95618813100459e+001
1.67109061431069e+002	-2.25931893315693e+002,1.96429291302657e+001
1.67494287602642e+002	-2.25918004904110e+002,1.97240643633560e+001
1.67880401812254e+002	-2.25904037964925e+002,1.98052873150692e+001
1.68267406107045e+002	-2.25889992232802e+002,1.98865982912372e+001
1.68655302538872e+002	-2.25875867438116e+002,1.99679975969509e+001
1.69044093164324e+002	-2.25861663312439e+002,2.00494855373869e+001
1.69433780044731e+002	-2.25847379583798e+002,2.01310624171857e+001
1.69824365246172e+002	-2.25833015980409e+002,2.02127285408386e+001
1.70215850839493e+002	-2.25818572229221e+002,2.02944842127458e+001
1.70608238900310e+002	-2.25804048053155e+002,2.03763297363846e+001
1.71001531509027e+002	-2.25789443178775e+002,2.04582654159437e+001
1.71395730750840e+002	-2.25774757325076e+002,2.05402915541411e+001
1.71790838715757e+002	-2.25759990213649e+002,2.06224084541281e+001
1.72186857498599e+002	-2.25745141564286e+002,2.07046164187697e+001
1.72583789199018e+002	-2.25730211094413e+002,2.07869157502726e+001
1.72981635921508e+002	-2.25715198520399e+002,2.08693067507659e+001
1.73380399775412e+002	-2.25700103556360e+002,2.09517897217619e+001
1.73780082874935e+002	-2.25684925916214e+002,2.10343649648396e+001
1.74180687339159e+002	-2.25669665312263e+002,2.11170327810486e+001
1.74582215292048e+002	-2.25654321454652e+002,2.11997934710900e+001
1.74984668862463e+002	-2.25638894053043e+002,2.12826473354552e+001
1.75388050184174e+002	-2.25623382813595e+002,2.13655946739075e+001
1.75792361395867e+002	-2.25607787445077e+002,2.14486357867397e+001
1.76197604641161e+002	-2.25592107650226e+002,2.15317709728303e+001
1.76603782068614e+002	-2.25576343132823e+002,2.16150005313484e+001
1.77010895831740e+002	-2.25560493593603e+002,2.16983247607010e+001
1.77418948089014e+002	-2.25544558734183e+002,2.17817439594467e+001
1.77827941003890e+002	-2.25528538252608e+002,2.18652584253590e+001
1.78237876744807e+002	-2.25512431847493e+002,2.19488684562527e+001
1.78648757485203e+002	-2.25496239214144e+002,2.20325743491409e+001
1.79060585403527e+002	-2.25479960046481e+002,2.21163764007793e+001
1.79473362683250e+002	-2.25463594037027e+002,2.22002749074536e+001
1.79887091512876e+002	-2.25447140878242e+002,2.22842701654417e+001
1.80301774085954e+002	-2.25430600259826e+002,2.23683624702983e+001
1.80717412601090e+002	-2.25413971869715e+002,2.24525521172128e+001
1.81134009261958e+002	-2.25397255394891e+002,2.25368394009537e+001
1.81551566277311e+002	-2.25380450521836e+002,2.26212246162098e+001
1.81970085860996e+002	-2.25363556932048e+002,2.27057080565068e+001
1.82389570231961e+002	-2.25346574310225e+002,2.27902900159212e+001
1.82810021614272e+002	-2.25329502336370e+002,2.28749707874332e+001
1.83231442237119e+002	-2.25312340690223e+002,2.29597506638748e+001
1.83653834334832e+002	-2.25295089047786e+002,2.30446299372092e+001
1.84077200146893e+002	-2.25277747087737e+002,2.31296088997963e+001
1.84501541917945e+002	-2.25260314484965e+002,2.32146878431825e+001
1.84926861897805e+002	-2.25242790910152e+002,2.32998670577242e+001
1.85353162341478e+002	-2.25225176036377e+002,2.33851468343410e+001
1.85780445509167e+002	-2.25207469535295e+002,2.34705274634696e+001
1.86208713666284e+002	-2.25189671072358e+002,2.35560092340402e+001
1.86637969083464e+002	-2.25171780316608e+002,2.36415924356703e+001
1.87068214036577e+002	-2.25153796933772e+002,2.37272773571011e+001
1.87499450806739e+002	-2.25135720586662e+002,2.38130642863306e+001
1.87931681680324e+002	-2.25117550938202e+002,2.38989535112703e+001
1.88364908948977e+002	-2.25099287649599e+002,2.39849453192158e+001
1.88799134909627e+002	-2.25080930378595e+002,2.40710399966392e+001
1.89234361864495e+002	-2.25062478784579e+002,2.41572378301994e+001
1.89670592121112e+002	-2.25043932523072e+002,2.42435391055770e+001
1.90107827992327e+002	-2.25025291247975e+002,2.43299441078660e+001
1.90546071796322e+002	-2.25006554613539e+002,2.44164531221379e+001
1.90985325856621e+002	-2.24987722270595e+002,2.45030664325801e+001
1.91425592502106e+002	-2.24968793867262e+002,2.45897843225042e+001
1.91866874067026e+002	-2.24949769053061e+002,2.46766070753988e+001
1.92309172891013e+002	-2.24930647475459e+002,2.47635349741886e+001
1.92752491319091e+002	-2.24911428777363e+002,2.48505683004884e+001
1.93196831701689e+002	-2.24892112603485e+002,2.49377073361741e+001
1.93642196394658e+002	-2.24872698596243e+002,2.50249523625141e+001
1.94088587759275e+002	-2.24853186392753e+002,2.51123036592052e+001
1.94536008162263e+002	-2.24833575635103e+002,2.51997615070671e+001
1.94984459975802e+002	-2.24813865958122e+002,2.52873261848871e+001
1.95433945577536e+002	-2.24794056997203e+002,2.53749979715472e+001
1.95884467350596e+002	-2.24774148387108e+002,2.54627771454499e+001
1.96336027683602e+002	-2.24754139758347e+002,2.55506639838674e+001
1.96788628970681e+002	-2.24734030742019e+002,2.56386587640426e+001
1.97242273611482e+002	-2.24713820967317e+002,2.57267617624392e+001
1.97696964011183e+002	-2.24693510060811e+002,2.58149732547814e+001
1.98152702580507e+002	-2.24673097647703e+002,2.59032935162635e+001
1.98609491735734e+002	-2.24652583352450e+002,2.59917228215868e+001
1.99067333898716e+002	-2.24631966796891e+002,2.60802614447094e+001
1.99526231496885e+002	-2.24611247601109e+002,2.61689096588447e+001
1.99986186963271e+002	-2.24590425384912e+002,2.62576677369732e+001
2.00447202736513e+002	-2.24569499764401e+002,2.63465359509177e+001
2.00909281260870e+002	-2.24548470355229e+002,2.64355145721350e+001
2.01372424986236e+002	-2.24527336771615e+002,2.65246038715290e+001
2.01836636368153e+002	-2.24506098626523e+002,2.66138041194105e+001
2.02301917867824e+002	-2.24484755528368e+002,2.67031155847603e+001
2.02768271952125e+002	-2.24463307088303e+002,2.67925385369353e+001
2.03235701093619e+002	-2.24441752910610e+002,2.68820732433097e+001
2.03704207770569e+002	-2.24420092603633e+002,2.69717199721140e+001
2.04173794466950e+002	-2.24398325769564e+002,2.70614789896278e+001
2.04644463672464e+002	-2.24376452010418e+002,2.71513505619908e+001
2.05116217882553e+002	-2.24354470926599e+002,2.72413349544408e+001
2.05589059598411e+002	-2.24332382117198e+002,2.73314324318373e+001
2.06062991326997e+002	-2.24310185178617e+002,2.74216432578935e+001
2.06538015581050e+002	-2.24287879706007e+002,2.75119676957793e+001
2.07014134879101e+002	-2.24265465294073e+002,2.76024060083073e+001
2.07491351745488e+002	-2.24242941533358e+002,2.76929584568288e+001
2.07969668710366e+002	-2.24220308014134e+002,2.77836253024207e+001
2.08449088309726e+002	-2.24197564324602e+002,2.78744068052044e+001
2.08929613085401e+002	-2.24174710050508e+002,2.79653032244826e+001
2.09411245585086e+002	-2.24151744779328e+002,2.80563148196095e+001
2.09893988362349e+002	-2.24128668092042e+002,2.81474418479625e+001
2.10377843976644e+002	-2.24105479570661e+002,2.82386845667912e+001
2.10862814993325e+002	-2.24082178794495e+002,2.83300432324098e+001
2.11348903983661e+002	-2.24058765340800e+002,2.84215181002052e+001
2.11836113524847e+002	-2.24035238788026e+002,2.85131094255366e+001
2.12324446200018e+002	-2.24011598708990e+002,2.86048174619091e+001
2.12813904598268e+002	-2.23987844676514e+002,2.86966424625117e+001
2.13304491314654e+002	-2.23963976260893e+002,2.87885846795430e+001
2.13796208950220e+002	-2.23939993031393e+002,2.88806443644753e+001
2.14289060112002e+002	-2.23915894557139e+002,2.89728217684041e+001
2.14783047413050e+002	-2.23891680401335e+002,2.90651171404927e+001
2.15278173472434e+002	-2.23867350128717e+002,2.91575307299448e+001
2.15774440915263e+002	-2.23842903301656e+002,2.92500627848975e+001
2.16271852372698e+002	-2.23818339479426e+002,2.93427135523102e+001
2.16770410481966e+002	-2.23793658222240e+002,2.94354832789664e+001
2.17270117886371e+002	-2.23768859084848e+002,2.95283722097773e+001
2.17770977235312e+002	-2.23743941622860e+002,2.96213805895054e+001
2.18272991184296e+002	-2.23718905389616e+002,2.97145086618337e+001
2.18776162394951e+002	-2.23693749935667e+002,2.98077566693005e+001
2.19280493535041e+002	-2.23668474811763e+002,2.99011248540890e+001
2.19785987278479e+002	-2.23643079564287e+002,2.99946134566640e+001
2.20292646305342e+002	-2.23617563739499e+002,3.00882227171677e+001
2.20800473301886e+002	-2.23591926881130e+002,3.01819528744420e+001
2.21309470960560e+002	-2.23566168531513e+002,3.02758041666166e+001
2.21819641980018e+002	-2.23540288232323e+002,3.03697768311272e+001
2.22330989065136e+002	-2.23514285520663e+002,3.04638711036828e+001
2.22843514927026e+002	-2.23488159933614e+002,3.05580872195344e+001
2.23357222283049e+002	-2.23461911005762e+002,3.06524254127232e+001
2.23872113856830e+002	-2.23435538271040e+002,3.07468859166818e+001
2.24388192378273e+002	-2.23409041260951e+002,3.08414689636606e+001
2.24905460583574e+002	-2.23382419503109e+002,3.09361747843012e+001
2.25423921215239e+002	-2.23355672526971e+002,3.10310036092455e+001
2.25943577022094e+002	-2.23328799857556e+002,3.11259556674469e+001
2.26464430759302e+002	-2.23301801018719e+002,3.12210311869487e+001
2.26986485188378e+002	-2.23274675532065e+002,3.13162303946554e+001
2.27509743077203e+002	-2.23247422918244e+002,3.14115535167021e+001
2.28034207200038e+002	-2.23220042695596e+002,3.15070007779837e+001
2.28559880337539e+002	-2.23192534379881e+002,3.16025724021454e+001
2.29086765276773e+002	-2.23164897486991e+002,3.16982686123615e+001
2.29614864811232e+002	-2.23137131528628e+002,3.17940896299278e+001
2.30144181740846e+002	-2.23109236016023e+002,3.18900356755922e+001
2.30674718872003e+002	-2.23081210457998e+002,3.19861069687197e+001
2.31206479017555e+002	-2.23053054360943e+002,3.20823037274944e+001
2.31739464996843e+002	-2.23024767231963e+002,3.21786261696198e+001
2.32273679635706e+002	-2.22996348572451e+002,3.22750745106355e+001
2.32809125766496e+002	-2.22967797884819e+002,3.23716489657667e+001
2.33345806228096e+002	-2.22939114668340e+002,3.24683497486636e+001
2.33883723865931e+002	-2.22910298420697e+002,3.25651770719580e+001
2.34422881531988e+002	-2.22881348638953e+002,3.26621311474601e+001
2.34963282084826e+002	-2.22852264813726e+002,3.27592121844684e+001
2.35504928389596e+002	-2.22823046440219e+002,3.28564203929586e+001
2.36047823318053e+002	-2.22793693007664e+002,3.29537559805553e+001
2.36591969748571e+002	-2.22764204002447e+002,3.30512191533197e+001
2.37137370566161e+002	-2.22734578913169e+002,3.31488101174124e+001
2.37684028662483e+002	-2.22704817222850e+002,3.32465290765980e+001
2.38231946935864e+002	-2.22674918415234e+002,3.33443762341664e+001
2.38781128291313e+002	-2.22644881968302e+002,3.34423517910946e+001
2.39331575640534e+002	-2.22614707363163e+002,3.35404559484731e+001
2.39883291901944e+002	-2.22584394075059e+002,3.36386889050690e+001
2.40436280000689e+002	-2.22553941579603e+002,3.37370508589592e+001
2.40990542868655e+002	-2.22523349347527e+002,3.38355420060406e+001
2.41546083444489e+002	-2.22492616852651e+002,3.39341625425309e+001
2.42102904673613e+002	-2.22461743562668e+002,3.40329126619321e+001
2.42661009508237e+002	-2.22430728944686e+002,3.41317925569124e+001
2.43220400907377e+002	-2.22399572462908e+002,3.42308024184381e+001
2.43781081836870e+002	-2.22368273580791e+002,3.43299424365302e+001
2.44343055269392e+002	-2.22336831760294e+002,3.44292127999847e+001
2.44906324184470e+002	-2.22305246460513e+002,3.45286136959791e+001
2.45470891568498e+002	-2.22273517137688e+002,3.46281453099510e+001
2.46036760414758e+002	-2.22241643248203e+002,3.47278078267106e+001
2.46603933723429e+002	-2.22209624245088e+002,3.48276014290933e+001
2.47172414501608e+002	-2.22177459579481e+002,3.49275262986841e+001
2.47742205763323e+002	-2.22145148702455e+002,3.50275826161094e+001
2.48313310529552e+002	-2.22112691058293e+002,3.51277705590990e+001
2.48885731828234e+002	-2.22080086095274e+002,3.52280903058574e+001
2.49459472694290e+002	-2.22047333255889e+002,3.53285420318437e+001
2.50034536169638e+002	-2.22014431982100e+002,3.54291259115750e+001
2.50610925303206e+002	-2.21981381713723e+002,3.55298421179358e+001
2.51188643150953e+002	-2.21948181887973e+002,3.56306908222259e+001
2.51767692775880e+002	-2.21914831940814e+002,3.57316721944395e+001
2.52348077248052e+002	-2.21881331305438e+002,3.58327864027479e+001
2.52929799644609e+002	-2.21847679414302e+002,3.59340336142861e+001
2.53512863049785e+002	-2.21813875696613e+002,3.60354139941299e+001
2.54097270554925e+002	-2.21779919580695e+002,3.61369277062817e+001
2.54683025258499e+002	-2.21745810491898e+002,3.62385749127731e+001
2.55270130266119e+002	-2.21711547853760e+002,3.63403557741416e+001
2.55858588690559e+002	-2.21677131089480e+002,3.64422704498916e+001
2.56448403651766e+002	-2.21642559617712e+002,3.65443190970802e+001
