Freq.	V(vin)/-I(Vg)
6.59173895244116e+003	8.59332286121555e+004,-3.07535647715384e+003
6.60693448007390e+003	8.59328115381299e+004,-3.08238592090319e+003
6.62216503701556e+003	8.59323925377879e+004,-3.08943163274387e+003
6.63743070401702e+003	8.59319716022033e+004,-3.09649364982008e+003
6.65273156201534e+003	8.59315487224566e+004,-3.10357200875895e+003
6.66806769213414e+003	8.59311238895417e+004,-3.11066674679553e+003
6.68343917568406e+003	8.59306970944463e+004,-3.11777790085257e+003
6.69884609416318e+003	8.59302683281036e+004,-3.12490550805148e+003
6.71428852925743e+003	8.59298375813787e+004,-3.13204960601985e+003
6.72976656284108e+003	8.59294048451480e+004,-3.13921023166274e+003
6.74528027697712e+003	8.59289701102263e+004,-3.14638742228896e+003
6.76082975391771e+003	8.59285333673238e+004,-3.15358121612235e+003
6.77641507610464e+003	8.59280946071950e+004,-3.16079165025492e+003
6.79203632616972e+003	8.59276538205239e+004,-3.16801876228466e+003
6.80769358693529e+003	8.59272109979248e+004,-3.17526259021256e+003
6.82338694141456e+003	8.59267661300324e+004,-3.18252317131756e+003
6.83911647281216e+003	8.59263192073315e+004,-3.18980054430454e+003
6.85488226452447e+003	8.59258702203566e+004,-3.19709474684974e+003
6.87068440014017e+003	8.59254191595619e+004,-3.20440581703152e+003
6.88652296344061e+003	8.59249660153677e+004,-3.21173379302520e+003
6.90239803840026e+003	8.59245107781313e+004,-3.21907871320360e+003
6.91830970918720e+003	8.59240534382001e+004,-3.22644061572953e+003
6.93425806016352e+003	8.59235939858261e+004,-3.23381953937248e+003
6.95024317588579e+003	8.59231324112680e+004,-3.24121552238435e+003
6.96626514110551e+003	8.59226687047280e+004,-3.24862860321502e+003
6.98232404076953e+003	8.59222028563328e+004,-3.25605882081950e+003
6.99841996002054e+003	8.59217348561713e+004,-3.26350621414629e+003
7.01455298419752e+003	8.59212646943313e+004,-3.27097082162564e+003
7.03072319883613e+003	8.59207923607680e+004,-3.27845268290883e+003
7.04693068966926e+003	8.59203178455141e+004,-3.28595183610580e+003
7.06317554262741e+003	8.59198411384258e+004,-3.29346832116146e+003
7.07945784383916e+003	8.59193622294074e+004,-3.30100217678584e+003
7.09577767963166e+003	8.59188811082687e+004,-3.30855344250109e+003
7.11213513653106e+003	8.59183977647806e+004,-3.31612215771966e+003
7.12853030126296e+003	8.59179121886787e+004,-3.32370836184742e+003
7.14496326075289e+003	8.59174243696303e+004,-3.33131209458977e+003
7.16143410212678e+003	8.59169342972738e+004,-3.33893339554307e+003
7.17794291271137e+003	8.59164419612091e+004,-3.34657230429676e+003
7.19448978003474e+003	8.59159473509485e+004,-3.35422886094401e+003
7.21107479182673e+003	8.59154504560016e+004,-3.36190310516217e+003
7.22769803601944e+003	8.59149512658024e+004,-3.36959507703028e+003
7.24435960074763e+003	8.59144497697114e+004,-3.37730481702922e+003
7.26105957434927e+003	8.59139459571122e+004,-3.38503236481430e+003
7.27779804536596e+003	8.59134398172740e+004,-3.39277776095396e+003
7.29457510254340e+003	8.59129313394390e+004,-3.40054104580451e+003
7.31139083483188e+003	8.59124205128042e+004,-3.40832225981744e+003
7.32824533138674e+003	8.59119073265182e+004,-3.41612144343622e+003
7.34513868156884e+003	8.59113917696569e+004,-3.42393863750599e+003
7.36207097494505e+003	8.59108738312646e+004,-3.43177388276217e+003
7.37904230128869e+003	8.59103535003764e+004,-3.43962721942060e+003
7.39605275058006e+003	8.59098307658546e+004,-3.44749868942859e+003
7.41310241300685e+003	8.59093056166433e+004,-3.45538833308896e+003
7.43019137896468e+003	8.59087780415607e+004,-3.46329619171923e+003
7.44731973905755e+003	8.59082480293999e+004,-3.47122230642464e+003
7.46448758409832e+003	8.59077155688932e+004,-3.47916671850696e+003
7.48169500510919e+003	8.59071806487145e+004,-3.48712946946458e+003
7.49894209332220e+003	8.59066432575043e+004,-3.49511060058287e+003
7.51622894017969e+003	8.59061033838303e+004,-3.50311015354841e+003
7.53355563733481e+003	8.59055610162051e+004,-3.51112817014168e+003
7.55092227665197e+003	8.59050161431241e+004,-3.51916469182838e+003
7.56832895020736e+003	8.59044687530136e+004,-3.52721976026978e+003
7.58577575028945e+003	8.59039188341903e+004,-3.53529341803984e+003
7.60326276939943e+003	8.59033663750000e+004,-3.54338570668095e+003
7.62079010025172e+003	8.59028113636861e+004,-3.55149666844284e+003
7.63835783577450e+003	8.59022537884603e+004,-3.55962634546492e+003
7.65596606911015e+003	8.59016936374510e+004,-3.56777478018372e+003
7.67361489361577e+003	8.59011308987704e+004,-3.57594201482374e+003
7.69130440286367e+003	8.59005655604424e+004,-3.58412809200902e+003
7.70903469064187e+003	8.58999976104625e+004,-3.59233305415042e+003
7.72680585095459e+003	8.58994270367253e+004,-3.60055694426314e+003
7.74461797802275e+003	8.58988538271098e+004,-3.60879980504723e+003
7.76247116628447e+003	8.58982779694582e+004,-3.61706167898879e+003
7.78036551039559e+003	8.58976994515053e+004,-3.62534260938339e+003
7.79830110523013e+003	8.58971182609438e+004,-3.63364263931210e+003
7.81627804588083e+003	8.58965343854530e+004,-3.64196181154091e+003
7.83429642765965e+003	8.58959478125577e+004,-3.65030017005292e+003
7.85235634609824e+003	8.58953585298413e+004,-3.65865775749270e+003
7.87045789694850e+003	8.58947665247410e+004,-3.66703461772259e+003
7.88860117618306e+003	8.58941717847244e+004,-3.67543079367570e+003
7.90678627999576e+003	8.58935742970560e+004,-3.68384633001263e+003
7.92501330480222e+003	8.58929740491089e+004,-3.69228126954485e+003
7.94328234724031e+003	8.58923710280885e+004,-3.70073565650540e+003
7.96159350417067e+003	8.58917652211974e+004,-3.70920953450394e+003
7.97994687267725e+003	8.58911566155120e+004,-3.71770294806042e+003
7.99834255006776e+003	8.58905451981089e+004,-3.72621594107156e+003
8.01678063387426e+003	8.58899309560116e+004,-3.73474855752696e+003
8.03526122185363e+003	8.58893138761197e+004,-3.74330084212056e+003
8.05378441198812e+003	8.58886939453452e+004,-3.75187283892406e+003
8.07235030248583e+003	8.58880711504839e+004,-3.76046459271410e+003
8.09095899178126e+003	8.58874454783000e+004,-3.76907614795000e+003
8.10961057853584e+003	8.58868169155048e+004,-3.77770754918370e+003
8.12830516163842e+003	8.58861854487026e+004,-3.78635884156974e+003
8.14704284020582e+003	8.58855510644961e+004,-3.79503006963895e+003
8.16582371358334e+003	8.58849137493563e+004,-3.80372127883140e+003
8.18464788134531e+003	8.58842734897641e+004,-3.81243251386137e+003
8.20351544329559e+003	8.58836302720867e+004,-3.82116382014795e+003
8.22242649946811e+003	8.58829840826512e+004,-3.82991524289472e+003
8.24138115012741e+003	8.58823349077330e+004,-3.83868682729469e+003
8.26037949576917e+003	8.58816827334831e+004,-3.84747861934748e+003
8.27942163712072e+003	8.58810275460719e+004,-3.85629066422456e+003
8.29850767514160e+003	8.58803693315372e+004,-3.86512300790321e+003
8.31763771102408e+003	8.58797080759147e+004,-3.87397569583943e+003
8.33681184619370e+003	8.58790437651147e+004,-3.88284877419255e+003
8.35603018230983e+003	8.58783763849978e+004,-3.89174228911117e+003
8.37529282126617e+003	8.58777059214010e+004,-3.90065628632352e+003
8.39459986519131e+003	8.58770323600455e+004,-3.90959081226182e+003
8.41395141644928e+003	8.58763556866312e+004,-3.91854591293804e+003
8.43334757764008e+003	8.58756758867112e+004,-3.92752163537420e+003
8.45278845160022e+003	8.58749929458941e+004,-3.93651802535502e+003
8.47227414140328e+003	8.58743068495871e+004,-3.94553513018510e+003
8.49180475036045e+003	8.58736175832572e+004,-3.95457299593206e+003
8.51138038202107e+003	8.58729251321929e+004,-3.96363166997937e+003
8.53100114017319e+003	8.58722294817098e+004,-3.97271119877936e+003
8.55066712884412e+003	8.58715306170122e+004,-3.98181162928237e+003
8.57037845230098e+003	8.58708285231999e+004,-3.99093300904022e+003
8.59013521505123e+003	8.58701231853447e+004,-4.00007538518336e+003
8.60993752184328e+003	8.58694145884656e+004,-4.00923880483046e+003
8.62978547766697e+003	8.58687027174600e+004,-4.01842331569988e+003
8.64967918775419e+003	8.58679875572101e+004,-4.02762896508968e+003
8.66961875757942e+003	8.58672690925040e+004,-4.03685580059104e+003
8.68960429286026e+003	8.58665473080387e+004,-4.04610387019154e+003
8.70963589955804e+003	8.58658221884675e+004,-4.05537322166156e+003
8.72971368387834e+003	8.58650937183802e+004,-4.06466390275831e+003
8.74983775227158e+003	8.58643618822563e+004,-4.07397596183939e+003
8.77000821143356e+003	8.58636266645435e+004,-4.08330944684009e+003
8.79022516830605e+003	8.58628880496185e+004,-4.09266440588772e+003
8.81048873007734e+003	8.58621460217242e+004,-4.10204088781048e+003
8.83079900418282e+003	8.58614005651002e+004,-4.11143894081082e+003
8.85115609830554e+003	8.58606516638844e+004,-4.12085861348602e+003
8.87156012037679e+003	8.58598993021492e+004,-4.13029995452260e+003
8.89201117857666e+003	8.58591434638756e+004,-4.13976301279674e+003
8.91250938133462e+003	8.58583841330170e+004,-4.14924783686527e+003
8.93305483733011e+003	8.58576212933765e+004,-4.15875447619003e+003
8.95364765549309e+003	8.58568549287202e+004,-4.16828297991245e+003
8.97428794500463e+003	8.58560850227909e+004,-4.17783339675185e+003
8.99497581529749e+003	8.58553115591707e+004,-4.18740577643429e+003
9.01571137605670e+003	8.58545345213961e+004,-4.19700016846746e+003
9.03649473722014e+003	8.58537538929597e+004,-4.20661662214075e+003
9.05732600897912e+003	8.58529696572536e+004,-4.21625518703478e+003
9.07820530177897e+003	8.58521817976262e+004,-4.22591591261477e+003
9.09913272631962e+003	8.58513902971718e+004,-4.23559885016741e+003
9.12010839355619e+003	8.58505951391924e+004,-4.24530404820977e+003
9.14113241469959e+003	8.58497963067430e+004,-4.25503155708091e+003
9.16220490121708e+003	8.58489937827923e+004,-4.26478142730910e+003
9.18332596483288e+003	8.58481875502437e+004,-4.27455370940781e+003
9.20449571752878e+003	8.58473775920100e+004,-4.28434845305865e+003
9.22571427154469e+003	8.58465638908034e+004,-4.29416570935737e+003
9.24698173937928e+003	8.58457464293210e+004,-4.30400552877139e+003
9.26829823379054e+003	8.58449251901369e+004,-4.31386796236550e+003
9.28966386779640e+003	8.58441001558766e+004,-4.32375305996442e+003
9.31107875467534e+003	8.58432713089108e+004,-4.33366087321338e+003
9.33254300796694e+003	8.58424386315681e+004,-4.34359145353845e+003
9.35405674147254e+003	8.58416021061680e+004,-4.35354485173766e+003
9.37562006925581e+003	8.58407617149339e+004,-4.36352111879650e+003
9.39723310564338e+003	8.58399174399442e+004,-4.37352030650116e+003
9.41889596522541e+003	8.58390692632262e+004,-4.38354246641752e+003
9.44060876285622e+003	8.58382171667766e+004,-4.39358764968700e+003
9.46237161365491e+003	8.58373611323569e+004,-4.40365590906673e+003
9.48418463300595e+003	8.58365011419051e+004,-4.41374729484925e+003
9.50604793655978e+003	8.58356371769768e+004,-4.42386186037042e+003
9.52796164023348e+003	8.58347692192866e+004,-4.43399965670566e+003
9.54992586021131e+003	8.58338972502465e+004,-4.44416073715720e+003
9.57194071294539e+003	8.58330212513598e+004,-4.45434515337814e+003
9.59400631515627e+003	8.58321412040442e+004,-4.46455295720928e+003
9.61612278383358e+003	8.58312570894888e+004,-4.47478420190104e+003
9.63829023623663e+003	8.58303688888788e+004,-4.48503894007527e+003
9.66050878989505e+003	8.58294765833614e+004,-4.49531722392783e+003
9.68277856260940e+003	8.58285801538905e+004,-4.50561910686139e+003
9.70509967245180e+003	8.58276795813815e+004,-4.51594464185239e+003
9.72747223776654e+003	8.58267748467230e+004,-4.52629388145214e+003
9.74989637717075e+003	8.58258659305943e+004,-4.53666687941685e+003
9.77237220955498e+003	8.58249528136912e+004,-4.54706368866967e+003
9.79489985408386e+003	8.58240354765440e+004,-4.55748436293072e+003
9.81747943019670e+003	8.58231138996305e+004,-4.56792895569814e+003
9.84011105760819e+003	8.58221880633689e+004,-4.57839752024718e+003
9.86279485630895e+003	8.58212579479576e+004,-4.58889011126254e+003
9.88553094656623e+003	8.58203235337052e+004,-4.59940678157455e+003
9.90831944892451e+003	8.58193848006946e+004,-4.60994758542214e+003
9.93116048420616e+003	8.58184417288866e+004,-4.62051257743288e+003
9.95405417351208e+003	8.58174942982708e+004,-4.63110181119574e+003
9.97700063822234e+003	8.58165424885664e+004,-4.64171534211554e+003
9.99999999999680e+003	8.58155862797172e+004,-4.65235322272373e+003
1.00230523807758e+004	8.58146256511223e+004,-4.66301550981207e+003
1.00461579027807e+004	8.58136605825056e+004,-4.67370225648487e+003
1.00693166885148e+004	8.58126910532196e+004,-4.68441351847562e+003
1.00925288607636e+004	8.58117170426456e+004,-4.69514935047878e+003
1.01157945425957e+004	8.58107385301093e+004,-4.70590980696519e+003
1.01391138573635e+004	8.58097554946968e+004,-4.71669494381172e+003
1.01624869287037e+004	8.58087679154841e+004,-4.72750481626403e+003
1.01859138805379e+004	8.58077757715043e+004,-4.73833947913907e+003
1.02093948370735e+004	8.58067790416233e+004,-4.74919898804875e+003
1.02329299228043e+004	8.58057777045084e+004,-4.76008339960254e+003
1.02565192625108e+004	8.58047717389950e+004,-4.77099276814810e+003
1.02801629812614e+004	8.58037611234920e+004,-4.78192715106764e+003
1.03038612044129e+004	8.58027458366446e+004,-4.79288660287021e+003
1.03276140576107e+004	8.58017258567198e+004,-4.80387118069201e+003
1.03514216667901e+004	8.58007011620573e+004,-4.81488094022147e+003
1.03752841581768e+004	8.57996717308192e+004,-4.82591593793999e+003
1.03992016582873e+004	8.57986375410401e+004,-4.83697623071492e+003
1.04231742939297e+004	8.57975985708035e+004,-4.84806187416918e+003
1.04472021922046e+004	8.57965547978772e+004,-4.85917292594034e+003
1.04712854805056e+004	8.57955062000598e+004,-4.87030944262554e+003
1.04954242865199e+004	8.57944527550608e+004,-4.88147148079927e+003
1.05196187382288e+004	8.57933944403427e+004,-4.89265909843916e+003
1.05438689639092e+004	8.57923312335332e+004,-4.90387235125978e+003
1.05681750921332e+004	8.57912631117970e+004,-4.91511129821060e+003
1.05925372517695e+004	8.57901900525688e+004,-4.92637599516457e+003
1.06169555719838e+004	8.57891120329059e+004,-4.93766650041393e+003
1.06414301822397e+004	8.57880290297806e+004,-4.94898287222794e+003
1.06659612122991e+004	8.57869410202574e+004,-4.96032516722282e+003
1.06905487922231e+004	8.57858479810601e+004,-4.97169344423152e+003
1.07151930523726e+004	8.57847498889568e+004,-4.98308776084076e+003
1.07398941234090e+004	8.57836467205589e+004,-4.99450817522456e+003
1.07646521362949e+004	8.57825384523086e+004,-5.00595474614253e+003
1.07894672222948e+004	8.57814250607039e+004,-5.01742753110917e+003
1.08143395129759e+004	8.57803065219121e+004,-5.02892658964978e+003
1.08392691402085e+004	8.57791828121973e+004,-5.04045197963643e+003
1.08642562361672e+004	8.57780539076116e+004,-5.05200375993395e+003
1.08893009333308e+004	8.57769197840618e+004,-5.06358198978869e+003
1.09144033644840e+004	8.57757804173692e+004,-5.07518672842263e+003
1.09395636627174e+004	8.57746357833960e+004,-5.08681803381022e+003
1.09647819614283e+004	8.57734858576028e+004,-5.09847596654651e+003
1.09900583943217e+004	8.57723306155922e+004,-5.11016058516528e+003
1.10153930954106e+004	8.57711700327025e+004,-5.12187194959879e+003
1.10407861990172e+004	8.57700040841525e+004,-5.13361011995665e+003
1.10662378397731e+004	8.57688327452582e+004,-5.14537515469426e+003
1.10917481526204e+004	8.57676559909962e+004,-5.15716711427526e+003
1.11173172728123e+004	8.57664737961429e+004,-5.16898605994967e+003
1.11429453359137e+004	8.57652861357531e+004,-5.18083204988999e+003
1.11686324778020e+004	8.57640929843781e+004,-5.19270514549510e+003
1.11943788346679e+004	8.57628943166052e+004,-5.20460540712074e+003
1.12201845430160e+004	8.57616901069150e+004,-5.21653289509435e+003
1.12460497396656e+004	8.57604803296885e+004,-5.22848766971556e+003
1.12719745617515e+004	8.57592649590893e+004,-5.24046979227395e+003
1.12979591467243e+004	8.57580439692966e+004,-5.25247932301308e+003
1.13240036323519e+004	8.57568173341409e+004,-5.26451632418209e+003
1.13501081567195e+004	8.57555850276551e+004,-5.27658085556181e+003
1.13762728582306e+004	8.57543470234894e+004,-5.28867297914060e+003
1.14024978756080e+004	8.57531032952442e+004,-5.30079275647153e+003
1.14287833478940e+004	8.57518538165178e+004,-5.31294024826524e+003
1.14551294144516e+004	8.57505985605768e+004,-5.32511551703283e+003
1.14815362149651e+004	8.57493375007346e+004,-5.33731862403587e+003
1.15080038894406e+004	8.57480706100472e+004,-5.34954963172587e+003
1.15345325782072e+004	8.57467978615988e+004,-5.36180860150873e+003
1.15611224219172e+004	8.57455192281845e+004,-5.37409559618247e+003
1.15877735615475e+004	8.57442346826716e+004,-5.38641067709173e+003
1.16144861383997e+004	8.57429441975425e+004,-5.39875390778691e+003
1.16412602941011e+004	8.57416477454016e+004,-5.41112534995797e+003
1.16680961706058e+004	8.57403452984885e+004,-5.42352506729632e+003
1.16949939101949e+004	8.57390368292212e+004,-5.43595312122688e+003
1.17219536554775e+004	8.57377223095712e+004,-5.44840957578475e+003
1.17489755493915e+004	8.57364017116047e+004,-5.46089449334714e+003
1.17760597352043e+004	8.57350750070795e+004,-5.47340793788611e+003
1.18032063565135e+004	8.57337421678444e+004,-5.48594997171511e+003
1.18304155572478e+004	8.57324031653782e+004,-5.49852065914719e+003
1.18576874816678e+004	8.57310579711568e+004,-5.51112006365059e+003
1.18850222743663e+004	8.57297065565396e+004,-5.52374824866001e+003
1.19124200802699e+004	8.57283488927521e+004,-5.53640527778088e+003
1.19398810446389e+004	8.57269849507476e+004,-5.54909121580392e+003
1.19674053130686e+004	8.57256147015508e+004,-5.56180612606437e+003
1.19949930314899e+004	8.57242381158887e+004,-5.57455007328567e+003
1.20226443461702e+004	8.57228551643980e+004,-5.58732312195376e+003
1.20503594037141e+004	8.57214658177389e+004,-5.60012533550560e+003
1.20781383510639e+004	8.57200700460511e+004,-5.61295678038914e+003
1.21059813355009e+004	8.57186678198179e+004,-5.62581751956603e+003
1.21338885046458e+004	8.57172591090008e+004,-5.63870761900836e+003
1.21618600064597e+004	8.57158438836617e+004,-5.65162714302894e+003
1.21898959892447e+004	8.57144221134748e+004,-5.66457615793524e+003
1.22179966016447e+004	8.57129937682390e+004,-5.67755472817179e+003
1.22461619926465e+004	8.57115588175040e+004,-5.69056291916277e+003
1.22743923115801e+004	8.57101172306415e+004,-5.70360079670151e+003
1.23026877081198e+004	8.57086689769849e+004,-5.71666842593582e+003
1.23310483322851e+004	8.57072140254801e+004,-5.72976587400719e+003
1.23594743344411e+004	8.57057523453015e+004,-5.74289320538075e+003
1.23879658652997e+004	8.57042839051542e+004,-5.75605048712384e+003
1.24165230759201e+004	8.57028086737246e+004,-5.76923778545354e+003
1.24451461177098e+004	8.57013266197173e+004,-5.78245516553486e+003
1.24738351424254e+004	8.56998377112996e+004,-5.79570269553850e+003
1.25025903021731e+004	8.56983419169049e+004,-5.80898044075636e+003
1.25314117494101e+004	8.56968392045080e+004,-5.82228846887624e+003
1.25602996369447e+004	8.56953295421252e+004,-5.83562684632966e+003
1.25892541179376e+004	8.56938128975121e+004,-5.84899564052384e+003
1.26182753459026e+004	8.56922892384067e+004,-5.86239491801461e+003
1.26473634747074e+004	8.56907585322275e+004,-5.87582474673843e+003
1.26765186585743e+004	8.56892207464609e+004,-5.88928519317168e+003
1.27057410520813e+004	8.56876758481018e+004,-5.90277632638733e+003
1.27350308101625e+004	8.56861238043566e+004,-5.91629821298426e+003
1.27643880881093e+004	8.56845645821022e+004,-5.92985092093965e+003
1.27938130415711e+004	8.56829981480871e+004,-5.94343451818966e+003
1.28233058265560e+004	8.56814244687632e+004,-5.95704907384614e+003
1.28528665994320e+004	8.56798435107347e+004,-5.97069465495131e+003
1.28824955169271e+004	8.56782552402154e+004,-5.98437133032979e+003
1.29121927361311e+004	8.56766596233210e+004,-5.99807916856180e+003
1.29419584144956e+004	8.56750566260291e+004,-6.01181823818410e+003
1.29717927098353e+004	8.56734462142230e+004,-6.02558860748924e+003
1.30016957803287e+004	8.56718283533586e+004,-6.03939034675262e+003
1.30316677845187e+004	8.56702030090729e+004,-6.05322352397627e+003
1.30617088813142e+004	8.56685701466713e+004,-6.06708820853786e+003
1.30918192299898e+004	8.56669297312611e+004,-6.08098447017558e+003
1.31219989901877e+004	8.56652817278775e+004,-6.09491237817858e+003
1.31522483219181e+004	8.56636261014167e+004,-6.10887200179096e+003
1.31825673855598e+004	8.56619628164607e+004,-6.12286341142719e+003
1.32129563418614e+004	8.56602918375742e+004,-6.13688667664629e+003
1.32434153519423e+004	8.56586131291526e+004,-6.15094186716400e+003
1.32739445772931e+004	8.56569266553076e+004,-6.16502905366324e+003
1.33045441797766e+004	8.56552323800376e+004,-6.17914830657750e+003
1.33352143216289e+004	8.56535302672599e+004,-6.19329969588844e+003
1.33659551654601e+004	8.56518202806360e+004,-6.20748329234142e+003
1.33967668742550e+004	8.56501023837439e+004,-6.22169916622916e+003
1.34276496113742e+004	8.56483765397810e+004,-6.23594738941672e+003
1.34586035405551e+004	8.56466427120701e+004,-6.25022803189859e+003
1.34896288259121e+004	8.56449008634932e+004,-6.26454116564601e+003
1.35207256319383e+004	8.56431509569047e+004,-6.27888686177107e+003
1.35518941235059e+004	8.56413929551089e+004,-6.29326519073009e+003
1.35831344658671e+004	8.56396268204009e+004,-6.30767622535901e+003
1.36144468246550e+004	8.56378525151099e+004,-6.32212003722922e+003
1.36458313658848e+004	8.56360700014509e+004,-6.33659669765994e+003
1.36772882559540e+004	8.56342792413698e+004,-6.35110627872948e+003
1.37088176616440e+004	8.56324801966306e+004,-6.36564885266718e+003
1.37404197501207e+004	8.56306728288864e+004,-6.38022449144999e+003
1.37720946889350e+004	8.56288570994812e+004,-6.39483326801400e+003
1.38038426460243e+004	8.56270329697634e+004,-6.40947525423191e+003
1.38356637897133e+004	8.56252004007184e+004,-6.42415052334083e+003
1.38675582887143e+004	8.56233593531519e+004,-6.43885914872792e+003
1.38995263121290e+004	8.56215097879823e+004,-6.45360120190465e+003
1.39315680294485e+004	8.56196516655592e+004,-6.46837675716374e+003
1.39636836105548e+004	8.56177849463753e+004,-6.48318588671933e+003
1.39958732257216e+004	8.56159095904034e+004,-6.49802866515962e+003
1.40281370456150e+004	8.56140255577370e+004,-6.51290516519733e+003
1.40604752412945e+004	8.56121328081324e+004,-6.52781546070452e+003
1.40928879842141e+004	8.56102313011232e+004,-6.54275962590176e+003
1.41253754462229e+004	8.56083209962716e+004,-6.55773773374038e+003
1.41579377995662e+004	8.56064018526728e+004,-6.57274985913819e+003
1.41905752168863e+004	8.56044738293263e+004,-6.58779607655213e+003
1.42232878712235e+004	8.56025368852555e+004,-6.60287645916832e+003
1.42560759360172e+004	8.56005909788569e+004,-6.61799108314886e+003
1.42889395851063e+004	8.55986360688037e+004,-6.63314002176739e+003
1.43218789927307e+004	8.55966721132322e+004,-6.64832335066565e+003
1.43548943335318e+004	8.55946990702381e+004,-6.66354114461748e+003
1.43879857825537e+004	8.55927168977264e+004,-6.67879347854057e+003
1.44211535152439e+004	8.55907255534347e+004,-6.69408042729264e+003
1.44543977074545e+004	8.55887249947177e+004,-6.70940206708688e+003
1.44877185354429e+004	8.55867151789184e+004,-6.72475847306492e+003
1.45211161758726e+004	8.55846960630563e+004,-6.74014972131840e+003
1.45545908058149e+004	8.55826676042119e+004,-6.75557588646413e+003
1.45881426027487e+004	8.55806297589368e+004,-6.77103704527837e+003
1.46217717445624e+004	8.55785824835891e+004,-6.78653327467856e+003
1.46554784095543e+004	8.55765257347089e+004,-6.80206464929711e+003
1.46892627764338e+004	8.55744594682443e+004,-6.81763124632911e+003
1.47231250243223e+004	8.55723836400749e+004,-6.83323314230119e+003
1.47570653327541e+004	8.55702982059047e+004,-6.84887041367554e+003
1.47910838816772e+004	8.55682031212002e+004,-6.86454313725400e+003
1.48251808514547e+004	8.55660983411255e+004,-6.88025139058159e+003
1.48593564228652e+004	8.55639838208679e+004,-6.89599524992687e+003
1.48936107771042e+004	8.55618595152037e+004,-6.91177479290495e+003
1.49279440957850e+004	8.55597253787452e+004,-6.92759009706667e+003
1.49623565609394e+004	8.55575813658853e+004,-6.94344124009653e+003
1.49968483550188e+004	8.55554274309071e+004,-6.95932829920852e+003
1.50314196608953e+004	8.55532635278550e+004,-6.97525135195371e+003
1.50660706618625e+004	8.55510896103587e+004,-6.99121047722714e+003
1.51008015416365e+004	8.55489056321320e+004,-7.00720575224073e+003
1.51356124843571e+004	8.55467115464786e+004,-7.02323725555042e+003
1.51705036745884e+004	8.55445073063869e+004,-7.03930506644955e+003
1.52054752973199e+004	8.55422928649621e+004,-7.05540926234558e+003
1.52405275379679e+004	8.55400681749245e+004,-7.07154992178571e+003
1.52756605823757e+004	8.55378331886468e+004,-7.08772712425540e+003
1.53108746168152e+004	8.55355878583826e+004,-7.10394094876493e+003
1.53461698279879e+004	8.55333321362289e+004,-7.12019147405015e+003
1.53815464030253e+004	8.55310659739018e+004,-7.13647877998574e+003
1.54170045294905e+004	8.55287893232296e+004,-7.15280294455772e+003
1.54525443953790e+004	8.55265021352746e+004,-7.16916404910602e+003
1.54881661891197e+004	8.55242043614241e+004,-7.18556217187302e+003
1.55238700995757e+004	8.55218959522566e+004,-7.20199739465424e+003
1.55596563160456e+004	8.55195768588824e+004,-7.21846979493790e+003
1.55955250282644e+004	8.55172470314666e+004,-7.23497945457074e+003
1.56314764264044e+004	8.55149064203210e+004,-7.25152645330725e+003
1.56675107010763e+004	8.55125549753589e+004,-7.26811087203447e+003
1.57036280433303e+004	8.55101926465091e+004,-7.28473279035366e+003
1.57398286446570e+004	8.55078193832595e+004,-7.30139228919800e+003
1.57761126969883e+004	8.55054351347686e+004,-7.31808945022896e+003
1.58124803926986e+004	8.55030398501631e+004,-7.33482435402035e+003
1.58489319246059e+004	8.55006334783462e+004,-7.35159708126951e+003
1.58854674859725e+004	8.54982159677374e+004,-7.36840771420392e+003
1.59220872705064e+004	8.54957872668011e+004,-7.38525633356060e+003
1.59587914723620e+004	8.54933473235958e+004,-7.40214302120442e+003
1.59955802861414e+004	8.54908960860426e+004,-7.41906785851472e+003
1.60324539068951e+004	8.54884335016200e+004,-7.43603092819874e+003
1.60694125301235e+004	8.54859595179125e+004,-7.45303231106756e+003
1.61064563517774e+004	8.54834740818495e+004,-7.47007209046701e+003
1.61435855682595e+004	8.54809771404350e+004,-7.48715034804789e+003
1.61808003764253e+004	8.54784686402496e+004,-7.50426716658300e+003
1.62181009735839e+004	8.54759485278155e+004,-7.52142262795594e+003
1.62554875574995e+004	8.54734167491593e+004,-7.53861681557371e+003
1.62929603263918e+004	8.54708732501327e+004,-7.55584981255513e+003
1.63305194789379e+004	8.54683179764150e+004,-7.57312170173086e+003
1.63681652142727e+004	8.54657508735086e+004,-7.59043256564232e+003
1.64058977319900e+004	8.54631718863130e+004,-7.60778248895578e+003
1.64437172321439e+004	8.54605809599028e+004,-7.62517155403447e+003
1.64816239152496e+004	8.54579780388944e+004,-7.64259984456116e+003
1.65196179822847e+004	8.54553630676504e+004,-7.66006744432882e+003
1.65576996346898e+004	8.54527359901330e+004,-7.67757443804410e+003
1.65958690743701e+004	8.54500967503446e+004,-7.69512090891500e+003
1.66341265036962e+004	8.54474452917810e+004,-7.71270694166594e+003
1.66724721255051e+004	8.54447815578599e+004,-7.73033262012327e+003
1.67109061431015e+004	8.54421054916003e+004,-7.74799802902537e+003
1.67494287602588e+004	8.54394170357244e+004,-7.76570325341769e+003
1.67880401812200e+004	8.54367161328441e+004,-7.78344837764794e+003
1.68267406106991e+004	8.54340027252012e+004,-7.80123348677198e+003
1.68655302538818e+004	8.54312767548498e+004,-7.81905866554806e+003
1.69044093164270e+004	8.54285381633981e+004,-7.83692399984301e+003
1.69433780044677e+004	8.54257868924496e+004,-7.85482957422025e+003
