time	V(vout)	28*V(vin)
0.000000000000000e+000	-3.596478e-003	0.000000e+000
1.999999887924986e-010	-3.596480e-003	0.000000e+000
7.999999551699943e-010	-3.596485e-003	0.000000e+000
1.531428485611133e-008	-3.596482e-003	0.000000e+000
2.982856975705266e-008	-3.596479e-003	0.000000e+000
4.434285465799398e-008	-3.596477e-003	0.000000e+000
5.885713955893531e-008	-3.596476e-003	0.000000e+000
7.337142445987664e-008	-3.596475e-003	0.000000e+000
8.788570936081797e-008	-3.596476e-003	0.000000e+000
1.023999942617593e-007	-3.596478e-003	0.000000e+000
9.999959999999995e-004	-3.596478e-003	0.000000e+000
9.999999999999979e-004	-3.596477e-003	0.000000e+000
1.000000000000000e-003	-3.596480e-003	0.000000e+000
1.000000000000001e-003	-3.596480e-003	2.276825e-008
1.000000000000003e-003	-3.596479e-003	6.375109e-008
1.000000000000007e-003	-3.596476e-003	1.457168e-007
1.000000000000015e-003	-3.596474e-003	3.142018e-007
1.000000000000031e-003	-3.596465e-003	6.511718e-007
1.000000000000063e-003	-3.596441e-003	1.325112e-006
1.000000000000127e-003	-3.596388e-003	2.668438e-006
1.000000000000255e-003	-3.596289e-003	5.355091e-006
1.000000000000511e-003	-3.596096e-003	1.073295e-005
1.000000000001023e-003	-3.595710e-003	2.148412e-005
1.000000000002047e-003	-3.594945e-003	4.298645e-005
1.000000000004095e-003	-3.593417e-003	8.599567e-005
1.000000000008191e-003	-3.590346e-003	1.720095e-004
1.000000000009215e-003	-3.589578e-003	1.935119e-004
1.000000000011263e-003	-3.588042e-003	2.365211e-004
1.000000000015359e-003	-3.584970e-003	3.225350e-004
1.000000000023551e-003	-3.578831e-003	4.945673e-004
1.000000000039935e-003	-3.566573e-003	8.386319e-004
1.000000000072703e-003	-3.542126e-003	1.526761e-003
1.000000000138239e-003	-3.493446e-003	2.903015e-003
1.000000000269311e-003	-3.396926e-003	5.655528e-003
1.000000000531455e-003	-3.207207e-003	1.116055e-002
1.000000001055743e-003	-2.840396e-003	2.217060e-002
1.000000002104319e-003	-2.152391e-003	4.419070e-002
1.000000004201471e-003	-9.279148e-004	8.823089e-002
1.000000008395775e-003	1.083516e-003	1.763113e-001
1.000000016784383e-003	4.086992e-003	3.524720e-001
1.000000033561599e-003	8.317095e-003	7.047936e-001
1.000000067116031e-003	1.453695e-002	1.409437e+000
1.000000124636410e-003	2.304302e-002	2.617365e+000
1.000000236385084e-003	3.606097e-002	4.964087e+000
1.000000459882432e-003	5.610862e-002	9.657531e+000
1.000000553005303e-003	6.185231e-002	1.161311e+001
1.000000739251045e-003	6.778610e-002	1.552427e+001
1.000001000000000e-003	7.130801e-002	2.100000e+001
1.000001005665502e-003	6.905361e-002	2.100000e+001
1.000001016996506e-003	6.603687e-002	2.100000e+001
1.000001039658515e-003	6.256511e-002	2.100000e+001
1.000001066186251e-003	5.952122e-002	2.100000e+001
1.000001094881569e-003	5.654178e-002	2.100000e+001
1.000001152272204e-003	5.115183e-002	2.100000e+001
1.000001267053475e-003	4.181711e-002	2.100000e+001
1.000001496616016e-003	2.692864e-002	2.100000e+001
1.000001854394485e-003	1.011432e-002	2.100000e+001
1.000002252666151e-003	-1.992290e-003	2.100000e+001
1.000002706149798e-003	-9.861208e-003	2.100000e+001
1.000003193002945e-003	-1.400952e-002	2.100000e+001
1.000003766515889e-003	-1.563219e-002	2.100000e+001
1.000004430243385e-003	-1.526115e-002	2.100000e+001
1.000005264324878e-003	-1.323590e-002	2.100000e+001
1.000006323337972e-003	-9.760698e-003	2.100000e+001
1.000007809211657e-003	-4.455601e-003	2.100000e+001
1.000010051783882e-003	3.734741e-003	2.100000e+001
1.000014507127306e-003	2.097020e-002	2.100000e+001
1.000023417814154e-003	5.941008e-002	2.100000e+001
1.000032510409706e-003	1.032343e-001	2.100000e+001
1.000045539828819e-003	1.684252e-001	2.100000e+001
1.000057433728798e-003	2.233412e-001	2.100000e+001
1.000072853041828e-003	2.875123e-001	2.100000e+001
1.000083347293413e-003	3.320411e-001	2.100000e+001
1.000095936157485e-003	3.907868e-001	2.100000e+001
1.000107528144901e-003	4.481710e-001	2.100000e+001
1.000118565645247e-003	5.031912e-001	2.100000e+001
1.000131702010074e-003	5.678387e-001	2.100000e+001
1.000143968583525e-003	6.280914e-001	2.100000e+001
1.000157824709820e-003	6.969898e-001	2.100000e+001
1.000171590157229e-003	7.664866e-001	2.100000e+001
1.000186655031899e-003	8.431719e-001	2.100000e+001
1.000202965330053e-003	9.263440e-001	2.100000e+001
1.000222066058231e-003	1.023920e+000	2.100000e+001
1.000246771690840e-003	1.150644e+000	2.100000e+001
1.000275140271839e-003	1.296751e+000	2.100000e+001
1.000313510068667e-003	1.494955e+000	2.100000e+001
1.000360794016983e-003	1.739910e+000	2.100000e+001
1.000455361913616e-003	2.231142e+000	2.100000e+001
1.000581280555966e-003	2.886666e+000	2.100000e+001
1.000833117840666e-003	4.199391e+000	2.100000e+001
1.001158483730059e-003	5.894587e+000	2.100000e+001
1.001533881652832e-003	7.845251e+000	2.100000e+001
1.002149300480497e-003	1.099893e+001	2.100000e+001
1.002792161826041e-003	1.410493e+001	2.100000e+001
1.003327064396610e-003	1.628361e+001	2.100000e+001
1.003920660303780e-003	1.803167e+001	2.100000e+001
1.004670504959064e-003	1.944643e+001	2.100000e+001
1.005411664299086e-003	2.025362e+001	2.100000e+001
1.006314252162951e-003	2.076067e+001	2.100000e+001
1.007328282140030e-003	2.103219e+001	2.100000e+001
1.008553043621064e-003	2.116679e+001	2.100000e+001
1.009985809808410e-003	2.122084e+001	2.100000e+001
1.012041932775890e-003	2.123999e+001	2.100000e+001
1.014870896457006e-003	2.124345e+001	2.100000e+001
1.020336059330911e-003	2.124134e+001	2.100000e+001
1.028972771316594e-003	2.123720e+001	2.100000e+001
1.058972771316594e-003	2.122281e+001	2.100000e+001
2.143258485602283e-003	2.071094e+001	2.100000e+001
3.227544199887971e-003	2.020897e+001	2.100000e+001
4.311829914173659e-003	1.971688e+001	2.100000e+001
5.396115628459347e-003	1.923469e+001	2.100000e+001
6.480401342745036e-003	1.876239e+001	2.100000e+001
7.564687057030724e-003	1.829998e+001	2.100000e+001
8.648972771316410e-003	1.784746e+001	2.100000e+001
8.658972771316409e-003	1.784332e+001	2.100000e+001
9.633258485602085e-003	1.744455e+001	2.100000e+001
1.060754419988776e-002	1.705279e+001	2.100000e+001
1.158182991417343e-002	1.666804e+001	2.100000e+001
1.255611562845911e-002	1.629032e+001	2.100000e+001
1.353040134274479e-002	1.591961e+001	2.100000e+001
1.450468705703046e-002	1.555591e+001	2.100000e+001
1.547897277131613e-002	1.519923e+001	2.100000e+001
1.596611562845897e-002	1.502325e+001	2.100000e+001
1.645325848560181e-002	1.484887e+001	2.100000e+001
1.694040134274465e-002	1.467609e+001	2.100000e+001
1.742754419988748e-002	1.450491e+001	2.100000e+001
1.791468705703032e-002	1.433533e+001	2.100000e+001
1.840182991417316e-002	1.416735e+001	2.100000e+001
1.888897277131599e-002	1.400097e+001	2.100000e+001
1.889897277131599e-002	1.399757e+001	2.100000e+001
1.974325848560167e-002	1.371304e+001	2.100000e+001
2.058754419988735e-002	1.343292e+001	2.100000e+001
2.143182991417304e-002	1.315722e+001	2.100000e+001
2.227611562845872e-002	1.288593e+001	2.100000e+001
2.312040134274439e-002	1.261906e+001	2.100000e+001
2.396468705703007e-002	1.235660e+001	2.100000e+001
2.480897277131575e-002	1.209856e+001	2.100000e+001
2.542611562845859e-002	1.191253e+001	2.100000e+001
2.604325848560142e-002	1.172866e+001	2.100000e+001
2.666040134274425e-002	1.154693e+001	2.100000e+001
2.727754419988708e-002	1.136735e+001	2.100000e+001
2.789468705702991e-002	1.118992e+001	2.100000e+001
2.851182991417275e-002	1.101464e+001	2.100000e+001
2.912897277131558e-002	1.084151e+001	2.100000e+001
2.913897277131558e-002	1.083872e+001	2.100000e+001
3.060040134274449e-002	1.043758e+001	2.100000e+001
3.206182991417340e-002	1.004701e+001	2.100000e+001
3.352325848560232e-002	9.667001e+000	2.100000e+001
3.498468705703123e-002	9.297556e+000	2.100000e+001
3.644611562846015e-002	8.938675e+000	2.100000e+001
3.790754419988907e-002	8.590357e+000	2.100000e+001
3.936897277131798e-002	8.252603e+000	2.100000e+001
3.937897277131798e-002	8.250320e+000	2.100000e+001
4.067182991417552e-002	7.959404e+000	2.100000e+001
4.196468705703306e-002	7.675414e+000	2.100000e+001
4.325754419989060e-002	7.398351e+000	2.100000e+001
4.455040134274814e-002	7.128216e+000	2.100000e+001
4.584325848560568e-002	6.865008e+000	2.100000e+001
4.713611562846322e-002	6.608727e+000	2.100000e+001
4.842897277132075e-002	6.359373e+000	2.100000e+001
4.859754419989223e-002	6.327281e+000	2.100000e+001
4.876611562846371e-002	6.295296e+000	2.100000e+001
4.893468705703519e-002	6.263418e+000	2.100000e+001
4.910325848560667e-002	6.231648e+000	2.100000e+001
4.927182991417815e-002	6.199984e+000	2.100000e+001
4.944040134274963e-002	6.168428e+000	2.100000e+001
4.960897277132111e-002	6.136979e+000	2.100000e+001
4.961897277132112e-002	6.135117e+000	2.100000e+001
4.978468705703545e-002	6.104310e+000	2.100000e+001
4.995040134274979e-002	6.073605e+000	2.100000e+001
5.011611562846412e-002	6.043001e+000	2.100000e+001
5.028182991417846e-002	6.012498e+000	2.100000e+001
5.044754419989280e-002	5.982097e+000	2.100000e+001
5.061325848560713e-002	5.951796e+000	2.100000e+001
5.077897277132147e-002	5.921597e+000	2.100000e+001
5.179040134275035e-002	5.739602e+000	2.100000e+001
5.280182991417923e-002	5.561106e+000	2.100000e+001
5.381325848560811e-002	5.386110e+000	2.100000e+001
5.482468705703700e-002	5.214613e+000	2.100000e+001
5.583611562846588e-002	5.046616e+000	2.100000e+001
5.684754419989476e-002	4.882119e+000	2.100000e+001
5.785897277132364e-002	4.721121e+000	2.100000e+001
5.985897277132425e-002	4.412031e+000	2.100000e+001
6.132040134275252e-002	4.194421e+000	2.100000e+001
6.278182991418078e-002	3.982814e+000	2.100000e+001
6.424325848560905e-002	3.777209e+000	2.100000e+001
6.570468705703732e-002	3.577608e+000	2.100000e+001
6.716611562846558e-002	3.384009e+000	2.100000e+001
6.862754419989385e-002	3.196413e+000	2.100000e+001
7.008897277132212e-002	3.014820e+000	2.100000e+001
7.009897277132211e-002	3.013593e+000	2.100000e+001
7.085040134275039e-002	2.922217e+000	2.100000e+001
7.160182991417867e-002	2.832213e+000	2.100000e+001
7.235325848560695e-002	2.743584e+000	2.100000e+001
7.310468705703524e-002	2.656328e+000	2.100000e+001
7.385611562846352e-002	2.570445e+000	2.100000e+001
7.460754419989180e-002	2.485936e+000	2.100000e+001
7.535897277132007e-002	2.402800e+000	2.100000e+001
7.583182991417703e-002	2.351137e+000	2.100000e+001
7.630468705703400e-002	2.299976e+000	2.100000e+001
7.677754419989095e-002	2.249317e+000	2.100000e+001
7.725040134274791e-002	2.199161e+000	2.100000e+001
7.772325848560488e-002	2.149507e+000	2.100000e+001
7.819611562846184e-002	2.100354e+000	2.100000e+001
7.866897277131879e-002	2.051704e+000	2.100000e+001
7.890611562846156e-002	2.027485e+000	2.100000e+001
7.914325848560432e-002	2.003387e+000	2.100000e+001
7.938040134274708e-002	1.979409e+000	2.100000e+001
7.961754419988985e-002	1.955552e+000	2.100000e+001
7.985468705703262e-002	1.931815e+000	2.100000e+001
8.009182991417538e-002	1.908199e+000	2.100000e+001
8.032897277131815e-002	1.884703e+000	2.100000e+001
8.033897277131814e-002	1.883715e+000	2.100000e+001
8.065897277131802e-002	1.852206e+000	2.100000e+001
8.097897277131790e-002	1.820909e+000	2.100000e+001
8.129897277131777e-002	1.789824e+000	2.100000e+001
8.161897277131765e-002	1.758950e+000	2.100000e+001
8.193897277131752e-002	1.728288e+000	2.100000e+001
8.225897277131740e-002	1.697838e+000	2.100000e+001
8.257897277131727e-002	1.667599e+000	2.100000e+001
8.286468705703146e-002	1.640775e+000	2.100000e+001
8.315040134274562e-002	1.614113e+000	2.100000e+001
8.343611562845980e-002	1.587613e+000	2.100000e+001
8.372182991417397e-002	1.561276e+000	2.100000e+001
8.400754419988815e-002	1.535101e+000	2.100000e+001
8.429325848560232e-002	1.509088e+000	2.100000e+001
8.457897277131650e-002	1.483237e+000	2.100000e+001
8.484897277131639e-002	1.458954e+000	2.100000e+001
8.511897277131629e-002	1.434811e+000	2.100000e+001
8.538897277131619e-002	1.410807e+000	2.100000e+001
8.565897277131608e-002	1.386944e+000	2.100000e+001
8.592897277131598e-002	1.363220e+000	2.100000e+001
8.619897277131587e-002	1.339635e+000	2.100000e+001
8.646897277131577e-002	1.316191e+000	2.100000e+001
8.672897277131567e-002	1.293744e+000	2.100000e+001
8.698897277131557e-002	1.271423e+000	2.100000e+001
8.724897277131546e-002	1.249226e+000	2.100000e+001
8.750897277131536e-002	1.227155e+000	2.100000e+001
8.776897277131526e-002	1.205209e+000	2.100000e+001
8.802897277131516e-002	1.183389e+000	2.100000e+001
8.828897277131506e-002	1.161693e+000	2.100000e+001
8.854182991417210e-002	1.140711e+000	2.100000e+001
8.879468705702916e-002	1.119844e+000	2.100000e+001
8.904754419988620e-002	1.099092e+000	2.100000e+001
8.930040134274324e-002	1.078454e+000	2.100000e+001
8.955325848560028e-002	1.057930e+000	2.100000e+001
8.980611562845733e-002	1.037521e+000	2.100000e+001
9.005897277131438e-002	1.017226e+000	2.100000e+001
9.013182991417149e-002	1.011399e+000	2.100000e+001
9.020468705702861e-002	1.005582e+000	2.100000e+001
9.027754419988572e-002	9.997734e-001	2.100000e+001
9.035040134274283e-002	9.939743e-001	2.100000e+001
9.042325848559994e-002	9.881845e-001	2.100000e+001
9.049611562845707e-002	9.824041e-001	2.100000e+001
9.056897277131418e-002	9.766330e-001	2.100000e+001
9.057897277131417e-002	9.758416e-001	2.100000e+001
9.082325848559979e-002	9.565641e-001	2.100000e+001
9.106754419988541e-002	9.373892e-001	2.100000e+001
9.131182991417103e-002	9.183169e-001	2.100000e+001
9.155611562845666e-002	8.993470e-001	2.100000e+001
9.180040134274227e-002	8.804797e-001	2.100000e+001
9.204468705702790e-002	8.617150e-001	2.100000e+001
9.228897277131351e-002	8.430527e-001	2.100000e+001
9.252325848559913e-002	8.252492e-001	2.100000e+001
9.275754419988476e-002	8.075371e-001	2.100000e+001
9.299182991417038e-002	7.899165e-001	2.100000e+001
9.322611562845601e-002	7.723874e-001	2.100000e+001
9.346040134274163e-002	7.549498e-001	2.100000e+001
9.369468705702726e-002	7.376037e-001	2.100000e+001
9.392897277131287e-002	7.203491e-001	2.100000e+001
9.415182991416993e-002	7.040197e-001	2.100000e+001
9.437468705702699e-002	6.877707e-001	2.100000e+001
9.459754419988405e-002	6.716023e-001	2.100000e+001
9.482040134274110e-002	6.555143e-001	2.100000e+001
9.504325848559815e-002	6.395068e-001	2.100000e+001
9.526611562845522e-002	6.235797e-001	2.100000e+001
9.548897277131227e-002	6.077331e-001	2.100000e+001
9.569611562845505e-002	5.930750e-001	2.100000e+001
9.590325848559782e-002	5.784847e-001	2.100000e+001
9.611040134274060e-002	5.639621e-001	2.100000e+001
9.631754419988338e-002	5.495074e-001	2.100000e+001
9.652468705702616e-002	5.351204e-001	2.100000e+001
9.673182991416893e-002	5.208012e-001	2.100000e+001
9.693897277131171e-002	5.065498e-001	2.100000e+001
9.712754419988307e-002	4.936342e-001	2.100000e+001
9.731611562845442e-002	4.807737e-001	2.100000e+001
9.750468705702578e-002	4.679681e-001	2.100000e+001
9.769325848559712e-002	4.552176e-001	2.100000e+001
9.788182991416848e-002	4.425221e-001	2.100000e+001
9.807040134273984e-002	4.298816e-001	2.100000e+001
9.825897277131120e-002	4.172961e-001	2.100000e+001
9.842897277131113e-002	4.059967e-001	2.100000e+001
9.859897277131106e-002	3.947414e-001	2.100000e+001
9.876897277131100e-002	3.835302e-001	2.100000e+001
9.893897277131093e-002	3.723631e-001	2.100000e+001
9.910897277131087e-002	3.612400e-001	2.100000e+001
9.927897277131080e-002	3.501610e-001	2.100000e+001
9.944897277131073e-002	3.391261e-001	2.100000e+001
9.959897277131068e-002	3.294258e-001	2.100000e+001
9.974897277131062e-002	3.197596e-001	2.100000e+001
9.989897277131056e-002	3.101276e-001	2.100000e+001
1.000489727713105e-001	3.005297e-001	2.100000e+001
1.001989727713104e-001	2.909661e-001	2.100000e+001
1.003489727713104e-001	2.814366e-001	2.100000e+001
1.004989727713103e-001	2.719414e-001	2.100000e+001
1.005432584855960e-001	2.691446e-001	2.100000e+001
1.005875441998817e-001	2.663507e-001	2.100000e+001
1.006318299141674e-001	2.635599e-001	2.100000e+001
1.006761156284531e-001	2.607721e-001	2.100000e+001
1.007204013427388e-001	2.579873e-001	2.100000e+001
1.007646870570245e-001	2.552054e-001	2.100000e+001
1.008089727713102e-001	2.524266e-001	2.100000e+001
1.008189727713102e-001	2.517995e-001	2.100000e+001
1.009261156284530e-001	2.450905e-001	2.100000e+001
1.010332584855958e-001	2.383992e-001	2.100000e+001
1.011404013427387e-001	2.317257e-001	2.100000e+001
1.012475441998815e-001	2.250699e-001	2.100000e+001
1.013546870570243e-001	2.184319e-001	2.100000e+001
1.014618299141671e-001	2.118116e-001	2.100000e+001
1.015689727713099e-001	2.052090e-001	2.100000e+001
1.016289727713099e-001	2.015195e-001	2.100000e+001
1.016889727713099e-001	1.978357e-001	2.100000e+001
1.017489727713098e-001	1.941576e-001	2.100000e+001
1.018089727713098e-001	1.904851e-001	2.100000e+001
1.018689727713098e-001	1.868184e-001	2.100000e+001
1.019289727713098e-001	1.831573e-001	2.100000e+001
1.019889727713098e-001	1.795020e-001	2.100000e+001
1.020275441998812e-001	1.771552e-001	2.100000e+001
1.020661156284526e-001	1.748107e-001	2.100000e+001
1.021046870570240e-001	1.724687e-001	2.100000e+001
1.021432584855954e-001	1.701291e-001	2.100000e+001
1.021818299141668e-001	1.677919e-001	2.100000e+001
1.022204013427382e-001	1.654570e-001	2.100000e+001
1.022589727713096e-001	1.631246e-001	2.100000e+001
1.022861156284525e-001	1.614847e-001	2.100000e+001
1.023132584855953e-001	1.598460e-001	2.100000e+001
1.023404013427382e-001	1.582085e-001	2.100000e+001
1.023675441998810e-001	1.565722e-001	2.100000e+001
1.023946870570239e-001	1.549372e-001	2.100000e+001
1.024218299141667e-001	1.533033e-001	2.100000e+001
1.024489727713096e-001	1.516706e-001	2.100000e+001
1.024689727713096e-001	1.504683e-001	2.100000e+001
1.024889727713096e-001	1.492667e-001	2.100000e+001
1.025089727713096e-001	1.480658e-001	2.100000e+001
1.025289727713095e-001	1.468655e-001	2.100000e+001
1.025489727713095e-001	1.456659e-001	2.100000e+001
1.025689727713095e-001	1.444669e-001	2.100000e+001
1.025889727713095e-001	1.432686e-001	2.100000e+001
1.026189727713095e-001	1.414724e-001	2.100000e+001
1.026489727713095e-001	1.396777e-001	2.100000e+001
1.026689727713095e-001	1.384820e-001	2.100000e+001
1.026889727713095e-001	1.372870e-001	2.100000e+001
1.027089727713095e-001	1.360927e-001	2.100000e+001
1.027289727713095e-001	1.348990e-001	2.100000e+001
1.027489727713095e-001	1.337060e-001	2.100000e+001
1.027689727713095e-001	1.325136e-001	2.100000e+001
1.027889727713094e-001	1.313219e-001	2.100000e+001
1.028089727713094e-001	1.301309e-001	2.100000e+001
1.028289727713094e-001	1.289406e-001	2.100000e+001
1.028489727713094e-001	1.277508e-001	2.100000e+001
1.028689727713094e-001	1.265618e-001	2.100000e+001
1.028789727713094e-001	1.259675e-001	2.100000e+001
1.028889727713094e-001	1.253734e-001	2.100000e+001
1.028989727713094e-001	1.247795e-001	2.100000e+001
1.029089727713094e-001	1.241857e-001	2.100000e+001
1.029189727713094e-001	1.235921e-001	2.100000e+001
1.029289727713094e-001	1.229986e-001	2.100000e+001
1.029389727713094e-001	1.224053e-001	2.100000e+001
1.029489727713094e-001	1.218122e-001	2.100000e+001
1.029589727713094e-001	1.212193e-001	2.100000e+001
1.029689727713094e-001	1.206265e-001	2.100000e+001
1.029789727713094e-001	1.200338e-001	2.100000e+001
1.029889727713094e-001	1.194414e-001	2.100000e+001
1.029989727713094e-001	1.188491e-001	2.100000e+001
1.030089727713094e-001	1.182569e-001	2.100000e+001
1.030189727713094e-001	1.176649e-001	2.100000e+001
1.030289727713094e-001	1.170731e-001	2.100000e+001
1.030389727713093e-001	1.164814e-001	2.100000e+001
1.030489727713093e-001	1.158899e-001	2.100000e+001
1.030589727713093e-001	1.152986e-001	2.100000e+001
1.030689727713093e-001	1.147074e-001	2.100000e+001
1.030789727713093e-001	1.141163e-001	2.100000e+001
1.030889727713093e-001	1.135255e-001	2.100000e+001
1.030989727713093e-001	1.129347e-001	2.100000e+001
1.031089727713093e-001	1.123442e-001	2.100000e+001
1.031189727713093e-001	1.117537e-001	2.100000e+001
1.031289727713093e-001	1.111635e-001	2.100000e+001
1.031389727713093e-001	1.105733e-001	2.100000e+001
1.031489727713093e-001	1.099834e-001	2.100000e+001
1.031589727713093e-001	1.093935e-001	2.100000e+001
1.031689727713093e-001	1.088038e-001	2.100000e+001
1.031789727713093e-001	1.082143e-001	2.100000e+001
1.031889727713093e-001	1.076249e-001	2.100000e+001
1.031989727713093e-001	1.070356e-001	2.100000e+001
1.032089727713093e-001	1.064464e-001	2.100000e+001
1.032189727713093e-001	1.058574e-001	2.100000e+001
1.032289727713093e-001	1.052685e-001	2.100000e+001
1.032389727713093e-001	1.046797e-001	2.100000e+001
1.032489727713093e-001	1.040910e-001	2.100000e+001
1.032589727713093e-001	1.035025e-001	2.100000e+001
1.032689727713093e-001	1.029141e-001	2.100000e+001
1.032789727713093e-001	1.023257e-001	2.100000e+001
1.032889727713093e-001	1.017375e-001	2.100000e+001
1.032989727713092e-001	1.011493e-001	2.100000e+001
1.033089727713092e-001	1.005613e-001	2.100000e+001
1.033189727713092e-001	9.997328e-002	2.100000e+001
1.033289727713092e-001	9.938538e-002	2.100000e+001
1.033389727713092e-001	9.879756e-002	2.100000e+001
1.033489727713092e-001	9.820980e-002	2.100000e+001
1.033589727713092e-001	9.762210e-002	2.100000e+001
1.033689727713092e-001	9.703445e-002	2.100000e+001
1.033789727713092e-001	9.644686e-002	2.100000e+001
1.033889727713092e-001	9.585932e-002	2.100000e+001
1.034089727713092e-001	9.468435e-002	2.100000e+001
1.034289727713092e-001	9.350952e-002	2.100000e+001
1.034489727713092e-001	9.233478e-002	2.100000e+001
1.034689727713092e-001	9.116013e-002	2.100000e+001
1.034889727713092e-001	8.998556e-002	2.100000e+001
1.035089727713092e-001	8.881106e-002	2.100000e+001
1.035389727713092e-001	8.704944e-002	2.100000e+001
1.035689727713091e-001	8.528800e-002	2.100000e+001
1.035989727713091e-001	8.352681e-002	2.100000e+001
1.036318299141663e-001	8.159802e-002	2.100000e+001
1.036646870570234e-001	7.966991e-002	2.100000e+001
1.036975441998805e-001	7.774248e-002	2.100000e+001
1.037304013427376e-001	7.581573e-002	2.100000e+001
1.037632584855948e-001	7.388967e-002	2.100000e+001
1.037961156284519e-001	7.196429e-002	2.100000e+001
1.038289727713090e-001	7.003959e-002	2.100000e+001
1.038961156284519e-001	6.610931e-002	2.100000e+001
1.039632584855947e-001	6.218400e-002	2.100000e+001
1.040304013427375e-001	5.826364e-002	2.100000e+001
1.040975441998804e-001	5.434823e-002	2.100000e+001
1.041646870570232e-001	5.043779e-002	2.100000e+001
1.042318299141660e-001	4.653230e-002	2.100000e+001
1.042989727713089e-001	4.263176e-002	2.100000e+001
1.044061156284517e-001	3.641924e-002	2.100000e+001
1.045132584855945e-001	3.022125e-002	2.100000e+001
1.046204013427373e-001	2.403779e-002	2.100000e+001
1.047275441998801e-001	1.786885e-002	2.100000e+001
1.048346870570229e-001	1.171445e-002	2.100000e+001
1.049418299141657e-001	5.574567e-003	2.100000e+001
1.050489727713086e-001	-5.507843e-004	2.100000e+001
1.052746870570228e-001	-1.340580e-002	2.100000e+001
1.055004013427370e-001	-2.619521e-002	2.100000e+001
1.057261156284512e-001	-3.891901e-002	2.100000e+001
1.059518299141654e-001	-5.157719e-002	2.100000e+001
1.061775441998796e-001	-6.416977e-002	2.100000e+001
1.064032584855938e-001	-7.669674e-002	2.100000e+001
1.066289727713080e-001	-8.915810e-002	2.100000e+001
1.072604013427363e-001	-1.236605e-001	2.100000e+001
1.078918299141646e-001	-1.576724e-001	2.100000e+001
1.085232584855929e-001	-1.911938e-001	2.100000e+001
1.091546870570213e-001	-2.242246e-001	2.100000e+001
1.097861156284496e-001	-2.567649e-001	2.100000e+001
1.104175441998779e-001	-2.888147e-001	2.100000e+001
1.110489727713062e-001	-3.203740e-001	2.100000e+001
1.110589727713062e-001	-3.208702e-001	2.100000e+001
1.115846870570203e-001	-3.467839e-001	2.100000e+001
1.121104013427344e-001	-3.723822e-001	2.100000e+001
1.126361156284485e-001	-3.976652e-001	2.100000e+001
1.131618299141626e-001	-4.226330e-001	2.100000e+001
1.136875441998766e-001	-4.472854e-001	2.100000e+001
1.142132584855907e-001	-4.716226e-001	2.100000e+001
1.147389727713048e-001	-4.956444e-001	2.100000e+001
1.156746870570187e-001	-5.376224e-001	2.100000e+001
1.166104013427327e-001	-5.786942e-001	2.100000e+001
1.175461156284466e-001	-6.188597e-001	2.100000e+001
1.184818299141605e-001	-6.581189e-001	2.100000e+001
1.194175441998744e-001	-6.964719e-001	2.100000e+001
1.203532584855884e-001	-7.339186e-001	2.100000e+001
1.212889727713023e-001	-7.704590e-001	2.100000e+001
1.212989727713023e-001	-7.708453e-001	2.100000e+001
1.224089727713026e-001	-8.130667e-001	2.100000e+001
1.235189727713030e-001	-8.541772e-001	2.100000e+001
1.246289727713034e-001	-8.941765e-001	2.100000e+001
1.257389727713038e-001	-9.330649e-001	2.100000e+001
1.268489727713041e-001	-9.708422e-001	2.100000e+001
1.279589727713045e-001	-1.007508e+000	2.100000e+001
1.290689727713049e-001	-1.043064e+000	2.100000e+001
1.294204013427338e-001	-1.054122e+000	2.100000e+001
1.297718299141627e-001	-1.065079e+000	2.100000e+001
1.301232584855916e-001	-1.075936e+000	2.100000e+001
1.304746870570206e-001	-1.086692e+000	2.100000e+001
1.308261156284495e-001	-1.097347e+000	2.100000e+001
1.311775441998784e-001	-1.107901e+000	2.100000e+001
1.315289727713074e-001	-1.118354e+000	2.100000e+001
1.315389727713074e-001	-1.118650e+000	2.100000e+001
1.329289727713088e-001	-1.158938e+000	2.100000e+001
1.343189727713101e-001	-1.197825e+000	2.100000e+001
1.357089727713115e-001	-1.235311e+000	2.100000e+001
1.370989727713129e-001	-1.271397e+000	2.100000e+001
1.384889727713143e-001	-1.306083e+000	2.100000e+001
1.398789727713157e-001	-1.339368e+000	2.100000e+001
1.412689727713171e-001	-1.371252e+000	2.100000e+001
1.417789727713176e-001	-1.382665e+000	2.100000e+001
1.432404013427476e-001	-1.414342e+000	2.100000e+001
1.447018299141777e-001	-1.444762e+000	2.100000e+001
1.461632584856077e-001	-1.473923e+000	2.100000e+001
1.476246870570377e-001	-1.501826e+000	2.100000e+001
1.490861156284678e-001	-1.528471e+000	2.100000e+001
1.505475441998978e-001	-1.553858e+000	2.100000e+001
1.520089727713278e-001	-1.577986e+000	2.100000e+001
1.520189727713278e-001	-1.578148e+000	2.100000e+001
1.530889727713289e-001	-1.595122e+000	2.100000e+001
1.541589727713300e-001	-1.611532e+000	2.100000e+001
1.552289727713311e-001	-1.627378e+000	2.100000e+001
1.562989727713321e-001	-1.642660e+000	2.100000e+001
1.573689727713332e-001	-1.657378e+000	2.100000e+001
1.584389727713343e-001	-1.671531e+000	2.100000e+001
1.595089727713353e-001	-1.685121e+000	2.100000e+001
1.599004013427643e-001	-1.689970e+000	2.100000e+001
1.602918299141933e-001	-1.694752e+000	2.100000e+001
