Freq.	V(vout)
1.28824955169313e-002	-1.64173778320996e-003,1.88997229548770e-002
1.29121927361353e-002	-1.64930438667269e-003,1.89435183806287e-002
1.29419584144998e-002	-1.65690581202600e-003,1.89874163310666e-002
1.29717927098395e-002	-1.66454221904886e-003,1.90314170532551e-002
1.30016957803328e-002	-1.67221376824875e-003,1.90755207949734e-002
1.30316677845229e-002	-1.67992062086257e-003,1.91197278045841e-002
1.30617088813183e-002	-1.68766293886983e-003,1.91640383311121e-002
1.30918192299940e-002	-1.69544088498026e-003,1.92084526243242e-002
1.31219989901920e-002	-1.70325462265283e-003,1.92529709344905e-002
1.31522483219223e-002	-1.71110431608832e-003,1.92975935126762e-002
1.31825673855640e-002	-1.71899013023263e-003,1.93423206104498e-002
1.32129563418657e-002	-1.72691223079249e-003,1.93871524800951e-002
1.32434153519466e-002	-1.73487078422223e-003,1.94320893746912e-002
1.32739445772973e-002	-1.74286595774033e-003,1.94771315477406e-002
1.33045441797808e-002	-1.75089791932448e-003,1.95222792536207e-002
1.33352143216332e-002	-1.75896683771982e-003,1.95675327472385e-002
1.33659551654643e-002	-1.76707288243894e-003,1.96128922842694e-002
1.33967668742593e-002	-1.77521622377187e-003,1.96583581209190e-002
1.34276496113786e-002	-1.78339703277690e-003,1.97039305142404e-002
1.34586035405594e-002	-1.79161548129884e-003,1.97496097217640e-002
1.34896288259164e-002	-1.79987174196074e-003,1.97953960019209e-002
1.35207256319427e-002	-1.80816598817959e-003,1.98412896136190e-002
1.35518941235103e-002	-1.81649839415229e-003,1.98872908165880e-002
1.35831344658714e-002	-1.82486913488209e-003,1.99333998710871e-002
1.36144468246594e-002	-1.83327838615546e-003,1.99796170382235e-002
1.36458313658892e-002	-1.84172632457103e-003,2.00259425797406e-002
1.36772882559584e-002	-1.85021312752801e-003,2.00723767579643e-002
1.37088176616484e-002	-1.85873897323119e-003,2.01189198360952e-002
1.37404197501251e-002	-1.86730404070162e-003,2.01655720778900e-002
1.37720946889394e-002	-1.87590850977258e-003,2.02123337478477e-002
1.38038426460288e-002	-1.88455256109943e-003,2.02592051110765e-002
1.38356637897177e-002	-1.89323637615798e-003,2.03061864335324e-002
1.38675582887188e-002	-1.90196013725194e-003,2.03532779818075e-002
1.38995263121334e-002	-1.91072402751213e-003,2.04004800232092e-002
1.39315680294529e-002	-1.91952823090964e-003,2.04477928256807e-002
1.39636836105593e-002	-1.92837293224517e-003,2.04952166580133e-002
1.39958732257261e-002	-1.93725831716965e-003,2.05427517895017e-002
1.40281370456195e-002	-1.94618457216854e-003,2.05903984903943e-002
1.40604752412990e-002	-1.95515188458999e-003,2.06381570314430e-002
1.40928879842186e-002	-1.96416044262079e-003,2.06860276843008e-002
1.41253754462274e-002	-1.97321043531540e-003,2.07340107212032e-002
1.41579377995707e-002	-1.98230205258349e-003,2.07821064151545e-002
1.41905752168908e-002	-1.99143548519824e-003,2.08303150399007e-002
1.42232878712281e-002	-2.00061092480710e-003,2.08786368698765e-002
1.42560759360218e-002	-2.00982856392101e-003,2.09270721802590e-002
1.42889395851109e-002	-2.01908859593348e-003,2.09756212469933e-002
1.43218789927353e-002	-2.02839121511806e-003,2.10242843466869e-002
1.43548943335364e-002	-2.03773661662672e-003,2.10730617567955e-002
1.43879857825583e-002	-2.04712499650639e-003,2.11219537553838e-002
1.44211535152486e-002	-2.05655655169067e-003,2.11709606213118e-002
1.44543977074592e-002	-2.06603148001313e-003,2.12200826341810e-002
1.44877185354475e-002	-2.07554998020061e-003,2.12693200744676e-002
1.45211161758773e-002	-2.08511225189067e-003,2.13186732231510e-002
1.45545908058195e-002	-2.09471849562907e-003,2.13681423620586e-002
1.45881426027534e-002	-2.10436891286731e-003,2.14177277738922e-002
1.46217717445671e-002	-2.11406370597915e-003,2.14674297419363e-002
1.46554784095590e-002	-2.12380307825487e-003,2.15172485503237e-002
1.46892627764385e-002	-2.13358723391198e-003,2.15671844839551e-002
1.47231250243271e-002	-2.14341637809609e-003,2.16172378283939e-002
1.47570653327588e-002	-2.15329071688254e-003,2.16674088701838e-002
1.47910838816819e-002	-2.16321045728716e-003,2.17176978963455e-002
1.48251808514594e-002	-2.17317580726216e-003,2.17681051949329e-002
1.48593564228699e-002	-2.18318697571347e-003,2.18186310546093e-002
1.48936107771090e-002	-2.19324417248672e-003,2.18692757648596e-002
1.49279440957898e-002	-2.20334760838872e-003,2.19200396159633e-002
1.49623565609442e-002	-2.21349749518087e-003,2.19709228989156e-002
1.49968483550236e-002	-2.22369404558657e-003,2.20219259055858e-002
1.50314196609001e-002	-2.23393747329872e-003,2.20730489286383e-002
1.50660706618673e-002	-2.24422799297721e-003,2.21242922613997e-002
1.51008015416413e-002	-2.25456582026132e-003,2.21756561980446e-002
1.51356124843619e-002	-2.26495117176813e-003,2.22271410335955e-002
1.51705036745932e-002	-2.27538426509408e-003,2.22787470638696e-002
1.52054752973248e-002	-2.28586531883327e-003,2.23304745852938e-002
1.52405275379728e-002	-2.29639455256832e-003,2.23823238954871e-002
1.52756605823806e-002	-2.30697218687449e-003,2.24342952924130e-002
1.53108746168202e-002	-2.31759844333874e-003,2.24863890751478e-002
1.53461698279928e-002	-2.32827354454485e-003,2.25386055434568e-002
1.53815464030302e-002	-2.33899771409325e-003,2.25909449979531e-002
1.54170045294954e-002	-2.34977117659525e-003,2.26434077401242e-002
1.54525443953840e-002	-2.36059415768709e-003,2.26959940720934e-002
1.54881661891247e-002	-2.37146688402834e-003,2.27487042969116e-002
1.55238700995807e-002	-2.38238958330017e-003,2.28015387185568e-002
1.55596563160506e-002	-2.39336248422525e-003,2.28544976417225e-002
1.55955250282694e-002	-2.40438581656200e-003,2.29075813718441e-002
1.56314764264094e-002	-2.41545981111446e-003,2.29607902153639e-002
1.56675107010813e-002	-2.42658469972402e-003,2.30141244794394e-002
1.57036280433354e-002	-2.43776071529762e-003,2.30675844720762e-002
1.57398286446620e-002	-2.44898809179195e-003,2.31211705021805e-002
1.57761126969933e-002	-2.46026706422759e-003,2.31748828793743e-002
1.58124803927037e-002	-2.47159786868233e-003,2.32287219143655e-002
1.58489319246110e-002	-2.48298074232185e-003,2.32826879183921e-002
1.58854674859776e-002	-2.49441592337153e-003,2.33367812038050e-002
1.59220872705115e-002	-2.50590365114711e-003,2.33910020836174e-002
1.59587914723672e-002	-2.51744416604394e-003,2.34453508718228e-002
1.59955802861465e-002	-2.52903770955348e-003,2.34998278833157e-002
1.60324539069002e-002	-2.54068452425674e-003,2.35544334336265e-002
1.60694125301286e-002	-2.55238485383914e-003,2.36091678393983e-002
1.61064563517825e-002	-2.56413894308559e-003,2.36640314179896e-002
1.61435855682647e-002	-2.57594703789450e-003,2.37190244877128e-002
1.61808003764305e-002	-2.58780938528031e-003,2.37741473676753e-002
1.62181009735891e-002	-2.59972623337928e-003,2.38294003779116e-002
1.62554875575047e-002	-2.61169783143954e-003,2.38847838393043e-002
1.62929603263971e-002	-2.62372442985504e-003,2.39402980736101e-002
1.63305194789432e-002	-2.63580628014156e-003,2.39959434035929e-002
1.63681652142779e-002	-2.64794363496316e-003,2.40517201527316e-002
1.64058977319952e-002	-2.66013674813057e-003,2.41076286454593e-002
1.64437172321491e-002	-2.67238587458959e-003,2.41636692072687e-002
1.64816239152549e-002	-2.68469127045995e-003,2.42198421641825e-002
1.65196179822900e-002	-2.69705319300973e-003,2.42761478434951e-002
1.65576996346951e-002	-2.70947190067600e-003,2.43325865730840e-002
1.65958690743754e-002	-2.72194765306316e-003,2.43891586820453e-002
1.66341265037015e-002	-2.73448071095707e-003,2.44458645001642e-002
1.66724721255104e-002	-2.74707133631918e-003,2.45027043582325e-002
1.67109061431069e-002	-2.75971979230480e-003,2.45596785878370e-002
1.67494287602642e-002	-2.77242634325232e-003,2.46167875217039e-002
1.67880401812254e-002	-2.78519125469563e-003,2.46740314933011e-002
1.68267406107045e-002	-2.79801479338066e-003,2.47314108369710e-002
1.68655302538872e-002	-2.81089722725134e-003,2.47889258883278e-002
1.69044093164324e-002	-2.82383882547358e-003,2.48465769834359e-002
1.69433780044731e-002	-2.83683985842619e-003,2.49043644596053e-002
1.69824365246172e-002	-2.84990059769751e-003,2.49622886551262e-002
1.70215850839493e-002	-2.86302131614098e-003,2.50203499088186e-002
1.70608238900310e-002	-2.87620228780301e-003,2.50785485610925e-002
1.71001531509027e-002	-2.88944378800419e-003,2.51368849527022e-002
1.71395730750841e-002	-2.90274609328458e-003,2.51953594257531e-002
1.71790838715757e-002	-2.91610948144850e-003,2.52539723230929e-002
1.72186857498599e-002	-2.92953423156031e-003,2.53127239884962e-002
1.72583789199018e-002	-2.94302062393783e-003,2.53716147669038e-002
1.72981635921508e-002	-2.95656894017057e-003,2.54306450040775e-002
1.73380399775412e-002	-2.97017946311553e-003,2.54898150467598e-002
1.73780082874935e-002	-2.98385247691796e-003,2.55491252426996e-002
1.74180687339159e-002	-2.99758826700139e-003,2.56085759405471e-002
1.74582215292048e-002	-3.01138712008088e-003,2.56681674900121e-002
1.74984668862464e-002	-3.02524932417214e-003,2.57279002417581e-002
1.75388050184174e-002	-3.03917516858409e-003,2.57877745474558e-002
1.75792361395867e-002	-3.05316494394032e-003,2.58477907595969e-002
1.76197604641161e-002	-3.06721894217257e-003,2.59079492319451e-002
1.76603782068614e-002	-3.08133745653388e-003,2.59682503190589e-002
1.77010895831740e-002	-3.09552078160694e-003,2.60286943764771e-002
1.77418948089014e-002	-3.10976921329740e-003,2.60892817609044e-002
1.77827941003890e-002	-3.12408304885051e-003,2.61500128299993e-002
1.78237876744807e-002	-3.13846258685767e-003,2.62108879421356e-002
1.78648757485203e-002	-3.15290812725646e-003,2.62719074571709e-002
1.79060585403527e-002	-3.16741997133230e-003,2.63330717357576e-002
1.79473362683250e-002	-3.18199842174163e-003,2.63943811395022e-002
1.79887091512877e-002	-3.19664378250362e-003,2.64558360310707e-002
1.80301774085955e-002	-3.21135635900681e-003,2.65174367742421e-002
1.80717412601090e-002	-3.22613645802399e-003,2.65791837336695e-002
1.81134009261958e-002	-3.24098438770725e-003,2.66410772752252e-002
1.81551566277311e-002	-3.25590045760124e-003,2.67031177656291e-002
1.81970085860996e-002	-3.27088497865305e-003,2.67653055728198e-002
1.82389570231961e-002	-3.28593826319738e-003,2.68276410657164e-002
1.82810021614272e-002	-3.30106062500120e-003,2.68901246141652e-002
1.83231442237119e-002	-3.31625237922898e-003,2.69527565892051e-002
1.83653834334832e-002	-3.33151384247417e-003,2.70155373629609e-002
1.84077200146893e-002	-3.34684533275256e-003,2.70784673084850e-002
1.84501541917945e-002	-3.36224716952384e-003,2.71415467999425e-002
1.84926861897805e-002	-3.37771967367995e-003,2.72047762125584e-002
1.85353162341479e-002	-3.39326316756500e-003,2.72681559227235e-002
1.85780445509167e-002	-3.40887797497688e-003,2.73316863076761e-002
1.86208713666284e-002	-3.42456442116568e-003,2.73953677460594e-002
1.86637969083464e-002	-3.44032283285514e-003,2.74592006173374e-002
1.87068214036577e-002	-3.45615353823937e-003,2.75231853022462e-002
1.87499450806739e-002	-3.47205686699111e-003,2.75873221823165e-002
1.87931681680324e-002	-3.48803315027172e-003,2.76516116405364e-002
1.88364908948977e-002	-3.50408272073111e-003,2.77160540607419e-002
1.88799134909627e-002	-3.52020591252102e-003,2.77806498278817e-002
1.89234361864495e-002	-3.53640306129503e-003,2.78453993282293e-002
1.89670592121112e-002	-3.55267450422675e-003,2.79103029488796e-002
1.90107827992327e-002	-3.56902057999494e-003,2.79753610782520e-002
1.90546071796322e-002	-3.58544162881165e-003,2.80405741059056e-002
1.90985325856621e-002	-3.60193799242882e-003,2.81059424221941e-002
1.91425592502106e-002	-3.61851001412178e-003,2.81714664189550e-002
1.91866874067026e-002	-3.63515803872395e-003,2.82371464890590e-002
1.92309172891013e-002	-3.65188241260869e-003,2.83029830265164e-002
1.92752491319091e-002	-3.66868348371905e-003,2.83689764262115e-002
1.93196831701690e-002	-3.68556160156783e-003,2.84351270846185e-002
1.93642196394658e-002	-3.70251711722429e-003,2.85014353991123e-002
1.94088587759275e-002	-3.71955038335056e-003,2.85679017681278e-002
1.94536008162263e-002	-3.73666175419508e-003,2.86345265914776e-002
1.94984459975802e-002	-3.75385158559256e-003,2.87013102700603e-002
1.95433945577537e-002	-3.77112023498218e-003,2.87682532057818e-002
1.95884467350596e-002	-3.78846806141593e-003,2.88353558017929e-002
1.96336027683602e-002	-3.80589542555520e-003,2.89026184626488e-002
1.96788628970682e-002	-3.82340268968084e-003,2.89700415937790e-002
1.97242273611482e-002	-3.84099021770793e-003,2.90376256018848e-002
1.97696964011183e-002	-3.85865837518755e-003,2.91053708949658e-002
1.98152702580507e-002	-3.87640752930670e-003,2.91732778820017e-002
1.98609491735734e-002	-3.89423804891651e-003,2.92413469732972e-002
1.99067333898716e-002	-3.91215030450569e-003,2.93095785805347e-002
1.99526231496885e-002	-3.93014466825189e-003,2.93779731161118e-002
1.99986186963271e-002	-3.94822151398530e-003,2.94465309941219e-002
2.00447202736513e-002	-3.96638121723164e-003,2.95152526295064e-002
2.00909281260870e-002	-3.98462415519067e-003,2.95841384388226e-002
2.01372424986236e-002	-4.00295070675773e-003,2.96531888393433e-002
2.01836636368153e-002	-4.02136125253860e-003,2.97224042499576e-002
2.02301917867824e-002	-4.03985617483962e-003,2.97917850907732e-002
2.02768271952125e-002	-4.05843585768915e-003,2.98613317828252e-002
2.03235701093619e-002	-4.07710068683598e-003,2.99310447487120e-002
2.03704207770569e-002	-4.09585104976251e-003,3.00009244120384e-002
2.04173794466950e-002	-4.11468733569147e-003,3.00709711978141e-002
2.04644463672464e-002	-4.13360993558911e-003,3.01411855322936e-002
2.05116217882553e-002	-4.15261924218682e-003,3.02115678427647e-002
2.05589059598411e-002	-4.17171564995459e-003,3.02821185581845e-002
2.06062991326997e-002	-4.19089955516231e-003,3.03528381083316e-002
2.06538015581050e-002	-4.21017135582674e-003,3.04237269247594e-002
2.07014134879101e-002	-4.22953145178108e-003,3.04947854396045e-002
2.07491351745488e-002	-4.24898024462036e-003,3.05660140869904e-002
2.07969668710366e-002	-4.26851813776593e-003,3.06374133019416e-002
2.08449088309725e-002	-4.28814553643576e-003,3.07089835208603e-002
2.08929613085400e-002	-4.30786284767251e-003,3.07807251813408e-002
2.09411245585086e-002	-4.32767048033032e-003,3.08526387224878e-002
2.09893988362349e-002	-4.34756884510624e-003,3.09247245844392e-002
2.10377843976644e-002	-4.36755835453037e-003,3.09969832090552e-002
2.10862814993325e-002	-4.38763942299390e-003,3.10694150390171e-002
2.11348903983661e-002	-4.40781246672768e-003,3.11420205186226e-002
2.11836113524847e-002	-4.42807790384687e-003,3.12148000934410e-002
2.12324446200018e-002	-4.44843615431949e-003,3.12877542103931e-002
2.12813904598268e-002	-4.46888764000455e-003,3.13608833177240e-002
2.13304491314654e-002	-4.48943278465363e-003,3.14341878647920e-002
2.13796208950219e-002	-4.51007201390265e-003,3.15076683028098e-002
2.14289060112002e-002	-4.53080575531492e-003,3.15813250837585e-002
2.14783047413050e-002	-4.55163443834304e-003,3.16551586614474e-002
2.15278173472434e-002	-4.57255849437527e-003,3.17291694907985e-002
2.15774440915263e-002	-4.59357835673719e-003,3.18033580280851e-002
2.16271852372698e-002	-4.61469446067182e-003,3.18777247310376e-002
2.16770410481966e-002	-4.63590724338600e-003,3.19522700587113e-002
2.17270117886371e-002	-4.65721714403547e-003,3.20269944716185e-002
2.17770977235312e-002	-4.67862460374971e-003,3.21018984316495e-002
2.18272991184296e-002	-4.70013006561871e-003,3.21769824019660e-002
2.18776162394951e-002	-4.72173397472111e-003,3.22522468472668e-002
2.19280493535041e-002	-4.74343677812750e-003,3.23276922334425e-002
2.19785987278479e-002	-4.76523892490374e-003,3.24033190281328e-002
2.20292646305342e-002	-4.78714086610435e-003,3.24791277001428e-002
2.20800473301886e-002	-4.80914305484370e-003,3.25551187196027e-002
2.21309470960560e-002	-4.83124594621982e-003,3.26312925583908e-002
2.21819641980018e-002	-4.85344999738068e-003,3.27076496895253e-002
2.22330989065136e-002	-4.87575566752249e-003,3.27841905876402e-002
2.22843514927026e-002	-4.89816341787151e-003,3.28609157288001e-002
2.23357222283049e-002	-4.92067371173705e-003,3.29378255902888e-002
2.23872113856830e-002	-4.94328701448825e-003,3.30149206511384e-002
2.24388192378273e-002	-4.96600379357231e-003,3.30922013915467e-002
2.24905460583574e-002	-4.98882451851451e-003,3.31696682935398e-002
2.25423921215239e-002	-5.01174966094469e-003,3.32473218403892e-002
2.25943577022094e-002	-5.03477969461049e-003,3.33251625165583e-002
2.26464430759302e-002	-5.05791509534422e-003,3.34031908087627e-002
2.26986485188378e-002	-5.08115634112583e-003,3.34814072043009e-002
2.27509743077203e-002	-5.10450391204644e-003,3.35598121926971e-002
2.28034207200038e-002	-5.12795829036630e-003,3.36384062645612e-002
2.28559880337539e-002	-5.15151996047175e-003,3.37171899120140e-002
2.29086765276773e-002	-5.17518940892159e-003,3.37961636289776e-002
2.29614864811232e-002	-5.19896712444043e-003,3.38753279104602e-002
2.30144181740846e-002	-5.22285359792864e-003,3.39546832533780e-002
2.30674718872003e-002	-5.24684932248059e-003,3.40342301560245e-002
2.31206479017555e-002	-5.27095479337961e-003,3.41139691181507e-002
2.31739464996843e-002	-5.29517050812790e-003,3.41939006412561e-002
2.32273679635706e-002	-5.31949696644147e-003,3.42740252281119e-002
2.32809125766496e-002	-5.34393467024520e-003,3.43543433831851e-002
2.33345806228096e-002	-5.36848412372090e-003,3.44348556125058e-002
2.33883723865931e-002	-5.39314583329236e-003,3.45155624236937e-002
2.34422881531988e-002	-5.41792030762204e-003,3.45964643259051e-002
2.34963282084826e-002	-5.44280805766244e-003,3.46775618297007e-002
2.35504928389596e-002	-5.46780959661467e-003,3.47588554475223e-002
2.36047823318053e-002	-5.49292543998308e-003,3.48403456932952e-002
2.36591969748571e-002	-5.51815610555380e-003,3.49220330823756e-002
2.37137370566161e-002	-5.54350211342280e-003,3.50039181319475e-002
2.37684028662483e-002	-5.56896398599266e-003,3.50860013607055e-002
2.38231946935864e-002	-5.59454224801557e-003,3.51682832887747e-002
2.38781128291313e-002	-5.62023742653208e-003,3.52507644382670e-002
2.39331575640534e-002	-5.64605005095886e-003,3.53334453327785e-002
2.39883291901944e-002	-5.67198065307877e-003,3.54163264973091e-002
2.40436280000688e-002	-5.69802976699119e-003,3.54994084586605e-002
2.40990542868655e-002	-5.72419792920305e-003,3.55826917455419e-002
2.41546083444489e-002	-5.75048567860406e-003,3.56661768877488e-002
2.42102904673613e-002	-5.77689355646666e-003,3.57498644173818e-002
2.42661009508237e-002	-5.80342210649073e-003,3.58337548675215e-002
2.43220400907377e-002	-5.83007187476058e-003,3.59178487735804e-002
2.43781081836870e-002	-5.85684340979953e-003,3.60021466721630e-002
2.44343055269392e-002	-5.88373726256004e-003,3.60866491019402e-002
2.44906324184469e-002	-5.91075398646173e-003,3.61713566028549e-002
2.45470891568498e-002	-5.93789413735833e-003,3.62562697168900e-002
2.46036760414758e-002	-5.96515827357075e-003,3.63413889876445e-002
2.46603933723429e-002	-5.99254695592020e-003,3.64267149602540e-002
2.47172414501608e-002	-6.02006074768683e-003,3.65122481818413e-002
2.47742205763323e-002	-6.04770021467425e-003,3.65979892010922e-002
2.48313310529552e-002	-6.07546592517482e-003,3.66839385684412e-002
2.48885731828234e-002	-6.10335845001598e-003,3.67700968361510e-002
2.49459472694290e-002	-6.13137836255031e-003,3.68564645580473e-002
2.50034536169638e-002	-6.15952623866712e-003,3.69430422899164e-002
2.50610925303206e-002	-6.18780265681899e-003,3.70298305892137e-002
2.51188643150953e-002	-6.21620819801840e-003,3.71168300152229e-002
2.51767692775880e-002	-6.24474344583112e-003,3.72040411288170e-002
2.52348077248052e-002	-6.27340898644909e-003,3.72914644929623e-002
2.52929799644609e-002	-6.30220540863413e-003,3.73791006719763e-002
2.53512863049785e-002	-6.33113330374768e-003,3.74669502324284e-002
2.54097270554925e-002	-6.36019326580054e-003,3.75550137424510e-002
2.54683025258499e-002	-6.38938589139988e-003,3.76432917719784e-002
2.55270130266119e-002	-6.41871177981545e-003,3.77317848928524e-002
2.55858588690559e-002	-6.44817153294975e-003,3.78204936787957e-002
2.56448403651766e-002	-6.47776575539771e-003,3.79094187050412e-002
