Freq.	V(vout)*exp(i*Pi)
4.66659380314171e+003	1.89823000718417e+001,-6.06283516762644e+001
4.67735141287080e+003	1.89076131153510e+001,-6.05104499155852e+001
4.68813382145147e+003	1.88332167325003e+001,-6.03926861993895e+001
4.69894108605097e+003	1.87591100150129e+001,-6.02750609694122e+001
4.70977326396834e+003	1.86852920557442e+001,-6.01575746625867e+001
4.72063041263471e+003	1.86117619484709e+001,-6.00402277112192e+001
4.73151258961361e+003	1.85385187878182e+001,-5.99230205430696e+001
4.74241985260125e+003	1.84655616694891e+001,-5.98059535812314e+001
4.75335225942685e+003	1.83928896903099e+001,-5.96890272441336e+001
4.76430986805295e+003	1.83205019478499e+001,-5.95722419458250e+001
4.77529273657570e+003	1.82483975409841e+001,-5.94555980956346e+001
4.78630092322517e+003	1.81765755695349e+001,-5.93390960984394e+001
4.79733448636568e+003	1.81050351344324e+001,-5.92227363545911e+001
4.80839348449607e+003	1.80337753375166e+001,-5.91065192600763e+001
4.81947797625005e+003	1.79627952820258e+001,-5.89904452062295e+001
4.83058802039650e+003	1.78920940721633e+001,-5.88745145800474e+001
4.84172367583977e+003	1.78216708131919e+001,-5.87587277641576e+001
4.85288500161998e+003	1.77515246116747e+001,-5.86430851366931e+001
4.86407205691338e+003	1.76816545752174e+001,-5.85275870714910e+001
4.87528490103263e+003	1.76120598126694e+001,-5.84122339379927e+001
4.88652359342710e+003	1.75427394340897e+001,-5.82970261012961e+001
4.89778819368322e+003	1.74736925507052e+001,-5.81819639222139e+001
4.90907876152479e+003	1.74049182749406e+001,-5.80670477572832e+001
4.92039535681326e+003	1.73364157205992e+001,-5.79522779586813e+001
4.93173803954811e+003	1.72681840024466e+001,-5.78376548745199e+001
4.94310686986710e+003	1.72002222367913e+001,-5.77231788485061e+001
4.95450190804664e+003	1.71325295410912e+001,-5.76088502202221e+001
4.96592321450210e+003	1.70651050341731e+001,-5.74946693250153e+001
4.97737084978810e+003	1.69979478361033e+001,-5.73806364941099e+001
4.98884487459885e+003	1.69310570682355e+001,-5.72667520546049e+001
5.00034534976851e+003	1.68644318532722e+001,-5.71530163294654e+001
5.01187233627145e+003	1.67980713154125e+001,-5.70394296374589e+001
5.02342589522259e+003	1.67319745799565e+001,-5.69259922934309e+001
5.03500608787777e+003	1.66661407736888e+001,-5.68127046080942e+001
5.04661297563400e+003	1.66005690248364e+001,-5.66995668880845e+001
5.05824662002985e+003	1.65352584629541e+001,-5.65865794360590e+001
5.06990708274575e+003	1.64702082190196e+001,-5.64737425506664e+001
5.08159442560431e+003	1.64054174253095e+001,-5.63610565266504e+001
5.09330871057066e+003	1.63408852157138e+001,-5.62485216546847e+001
5.10504999975276e+003	1.62766107254940e+001,-5.61361382215495e+001
5.11681835540177e+003	1.62125930912847e+001,-5.60239065101580e+001
5.12861383991234e+003	1.61488314512729e+001,-5.59118267994735e+001
5.14043651582295e+003	1.60853249450829e+001,-5.57998993646081e+001
5.15228644581625e+003	1.60220727138474e+001,-5.56881244768060e+001
5.16416369271939e+003	1.59590739000630e+001,-5.55765024035577e+001
5.17606831950436e+003	1.58963276479595e+001,-5.54650334084045e+001
5.18800038928829e+003	1.58338331030873e+001,-5.53537177512134e+001
5.19995996533383e+003	1.57715894125827e+001,-5.52425556880446e+001
5.21194711104947e+003	1.57095957251549e+001,-5.51315474711851e+001
5.22396188998986e+003	1.56478511910433e+001,-5.50206933492016e+001
5.23600436585617e+003	1.55863549619577e+001,-5.49099935670015e+001
5.24807460249639e+003	1.55251061913284e+001,-5.47994483657103e+001
5.26017266390572e+003	1.54641040339559e+001,-5.46890579829056e+001
5.27229861422688e+003	1.54033476464162e+001,-5.45788226524025e+001
5.28445251775045e+003	1.53428361867417e+001,-5.44687426044684e+001
5.29663443891522e+003	1.52825688146729e+001,-5.43588180656994e+001
5.30884444230853e+003	1.52225446914736e+001,-5.42490492591550e+001
5.32108259266658e+003	1.51627629801197e+001,-5.41394364042720e+001
5.33334895487484e+003	1.51032228450708e+001,-5.40299797170238e+001
5.34564359396835e+003	1.50439234525397e+001,-5.39206794097873e+001
5.35796657513204e+003	1.49848639703667e+001,-5.38115356914416e+001
5.37031796370115e+003	1.49260435679963e+001,-5.37025487674056e+001
5.38269782516150e+003	1.48674614165786e+001,-5.35937188396042e+001
5.39510622514989e+003	1.48091166889290e+001,-5.34850461065161e+001
5.40754322945442e+003	1.47510085595304e+001,-5.33765307631966e+001
5.42000890401485e+003	1.46931362045515e+001,-5.32681730012911e+001
5.43250331492294e+003	1.46354988018059e+001,-5.31599730090827e+001
5.44502652842282e+003	1.45780955309569e+001,-5.30519309713988e+001
5.45757861091131e+003	1.45209255731695e+001,-5.29440470698342e+001
5.47015962893831e+003	1.44639881114541e+001,-5.28363214825775e+001
5.48276964920713e+003	1.44072823305341e+001,-5.27287543845110e+001
5.49540873857484e+003	1.43508074167698e+001,-5.26213459472772e+001
5.50807696405262e+003	1.42945625583765e+001,-5.25140963391774e+001
5.52077439280616e+003	1.42385469452643e+001,-5.24070057252870e+001
5.53350109215595e+003	1.41827597690957e+001,-5.23000742674448e+001
5.54625712957768e+003	1.41272002232431e+001,-5.21933021243002e+001
5.55904257270261e+003	1.40718675028682e+001,-5.20866894512911e+001
5.57185748931787e+003	1.40167608049100e+001,-5.19802364006733e+001
5.58470194736687e+003	1.39618793281561e+001,-5.18739431215032e+001
5.59757601494966e+003	1.39072222729672e+001,-5.17678097598140e+001
5.61047976032326e+003	1.38527888417221e+001,-5.16618364583894e+001
5.62341325190204e+003	1.37985782384401e+001,-5.15560233569965e+001
5.63637655825809e+003	1.37445896689997e+001,-5.14503705922858e+001
5.64936974812157e+003	1.36908223410405e+001,-5.13448782978674e+001
5.66239289038108e+003	1.36372754640651e+001,-5.12395466042769e+001
5.67544605408401e+003	1.35839482493549e+001,-5.11343756390427e+001
5.68852930843695e+003	1.35308399099908e+001,-5.10293655266966e+001
5.70164272280601e+003	1.34779496608834e+001,-5.09245163887780e+001
5.71478636671720e+003	1.34252767188288e+001,-5.08198283438255e+001
5.72796030985682e+003	1.33728203024094e+001,-5.07153015074512e+001
5.74116462207180e+003	1.33205796320752e+001,-5.06109359923180e+001
5.75439937337009e+003	1.32685539300410e+001,-5.05067319082161e+001
5.76766463392102e+003	1.32167424204811e+001,-5.04026893619783e+001
5.78096047405569e+003	1.31651443292804e+001,-5.02988084576349e+001
5.79428696426732e+003	1.31137588843448e+001,-5.01950892962668e+001
5.80764417521162e+003	1.30625853153520e+001,-5.00915319761604e+001
5.82103217770721e+003	1.30116228537886e+001,-4.99881365928074e+001
5.83445104273594e+003	1.29608707331566e+001,-4.98849032388146e+001
5.84790084144330e+003	1.29103281886563e+001,-4.97818320040933e+001
5.86138164513877e+003	1.28599944575331e+001,-4.96789229756943e+001
5.87489352529625e+003	1.28098687788002e+001,-4.95761762379755e+001
5.88843655355437e+003	1.27599503933632e+001,-4.94735918725541e+001
5.90201080171692e+003	1.27102385440898e+001,-4.93711699582914e+001
5.91561634175321e+003	1.26607324756970e+001,-4.92689105713699e+001
5.92925324579847e+003	1.26114314347168e+001,-4.91668137853316e+001
5.94292158615419e+003	1.25623346696856e+001,-4.90648796709977e+001
5.95662143528856e+003	1.25134414310523e+001,-4.89631082965350e+001
5.97035286583683e+003	1.24647509710215e+001,-4.88614997275579e+001
5.98411595060165e+003	1.24162625438916e+001,-4.87600540269703e+001
5.99791076255354e+003	1.23679754056613e+001,-4.86587712551890e+001
6.01173737483122e+003	1.23198888145363e+001,-4.85576514698997e+001
6.02559586074202e+003	1.22720020303590e+001,-4.84566947263709e+001
6.03948629376223e+003	1.22243143150022e+001,-4.83559010772683e+001
6.05340874753757e+003	1.21768249322311e+001,-4.82552705727448e+001
6.06736329588348e+003	1.21295331477934e+001,-4.81548032604116e+001
6.08135001278560e+003	1.20824382292894e+001,-4.80544991854239e+001
6.09536897240011e+003	1.20355394462451e+001,-4.79543583904606e+001
6.10942024905414e+003	1.19888360702710e+001,-4.78543809156612e+001
6.12350391724615e+003	1.19423273746916e+001,-4.77545667988333e+001
6.13762005164635e+003	1.18960126348587e+001,-4.76549160753094e+001
6.15176872709709e+003	1.18498911280721e+001,-4.75554287780054e+001
6.16595001861322e+003	1.18039621335610e+001,-4.74561049374476e+001
6.18016400138255e+003	1.17582249324772e+001,-4.73569445817931e+001
6.19441075076621e+003	1.17126788079574e+001,-4.72579477368155e+001
6.20869034229902e+003	1.16673230449881e+001,-4.71591144259905e+001
6.22300285168998e+003	1.16221569306007e+001,-4.70604446704143e+001
6.23734835482257e+003	1.15771797537049e+001,-4.69619384889043e+001
6.25172692775523e+003	1.15323908052327e+001,-4.68635958979439e+001
6.26613864672173e+003	1.14877893779625e+001,-4.67654169117866e+001
6.28058358813155e+003	1.14433747666756e+001,-4.66674015423951e+001
6.29506182857034e+003	1.13991462681317e+001,-4.65695497994695e+001
6.30957344480029e+003	1.13551031809469e+001,-4.64718616905245e+001
6.32411851376055e+003	1.13112448058445e+001,-4.63743372207812e+001
6.33869711256762e+003	1.12675704453169e+001,-4.62769763933505e+001
6.35330931851579e+003	1.12240794039255e+001,-4.61797792091011e+001
6.36795520907750e+003	1.11807709882132e+001,-4.60827456667189e+001
6.38263486190383e+003	1.11376445065736e+001,-4.59858757627865e+001
6.39734835482482e+003	1.10946992693935e+001,-4.58891694917296e+001
6.41209576584995e+003	1.10519345890992e+001,-4.57926268458097e+001
6.42687717316852e+003	1.10093497799839e+001,-4.56962478152240e+001
6.44169265515010e+003	1.09669441582641e+001,-4.56000323880936e+001
6.45654229034487e+003	1.09247170422313e+001,-4.55039805504042e+001
6.47142615748415e+003	1.08826677520617e+001,-4.54080922861153e+001
6.48634433548070e+003	1.08407956099136e+001,-4.53123675771265e+001
6.50129690342921e+003	1.07990999398841e+001,-4.52168064033148e+001
6.51628394060673e+003	1.07575800680034e+001,-4.51214087425510e+001
6.53130552647302e+003	1.07162353223223e+001,-4.50261745706738e+001
6.54636174067104e+003	1.06750650328555e+001,-4.49311038615309e+001
6.56145266302734e+003	1.06340685315059e+001,-4.48361965870305e+001
6.57657837355249e+003	1.05932451521373e+001,-4.47414527171203e+001
6.59173895244149e+003	1.05525942306455e+001,-4.46468722197689e+001
6.60693448007424e+003	1.05121151048674e+001,-4.45524550610234e+001
6.62216503701589e+003	1.04718071145097e+001,-4.44582012050568e+001
6.63743070401736e+003	1.04316696013594e+001,-4.43641106140835e+001
6.65273156201568e+003	1.03917019090600e+001,-4.42701832484780e+001
6.66806769213448e+003	1.03519033832573e+001,-4.41764190667216e+001
6.68343917568440e+003	1.03122733715640e+001,-4.40828180254315e+001
6.69884609416351e+003	1.02728112234996e+001,-4.39893800794040e+001
6.71428852925777e+003	1.02335162905855e+001,-4.38961051815831e+001
6.72976656284142e+003	1.01943879262792e+001,-4.38029932831051e+001
6.74528027697746e+003	1.01554254859570e+001,-4.37100443333199e+001
6.76082975391805e+003	1.01166283270538e+001,-4.36172582797400e+001
6.77641507610498e+003	1.00779958087397e+001,-4.35246350682038e+001
6.79203632617007e+003	1.00395272924098e+001,-4.34321746426612e+001
6.80769358693563e+003	1.00012221412037e+001,-4.33398769454106e+001
6.82338694141491e+003	9.96307972028252e+000,-4.32477419169826e+001
6.83911647281250e+003	9.92509939675392e+000,-4.31557694961886e+001
6.85488226452482e+003	9.88728053965614e+000,-4.30639596201402e+001
6.87068440014052e+003	9.84962251999565e+000,-4.29723122242460e+001
6.88652296344096e+003	9.81212471066310e+000,-4.28808272422613e+001
6.90239803840061e+003	9.77478648654308e+000,-4.27895046062520e+001
6.91830970918755e+003	9.73760722446718e+000,-4.26983442466277e+001
6.93425806016387e+003	9.70058630315300e+000,-4.26073460921826e+001
6.95024317588615e+003	9.66372310337609e+000,-4.25165100700295e+001
6.96626514110586e+003	9.62701700762289e+000,-4.24258361057697e+001
6.98232404076988e+003	9.59046740052755e+000,-4.23353241233069e+001
6.99841996002090e+003	9.55407366854959e+000,-4.22449740450060e+001
7.01455298419787e+003	9.51783520013989e+000,-4.21547857916297e+001
7.03072319883649e+003	9.48175138559762e+000,-4.20647592824149e+001
7.04693068966962e+003	9.44582161720967e+000,-4.19748944350226e+001
7.06317554262776e+003	9.41004528918662e+000,-4.18851911655774e+001
7.07945784383952e+003	9.37442179763204e+000,-4.17956493886941e+001
7.09577767963202e+003	9.33895054059120e+000,-4.17062690174671e+001
7.11213513653142e+003	9.30363091801487e+000,-4.16170499634979e+001
7.12853030126332e+003	9.26846233179413e+000,-4.15279921368917e+001
7.14496326075325e+003	9.23344418572748e+000,-4.14390954462831e+001
7.16143410212714e+003	9.19857588549868e+000,-4.13503597988576e+001
7.17794291271173e+003	9.16385683871454e+000,-4.12617851003455e+001
7.19448978003510e+003	9.12928645492939e+000,-4.11733712550230e+001
7.21107479182710e+003	9.09486414556560e+000,-4.10851181657580e+001
7.22769803601980e+003	9.06058932395054e+000,-4.09970257340055e+001
7.24435960074799e+003	9.02646140533360e+000,-4.09090938598099e+001
7.26105957434964e+003	8.99247980680518e+000,-4.08213224418524e+001
7.27779804536632e+003	8.95864394746448e+000,-4.07337113773882e+001
7.29457510254377e+003	8.92495324819518e+000,-4.06462605623552e+001
7.31139083483225e+003	8.89140713183275e+000,-4.05589698913114e+001
7.32824533138711e+003	8.85800502311896e+000,-4.04718392574661e+001
7.34513868156921e+003	8.82474634861655e+000,-4.03848685527265e+001
7.36207097494542e+003	8.79163053680284e+000,-4.02980576676681e+001
7.37904230128907e+003	8.75865701808545e+000,-4.02114064915384e+001
7.39605275058043e+003	8.72582522468626e+000,-4.01249149123169e+001
7.41310241300722e+003	8.69313459071462e+000,-4.00385828166941e+001
7.43019137896505e+003	8.66058455223008e+000,-3.99524100900547e+001
7.44731973905793e+003	8.62817454704169e+000,-3.98663966165735e+001
7.46448758409870e+003	8.59590401492975e+000,-3.97805422791307e+001
7.48169500510957e+003	8.56377239744359e+000,-3.96948469594083e+001
7.49894209332258e+003	8.53177913812914e+000,-3.96093105378024e+001
7.51622894018007e+003	8.49992368228328e+000,-3.95239328935387e+001
7.53355563733518e+003	8.46820547709582e+000,-3.94387139046206e+001
7.55092227665235e+003	8.43662397159649e+000,-3.93536534478622e+001
7.56832895020775e+003	8.40517861674611e+000,-3.92687513988589e+001
7.58577575028983e+003	8.37386886517795e+000,-3.91840076321064e+001
7.60326276939981e+003	8.34269417160192e+000,-3.90994220208394e+001
7.62079010025211e+003	8.31165399237754e+000,-3.90149944372215e+001
7.63835783577489e+003	8.28074778581686e+000,-3.89307247522261e+001
7.65596606911054e+003	8.24997501203876e+000,-3.88466128357077e+001
7.67361489361616e+003	8.21933513295855e+000,-3.87626585564150e+001
7.69130440286406e+003	8.18882761234698e+000,-3.86788617819753e+001
7.70903469064226e+003	8.15845191587576e+000,-3.85952223788850e+001
7.72680585095498e+003	8.12820751094563e+000,-3.85117402125896e+001
7.74461797802314e+003	8.09809386675117e+000,-3.84284151474662e+001
7.76247116628486e+003	8.06811045446121e+000,-3.83452470467570e+001
7.78036551039598e+003	8.03825674688779e+000,-3.82622357727156e+001
7.79830110523052e+003	8.00853221877708e+000,-3.81793811864951e+001
7.81627804588123e+003	7.97893634658028e+000,-3.80966831482518e+001
7.83429642766004e+003	7.94946860863000e+000,-3.80141415170803e+001
7.85235634609864e+003	7.92012848508283e+000,-3.79317561510468e+001
7.87045789694890e+003	7.89091545781814e+000,-3.78495269072379e+001
7.88860117618345e+003	7.86182901053095e+000,-3.77674536417319e+001
7.90678627999615e+003	7.83286862872062e+000,-3.76855362096111e+001
7.92501330480262e+003	7.80403379971749e+000,-3.76037744649598e+001
7.94328234724071e+003	7.77532401253674e+000,-3.75221682609313e+001
7.96159350417107e+003	7.74673875804141e+000,-3.74407174496904e+001
7.97994687267765e+003	7.71827752890070e+000,-3.73594218824384e+001
7.99834255006816e+003	7.68993981948435e+000,-3.72782814094635e+001
8.01678063387466e+003	7.66172512599032e+000,-3.71972958800975e+001
8.03526122185404e+003	7.63363294631969e+000,-3.71164651427738e+001
8.05378441198853e+003	7.60566278023575e+000,-3.70357890449718e+001
8.07235030248624e+003	7.57781412917503e+000,-3.69552674333003e+001
8.09095899178167e+003	7.55008649635027e+000,-3.68749001534635e+001
8.10961057853625e+003	7.52247938676658e+000,-3.67946870502631e+001
8.12830516163883e+003	7.49499230711376e+000,-3.67146279676482e+001
8.14704284020623e+003	7.46762476590500e+000,-3.66347227486681e+001
8.16582371358375e+003	7.44037627331533e+000,-3.65549712355434e+001
8.18464788134572e+003	7.41324634131353e+000,-3.64753732696218e+001
8.20351544329600e+003	7.38623448357788e+000,-3.63959286914186e+001
8.22242649946852e+003	7.35934021552734e+000,-3.63166373406114e+001
8.24138115012783e+003	7.33256305430617e+000,-3.62374990560539e+001
8.26037949576959e+003	7.30590251878140e+000,-3.61585136757838e+001
8.27942163712114e+003	7.27935812952600e+000,-3.60796810370368e+001
8.29850767514201e+003	7.25292940884952e+000,-3.60010009762416e+001
8.31763771102449e+003	7.22661588078262e+000,-3.59224733290329e+001
8.33681184619412e+003	7.20041707100830e+000,-3.58440979302856e+001
8.35603018231025e+003	7.17433250698719e+000,-3.57658746140724e+001
8.37529282126659e+003	7.14836171781391e+000,-3.56878032137270e+001
8.39459986519173e+003	7.12250423431300e+000,-3.56098835618134e+001
8.41395141644970e+003	7.09675958904000e+000,-3.55321154901328e+001
8.43334757764050e+003	7.07112731613601e+000,-3.54544988297860e+001
8.45278845160064e+003	7.04560695152749e+000,-3.53770334111029e+001
8.47227414140370e+003	7.02019803276708e+000,-3.52997190637110e+001
8.49180475036087e+003	6.99490009910034e+000,-3.52225556165162e+001
8.51138038202149e+003	6.96971269144078e+000,-3.51455428977182e+001
8.53100114017361e+003	6.94463535238775e+000,-3.50686807348114e+001
8.55066712884454e+003	6.91966762619054e+000,-3.49919689546036e+001
8.57037845230140e+003	6.89480905874266e+000,-3.49154073832257e+001
8.59013521505166e+003	6.87005919766047e+000,-3.48389958461077e+001
8.60993752184370e+003	6.84541759210904e+000,-3.47627341680509e+001
8.62978547766739e+003	6.82088379298334e+000,-3.46866221731657e+001
8.64967918775461e+003	6.79645735278097e+000,-3.46106596849259e+001
8.66961875757984e+003	6.77213782570786e+000,-3.45348465261348e+001
8.68960429286069e+003	6.74792476751275e+000,-3.44591825189938e+001
8.70963589955847e+003	6.72381773562054e+000,-3.43836674850583e+001
8.72971368387878e+003	6.69981628913915e+000,-3.43083012452407e+001
8.74983775227201e+003	6.67591998868385e+000,-3.42330836198827e+001
8.77000821143400e+003	6.65212839659315e+000,-3.41580144286804e+001
8.79022516830649e+003	6.62844107677912e+000,-3.40830934907454e+001
8.81048873007778e+003	6.60485759474606e+000,-3.40083206246042e+001
8.83079900418326e+003	6.58137751766357e+000,-3.39336956481770e+001
8.85115609830598e+003	6.55800041428375e+000,-3.38592183788131e+001
8.87156012037723e+003	6.53472585489467e+000,-3.37848886333151e+001
8.89201117857710e+003	6.51155341146820e+000,-3.37107062278889e+001
8.91250938133506e+003	6.48848265754402e+000,-3.36366709781923e+001
8.93305483733055e+003	6.46551316822728e+000,-3.35627826993416e+001
8.95364765549353e+003	6.44264452022878e+000,-3.34890412059021e+001
8.97428794500507e+003	6.41987629182866e+000,-3.34154463119071e+001
8.99497581529793e+003	6.39720806285522e+000,-3.33419978308703e+001
9.01571137605714e+003	6.37463941475018e+000,-3.32686955757685e+001
9.03649473722058e+003	6.35216993053035e+000,-3.31955393590595e+001
9.05732600897956e+003	6.32979919473126e+000,-3.31225289927092e+001
9.07820530177942e+003	6.30752679346443e+000,-3.30496642881750e+001
9.09913272632007e+003	6.28535231439939e+000,-3.29769450564181e+001
9.12010839355664e+003	6.26327534676519e+000,-3.29043711079075e+001
9.14113241470004e+003	6.24129548132775e+000,-3.28319422526339e+001
9.16220490121753e+003	6.21941231040066e+000,-3.27596583001104e+001
9.18332596483334e+003	6.19762542779133e+000,-3.26875190593971e+001
9.20449571752923e+003	6.17593442894633e+000,-3.26155243390536e+001
9.22571427154514e+003	6.15433891069800e+000,-3.25436739472351e+001
9.24698173937973e+003	6.13283847150628e+000,-3.24719676916105e+001
9.26829823379099e+003	6.11143271134183e+000,-3.24004053794088e+001
9.28966386779686e+003	6.09012123166415e+000,-3.23289868174324e+001
9.31107875467579e+003	6.06890363543375e+000,-3.22577118120565e+001
9.33254300796739e+003	6.04777952716383e+000,-3.21865801692164e+001
9.35405674147300e+003	6.02674851285219e+000,-3.21155916944357e+001
9.37562006925627e+003	6.00581019996469e+000,-3.20447461928371e+001
9.39723310564384e+003	5.98496419752254e+000,-3.19740434691158e+001
9.41889596522587e+003	5.96421011597481e+000,-3.19034833275897e+001
9.44060876285668e+003	5.94354756730809e+000,-3.18330655721643e+001
9.46237161365537e+003	5.92297616493556e+000,-3.17627900063772e+001
9.48418463300641e+003	5.90249552383313e+000,-3.16926564333539e+001
9.50604793656025e+003	5.88210526038382e+000,-3.16226646558674e+001
9.52796164023394e+003	5.86180499244908e+000,-3.15528144763171e+001
9.54992586021178e+003	5.84159433935294e+000,-3.14831056967389e+001
9.57194071294586e+003	5.82147292192662e+000,-3.14135381187939e+001
9.59400631515674e+003	5.80144036240115e+000,-3.13441115438102e+001
9.61612278383404e+003	5.78149628447872e+000,-3.12748257727618e+001
9.63829023623710e+003	5.76164031331497e+000,-3.12056806062794e+001
9.66050878989552e+003	5.74187207554850e+000,-3.11366758446440e+001
9.68277856260987e+003	5.72219119916273e+000,-3.10678112878394e+001
9.70509967245227e+003	5.70259731369735e+000,-3.09990867354821e+001
9.72747223776702e+003	5.68309004999141e+000,-3.09305019869150e+001
9.74989637717123e+003	5.66366904043034e+000,-3.08620568411259e+001
9.77237220955546e+003	5.64433391875357e+000,-3.07937510968174e+001
9.79489985408433e+003	5.62508432014685e+000,-3.07255845523795e+001
9.81747943019718e+003	5.60591988117877e+000,-3.06575570059151e+001
9.84011105760867e+003	5.58684023986692e+000,-3.05896682552209e+001
9.86279485630943e+003	5.56784503559570e+000,-3.05219180978199e+001
9.88553094656671e+003	5.54893390922614e+000,-3.04543063309272e+001
9.90831944892499e+003	5.53010650291310e+000,-3.03868327515163e+001
9.93116048420664e+003	5.51136246028659e+000,-3.03194971562609e+001
9.95405417351257e+003	5.49270142633204e+000,-3.02522993415795e+001
9.97700063822282e+003	5.47412304739881e+000,-3.01852391036361e+001
9.99999999999728e+003	5.45562697126896e+000,-3.01183162383201e+001
1.00230523807763e+004	5.43721284705367e+000,-3.00515305412858e+001
1.00461579027812e+004	5.41888032526195e+000,-2.99848818079317e+001
1.00693166885153e+004	5.40062905778645e+000,-2.99183698334096e+001
1.00925288607641e+004	5.38245869782634e+000,-2.98519944126535e+001
1.01157945425962e+004	5.36436889998826e+000,-2.97857553403496e+001
1.01391138573640e+004	5.34635932023179e+000,-2.97196524109575e+001
1.01624869287042e+004	5.32842961582574e+000,-2.96536854187287e+001
1.01859138805384e+004	5.31057944545506e+000,-2.95878541576738e+001
1.02093948370740e+004	5.29280846908329e+000,-2.95221584216122e+001
1.02329299228048e+004	5.27511634804474e+000,-2.94565980041440e+001
1.02565192625113e+004	5.25750274500719e+000,-2.93911726986663e+001
1.02801629812619e+004	5.23996732393745e+000,-2.93258822983876e+001
1.03038612044134e+004	5.22250975016413e+000,-2.92607265963101e+001
1.03276140576112e+004	5.20512969032739e+000,-2.91957053852498e+001
1.03514216667906e+004	5.18782681239130e+000,-2.91308184578351e+001
1.03752841581773e+004	5.17060078560619e+000,-2.90660656065229e+001
1.03992016582878e+004	5.15345128056377e+000,-2.90014466235829e+001
1.04231742939302e+004	5.13637796912953e+000,-2.89369613011235e+001
1.04472021922052e+004	5.11938052449106e+000,-2.88726094310783e+001
1.04712854805061e+004	5.10245862114108e+000,-2.88083908052154e+001
1.04954242865204e+004	5.08561193483424e+000,-2.87443052151537e+001
1.05196187382294e+004	5.06884014261296e+000,-2.86803524523581e+001
1.05438689639097e+004	5.05214292284293e+000,-2.86165323081302e+001
1.05681750921337e+004	5.03551995513181e+000,-2.85528445736383e+001
1.05925372517700e+004	5.01897092038001e+000,-2.84892890399033e+001
1.06169555719844e+004	5.00249550076386e+000,-2.84258654978068e+001
1.06414301822403e+004	4.98609337970464e+000,-2.83625737381048e+001
1.06659612122997e+004	4.96976424190800e+000,-2.82994135514165e+001
1.06905487922237e+004	4.95350777333598e+000,-2.82363847282372e+001
1.07151930523731e+004	4.93732366118499e+000,-2.81734870589474e+001
1.07398941234095e+004	4.92121159390959e+000,-2.81107203338081e+001
1.07646521362954e+004	4.90517126123482e+000,-2.80480843429593e+001
1.07894672222953e+004	4.88920235411469e+000,-2.79855788764363e+001
1.08143395129764e+004	4.87330456473699e+000,-2.79232037241706e+001
1.08392691402091e+004	4.85747758648950e+000,-2.78609586760030e+001
1.08642562361677e+004	4.84172111407170e+000,-2.77988435216510e+001
1.08893009333314e+004	4.82603484334339e+000,-2.77368580507590e+001
1.09144033644846e+004	4.81041847140400e+000,-2.76750020528763e+001
1.09395636627179e+004	4.79487169655930e+000,-2.76132753174695e+001
1.09647819614289e+004	4.77939421834522e+000,-2.75516776339175e+001
1.09900583943222e+004	4.76398573752888e+000,-2.74902087915140e+001
1.10153930954111e+004	4.74864595603042e+000,-2.74288685794944e+001
1.10407861990177e+004	4.73337457700016e+000,-2.73676567870133e+001
1.10662378397736e+004	4.71817130478302e+000,-2.73065732031593e+001
1.10917481526210e+004	4.70303584492138e+000,-2.72456176169548e+001
1.11173172728129e+004	4.68796790414302e+000,-2.71847898173638e+001
1.11429453359143e+004	4.67296719035139e+000,-2.71240895932958e+001
1.11686324778026e+004	4.65803341264550e+000,-2.70635167336027e+001
1.11943788346685e+004	4.64316628131065e+000,-2.70030710270835e+001
1.12201845430166e+004	4.62836550778991e+000,-2.69427522624958e+001
1.12460497396662e+004	4.61363080467494e+000,-2.68825602285606e+001
1.12719745617520e+004	4.59896188574577e+000,-2.68224947139519e+001
1.12979591467249e+004	4.58435846595120e+000,-2.67625555073052e+001
1.13240036323525e+004	4.56982026139980e+000,-2.67027423972225e+001
1.13501081567200e+004	4.55534698932857e+000,-2.66430551722839e+001
1.13762728582312e+004	4.54093836813815e+000,-2.65834936210388e+001
1.14024978756086e+004	4.52659411735637e+000,-2.65240575320192e+001
1.14287833478946e+004	4.51231395769068e+000,-2.64647466937256e+001
1.14551294144522e+004	4.49809761094533e+000,-2.64055608946546e+001
1.14815362149657e+004	4.48394480010631e+000,-2.63464999232745e+001
1.15080038894412e+004	4.46985524923185e+000,-2.62875635680614e+001
1.15345325782078e+004	4.45582868355176e+000,-2.62287516174702e+001
1.15611224219178e+004	4.44186482937490e+000,-2.61700638599647e+001
1.15877735615481e+004	4.42796341416533e+000,-2.61115000839969e+001
1.16144861384002e+004	4.41412416648476e+000,-2.60530600780260e+001
1.16412602941017e+004	4.40034681600573e+000,-2.59947436305159e+001
1.16680961706064e+004	4.38663109350643e+000,-2.59365505299395e+001
1.16949939101955e+004	4.37297673088030e+000,-2.58784805647769e+001
1.17219536554781e+004	4.35938346108227e+000,-2.58205335235338e+001
1.17489755493921e+004	4.34585101820616e+000,-2.57627091947194e+001
1.17760597352048e+004	4.33237913741149e+000,-2.57050073668710e+001
1.18032063565141e+004	4.31896755494865e+000,-2.56474278285477e+001
1.18304155572484e+004	4.30561600813890e+000,-2.55899703683380e+001
1.18576874816683e+004	4.29232423539829e+000,-2.55326347748547e+001
1.18850222743669e+004	4.27909197622939e+000,-2.54754208367387e+001
1.19124200802705e+004	4.26591897119580e+000,-2.54183283426685e+001
1.19398810446394e+004	4.25280496188435e+000,-2.53613570813734e+001
1.19674053130691e+004	4.23974969101458e+000,-2.53045068416015e+001
1.19949930314905e+004	4.22675290232695e+000,-2.52477774121558e+001
