Freq.	V(vout)/(I(Itest)-I(RL))
1.03514216667907e+003	3.07690344671654e+000,-3.51151293246809e+000
1.03752841581773e+003	3.06913010686501e+000,-3.50876815315092e+000
1.03992016582878e+003	3.06136964797375e+000,-3.50600858642920e+000
1.04231742939302e+003	3.05362212023347e+000,-3.50323430100016e+000
1.04472021922052e+003	3.04588757340407e+000,-3.50044536570145e+000
1.04712854805062e+003	3.03816605678301e+000,-3.49764184959825e+000
1.04954242865204e+003	3.03045761923220e+000,-3.49482382189952e+000
1.05196187382294e+003	3.02276230917318e+000,-3.49199135196857e+000
1.05438689639098e+003	3.01508017457968e+000,-3.48914450934069e+000
1.05681750921338e+003	3.00741126299201e+000,-3.48628336367554e+000
1.05925372517700e+003	2.99975562148544e+000,-3.48340798484335e+000
1.06169555719844e+003	2.99211329671372e+000,-3.48051844280067e+000
1.06414301822403e+003	2.98448433486471e+000,-3.47761480770526e+000
1.06659612122997e+003	2.97686878168698e+000,-3.47469714984215e+000
1.06905487922237e+003	2.96926668250292e+000,-3.47176553958505e+000
1.07151930523732e+003	2.96167808215507e+000,-3.46882004753253e+000
1.07398941234096e+003	2.95410302506798e+000,-3.46586074434361e+000
1.07646521362955e+003	2.94654155520575e+000,-3.46288770084457e+000
1.07894672222954e+003	2.93899371608785e+000,-3.45990098798371e+000
1.08143395129765e+003	2.93145955079546e+000,-3.45690067681181e+000
1.08392691402091e+003	2.92393910194939e+000,-3.45388683853654e+000
1.08642562361677e+003	2.91643241174183e+000,-3.45085954443432e+000
1.08893009333314e+003	2.90893952190449e+000,-3.44781886593457e+000
1.09144033644846e+003	2.90146047371948e+000,-3.44476487458088e+000
1.09395636627180e+003	2.89399530804136e+000,-3.44169764197914e+000
1.09647819614289e+003	2.88654406526271e+000,-3.43861723987777e+000
1.09900583943223e+003	2.87910678533553e+000,-3.43552374011105e+000
1.10153930954112e+003	2.87168350775553e+000,-3.43241721463696e+000
1.10407861990178e+003	2.86427427159683e+000,-3.42929773544593e+000
1.10662378397737e+003	2.85687911545292e+000,-3.42616537470611e+000
1.10917481526210e+003	2.84949807750465e+000,-3.42302020459271e+000
1.11173172728129e+003	2.84213119547053e+000,-3.41986229740729e+000
1.11429453359143e+003	2.83477850662682e+000,-3.41669172552541e+000
1.11686324778026e+003	2.82744004780563e+000,-3.41350856139936e+000
1.11943788346685e+003	2.82011585539827e+000,-3.41031287754845e+000
1.12201845430166e+003	2.81280596533956e+000,-3.40710474659159e+000
1.12460497396662e+003	2.80551041313141e+000,-3.40388424119227e+000
1.12719745617521e+003	2.79822923383397e+000,-3.40065143407551e+000
1.12979591467249e+003	2.79096246205880e+000,-3.39740639804014e+000
1.13240036323525e+003	2.78371013197400e+000,-3.39414920594923e+000
1.13501081567201e+003	2.77647227730437e+000,-3.39087993072274e+000
1.13762728582312e+003	2.76924893134586e+000,-3.38759864530567e+000
1.14024978756086e+003	2.76204012693338e+000,-3.38430542273749e+000
1.14287833478946e+003	2.75484589647189e+000,-3.38100033608191e+000
1.14551294144523e+003	2.74766627192880e+000,-3.37768345843911e+000
1.14815362149657e+003	2.74050128483450e+000,-3.37435486294686e+000
1.15080038894413e+003	2.73335096626093e+000,-3.37101462282234e+000
1.15345325782078e+003	2.72621534686944e+000,-3.36766281125818e+000
1.15611224219179e+003	2.71909445685639e+000,-3.36429950153781e+000
1.15877735615481e+003	2.71198832601146e+000,-3.36092476690931e+000
1.16144861384003e+003	2.70489698365327e+000,-3.35753868071870e+000
1.16412602941018e+003	2.69782045868824e+000,-3.35414131628830e+000
1.16680961706065e+003	2.69075877958171e+000,-3.35073274697127e+000
1.16949939101955e+003	2.68371197436103e+000,-3.34731304614707e+000
1.17219536554781e+003	2.67668007063167e+000,-3.34388228718556e+000
1.17489755493921e+003	2.66966309555247e+000,-3.34044054349647e+000
1.17760597352049e+003	2.66266107585962e+000,-3.33698788848035e+000
1.18032063565141e+003	2.65567403785443e+000,-3.33352439555002e+000
1.18304155572484e+003	2.64870200740347e+000,-3.33005013813147e+000
1.18576874816684e+003	2.64174500996226e+000,-3.32656518961300e+000
1.18850222743670e+003	2.63480307052627e+000,-3.32306962344609e+000
1.19124200802705e+003	2.62787621369077e+000,-3.31956351301839e+000
1.19398810446395e+003	2.62096446362759e+000,-3.31604693170589e+000
1.19674053130692e+003	2.61406784405354e+000,-3.31251995293152e+000
1.19949930314905e+003	2.60718637828923e+000,-3.30898265004591e+000
1.20226443461709e+003	2.60032008921305e+000,-3.30543509642155e+000
1.20503594037147e+003	2.59346899929362e+000,-3.30187736538666e+000
1.20781383510645e+003	2.58663313057359e+000,-3.29830953025417e+000
1.21059813355015e+003	2.57981250466948e+000,-3.29473166432423e+000
1.21338885046465e+003	2.57300714278726e+000,-3.29114384085175e+000
1.21618600064604e+003	2.56621706569730e+000,-3.28754613309347e+000
1.21898959892454e+003	2.55944229379690e+000,-3.28393861419049e+000
1.22179966016454e+003	2.55268284700248e+000,-3.28032135737144e+000
1.22461619926472e+003	2.54593874486678e+000,-3.27669443572761e+000
1.22743923115807e+003	2.53921000650086e+000,-3.27305792236306e+000
1.23026877081205e+003	2.53249665061820e+000,-3.26941189031022e+000
1.23310483322857e+003	2.52579869552691e+000,-3.26575641254424e+000
1.23594743344417e+003	2.51911615908881e+000,-3.26209156205847e+000
1.23879658653003e+003	2.51244905880438e+000,-3.25841741170585e+000
1.24165230759207e+003	2.50579741173578e+000,-3.25473403434387e+000
1.24451461177105e+003	2.49916123453687e+000,-3.25104150277542e+000
1.24738351424260e+003	2.49254054347513e+000,-3.24733988971021e+000
1.25025903021738e+003	2.48593535440652e+000,-3.24362926781244e+000
1.25314117494107e+003	2.47934568277281e+000,-3.23990970970057e+000
1.25602996369453e+003	2.47277154362455e+000,-3.23618128791122e+000
1.25892541179382e+003	2.46621295162503e+000,-3.23244407488863e+000
1.26182753459033e+003	2.45966992100990e+000,-3.22869814305726e+000
1.26473634747081e+003	2.45314246563942e+000,-3.22494356473084e+000
1.26765186585750e+003	2.44663059897039e+000,-3.22118041215929e+000
1.27057410520820e+003	2.44013433406884e+000,-3.21740875750857e+000
1.27350308101631e+003	2.43365368359563e+000,-3.21362867288592e+000
1.27643880881100e+003	2.42718865984119e+000,-3.20984023027803e+000
1.27938130415718e+003	2.42073927469149e+000,-3.20604350161118e+000
1.28233058265567e+003	2.41430553963707e+000,-3.20223855873653e+000
1.28528665994326e+003	2.40788746580295e+000,-3.19842547337769e+000
1.28824955169278e+003	2.40148506389880e+000,-3.19460431721664e+000
1.29121927361318e+003	2.39509834428206e+000,-3.19077516178724e+000
1.29419584144963e+003	2.38872731690200e+000,-3.18693807856939e+000
1.29717927098360e+003	2.38237199134043e+000,-3.18309313892140e+000
1.30016957803294e+003	2.37603237680101e+000,-3.17924041409942e+000
1.30316677845194e+003	2.36970848209257e+000,-3.17537997528147e+000
1.30617088813148e+003	2.36340031565913e+000,-3.17151189352372e+000
1.30918192299905e+003	2.35710788558272e+000,-3.16763623975223e+000
1.31219989901884e+003	2.35083119954256e+000,-3.16375308483205e+000
1.31522483219188e+003	2.34457026486231e+000,-3.15986249949014e+000
1.31825673855605e+003	2.33832508850738e+000,-3.15596455432016e+000
1.32129563418621e+003	2.33209567704120e+000,-3.15205931985544e+000
1.32434153519430e+003	2.32588203669819e+000,-3.14814686644863e+000
1.32739445772938e+003	2.31968417332155e+000,-3.14422726437476e+000
1.33045441797773e+003	2.31350209239486e+000,-3.14030058378128e+000
1.33352143216296e+003	2.30733579905031e+000,-3.13636689467511e+000
1.33659551654608e+003	2.30118529804269e+000,-3.13242626696350e+000
1.33967668742557e+003	2.29505059378320e+000,-3.12847877040221e+000
1.34276496113750e+003	2.28893169033010e+000,-3.12452447461267e+000
1.34586035405558e+003	2.28282859135342e+000,-3.12056344913472e+000
1.34896288259128e+003	2.27674130020418e+000,-3.11659576332192e+000
1.35207256319391e+003	2.27066981987702e+000,-3.11262148639849e+000
1.35518941235066e+003	2.26461415299999e+000,-3.10864068747887e+000
1.35831344658678e+003	2.25857430186347e+000,-3.10465343551976e+000
1.36144468246558e+003	2.25255026840672e+000,-3.10065979934644e+000
1.36458313658855e+003	2.24654205422511e+000,-3.09665984763763e+000
1.36772882559547e+003	2.24054966057938e+000,-3.09265364891642e+000
1.37088176616448e+003	2.23457308836758e+000,-3.08864127159168e+000
1.37404197501214e+003	2.22861233817280e+000,-3.08462278388680e+000
1.37720946889357e+003	2.22266741022867e+000,-3.08059825389378e+000
1.38038426460251e+003	2.21673830442517e+000,-3.07656774956442e+000
1.38356637897140e+003	2.21082502032309e+000,-3.07253133868923e+000
1.38675582887151e+003	2.20492755716637e+000,-3.06848908888330e+000
1.38995263121297e+003	2.19904591384190e+000,-3.06444106764138e+000
1.39315680294492e+003	2.19318008892109e+000,-3.06038734228397e+000
1.39636836105555e+003	2.18733008065222e+000,-3.05632797996360e+000
1.39958732257223e+003	2.18149588695246e+000,-3.05226304768144e+000
1.40281370456157e+003	2.17567750539852e+000,-3.04819261230210e+000
1.40604752412953e+003	2.16987493329293e+000,-3.04411674045509e+000
1.40928879842149e+003	2.16408816757131e+000,-3.04003549867470e+000
1.41253754462237e+003	2.15831720486416e+000,-3.03594895330836e+000
1.41579377995669e+003	2.15256204150154e+000,-3.03185717051255e+000
1.41905752168870e+003	2.14682267347745e+000,-3.02776021630559e+000
1.42232878712243e+003	2.14109909648236e+000,-3.02365815652108e+000
1.42560759360180e+003	2.13539130590431e+000,-3.01955105680894e+000
1.42889395851071e+003	2.12969929681230e+000,-3.01543898265868e+000
1.43218789927315e+003	2.12402306397588e+000,-3.01132199937426e+000
1.43548943335326e+003	2.11836260185257e+000,-3.00720017209281e+000
1.43879857825545e+003	2.11271790459719e+000,-3.00307356577159e+000
1.44211535152447e+003	2.10708896606021e+000,-2.99894224519415e+000
1.44543977074553e+003	2.10147577981144e+000,-2.99480627493532e+000
1.44877185354436e+003	2.09587833910363e+000,-2.99066571941567e+000
1.45211161758734e+003	2.09029663689954e+000,-2.98652064286519e+000
1.45545908058156e+003	2.08473066587926e+000,-2.98237110931264e+000
1.45881426027495e+003	2.07918041841034e+000,-2.97821718263001e+000
1.46217717445632e+003	2.07364588657845e+000,-2.97405892649118e+000
1.46554784095551e+003	2.06812706219167e+000,-2.96989640436677e+000
1.46892627764346e+003	2.06262393676958e+000,-2.96572967954108e+000
1.47231250243231e+003	2.05713650153064e+000,-2.96155881513114e+000
1.47570653327549e+003	2.05166474743528e+000,-2.95738387402843e+000
1.47910838816780e+003	2.04620866514850e+000,-2.95320491895238e+000
1.48251808514554e+003	2.04076824505531e+000,-2.94902201243022e+000
1.48593564228660e+003	2.03534347728114e+000,-2.94483521676993e+000
1.48936107771050e+003	2.02993435164648e+000,-2.94064459412496e+000
1.49279440957858e+003	2.02454085774843e+000,-2.93645020638587e+000
1.49623565609402e+003	2.01916298484642e+000,-2.93225211533110e+000
1.49968483550196e+003	2.01380072200438e+000,-2.92805038244560e+000
1.50314196608961e+003	2.00845405795625e+000,-2.92384506909431e+000
1.50660706618633e+003	2.00312298121098e+000,-2.91963623638920e+000
1.51008015416373e+003	1.99780748000263e+000,-2.91542394525528e+000
1.51356124843579e+003	1.99250754229252e+000,-2.91120825642778e+000
1.51705036745892e+003	1.98722315580747e+000,-2.90698923040768e+000
1.52054752973208e+003	1.98195430800143e+000,-2.90276692750810e+000
1.52405275379687e+003	1.97670098607197e+000,-2.89854140783851e+000
1.52756605823765e+003	1.97146317696861e+000,-2.89431273129462e+000
1.53108746168161e+003	1.96624086739207e+000,-2.89008095755912e+000
1.53461698279887e+003	1.96103404377796e+000,-2.88584614612625e+000
1.53815464030261e+003	1.95584269233728e+000,-2.88160835625139e+000
1.54170045294913e+003	1.95066679902786e+000,-2.87736764698797e+000
1.54525443953799e+003	1.94550634955109e+000,-2.87312407719459e+000
1.54881661891205e+003	1.94036132938268e+000,-2.86887770549596e+000
1.55238700995765e+003	1.93523172374968e+000,-2.86462859031665e+000
1.55596563160464e+003	1.93011751764215e+000,-2.86037678986386e+000
1.55955250282652e+003	1.92501869582431e+000,-2.85612236211841e+000
1.56314764264052e+003	1.91993524281959e+000,-2.85186536485457e+000
1.56675107010771e+003	1.91486714290421e+000,-2.84760585564773e+000
1.57036280433312e+003	1.90981438014622e+000,-2.84334389182977e+000
1.57398286446578e+003	1.90477693838082e+000,-2.83907953052030e+000
1.57761126969891e+003	1.89975480121993e+000,-2.83481282861782e+000
1.58124803926994e+003	1.89474795202485e+000,-2.83054384283202e+000
1.58489319246067e+003	1.88975637397488e+000,-2.82627262960517e+000
1.58854674859734e+003	1.88478005000296e+000,-2.82199924519006e+000
1.59220872705073e+003	1.87981896282830e+000,-2.81772374561218e+000
1.59587914723629e+003	1.87487309495124e+000,-2.81344618667745e+000
1.59955802861422e+003	1.86994242866964e+000,-2.80916662395728e+000
1.60324539068960e+003	1.86502694604484e+000,-2.80488511282514e+000
1.60694125301243e+003	1.86012662896136e+000,-2.80060170839360e+000
1.61064563517782e+003	1.85524145905868e+000,-2.79631646559204e+000
1.61435855682604e+003	1.85037141779362e+000,-2.79202943909735e+000
1.61808003764262e+003	1.84551648640512e+000,-2.78774068337569e+000
1.62181009735848e+003	1.84067664593796e+000,-2.78345025265753e+000
1.62554875575003e+003	1.83585187722904e+000,-2.77915820095503e+000
1.62929603263927e+003	1.83104216092274e+000,-2.77486458204476e+000
1.63305194789388e+003	1.82624747744577e+000,-2.77056944950069e+000
1.63681652142735e+003	1.82146780705988e+000,-2.76627285663358e+000
1.64058977319908e+003	1.81670312980601e+000,-2.76197485655642e+000
1.64437172321447e+003	1.81195342554464e+000,-2.75767550214163e+000
1.64816239152505e+003	1.80721867395434e+000,-2.75337484602389e+000
1.65196179822855e+003	1.80249885449700e+000,-2.74907294064060e+000
1.65576996346907e+003	1.79779394648441e+000,-2.74476983815854e+000
1.65958690743710e+003	1.79310392901404e+000,-2.74046559054879e+000
1.66341265036971e+003	1.78842878102455e+000,-2.73616024952526e+000
1.66724721255060e+003	1.78376848124455e+000,-2.73185386660413e+000
1.67109061431024e+003	1.77912300824302e+000,-2.72754649304904e+000
1.67494287602597e+003	1.77449234042530e+000,-2.72323817987788e+000
1.67880401812209e+003	1.76987645598950e+000,-2.71892897791281e+000
1.68267406107000e+003	1.76527533297736e+000,-2.71461893772463e+000
1.68655302538827e+003	1.76068894925823e+000,-2.71030810965393e+000
1.69044093164279e+003	1.75611728252618e+000,-2.70599654381465e+000
1.69433780044686e+003	1.75156031030598e+000,-2.70168429008970e+000
1.69824365246127e+003	1.74701800997015e+000,-2.69737139811428e+000
1.70215850839448e+003	1.74249035871072e+000,-2.69305791730885e+000
1.70608238900265e+003	1.73797733356201e+000,-2.68874389685421e+000
1.71001531508981e+003	1.73347891139493e+000,-2.68442938570255e+000
1.71395730750795e+003	1.72899506892861e+000,-2.68011443256344e+000
1.71790838715711e+003	1.72452578271693e+000,-2.67579908592187e+000
1.72186857498553e+003	1.72007102916383e+000,-2.67148339402370e+000
1.72583789198972e+003	1.71563078450250e+000,-2.66716740489893e+000
1.72981635921462e+003	1.71120502484444e+000,-2.66285116631187e+000
1.73380399775365e+003	1.70679372612501e+000,-2.65853472581904e+000
1.73780082874889e+003	1.70239686413488e+000,-2.65421813074027e+000
1.74180687339113e+003	1.69801441452938e+000,-2.64990142814891e+000
1.74582215292001e+003	1.69364635281043e+000,-2.64558466489268e+000
1.74984668862417e+003	1.68929265432539e+000,-2.64126788759713e+000
1.75388050184127e+003	1.68495329429853e+000,-2.63695114263356e+000
1.75792361395820e+003	1.68062824780756e+000,-2.63263447614726e+000
1.76197604641114e+003	1.67631748979071e+000,-2.62831793404935e+000
1.76603782068567e+003	1.67202099504809e+000,-2.62400156201889e+000
1.77010895831692e+003	1.66773873824375e+000,-2.61968540550233e+000
1.77418948088967e+003	1.66347069390918e+000,-2.61536950970970e+000
1.77827941003842e+003	1.65921683644831e+000,-2.61105391961544e+000
1.78237876744759e+003	1.65497714012991e+000,-2.60673867996242e+000
1.78648757485155e+003	1.65075157909710e+000,-2.60242383525916e+000
1.79060585403479e+003	1.64654012736823e+000,-2.59810942977749e+000
1.79473362683202e+003	1.64234275883139e+000,-2.59379550756100e+000
1.79887091512828e+003	1.63815944725023e+000,-2.58948211242036e+000
1.80301774085906e+003	1.63399016627122e+000,-2.58516928792796e+000
1.80717412601042e+003	1.62983488942147e+000,-2.58085707742257e+000
1.81134009261909e+003	1.62569359011044e+000,-2.57654552400871e+000
1.81551566277262e+003	1.62156624162153e+000,-2.57223467056607e+000
1.81970085860947e+003	1.61745281713243e+000,-2.56792455973287e+000
1.82389570231912e+003	1.61335328970705e+000,-2.56361523391359e+000
1.82810021614223e+003	1.60926763228813e+000,-2.55930673528942e+000
1.83231442237070e+003	1.60519581771560e+000,-2.55499910580096e+000
1.83653834334783e+003	1.60113781871495e+000,-2.55069238716209e+000
1.84077200146844e+003	1.59709360791826e+000,-2.54638662084094e+000
1.84501541917895e+003	1.59306315783320e+000,-2.54208184809179e+000
1.84926861897756e+003	1.58904644087266e+000,-2.53777810992689e+000
1.85353162341429e+003	1.58504342934385e+000,-2.53347544713132e+000
1.85780445509118e+003	1.58105409546121e+000,-2.52917390024984e+000
1.86208713666234e+003	1.57707841133107e+000,-2.52487350960458e+000
1.86637969083414e+003	1.57311634895747e+000,-2.52057431528999e+000
1.87068214036527e+003	1.56916788026506e+000,-2.51627635715440e+000
1.87499450806689e+003	1.56523297706565e+000,-2.51197967483250e+000
1.87931681680274e+003	1.56131161108886e+000,-2.50768430771759e+000
1.88364908948927e+003	1.55740375396165e+000,-2.50339029498345e+000
1.88799134909576e+003	1.55350937723267e+000,-2.49909767556293e+000
1.89234361864444e+003	1.54962845235461e+000,-2.49480648816553e+000
1.89670592121061e+003	1.54576095069474e+000,-2.49051677127066e+000
1.90107827992276e+003	1.54190684353188e+000,-2.48622856313030e+000
1.90546071796271e+003	1.53806610206399e+000,-2.48194190176450e+000
1.90985325856570e+003	1.53423869740525e+000,-2.47765682496687e+000
1.91425592502055e+003	1.53042460058050e+000,-2.47337337030955e+000
1.91866874066975e+003	1.52662378254972e+000,-2.46909157512288e+000
1.92309172890962e+003	1.52283621417754e+000,-2.46481147652575e+000
1.92752491319039e+003	1.51906186626391e+000,-2.46053311139856e+000
1.93196831701638e+003	1.51530070952347e+000,-2.45625651640352e+000
1.93642196394606e+003	1.51155271460559e+000,-2.45198172796893e+000
1.94088587759223e+003	1.50781785207511e+000,-2.44770878230747e+000
1.94536008162211e+003	1.50409609244239e+000,-2.44343771539085e+000
1.94984459975749e+003	1.50038740612961e+000,-2.43916856298228e+000
1.95433945577484e+003	1.49669176348587e+000,-2.43490136062370e+000
1.95884467350544e+003	1.49300913482608e+000,-2.43063614360389e+000
1.96336027683549e+003	1.48933949036308e+000,-2.42637294701843e+000
1.96788628970629e+003	1.48568280026566e+000,-2.42211180572324e+000
1.97242273611430e+003	1.48203903462365e+000,-2.41785275436293e+000
1.97696964011130e+003	1.47840816347728e+000,-2.41359582735019e+000
1.98152702580454e+003	1.47479015679535e+000,-2.40934105888379e+000
1.98609491735681e+003	1.47118498451155e+000,-2.40508848292057e+000
1.99067333898662e+003	1.46759261646087e+000,-2.40083813323096e+000
1.99526231496831e+003	1.46401302245715e+000,-2.39659004333408e+000
1.99986186963218e+003	1.46044617224418e+000,-2.39234424654148e+000
2.00447202736459e+003	1.45689203550918e+000,-2.38810077594610e+000
2.00909281260816e+003	1.45335058188524e+000,-2.38385966442353e+000
2.01372424986182e+003	1.44982178097041e+000,-2.37962094461621e+000
2.01836636368099e+003	1.44630560229185e+000,-2.37538464896492e+000
2.02301917867770e+003	1.44280201533565e+000,-2.37115080968665e+000
2.02768271952071e+003	1.43931098954160e+000,-2.36691945877956e+000
2.03235701093564e+003	1.43583249429996e+000,-2.36269062802675e+000
2.03704207770514e+003	1.43236649895398e+000,-2.35846434899694e+000
2.04173794466895e+003	1.42891297280671e+000,-2.35424065303988e+000
2.04644463672409e+003	1.42547188512198e+000,-2.35001957128567e+000
2.05116217882498e+003	1.42204320511154e+000,-2.34580113465986e+000
2.05589059598356e+003	1.41862690195173e+000,-2.34158537386830e+000
2.06062991326941e+003	1.41522294477932e+000,-2.33737231940398e+000
2.06538015580994e+003	1.41183130269264e+000,-2.33316200154644e+000
2.07014134879045e+003	1.40845194475007e+000,-2.32895445036551e+000
2.07491351745432e+003	1.40508483998234e+000,-2.32474969571161e+000
2.07969668710310e+003	1.40172995737708e+000,-2.32054776723155e+000
2.08449088309670e+003	1.39838726589085e+000,-2.31634869435824e+000
2.08929613085344e+003	1.39505673444819e+000,-2.31215250631389e+000
2.09411245585030e+003	1.39173833194423e+000,-2.30795923211061e+000
2.09893988362293e+003	1.38843202723834e+000,-2.30376890055431e+000
2.10377843976588e+003	1.38513778916880e+000,-2.29958154023683e+000
2.10862814993269e+003	1.38185558653891e+000,-2.29539717954753e+000
2.11348903983604e+003	1.37858538813193e+000,-2.29121584666275e+000
2.11836113524790e+003	1.37532716268882e+000,-2.28703756956501e+000
2.12324446199961e+003	1.37208087895261e+000,-2.28286237600980e+000
2.12813904598211e+003	1.36884650562292e+000,-2.27869029356217e+000
2.13304491314597e+003	1.36562401138534e+000,-2.27452134957587e+000
2.13796208950162e+003	1.36241336489327e+000,-2.27035557120846e+000
2.14289060111945e+003	1.35921453479528e+000,-2.26619298540133e+000
2.14783047412992e+003	1.35602748971030e+000,-2.26203361890141e+000
2.15278173472376e+003	1.35285219824543e+000,-2.25787749824720e+000
2.15774440915205e+003	1.34968862897915e+000,-2.25372464978451e+000
2.16271852372640e+003	1.34653675048635e+000,-2.24957509964753e+000
2.16770410481907e+003	1.34339653132481e+000,-2.24542887377223e+000
2.17270117886312e+003	1.34026794003095e+000,-2.24128599789874e+000
2.17770977235254e+003	1.33715094513064e+000,-2.23714649756666e+000
2.18272991184238e+003	1.33404551514112e+000,-2.23301039811370e+000
2.18776162394893e+003	1.33095161857099e+000,-2.22887772467755e+000
2.19280493534982e+003	1.32786922390301e+000,-2.22474850220989e+000
2.19785987278420e+003	1.32479829963524e+000,-2.22062275544732e+000
2.20292646305283e+003	1.32173881423387e+000,-2.21650050894797e+000
2.20800473301827e+003	1.31869073617069e+000,-2.21238178706454e+000
2.21309470960500e+003	1.31565403391232e+000,-2.20826661395367e+000
2.21819641979958e+003	1.31262867591221e+000,-2.20415501358427e+000
2.22330989065077e+003	1.30961463062101e+000,-2.20004700972965e+000
2.22843514926966e+003	1.30661186649269e+000,-2.19594262596517e+000
2.23357222282989e+003	1.30362035197372e+000,-2.19184188567795e+000
2.23872113856770e+003	1.30064005550499e+000,-2.18774481206571e+000
2.24388192378212e+003	1.29767094553425e+000,-2.18365142812973e+000
2.24905460583514e+003	1.29471299050290e+000,-2.17956175668621e+000
2.25423921215178e+003	1.29176615885548e+000,-2.17547582035959e+000
2.25943577022033e+003	1.28883041904374e+000,-2.17139364158198e+000
2.26464430759241e+003	1.28590573951092e+000,-2.16731524260497e+000
2.26986485188317e+003	1.28299208871553e+000,-2.16324064548400e+000
2.27509743077142e+003	1.28008943511123e+000,-2.15916987209511e+000
2.28034207199976e+003	1.27719774716170e+000,-2.15510294412423e+000
2.28559880337477e+003	1.27431699334056e+000,-2.15103988306853e+000
2.29086765276712e+003	1.27144714211625e+000,-2.14698071025014e+000
2.29614864811170e+003	1.26858816197902e+000,-2.14292544679651e+000
2.30144181740785e+003	1.26574002141830e+000,-2.13887411365835e+000
2.30674718871941e+003	1.26290268893303e+000,-2.13482673160385e+000
2.31206479017493e+003	1.26007613304127e+000,-2.13078332121251e+000
2.31739464996781e+003	1.25726032226537e+000,-2.12674390288745e+000
2.32273679635644e+003	1.25445522513544e+000,-2.12270849685422e+000
2.32809125766434e+003	1.25166081020056e+000,-2.11867712315439e+000
2.33345806228033e+003	1.24887704602586e+000,-2.11464980164673e+000
2.33883723865868e+003	1.24610390117788e+000,-2.11062655202260e+000
2.34422881531925e+003	1.24334134425939e+000,-2.10660739377878e+000
2.34963282084763e+003	1.24058934386304e+000,-2.10259234625448e+000
2.35504928389533e+003	1.23784786862525e+000,-2.09858142859257e+000
2.36047823317990e+003	1.23511688716941e+000,-2.09457465978175e+000
2.36591969748508e+003	1.23239636815917e+000,-2.09057205861957e+000
2.37137370566097e+003	1.22968628027554e+000,-2.08657364373070e+000
2.37684028662419e+003	1.22698659220798e+000,-2.08257943357408e+000
2.38231946935800e+003	1.22429727267159e+000,-2.07858944643118e+000
2.38781128291249e+003	1.22161829040651e+000,-2.07460370040905e+000
2.39331575640470e+003	1.21894961416631e+000,-2.07062221344891e+000
2.39883291901880e+003	1.21629121273382e+000,-2.06664500331580e+000
2.40436280000624e+003	1.21364305490417e+000,-2.06267208761267e+000
2.40990542868590e+003	1.21100510951884e+000,-2.05870348375742e+000
2.41546083444424e+003	1.20837734541401e+000,-2.05473920901946e+000
2.42102904673548e+003	1.20575973146843e+000,-2.05077928048837e+000
2.42661009508172e+003	1.20315223658572e+000,-2.04682371508756e+000
2.43220400907311e+003	1.20055482968837e+000,-2.04287252957796e+000
2.43781081836805e+003	1.19796747973627e+000,-2.03892574054906e+000
2.44343055269327e+003	1.19539015570437e+000,-2.03498336443297e+000
2.44906324184404e+003	1.19282282660676e+000,-2.03104541749004e+000
2.45470891568432e+003	1.19026546147493e+000,-2.02711191582543e+000
2.46036760414692e+003	1.18771802938483e+000,-2.02318287537078e+000
2.46603933723363e+003	1.18518049942611e+000,-2.01925831190715e+000
2.47172414501542e+003	1.18265284073474e+000,-2.01533824104310e+000
2.47742205763257e+003	1.18013502246184e+000,-2.01142267823796e+000
2.48313310529485e+003	1.17762701380324e+000,-2.00751163878232e+000
2.48885731828167e+003	1.17512878398032e+000,-2.00360513781203e+000
2.49459472694223e+003	1.17264030224935e+000,-1.99970319030355e+000
2.50034536169571e+003	1.17016153790313e+000,-1.99580581107317e+000
2.50610925303139e+003	1.16769246026089e+000,-1.99191301478575e+000
2.51188643150885e+003	1.16523303868649e+000,-1.98802481594296e+000
2.51767692775813e+003	1.16278324256577e+000,-1.98414122890008e+000
2.52348077247984e+003	1.16034304133287e+000,-1.98026226784902e+000
2.52929799644541e+003	1.15791240445521e+000,-1.97638794682968e+000
2.53512863049717e+003	1.15549130143360e+000,-1.97251827973089e+000
2.54097270554857e+003	1.15307970180369e+000,-1.96865328029035e+000
2.54683025258430e+003	1.15067757514809e+000,-1.96479296208820e+000
2.55270130266051e+003	1.14828489108547e+000,-1.96093733855474e+000
2.55858588690490e+003	1.14590161926502e+000,-1.95708642297541e+000
2.56448403651697e+003	1.14352772938365e+000,-1.95324022848049e+000
2.57039578276812e+003	1.14116319117637e+000,-1.94939876805262e+000
2.57632115700183e+003	1.13880797441808e+000,-1.94556205452617e+000
2.58226019063385e+003	1.13646204892164e+000,-1.94173010058963e+000
2.58821291515234e+003	1.13412538454874e+000,-1.93790291878040e+000
2.59417936211806e+003	1.13179795119481e+000,-1.93408052149519e+000
2.60015956316452e+003	1.12947971880324e+000,-1.93026292098079e+000
2.60615354999814e+003	1.12717065736219e+000,-1.92645012933875e+000
2.61216135439845e+003	1.12487073689176e+000,-1.92264215853364e+000
2.61818300821822e+003	1.12257992746356e+000,-1.91883902038189e+000
2.62421854338368e+003	1.12029819919879e+000,-1.91504072655401e+000
2.63026799189462e+003	1.11802552225737e+000,-1.91124728858198e+000
2.63633138582461e+003	1.11576186683673e+000,-1.90745871786241e+000
2.64240875732118e+003	1.11350720319633e+000,-1.90367502564014e+000
2.64850013860593e+003	1.11126150162830e+000,-1.89989622302865e+000
2.65460556197477e+003	1.10902473247279e+000,-1.89612232100215e+000
2.66072505979804e+003	1.10679686613033e+000,-1.89235333038778e+000
