time	V(vout)	-I(Rl)
0.000000000000000e+000	9.996057e+000	-0.000000e+000
1.999999992008394e-011	9.996057e+000	-0.000000e+000
1.019999999920084e-009	9.996057e+000	-0.000000e+000
3.019999999920084e-009	9.996057e+000	-0.000000e+000
3.101999999992008e-008	9.996057e+000	-0.000000e+000
6.301999999992009e-008	9.996057e+000	-0.000000e+000
5.110199999999202e-007	9.996057e+000	-0.000000e+000
8.186987714285708e-005	9.996057e+000	-0.000000e+000
1.632287342857143e-004	9.996057e+000	-0.000000e+000
2.445875914285714e-004	9.996057e+000	-0.000000e+000
3.259464485714286e-004	9.996057e+000	-0.000000e+000
4.073053057142858e-004	9.996057e+000	-0.000000e+000
4.886641628571429e-004	9.996057e+000	-0.000000e+000
5.700230199999999e-004	9.996057e+000	-0.000000e+000
1.012023020000000e-003	9.996057e+000	-0.000000e+000
1.999023020000000e-003	9.996057e+000	-0.000000e+000
2.000000000000000e-003	9.996057e+000	-0.000000e+000
2.000000023852051e-003	3.332019e+000	1.975681e+001
2.000000071556153e-003	2.249618e-009	1.124809e+001
2.000000071742497e-003	2.257420e-009	1.128710e+001
2.000000071789083e-003	2.265295e-009	1.132648e+001
2.000000071905548e-003	2.281802e-009	1.140901e+001
2.000000072068599e-003	2.297721e-009	1.148860e+001
2.000000072127195e-003	2.302307e-009	1.151153e+001
2.000001072127195e-003	2.516600e-009	1.258300e+001
2.000002072127195e-003	2.512837e-009	1.256418e+001
2.000003072127195e-003	2.425158e-009	1.212579e+001
2.000004072127195e-003	2.374847e-009	1.187424e+001
2.000005072127195e-003	2.353395e-009	1.176698e+001
2.000006072127195e-003	2.351085e-009	1.175542e+001
2.000007072127195e-003	2.361187e-009	1.180593e+001
2.000008072127195e-003	2.378914e-009	1.189457e+001
2.000009072127195e-003	2.400196e-009	1.200098e+001
2.000009113184183e-003	2.401150e-009	1.200575e+001
2.000009195298157e-003	2.403029e-009	1.201515e+001
2.000009359526106e-003	2.406415e-009	1.203207e+001
2.000009551987710e-003	2.410117e-009	1.205058e+001
2.000009798383026e-003	2.414619e-009	1.207310e+001
2.000010081563287e-003	2.419521e-009	1.209761e+001
2.000010647923810e-003	2.428367e-009	1.214183e+001
2.000011780644856e-003	2.443013e-009	1.221507e+001
2.000013050303147e-003	2.454930e-009	1.227465e+001
2.000014625346684e-003	2.464424e-009	1.232212e+001
2.000016055692096e-003	2.469822e-009	1.234911e+001
2.000017402884317e-003	2.473044e-009	1.236522e+001
2.000018773470406e-003	2.475091e-009	1.237546e+001
2.000019649242942e-003	2.475280e-009	1.237640e+001
2.000020300357514e-003	2.474251e-009	1.237125e+001
2.000021085426083e-003	2.472162e-009	1.236081e+001
2.000021853925518e-003	2.470137e-009	1.235069e+001
2.000022604887475e-003	2.468418e-009	1.234209e+001
2.000023146177418e-003	2.467327e-009	1.233664e+001
2.000023913565872e-003	2.465969e-009	1.232984e+001
2.000024678453039e-003	2.464912e-009	1.232456e+001
2.000025599298921e-003	2.464107e-009	1.232053e+001
2.000026591739564e-003	2.463770e-009	1.231885e+001
2.000028394364994e-003	2.464067e-009	1.232034e+001
2.000030757991708e-003	2.465378e-009	1.232689e+001
2.000033261335802e-003	2.467431e-009	1.233715e+001
2.000037798773315e-003	2.471677e-009	1.235838e+001
2.000043549735679e-003	2.477189e-009	1.238594e+001
2.000048589621918e-003	2.482180e-009	1.241090e+001
2.000053173806142e-003	2.487317e-009	1.243659e+001
2.000058245348988e-003	2.494470e-009	1.247235e+001
2.000063009522981e-003	2.503625e-009	1.251812e+001
2.000068124072946e-003	2.517494e-009	1.258747e+001
2.000073972111318e-003	2.539875e-009	1.269937e+001
2.000081153372732e-003	2.577192e-009	1.288596e+001
2.000088013989452e-003	2.621849e-009	1.310924e+001
2.000090989915176e-003	2.644605e-009	1.322302e+001
2.000093055051453e-003	2.662204e-009	1.331102e+001
2.000094904979555e-003	2.679124e-009	1.339562e+001
2.000096645651753e-003	2.696146e-009	1.348073e+001
2.000098798229165e-003	2.718654e-009	1.359327e+001
2.000100881863954e-003	2.742209e-009	1.371104e+001
2.000104071848768e-003	2.782390e-009	1.391195e+001
2.000110451818397e-003	2.872647e-009	1.436323e+001
2.000116317662018e-003	2.965538e-009	1.482769e+001
2.000122393475797e-003	3.070536e-009	1.535268e+001
2.000125043987821e-003	3.118723e-009	1.559362e+001
2.000126920266080e-003	3.153415e-009	1.576707e+001
2.000127784913170e-003	3.168826e-009	1.584413e+001
2.000128265075890e-003	3.176794e-009	1.588397e+001
2.000128501458120e-003	3.180546e-009	1.590273e+001
2.000128839053583e-003	3.185912e-009	1.592956e+001
2.000129162008612e-003	3.191096e-009	1.595548e+001
2.000129516894939e-003	3.196812e-009	1.598406e+001
2.000129959196641e-003	3.203928e-009	1.601964e+001
2.000130526004806e-003	3.213004e-009	1.606502e+001
2.000131157041606e-003	3.222992e-009	1.611496e+001
2.000132290786092e-003	3.240490e-009	1.620245e+001
2.000133738624022e-003	3.261388e-009	1.630694e+001
2.000135850888111e-003	3.286622e-009	1.643311e+001
2.000137730773838e-003	3.296917e-009	1.648458e+001
2.000138963545276e-003	3.282749e-009	1.641375e+001
2.000139820905726e-003	3.251287e-009	1.625644e+001
2.000140419392616e-003	3.222816e-009	1.611408e+001
2.000140787089462e-003	3.212014e-009	1.606007e+001
2.000141104267281e-003	3.212110e-009	1.606055e+001
2.000141381969731e-003	3.217990e-009	1.608995e+001
2.000141608977823e-003	3.224632e-009	1.612316e+001
2.000141802020671e-003	3.230347e-009	1.615173e+001
2.000142008325433e-003	3.236360e-009	1.618180e+001
2.000142209288421e-003	3.242101e-009	1.621051e+001
2.000142553727219e-003	3.251581e-009	1.625790e+001
2.000142963685935e-003	3.262254e-009	1.631127e+001
2.000143597393386e-003	3.277676e-009	1.638838e+001
2.000144049964547e-003	3.288147e-009	1.644073e+001
2.000144603293350e-003	3.300516e-009	1.650258e+001
2.000145038461814e-003	3.309934e-009	1.654967e+001
2.000145496933611e-003	3.319579e-009	1.659790e+001
2.000145970143772e-003	3.329414e-009	1.664707e+001
2.000146482028658e-003	3.340011e-009	1.670006e+001
2.000147122130373e-003	3.353304e-009	1.676652e+001
2.000148093418053e-003	3.373682e-009	1.686841e+001
2.000150035993414e-003	3.415245e-009	1.707622e+001
2.000153176289397e-003	3.484421e-009	1.742210e+001
2.000156722689104e-003	3.565435e-009	1.782718e+001
2.000160133263121e-003	3.646742e-009	1.823371e+001
2.000164451064881e-003	3.755114e-009	1.877557e+001
2.000171052242750e-003	3.933099e-009	1.966549e+001
2.000182564866374e-003	4.277636e-009	2.138818e+001
2.000200563352937e-003	4.878238e-009	2.439119e+001
2.000211710294169e-003	5.291529e-009	2.645765e+001
2.000224409380254e-003	5.806883e-009	2.903441e+001
2.000237672766370e-003	6.377188e-009	3.188594e+001
2.000245445302619e-003	6.724656e-009	3.362328e+001
2.000252794479844e-003	7.060635e-009	3.530317e+001
2.000260123505155e-003	7.398226e-009	3.699113e+001
2.000269976524232e-003	7.848271e-009	3.924136e+001
2.000284765182596e-003	8.503957e-009	4.251978e+001
2.000297459143389e-003	9.029689e-009	4.514844e+001
2.000315029518575e-003	9.678444e-009	4.839222e+001
2.000331506770238e-003	1.020359e-008	5.101794e+001
2.000341155804871e-003	1.046242e-008	5.231209e+001
2.000350345081710e-003	1.067054e-008	5.335271e+001
2.000359439147591e-003	1.084413e-008	5.422064e+001
2.000372398559496e-003	1.104242e-008	5.521211e+001
2.000390388664884e-003	1.124250e-008	5.621250e+001
2.000418312572605e-003	1.144382e-008	5.721909e+001
2.000440477824486e-003	1.153805e-008	5.769025e+001
2.000451643919755e-003	1.156258e-008	5.781291e+001
2.000457122053551e-003	1.156817e-008	5.784084e+001
2.000462640180725e-003	1.157087e-008	5.785432e+001
2.000464396217436e-003	1.157134e-008	5.785671e+001
2.000467144161737e-003	1.157162e-008	5.785812e+001
2.000470037035626e-003	1.157140e-008	5.785699e+001
2.000475822783403e-003	1.156974e-008	5.784869e+001
2.000481352589061e-003	1.156684e-008	5.783421e+001
2.000488417242242e-003	1.156126e-008	5.780629e+001
2.000496809017041e-003	1.155228e-008	5.776139e+001
2.000509047999676e-003	1.153550e-008	5.767752e+001
2.000524097665755e-003	1.151065e-008	5.755326e+001
2.000536091379046e-003	1.148792e-008	5.743962e+001
2.000545620224687e-003	1.146809e-008	5.734042e+001
2.000553765351231e-003	1.145003e-008	5.725017e+001
2.000560969863734e-003	1.143328e-008	5.716642e+001
2.000567496721603e-003	1.141751e-008	5.708757e+001
2.000574443091890e-003	1.140016e-008	5.700078e+001
2.000581610084706e-003	1.138164e-008	5.690820e+001
2.000590189074901e-003	1.135870e-008	5.679352e+001
2.000599501566984e-003	1.133287e-008	5.666435e+001
2.000610196232965e-003	1.130199e-008	5.650998e+001
